"kD" "s" "z1vector" "z2vector" "z3vector" "z4vector" "z5vector" "z6vector" "z7vector" "z8vector" "z9vector"
0.39 0.26 0.5 0.5 0.5 0.505178924286292 0.525358488372427 0.529979595098017 0.51093240054065 0.531372567940928 0.536226194416064
0.4 0.26 0.5 0.5 0.5 0.505721811725918 0.525712679537583 0.530175248288709 0.511292898487215 0.531588460840771 0.536267000260867
0.41 0.26 0.5 0.5 0.5 0.506233937756766 0.526051187547101 0.530361038223914 0.511653709877552 0.531794835098411 0.53630536711157
0.42 0.26 0.5 0.5 0.5 0.506727453301814 0.526375002831287 0.530537678247066 0.512014849372984 0.531992273528314 0.536341486278648
0.43 0.26 0.5 0.5 0.5 0.507209382168421 0.5266850340177 0.530705813336113 0.512376286693751 0.532181313358167 0.53637552902919
0.44 0.26 0.5 0.5 0.5 0.507683406411306 0.526982116423793 0.530866028403305 0.512737970686933 0.53236245053635 0.536407649261717
0.45 0.26 0.5 0.5 0.5 0.508151363107437 0.527267019436599 0.531018855339983 0.513099840215485 0.532536143559278 0.53643798574042
0.46 0.26 0.5 0.5 0.5 0.508614174567847 0.527540452970128 0.531164779041023 0.513461829039765 0.532702816882236 0.536466663975954
0.47 0.26 0.5 0.5 0.5 0.509072341481107 0.527803073147433 0.531304242590147 0.513823868103033 0.532862863966913 0.536493797819823
0.48 0.26 0.5 0.5 0.5 0.509526176909736 0.528055487323585 0.531437651748231 0.514185886732443 0.533016650010608 0.536519490824561
0.49 0.26 0.5 0.5 0.5 0.509975908298503 0.528298258543313 0.531565378857689 0.514547813384763 0.533164514395488 0.536543837410768
0.5 0.26 0.5 0.5 0.5 0.510421719404708 0.528531909510288 0.531687766253989 0.514909576186672 0.533306772890868 0.536566923873664
0.01 0.28 0.5 0.5 0.5 0.50000003172924 0.500000032426066 0.500000035736609 0.500003065312585 0.500003269140393 0.500004164463956
0.02 0.28 0.5 0.5 0.5 0.500000061729322 0.500000071361917 0.500000113533202 0.50000627685659 0.500007941460903 0.50001546796525
0.03 0.28 0.5 0.5 0.5 0.5000000911 0.50000013220795 0.50000033035979 0.500009760606997 0.500016202882641 0.500049333740529
0.04 0.28 0.5 0.5 0.5 0.50000012095294 0.500000242615398 0.500000931518913 0.50001366968225 0.500032589921261 0.500148193174257
0.05 0.28 0.5 0.5 0.5 0.500000152479596 0.500000460034445 0.500002572534963 0.500018197518607 0.500067291176218 0.500427837396516
0.06 0.28 0.5 0.5 0.5 0.500000187033323 0.500000911674271 0.500007020052652 0.500023596403311 0.500144006267131 0.501183838824547
0.07 0.28 0.5 0.5 0.5 0.500000226235031 0.500001889999574 0.50001905443703 0.500030204080623 0.500318521551286 0.503047657230047
0.08 0.28 0.5 0.5 0.5 0.50000027211591 0.500004087535089 0.500051646280195 0.500038482576632 0.500719742641349 0.506863965200012
0.09 0.28 0.5 0.5 0.5 0.500000327317544 0.50000918720782 0.500139885267479 0.500049075623679 0.501622138045966 0.512683420772191
0.1 0.28 0.5 0.5 0.5 0.500000395380679 0.500021373483024 0.500376795066095 0.500062894547506 0.50349049181229 0.519072534924815
0.11 0.28 0.5 0.5 0.5 0.5000004811717 0.500051242883841 0.500993101297356 0.500081247859825 0.506731653597525 0.524523212716895
0.12 0.28 0.5 0.5 0.5 0.500000591525136 0.500125877903212 0.502464478960942 0.500106037943574 0.511024993315898 0.528557568464875
0.13 0.28 0.5 0.5 0.5 0.500000736229412 0.500313737099962 0.505383382937539 0.500140060039835 0.51527246281014 0.5313585267282
0.14 0.28 0.5 0.5 0.5 0.500000929565789 0.500778038721663 0.509675723940551 0.500187454437801 0.51864457531402 0.533262367145363
0.15 0.28 0.5 0.5 0.5 0.500001192752931 0.501846277581226 0.514187004669862 0.500254379415717 0.521052662237324 0.534559946228811
0.16 0.28 0.5 0.5 0.5 0.500001557898506 0.503928289627532 0.51787769225173 0.50034997767303 0.522760047429032 0.535460500915678
0.17 0.28 0.5 0.5 0.5 0.500002074501917 0.507000643102242 0.520563635593608 0.500487666078271 0.524033792718783 0.53610369783036
0.18 0.28 0.5 0.5 0.5 0.50000282035193 0.510274881302346 0.52248622067611 0.500686599270363 0.52505044071285 0.536579441087988
0.19 0.28 0.5 0.5 0.5 0.500003920131311 0.512994448356304 0.523909945723916 0.500972674881477 0.525910293112354 0.536944612117063
0.2 0.28 0.5 0.5 0.5 0.500005577777494 0.515028647439344 0.525017989049746 0.501377479013907 0.526667419010443 0.537235030097651
0.21 0.28 0.5 0.5 0.5 0.500008133818272 0.516567490894935 0.525922095648468 0.5019323417378 0.527351028819983 0.537473367932298
0.22 0.28 0.5 0.5 0.5 0.500012168763469 0.517803067120839 0.52668837027852 0.502654872653619 0.527977577376205 0.537674172208853
0.23 0.28 0.5 0.5 0.5 0.500018692510234 0.518855215189268 0.527356302799922 0.50353050149005 0.528557026499509 0.537846968683385
0.24 0.28 0.5 0.5 0.5 0.500029495547041 0.519788825950985 0.527950224826018 0.504501962485389 0.52909596623911 0.537998158822347
0.25 0.28 0.5 0.5 0.5 0.500047803602624 0.520638157163719 0.528485790233301 0.505482866236753 0.529599155774824 0.538132173466069
0.26 0.28 0.5 0.5 0.5 0.500079488666425 0.521421992871537 0.528973580606019 0.506392629827137 0.530070291951818 0.538252176833036
0.27 0.28 0.5 0.5 0.5 0.500135237511432 0.522151480263436 0.529421118619484 0.507186399851414 0.530512403292849 0.538360500029522
0.28 0.28 0.5 0.5 0.5 0.500234118870406 0.522833926253102 0.529834009529781 0.507859606270721 0.53092806112933 0.538458911734525
0.29 0.28 0.5 0.5 0.5 0.500408301254323 0.523474606299402 0.530216603464335 0.50843296427972 0.531319499672823 0.53854879026932
0.3 0.28 0.5 0.5 0.5 0.500705632867032 0.524077635951911 0.530572391138778 0.508934904646412 0.531688689313837 0.538631235304851
0.31 0.28 0.5 0.5 0.5 0.50118004444347 0.524646405011209 0.530904248567308 0.509390837468184 0.532037384858813 0.538707142092484
0.32 0.28 0.5 0.5 0.5 0.501857447611108 0.525183805644961 0.531214594236669 0.509819431326122 0.532367159613898 0.538777252024066
0.33 0.28 0.5 0.5 0.5 0.50269268405399 0.525692360966421 0.531505494133275 0.510232837623759 0.532679430975334 0.538842187947448
0.34 0.28 0.5 0.5 0.5 0.503576892625649 0.526174303595711 0.531778734734128 0.510638299201884 0.532975480580178 0.538902479454366
0.35 0.28 0.5 0.5 0.5 0.50440915842344 0.526631627736061 0.532035875647851 0.51103982978828 0.533256470741963 0.538958581424285
0.36 0.28 0.5 0.5 0.5 0.50514910985889 0.527066126312695 0.532278288870708 0.511439507373015 0.533523458196802 0.53901088792878
0.37 0.28 0.5 0.5 0.5 0.505805847529418 0.527479419079812 0.532507188925588 0.511838332096929 0.533777405804391 0.53905974287171
0.38 0.28 0.5 0.5 0.5 0.506404816124177 0.527872974868038 0.532723656578143 0.512236741035073 0.534019192632492 0.539105448282102
0.39 0.28 0.5 0.5 0.5 0.506968273984858 0.528248129773921 0.532928657884151 0.512634893382903 0.534249622725638 0.53914827088373
0.4 0.28 0.5 0.5 0.5 0.507510560572763 0.528606102377265 0.53312305974616 0.513032817794183 0.534469432779523 0.539188447374756
0.41 0.28 0.5 0.5 0.5 0.508039589607617 0.528948006681247 0.533307642795033 0.513430483860994 0.534679298890887 0.539226188724476
0.42 0.28 0.5 0.5 0.5 0.508559359235011 0.529274863246284 0.533483112177624 0.513827834940725 0.534879842517413 0.539261683708909
0.43 0.28 0.5 0.5 0.5 0.509071815956484 0.529587608853577 0.53365010667592 0.514224802627691 0.535071635756863 0.539295101848336
0.44 0.28 0.5 0.5 0.5 0.509577932443907 0.529887104948509 0.53380920647643 0.514621313047914 0.535255206035861 0.539326595868746
0.45 0.28 0.5 0.5 0.5 0.510078247857807 0.530174145056936 0.53396093983388 0.515017289701889 0.535431040284214 0.539356303779913
0.46 0.28 0.5 0.5 0.5 0.510573112383678 0.530449461327433 0.534105788819454 0.515412654898893 0.535599588659147 0.539384350641526
0.47 0.28 0.5 0.5 0.5 0.511062789674279 0.530713730323566 0.53424419430429 0.51580733061382 0.535761267874514 0.539410850073174
0.48 0.28 0.5 0.5 0.5 0.511547497751431 0.530967578168351 0.534376560299208 0.516201239089086 0.535916464182327 0.539435905552277
0.49 0.28 0.5 0.5 0.5 0.512027425395722 0.531211585126193 0.53450325774891 0.516594303304596 0.536065536047596 0.539459611535163
0.5 0.28 0.5 0.5 0.5 0.512502739358683 0.531446289694148 0.534624627861252 0.516986447364236 0.536208816551976 0.539482054429699
0.01 0.3 0.5 0.5 0.5 0.500000031743537 0.500000032561174 0.500000036459335 0.500003068879847 0.500003308921704 0.500004372559118
0.02 0.3 0.5 0.5 0.5 0.500000061903261 0.500000073329666 0.500000124243096 0.500006304423828 0.500008294680962 0.500017534024462
0.03 0.3 0.5 0.5 0.5 0.5000000917664 0.500000141549443 0.500000390947878 0.50000985629169 0.500017754552215 0.500060374158426
0.04 0.3 0.5 0.5 0.5 0.500000122656727 0.500000274631875 0.500001189561714 0.500013909507106 0.500037938881095 0.500195085129437
0.05 0.3 0.5 0.5 0.5 0.500000156031755 0.500000556493605 0.500003540974481 0.50001870305782 0.500083930765086 0.500602381001191
0.06 0.3 0.5 0.5 0.5 0.500000193604074 0.500001187209762 0.500010414848688 0.500024556725884 0.500193307007014 0.501756411878102
0.07 0.3 0.5 0.5 0.5 0.500000237503164 0.500002662231474 0.500030475260748 0.500031910689452 0.500460030843288 0.50459841032476
0.08 0.3 0.5 0.5 0.5 0.50000029050234 0.500006246806422 0.500089003890316 0.500041385044606 0.501109180367393 0.509956010888405
0.09 0.3 0.5 0.5 0.5 0.500000356349124 0.500015260285904 0.500258937986138 0.500053870593215 0.502604630919162 0.516980634999445
0.1 0.3 0.5 0.5 0.5 0.500000440260178 0.500038609456668 0.500741205668025 0.500070668980239 0.505570838732614 0.523635650720535
0.11 0.3 0.5 0.5 0.5 0.50000054968027 0.500100542704044 0.502016151273729 0.5000937109501 0.510071812500403 0.528806592052807
0.12 0.3 0.5 0.5 0.5 0.500000695470399 0.500266841991025 0.504854085383085 0.500125897970552 0.514987040854999 0.532466360688734
0.13 0.3 0.5 0.5 0.5 0.500000893804081 0.500707687489581 0.509489690140732 0.500171636378856 0.519071423635197 0.534960823530642
0.14 0.3 0.5 0.5 0.5 0.500001169251936 0.501799119422923 0.514683415790953 0.500237663304747 0.522002616141471 0.536644931507914
0.15 0.3 0.5 0.5 0.5 0.500001559896012 0.504071030831884 0.519013562363341 0.500334287493995 0.524048452272643 0.53779164250074
0.16 0.3 0.5 0.5 0.5 0.500002125976071 0.507554461770855 0.52214233126196 0.500477140165607 0.525543291165026 0.538590211167477
0.17 0.3 0.5 0.5 0.5 0.50000296480021 0.511270517648972 0.524344752481616 0.500689324507382 0.526715985879429 0.539164987144783
0.18 0.3 0.5 0.5 0.5 0.500004236982734 0.51429396055455 0.525947015632364 0.501003192020855 0.527696328434956 0.53959508422419
0.19 0.3 0.5 0.5 0.5 0.500006213560176 0.516512041324017 0.527175606461928 0.501459480379064 0.528553215137851 0.539929953077828
0.2 0.3 0.5 0.5 0.5 0.500009362302161 0.518175739822765 0.528167307208104 0.502099405690034 0.529323080830876 0.54020034092663
0.21 0.3 0.5 0.5 0.5 0.500014508824485 0.519511019704874 0.529001803209376 0.502945267299728 0.530025993887811 0.540425483543236
0.22 0.3 0.5 0.5 0.5 0.500023142279107 0.520650674602588 0.529725816974723 0.503973637753081 0.530673876204251 0.540617615221065
0.23 0.3 0.5 0.5 0.5 0.500038001984745 0.521663874394735 0.530367566359697 0.505102698779338 0.531274522922549 0.540784716667311
0.24 0.3 0.5 0.5 0.5 0.500064205241316 0.522586278887396 0.530944867587152 0.50621780709773 0.53183354156647 0.540932162712574
0.25 0.3 0.5 0.5 0.5 0.500111379554415 0.52343726406887 0.531469582695304 0.507223775303997 0.532355294071377 0.541063704835972
0.26 0.3 0.5 0.5 0.5 0.500197478678494 0.524228392425994 0.531950059309822 0.508079646223329 0.532843366431162 0.541182058946911
0.27 0.3 0.5 0.5 0.5 0.500354700316902 0.524967369572516 0.532392484837861 0.508794163976924 0.533300813793708 0.541289260847947
0.28 0.3 0.5 0.5 0.5 0.500635411844635 0.525659874928012 0.532801654248538 0.50940049390066 0.533730297046152 0.541386884963819
0.29 0.3 0.5 0.5 0.5 0.501107968476373 0.526310423151966 0.533181418473001 0.509934520046675 0.53413416537841 0.54147618202948
0.3 0.3 0.5 0.5 0.5 0.501822630971196 0.526922786119504 0.533534956142907 0.510424656155221 0.534514510732799 0.541558168123325
0.31 0.3 0.5 0.5 0.5 0.502749659907415 0.527500213126674 0.533864945423344 0.510890005997698 0.534873206728523 0.541633683963639
0.32 0.3 0.5 0.5 0.5 0.503763008591351 0.52804555576399 0.534173677720506 0.511342104843803 0.535211938372409 0.541703435628095
0.33 0.3 0.5 0.5 0.5 0.50472507356313 0.528561345672911 0.534463136403471 0.511787368068675 0.535532225854994 0.541768023374405
0.34 0.3 0.5 0.5 0.5 0.505572928458113 0.529049847538597 0.534735053645104 0.512229116335053 0.535835444249958 0.541827962630966
0.35 0.3 0.5 0.5 0.5 0.506314306622704 0.529513098049141 0.534990953008359 0.51266894935718 0.536122840183826 0.541883699689326
0.36 0.3 0.5 0.5 0.5 0.506981951796659 0.529952936217543 0.535232182357508 0.51310757410222 0.536395546147104 0.541935623711025
0.37 0.3 0.5 0.5 0.5 0.507604943960984 0.530371027942065 0.535459939941539 0.513545262042285 0.536654592899572 0.541984076101647
0.38 0.3 0.5 0.5 0.5 0.508201754215793 0.530768886444068 0.535675295486167 0.513982083503548 0.536900920295168 0.542029357957206
0.39 0.3 0.5 0.5 0.5 0.508782353505178 0.531147889587355 0.535879207523716 0.514418020052485 0.537135386773067 0.542071736067212
0.4 0.3 0.5 0.5 0.5 0.509351660986273 0.531509294739157 0.536072537813637 0.514853015312365 0.537358777709521 0.542111447815339
0.41 0.3 0.5 0.5 0.5 0.509912020573436 0.531854251635147 0.536256063465083 0.51528699688681 0.537571812788611 0.542148705223261
0.42 0.3 0.5 0.5 0.5 0.51046458682479 0.532183813589943 0.536430487213025 0.515719885596732 0.537775152523143 0.542183698318348
0.43 0.3 0.5 0.5 0.5 0.511009998238194 0.532498947315728 0.536596446189816 0.516151599456607 0.537969404036184 0.542216597960725
0.44 0.3 0.5 0.5 0.5 0.511548673013309 0.532800541557412 0.536754519456777 0.516582055554788 0.538155126197193 0.542247558233105
0.45 0.3 0.5 0.5 0.5 0.512080929557464 0.533089414713472 0.536905234504204 0.517011171102595 0.53833283419324 0.542276718473505
0.46 0.3 0.5 0.5 0.5 0.512607033464238 0.53336632158206 0.537049072886402 0.517438864132731 0.538503003604614 0.542304205013745
0.47 0.3 0.5 0.5 0.5 0.513127216058044 0.533631959349004 0.537186475126595 0.517865054025062 0.538666074044708 0.542330132673703
0.48 0.3 0.5 0.5 0.5 0.513641682570137 0.533886972916092 0.537317845001982 0.518289661927404 0.538822452416125 0.542354606051442
0.49 0.3 0.5 0.5 0.5 0.514150616600654 0.534131959653187 0.537443553299879 0.518712611099754 0.538972515828145 0.542377720641695
0.5 0.3 0.5 0.5 0.5 0.514654183165032 0.534367473645618 0.537563941120513 0.519133827196504 0.539116614214864 0.542399563809262
0.01 0.32 0.5 0.5 0.5 0.500000031759272 0.500000032710269 0.500000037261777 0.500003072807191 0.500003353125894 0.50000460716494
0.02 0.32 0.5 0.5 0.5 0.50000006209509 0.500000075545421 0.500000136636435 0.500006334871703 0.500008698114044 0.500019985536987
0.03 0.32 0.5 0.5 0.5 0.500000092504638 0.500000152455437 0.500000465419479 0.500009962550209 0.500019603188248 0.500074332189097
0.04 0.32 0.5 0.5 0.5 0.500000124557022 0.500000313909684 0.500001529275007 0.500014177904896 0.50004466369051 0.500258362532223
0.05 0.32 0.5 0.5 0.5 0.500000160030191 0.500000682148244 0.500004911198863 0.500019274609098 0.50010617928755 0.500851306620613
0.06 0.32 0.5 0.5 0.5 0.500000201087538 0.50000157127568 0.500015584812697 0.500025656311232 0.500263618946255 0.5025904768617
0.07 0.32 0.5 0.5 0.5 0.500000250522209 0.50000382025948 0.500049200231167 0.5000338949206 0.500674131583469 0.506738559170406
0.08 0.32 0.5 0.5 0.5 0.500000312112909 0.500009743015148 0.500154785644791 0.500044820930305 0.501720032068748 0.513667510957209
0.09 0.32 0.5 0.5 0.5 0.500000391161699 0.500025898947409 0.500481862839878 0.500059665619987 0.504114550243501 0.52143106684753
0.1 0.32 0.5 0.5 0.5 0.500000495330493 0.500071268838359 0.501444948417122 0.500080287755681 0.50843024918749 0.527985812541773
0.11 0.32 0.5 0.5 0.5 0.500000635973638 0.500201099859189 0.503905096741889 0.50010953817441 0.513905023005303 0.532796295532735
0.12 0.32 0.5 0.5 0.5 0.500000830307308 0.500571324880855 0.508577985350487 0.500151848100439 0.518863400196639 0.536124155687882
0.13 0.32 0.5 0.5 0.5 0.500001105015738 0.501569672002345 0.514452287517993 0.500214173380538 0.522512629955517 0.538373281024606
0.14 0.32 0.5 0.5 0.5 0.500001502372118 0.50385285630387 0.51961174020467 0.500307478820578 0.525031542756033 0.539887865512342
0.15 0.32 0.5 0.5 0.5 0.500002090849565 0.507648204599204 0.523362183797675 0.500448958126742 0.526827305044376 0.540920585486174
0.16 0.32 0.5 0.5 0.5 0.50000298391694 0.511865311752994 0.525962951434457 0.500665000377424 0.528203365122105 0.541643876074555
0.17 0.32 0.5 0.5 0.5 0.50000437407059 0.515300706467258 0.527815411704311 0.500994137613391 0.529334520424703 0.542169800841847
0.18 0.32 0.5 0.5 0.5 0.500006595823613 0.517783621326223 0.529207901253381 0.501487150795984 0.530312713081729 0.542568780421213
0.19 0.32 0.5 0.5 0.5 0.500010244837159 0.519621851339617 0.530314620696791 0.502198013262593 0.531185550019494 0.542884220836901
0.2 0.32 0.5 0.5 0.5 0.500016407839178 0.521087467569613 0.531235860162741 0.503158131613912 0.53197856518488 0.543142744982576
0.21 0.32 0.5 0.5 0.5 0.500027114053036 0.522335171782557 0.532029338883546 0.504338314481399 0.532706539574257 0.543360831356474
0.22 0.32 0.5 0.5 0.5 0.500046231354127 0.523443103953575 0.532729150853816 0.505630970277324 0.5333789520258 0.543548906618597
0.23 0.32 0.5 0.5 0.5 0.500081243055188 0.524450580917668 0.533356345093976 0.506889143623825 0.534002550165538 0.543713786834652
0.24 0.32 0.5 0.5 0.5 0.50014668009071 0.525378663687158 0.533924667226425 0.508000291071336 0.534582565000403 0.543860107636459
0.25 0.32 0.5 0.5 0.5 0.500270241898997 0.526239898197742 0.534443654405449 0.508926836508784 0.535123297755524 0.543991157494521
0.26 0.32 0.5 0.5 0.5 0.500501558786748 0.527042718289795 0.534920315232511 0.509690854798222 0.535628416733048 0.544109365941187
0.27 0.32 0.5 0.5 0.5 0.500917147012024 0.527793422356024 0.535360058519618 0.510337653859394 0.536101118612125 0.544216594064186
0.28 0.32 0.5 0.5 0.5 0.501599453714034 0.52849707872451 0.535767222045445 0.510910187357791 0.536544224618548 0.54431431152496
0.29 0.32 0.5 0.5 0.5 0.502566178975954 0.529157960035742 0.536145385726587 0.511439709316121 0.536960243929345 0.544403707779821
0.3 0.32 0.5 0.5 0.5 0.503703398247499 0.529779767668473 0.536497566167889 0.511945839494591 0.537351419452962 0.544485764455653
0.31 0.32 0.5 0.5 0.5 0.504827053025753 0.530365759580925 0.536826343991758 0.512439714128934 0.537719763282257 0.544561304221835
0.32 0.32 0.5 0.5 0.5 0.505821781705687 0.530918831364125 0.537133951609869 0.512927168176913 0.53806708549768 0.544631025013083
0.33 0.32 0.5 0.5 0.5 0.50667732419292 0.53144157291422 0.537422336661722 0.513411043600483 0.53839501829165 0.544695524816066
0.34 0.32 0.5 0.5 0.5 0.507432277445705 0.53193631119864 0.537693209749489 0.513892620749721 0.538705036556014 0.54475532016554
0.35 0.32 0.5 0.5 0.5 0.508126178120608 0.53240514428493 0.537948081540038 0.514372418540743 0.53899847565433 0.544810860303247
0.36 0.32 0.5 0.5 0.5 0.508784958860251 0.532849969367998 0.538188292339478 0.514850606424513 0.539276546875641 0.544862538250463
0.37 0.32 0.5 0.5 0.5 0.509422633905376 0.533272506368043 0.538415036127648 0.515327201796498 0.539540350937077 0.544910699621036
0.38 0.32 0.5 0.5 0.5 0.510046031973137 0.533674318084099 0.538629380381878 0.515802158712694 0.539790889822143 0.544955649738838
0.39 0.32 0.5 0.5 0.5 0.510658339163034 0.53405682757155 0.538832282616823 0.516275405642532 0.540029077187323 0.544997659455596
0.4 0.32 0.5 0.5 0.5 0.5112610820508 0.534421333228161 0.53902460431067 0.516746860954708 0.540255747530258 0.545036969954709
0.41 0.32 0.5 0.5 0.5 0.511855080603801 0.53476902195797 0.539207122717932 0.517216439264576 0.540471664282643 0.545073796751965
0.42 0.32 0.5 0.5 0.5 0.512440860350636 0.53510098070497 0.539380540951762 0.517684054209779 0.540677526966864 0.54510833305213
0.43 0.32 0.5 0.5 0.5 0.513018817258318 0.535418206593095 0.539545496635066 0.518149619857789 0.540873977535631 0.545140752583402
0.44 0.32 0.5 0.5 0.5 0.513589280643418 0.535721615867599 0.539702569358237 0.518613051568956 0.541061605997297 0.545171212004705
0.45 0.32 0.5 0.5 0.5 0.514152537397637 0.536012051800707 0.539852287134933 0.519074266611902 0.541240955415613 0.545199852960779
0.46 0.32 0.5 0.5 0.5 0.514708842402692 0.536290291698763 0.539995132011764 0.519533184638858 0.541412526360699 0.545226803844838
0.47 0.32 0.5 0.5 0.500000000000001 0.515258424113652 0.536557053127312 0.540131544959771 0.519989728063489 0.541576780877885 0.545252181316913
0.48 0.32 0.5 0.5 0.500000000000002 0.515801488343207 0.536812999453413 0.540261930153541 0.520443822361513 0.541734146032281 0.545276091616979
0.49 0.32 0.5 0.5 0.500000000000007 0.516338221235969 0.537058744790266 0.540386658726018 0.520895396306463 0.541885017079441 0.545298631704799
0.5 0.32 0.5 0.5 0.500000000000024 0.516868791765378 0.537294858417329 0.540506072072721 0.521344382149643 0.542029760306001 0.545319890252816
0.01 0.34 0.5 0.5 0.5 0.500000031776513 0.500000032874123 0.500000038149595 0.500003077112276 0.500003402075611 0.500004871073136
0.02 0.34 0.5 0.5 0.5 0.500000062305771 0.500000078034875 0.500000150972821 0.500006368366328 0.500009158434312 0.500022897388278
0.03 0.34 0.5 0.5 0.5 0.500000093319414 0.500000165197797 0.500000557200591 0.500010080139277 0.500021810562612 0.500092036055215
0.04 0.34 0.5 0.5 0.5 0.500000126669977 0.500000362301971 0.500001978677097 0.500014477454205 0.500053165427929 0.500344026985067
0.05 0.34 0.5 0.5 0.5 0.500000164521097 0.500000847104343 0.500006862438154 0.500019919640404 0.500136171274412 0.501205293168731
0.06 0.34 0.5 0.5 0.5 0.500000209601271 0.500002112443158 0.500023518558743 0.500026914615857 0.500364760343433 0.50377519774767
0.07 0.34 0.5 0.5 0.5 0.500000265568318 0.500005580259391 0.500080146737642 0.50003620386788 0.500999000583953 0.509501780052184
0.08 0.34 0.5 0.5 0.5 0.500000337560568 0.500015491637055 0.50027125994614 0.50004889836289 0.502660853060567 0.517755938434674
0.09 0.34 0.5 0.5 0.5 0.500000433062017 0.500044842454435 0.50089666360534 0.500066699596727 0.506288828549979 0.52578723268756
0.1 0.34 0.5 0.5 0.5 0.500000563300004 0.500134086061323 0.502745147253391 0.500092263789141 0.511929044513424 0.532056850916339
0.11 0.34 0.5 0.5 0.5 0.500000745559911 0.500407638876314 0.50698337308124 0.500129806787785 0.517821878754754 0.536519548720939
0.12 0.34 0.5 0.5 0.5 0.500001007108139 0.501216131708449 0.51333157544113 0.500186109431136 0.522425863488459 0.539576214701178
0.13 0.34 0.5 0.5 0.5 0.500001391993521 0.503294957101604 0.5194935098913 0.500272168224707 0.525609297979612 0.541635897249623
0.14 0.34 0.5 0.5 0.5 0.500001973112414 0.507211598497305 0.524100666628134 0.500405809216108 0.527822611753928 0.54302308356939
0.15 0.34 0.5 0.5 0.5 0.500002874116326 0.511965814629466 0.527267014016257 0.500615486109322 0.529469438366842 0.543972224828674
0.16 0.34 0.5 0.5 0.5 0.500004310146742 0.515952505732316 0.529471682211508 0.500944730726289 0.530792571415873 0.544642168427035
0.17 0.34 0.5 0.5 0.5 0.50000666540676 0.518806885529518 0.531088627925086 0.501454250758157 0.531919945113832 0.545135158401277
0.18 0.34 0.5 0.5 0.5 0.500010644386569 0.520881676512221 0.532347295484878 0.502213516407201 0.532916638651134 0.545514609919155
0.19 0.34 0.5 0.5 0.5 0.500017573229895 0.522513799069278 0.5333791102963 0.503269671366748 0.533816572337578 0.545819052499002
0.2 0.34 0.5 0.5 0.5 0.500030011561048 0.523892980346447 0.534258527280253 0.504595250571332 0.534638757182164 0.546071824913975
0.21 0.34 0.5 0.5 0.5 0.500053008872815 0.525112692380611 0.535028550983105 0.506058691782447 0.535395047404719 0.5462872693735
0.22 0.34 0.5 0.5 0.5 0.500096676341844 0.526218742347276 0.53571506881347 0.507475159505554 0.536093727055186 0.546474467614547
0.23 0.34 0.5 0.5 0.5 0.500181276286688 0.527235158938984 0.536334585326491 0.508707846444416 0.536741159400391 0.546639414105383
0.24 0.34 0.5 0.5 0.5 0.50034630050207 0.52817610334217 0.53689833289583 0.509719042349223 0.537342558126498 0.546786256882563
0.25 0.34 0.5 0.5 0.5 0.500662385054328 0.529051092539733 0.537414456931445 0.510543509127439 0.537902363945147 0.546918003829805
0.26 0.34 0.5 0.5 0.5 0.501231922875087 0.529867273273951 0.537889193519704 0.511239087592704 0.538424442872812 0.54703692907787
0.27 0.34 0.5 0.5 0.5 0.502140016194042 0.530630433308812 0.538327521711043 0.511856354882992 0.538912202054514 0.547144812376857
0.28 0.34 0.5 0.5 0.5 0.503344826995256 0.531345474826342 0.538733539988337 0.512429915896209 0.539368665684173 0.547243084920578
0.29 0.34 0.5 0.5 0.5 0.504645041305868 0.532016655609328 0.539110695302968 0.512980340291877 0.539796530139705 0.547332921885123
0.3 0.34 0.5 0.5 0.5 0.505837551499908 0.532647726538763 0.539461930926988 0.513518713345147 0.540198207151666 0.54741530379101
0.31 0.34 0.5 0.5 0.5 0.506854135667442 0.53324202000838 0.539789787714301 0.514050550543607 0.540575859264236 0.547491058980711
0.32 0.34 0.5 0.5 0.5 0.50772718361416 0.533802513025065 0.540096477228333 0.514578396813775 0.540931429795915 0.54756089419265
0.33 0.34 0.5 0.5 0.5 0.508510053736111 0.534331875783954 0.540383936902076 0.515103330428586 0.54126666855843 0.547625417313307
0.34 0.34 0.5 0.5 0.5 0.509241660070909 0.534832510933535 0.54065387306657 0.515625752722799 0.541583154133662 0.54768515477838
0.35 0.34 0.5 0.5 0.5 0.509943734149968 0.535306586274499 0.540907795366376 0.51614577093842 0.541882313271317 0.547740565177279
0.36 0.34 0.5 0.5 0.5 0.510626898579734 0.535756062486548 0.541147044798286 0.516663371167144 0.542165437836132 0.547792050077463
0.37 0.34 0.5 0.5 0.5 0.511296027737776 0.536182716906942 0.541372816870149 0.517178491746849 0.542433699649217 0.547839962758777
0.38 0.34 0.5 0.5 0.5 0.511953372631162 0.536588164077406 0.541586180929961 0.517691052900806 0.542688163509777 0.547884615342481
0.39 0.34 0.5 0.5 0.5 0.512600078683857 0.536973873594949 0.541788096431694 0.518200968421433 0.542929798639347 0.547926284665548
0.4 0.34 0.5 0.5 0.5 0.513236841675903 0.537341185685371 0.541979426715494 0.518708150404221 0.543159488755489 0.547965217160222
0.41 0.34 0.5 0.5 0.5 0.513864167948108 0.537691324836955 0.542160950748417 0.519212511391012 0.54337804095287 0.548001632935627
0.42 0.34 0.5 0.5 0.5 0.51448247197806 0.538025411771722 0.542333373177003 0.519713965540176 0.543586193545089 0.548035729212993
