"G" "X" "Y" "A" "D"
135 0.47908800211783 0.52091199788217 0.579628663469601 0.0424101913383408
136 0.478594718482337 0.521405281517663 0.57953918334499 0.043426094161847
137 0.478098618647464 0.521901381352536 0.5794460586375 0.0444485849151641
138 0.477600030251992 0.522399969748008 0.579349246648621 0.045477005763848
139 0.47709928357898 0.522900716421021 0.57924871066114 0.0465106915225366
140 0.476596710552905 0.523403289447096 0.57914442017954 0.0475489716511349
141 0.476092643742862 0.523907356257138 0.579036351142911 0.0485911722503625
142 0.475587415378341 0.524412584621659 0.578924486108695 0.0496366180436343
143 0.475081356383825 0.524918643616175 0.578808814405874 0.0506846343326526
144 0.474574795438147 0.525425204561853 0.578689332256492 0.0517345489146274
145 0.474068058064125 0.525931941935875 0.578566042864658 0.052785693949706
146 0.473561465753585 0.526438534246415 0.578438956472542 0.0538374077679637
147 0.473055335132379 0.526944664867621 0.578308090383097 0.0548890366061695
148 0.47254997716951 0.52745002283049 0.578173468949606 0.0559399362654848
149 0.472045696433923 0.527954303566077 0.578035123532405 0.0569894736822489
150 0.471542790401962 0.528457209598038 0.577893092423412 0.0580370284050548
151 0.471041548817961 0.528958451182039 0.577747420739385 0.0590819939723831
152 0.470542253109828 0.529457746890172 0.577598160285042 0.0601237791861479
153 0.470045175860973 0.529954824139027 0.577445369387437 0.0611618092775797
154 0.46955058033937 0.53044941966063 0.57728911270317 0.06219552696293
155 0.46905872008403 0.53094127991597 0.577129461000193 0.0632243933875034
156 0.468569838548686 0.531430161451314 0.576966490916133 0.0642478889575035
157 0.468084168802031 0.531915831197969 0.576800284695186 0.0652655140601064
158 0.467601933283426 0.532398066716575 0.576630929905714 0.0662767896730353
159 0.467123343612625 0.532876656387375 0.576458519140788 0.067281257865708
160 0.466648600451729 0.533351399548271 0.576283149703928 0.0682784821947453
161 0.466177893417262 0.533822106582738 0.57610492328236 0.0692680479972747
162 0.465711401040046 0.534288598959954 0.575923945610055 0.0702495625860209
163 0.465249290770304 0.534750709229695 0.575740326122848 0.0712226553506644
164 0.46479171902528 0.53520828097472 0.575554177607847 0.0721869777703434
165 0.46433883127651 0.53566116872349 0.575365615849299 0.0731422033425084
166 0.46389076217381 0.53610923782619 0.575174759273005 0.0740880274335803
167 0.463447635702976 0.536552364297024 0.574981728591268 0.0750241670570479
168 0.463009565374169 0.536990434625831 0.574786646450249 0.075950360584749
169 0.462576654437972 0.537423345562028 0.574589637081517 0.0768663673971289
170 0.462148996126139 0.537851003873861 0.57439082595941 0.0777719674782647
171 0.461726673914106 0.538273326085894 0.574190339465726 0.078666960961381
172 0.461309761802432 0.538690238197568 0.573988304563117 0.0795511676304824
173 0.460898324614416 0.539101675385585 0.573784848478412 0.0804244263835787
174 0.460492418307262 0.539507581692738 0.573580098396962 0.0812865946628024
175 0.460092090294298 0.539907909705703 0.573374181168971 0.0821375478565069
176 0.459697379775851 0.540302620224149 0.57316722302861 0.0829771786782031
177 0.459308318076597 0.540691681923402 0.572959349326619 0.0838053965269372
178 0.458924928987261 0.541075071012739 0.572750684276946 0.0846221268334493
179 0.458547229108773 0.541452770891227 0.57254135071784 0.0854273103961741
180 0.458175228197093 0.541824771802907 0.572331469887737 0.0862209027108618
181 0.457808929507082 0.542191070492918 0.572121161216122 0.0870028732973129
182 0.457448330133946 0.542551669866054 0.571910542129478 0.0877732050264337
183 0.457093421350927 0.542906578649073 0.571699727872322 0.0885318934505397
184 0.456744188942049 0.543255811057951 0.571488831343247 0.0892789461395536
185 0.456400613528875 0.543599386471125 0.571277962945805 0.0900143820254797
186 0.456062670890357 0.543937329109643 0.57106723045399 0.090738230757272
187 0.455730332274972 0.544269667725028 0.57085673889202 0.0914505320679686
188 0.455403564704479 0.544596435295522 0.570646590428068 0.0921513351557237
189 0.455082331268716 0.544917668731284 0.570436884281518 0.0928406980801453
190 0.454766591410984 0.545233408589016 0.570227716643306 0.0935186871751331
191 0.454456301203629 0.54554369879637 0.570019180608845 0.0941853764792153
192 0.454151413613553 0.545848586386447 0.569811366123035 0.0948408471841949
193 0.453851878757439 0.54614812124256 0.569604359936794 0.0954851871027461
194 0.453557644146572 0.546442355853428 0.569398245574563 0.0961184901554462
195 0.453268654921173 0.546731345078827 0.56919310331221 0.0967408558775785
196 0.452984854074259 0.547015145925741 0.568989010164751 0.0973523889459169
197 0.452706182665067 0.547293817334933 0.568786039883298 0.0979531987255778
198 0.45243258002214 0.54756741997786 0.568584262960656 0.0985433988369228
199 0.452163983936213 0.547836016063787 0.568383746644987 0.0991231067423971
200 0.451900330843067 0.548099669156933 0.568184554960956 0.0996924433531052
201 0.45164155599657 0.54835844400343 0.567986748737812 0.100251532654851
202 0.451387593632109 0.548612406367891 0.567790385643832 0.100800501353304
203 0.451138377120701 0.548861622879299 0.567595520226607 0.101339478537895
204 0.450893839114025 0.549106160885975 0.567402203958636 0.101868595364011
205 0.450653911680676 0.549346088319324 0.567210485287723 0.102387984752985
206 0.450418526433936 0.549581473566064 0.567020409691701 0.102897781109395
207 0.450187614651372 0.549812385348628 0.566832019737008 0.103398120055106
208 0.449961107386566 0.550038892613434 0.566645355140668 0.103889138179511
209 0.449738935573297 0.550261064426703 0.566460452835258 0.104370972805383
210 0.449521030122498 0.550478969877502 0.566277347036455 0.104843761769756
211 0.449307322012296 0.550692677987703 0.566096069312781 0.105307643219245
212 0.44909774237145 0.55090225762855 0.565916648657181 0.105762755419197
213 0.448892222556506 0.551107777443494 0.565739111560107 0.106209236576092
214 0.44869069422297 0.55130930577703 0.565563482083771 0.1066472246726
215 0.448493089390799 0.551506910609201 0.565389781937291 0.107076857314696
216 0.448299340504503 0.551700659495496 0.565218030552439 0.107498271590282
217 0.448109380488151 0.551890619511849 0.565048245159733 0.107911603938733
218 0.447923142795545 0.552076857204455 0.56488044086465 0.108316990030818
219 0.447740561455849 0.552259438544151 0.564714630723719 0.108714564658466
220 0.447561571114918 0.552438428885082 0.564550825820316 0.109104461633848
221 0.447386107072588 0.552613892927412 0.564389035339952 0.109486813697262
222 0.44721410531616 0.55278589468384 0.564229266644917 0.109861752433345
223 0.447045502550319 0.552954497449681 0.564071525348091 0.110229408195123
224 0.446880236223706 0.553119763776294 0.563915815385822 0.110589910035453
225 0.44671824455235 0.55328175544765 0.563762139089716 0.110943385645413
226 0.446559466540175 0.553440533459825 0.563610497257262 0.111289961299221
227 0.446403841996768 0.553596158003231 0.56346088922116 0.111629761805278
228 0.446251311552591 0.553748688447409 0.563313312917295 0.111962910462953
229 0.446101816671816 0.553898183328184 0.563167764951278 0.112289529024742
230 0.445955299662953 0.554044700337047 0.563024240663475 0.112609737663435
231 0.445811703687419 0.554188296312581 0.562882734192495 0.11292365494399
232 0.445670972766207 0.554329027233793 0.56274323853707 0.113231397799755
233 0.44553305178479 0.55446694821521 0.56260574561631 0.11353308151277
234 0.445397886496398 0.554602113503601 0.562470246328295 0.113828819697845
235 0.445265423523791 0.554734576476208 0.562336730606984 0.114118724290149
236 0.445135610359647 0.554864389640353 0.562205187477428 0.11440290553605
237 0.445008395365677 0.554991604634323 0.562075605109288 0.114681471986967
238 0.444883727770579 0.555116272229421 0.561947970868639 0.114954530496008
239 0.444761557666913 0.555238442333088 0.561822271368074 0.115222186217167
240 0.444641836007007 0.555358163992993 0.561698492515122 0.115484542606894
241 0.444524514597974 0.555475485402027 0.561576619558974 0.115741701427826
242 0.444409546095915 0.555590453904085 0.561456637135545 0.115993762754518
243 0.444296883999399 0.555703116000601 0.56133852931089 0.116240824980998
244 0.444186482642274 0.555813517357726 0.561222279622996 0.116482984829982
245 0.444078297185888 0.555921702814112 0.561107871121972 0.116720337363609
246 0.443972283610777 0.556027716389223 0.560995286408657 0.116952975995554
247 0.443868398707879 0.556131601292121 0.560884507671701 0.117180992504387
248 0.44376660006932 0.556233399930681 0.560775516723115 0.117404477048058
249 0.443666846078838 0.556333153921162 0.560668295032347 0.117623518179397
250 0.443569095901879 0.556430904098121 0.560562823758917 0.117838202862516
251 0.443473309475404 0.556526690524596 0.560459083783625 0.118048616490027
252 0.443379447497461 0.556620552502539 0.560357055738393 0.118254842900963
253 0.443287471416551 0.55671252858345 0.560256720034763 0.118456964399345
254 0.443197343420815 0.556802656579185 0.560158056891088 0.118655061773287
255 0.443109026427093 0.556890973572907 0.560061046358462 0.118849214314589
256 0.443022484069858 0.556977515930142 0.559965668345414 0.119039499838729
257 0.442937680690074 0.557062319309926 0.559871902641413 0.119225994705212
258 0.442854581323994 0.557145418676006 0.559779728939219 0.119408773838195
259 0.442773151691913 0.557226848308087 0.559689126856113 0.119587910747357
260 0.442693358186911 0.557306641813089 0.559600075954049 0.119763477548943
261 0.442615167863595 0.557384832136405 0.559512555758758 0.119935544986947
262 0.442538548426859 0.55746145157314 0.559426545777848 0.120104182454401
263 0.442463468220681 0.557536531779319 0.55934202551793 0.1202694580147
264 0.442389896216963 0.557610103783037 0.559258974500802 0.120431438422969
265 0.44231780200444 0.55768219799556 0.559177372278736 0.120590189147406
266 0.442247155777654 0.557752844222345 0.559097198448895 0.120745774390582
267 0.442177928326024 0.557822071673976 0.55901843266691 0.12089825711068
268 0.442110091022992 0.557889908977007 0.558941054659655 0.121047699042635
269 0.442043615815287 0.557956384184713 0.558865044237254 0.121194160719158
270 0.441978475212285 0.558021524787714 0.558790381304343 0.121337701491624
271 0.441914642275498 0.558085357724502 0.55871704587062 0.121478379550807
272 0.44185209060817 0.55814790939183 0.558645018060721 0.121616251947437
273 0.441790794345012 0.558209205654988 0.558574278123432 0.121751374612578
274 0.441730728142063 0.558269271857937 0.558504806440291 0.121883802377801
275 0.441671867166687 0.558328132833314 0.558436583533575 0.122013588995148
276 0.441614187087706 0.558385812912294 0.55836959007373 0.12214078715687
277 0.441557664065683 0.558442335934317 0.558303806886246 0.12226544851494
278 0.441502274743336 0.558497725256664 0.558239214958014 0.122387623700316
279 0.441447996236109 0.558552003763891 0.558175795443179 0.12250736234197
280 0.441394806122882 0.558605193877118 0.558113529668532 0.122624713085655
281 0.441342682436837 0.558657317563164 0.558052399138428 0.122739723612415
282 0.441291603656461 0.558708396343539 0.557992385539292 0.12285244065684
283 0.441241548696713 0.558758451303287 0.557933470743704 0.122962910025046
284 0.441192496900329 0.558807503099671 0.557875636814093 0.123071176612395
285 0.441144428029279 0.558855571970721 0.557818866006063 0.123177284420936
286 0.441097322256378 0.558902677743622 0.557763140771365 0.123281276576585
287 0.441051160157039 0.558948839842962 0.557708443760532 0.123383195346022
288 0.441005922701174 0.558994077298826 0.557654757825191 0.123483082153318
289 0.44096159124525 0.55903840875475 0.557602066020087 0.123580977596292
290 0.440918147524481 0.559081852475519 0.557550351604806 0.123676921462591
291 0.440875573645165 0.559124426354835 0.557499598045233 0.123770952745497
292 0.440833852077174 0.559166147922826 0.557449789014756 0.12386310965947
293 0.440792965646573 0.559207034353427 0.557400908395224 0.123953429655408
294 0.440752897528388 0.559247102471612 0.557352940277674 0.124041949435658
295 0.440713631239508 0.559286368760492 0.557305868962849 0.124128704968739
296 0.440675150631724 0.559324849368276 0.557259678961504 0.124213731503823
297 0.440637439884908 0.559362560115091 0.557214354994523 0.124297063584936
298 0.440600483500318 0.559399516499682 0.55716988199286 0.124378735064914
299 0.440564266294037 0.559435733705963 0.557126245097297 0.124458779119094
300 0.440528773390544 0.559471226609455 0.557083429658055 0.124537228258759
301 0.440493990216409 0.559506009783591 0.557041421234252 0.124614114344324
302 0.440459902494115 0.559540097505885 0.557000205593209 0.124689468598288
303 0.440426496236002 0.559573503763998 0.556959768709644 0.124763321617926
304 0.440393757738335 0.559606242261665 0.556920096764722 0.124835703387756
305 0.44036167357549 0.55963832642451 0.556881176145008 0.124906643291757
306 0.440330230594255 0.559669769405745 0.556842993441298 0.124976170125362
307 0.44029941590825 0.55970058409175 0.556805535447361 0.125044312107215
308 0.440269216892458 0.559730783107542 0.556768789158581 0.125111096890706
309 0.440239621177869 0.559760378822131 0.556732741770518 0.125176551575274
310 0.440210616646233 0.559789383353767 0.556697380677385 0.125240702717506
311 0.440182191424915 0.559817808575085 0.556662693470452 0.125303576342002
312 0.440154333881865 0.559845666118135 0.556628667936389 0.125365197952039
313 0.440127032620684 0.559872967379316 0.556595292055535 0.125425592540026
314 0.440100276475791 0.559899723524209 0.556562554000119 0.125484784597745
315 0.440074054507696 0.559925945492304 0.556530442132426 0.125542798126401
316 0.440048355998362 0.559951644001638 0.556498945002914 0.125599656646465
317 0.440023170446669 0.55997682955333 0.556468051348291 0.125655383207326
318 0.439998487563969 0.560001512436031 0.556437750089552 0.125710000396754
319 0.43997429726973 0.56002570273027 0.556408030329978 0.125763530350168
320 0.43995058968728 0.56004941031272 0.556378881353112 0.125815994759727
321 0.439927355139624 0.560072644860376 0.556350292620699 0.125867414883237
322 0.439904584145362 0.560095415854638 0.556322253770609 0.125917811552878
323 0.439882267414683 0.560117732585317 0.556294754614731 0.125967205183758
324 0.439860395845443 0.560139604154556 0.556267785136862 0.126015615782302
325 0.43983896051933 0.56016103948067 0.55624133549057 0.12606306295446
326 0.439817952698099 0.560182047301901 0.556215395997045 0.126109565913765
327 0.439797363819893 0.560202636180107 0.556189957142953 0.126155143489215
328 0.439777185495638 0.560222814504362 0.556165009578267 0.126199814133012
329 0.439757409505512 0.560242590494488 0.556140544114104 0.126243595928131
330 0.439738027795486 0.560261972204514 0.556116551720553 0.126286506595745
331 0.439719032473942 0.560280967526058 0.556093023524508 0.126328563502503
332 0.439700415808353 0.560299584191647 0.556069950807496 0.126369783667648
333 0.439682170222043 0.560317829777957 0.556047325003516 0.126410183770012
334 0.439664288290999 0.560335711709001 0.556025137696869 0.126449780154848
335 0.439646762740766 0.560353237259234 0.556003380620015 0.126488588840543
336 0.439629586443395 0.560370413556605 0.555982045651412 0.126526625525184
337 0.439612752414456 0.560387247585544 0.555961124813389 0.126563905592996
338 0.439596253810116 0.560403746189884 0.555940610270009 0.126600444120647
339 0.439580083924277 0.560419916075723 0.55592049432496 0.12663625588343
340 0.439564236185771 0.560435763814229 0.555900769419442 0.126671355361319
341 0.439548704155615 0.560451295844385 0.555881428130083 0.126705756744897
342 0.43953348152432 0.56046651847568 0.555862463166858 0.126739473941175
343 0.439518562109262 0.560481437890738 0.555843867371029 0.126772520579282
344 0.439503939852101 0.560496060147899 0.555825633713103 0.126804910016048
345 0.439489608816254 0.560510391183746 0.555807755290797 0.126836655341471
346 0.439475563184425 0.560524436815575 0.555790225327033 0.126867769384073
347 0.439461797256182 0.560538202743818 0.555773037167946 0.12689826471615
348 0.439448305445583 0.560551694554417 0.555756184280903 0.126928153658916
349 0.439435082278856 0.560564917721144 0.555739660252556 0.126957448287538
350 0.439422122392121 0.560577877607878 0.555723458786904 0.126986160436077
351 0.439409420529166 0.560590579470833 0.555707573703378 0.127014301702322
352 0.43939697153926 0.56060302846074 0.555691998934946 0.127041883452531
353 0.439384770375018 0.560615229624982 0.555676728526243 0.127068916826076
354 0.439372812090307 0.560627187909693 0.555661756631717 0.127095412739989
355 0.439361091838198 0.560638908161802 0.555647077513794 0.127121381893426
356 0.439349604868954 0.560650395131046 0.555632685541076 0.12714683477203
357 0.439338346528068 0.560661653471931 0.555618575186551 0.127171781652213
358 0.439327312254334 0.560672687745666 0.555604741025825 0.127196232605348
359 0.439316497577958 0.560683502422041 0.555591177735382 0.12722019750188
360 0.439305898118717 0.560694101881283 0.555577880090862 0.127243686015351
361 0.439295509584141 0.560704490415858 0.555564842965364 0.127266707626344
362 0.439285327767747 0.560714672232253 0.555552061327767 0.127289271626347
363 0.439275348547296 0.560724651452704 0.555539530241079 0.127311387121544
364 0.439265567883098 0.560734432116902 0.555527244860803 0.127333063036523
365 0.439255981816343 0.560744018183658 0.555515200433334 0.12735430811791
366 0.439246586467466 0.560753413532534 0.555503392294364 0.127375130937935
367 0.439237378034557 0.560762621965443 0.555491815867325 0.127395539897923
368 0.439228352791786 0.560771647208214 0.555480466661846 0.127415543231711
369 0.439219507087874 0.560780492912126 0.555469340272232 0.127435149009002
370 0.43921083734459 0.560789162655411 0.555458432375967 0.12745436513865
371 0.439202340055276 0.560797659944725 0.55544773873224 0.127473199371874
372 0.43919401178341 0.56080598821659 0.55543725518049 0.127491659305416
373 0.439185849161192 0.560814150838808 0.555426977638978 0.127509752384626
374 0.439177848888157 0.560822151111843 0.555416902103373 0.127527485906494
375 0.439170007729825 0.560829992270175 0.555407024645369 0.127544867022611
376 0.43916232251637 0.56083767748363 0.555397341411312 0.127561902742081
377 0.439154790141318 0.560845209858682 0.555387848620858 0.127578599934367
378 0.439147407560277 0.560852592439724 0.555378542565652 0.127594965332082
379 0.439140171789685 0.560859828210315 0.555369419608015 0.127611005533723
380 0.43913307990559 0.56086692009441 0.55536047617967 0.127626727006355
381 0.439126129042449 0.560873870957551 0.555351708780477 0.127642136088232
382 0.439119316391958 0.560880683608042 0.555343113977187 0.127657238991372
383 0.439112639201897 0.560887360798103 0.555334688402226 0.127672041804083
384 0.439106094775008 0.560893905224992 0.555326428752487 0.127686550493425
385 0.439099680467891 0.560900319532109 0.555318331788152 0.12770077090764
386 0.43909339368992 0.56090660631008 0.555310394331525 0.127714708778521
387 0.439087231902186 0.560912768097814 0.555302613265894 0.127728369723737
388 0.439081192616459 0.560918807383541 0.555294985534399 0.12774175924911
389 0.43907527339417 0.56092472660583 0.555287508138932 0.127754882750852
390 0.439069471845415 0.560930528154584 0.555280178139044 0.12776774551775
391 0.439063785627983 0.560936214372017 0.555272992650882 0.12778035273331
392 0.439058212446393 0.560941787553607 0.555265948846133 0.127792709477857
393 0.439052750050961 0.560947249949039 0.555259043950994 0.127804820730599
394 0.439047396236882 0.560952603763118 0.555252275245154 0.127816691371637
395 0.43904214884333 0.56095785115667 0.555245640060799 0.127828326183948
396 0.439037005752579 0.560962994247421 0.555239135781629 0.127839729855322
397 0.439031964889134 0.560968035110865 0.555232759841893 0.127850906980257
398 0.439027024218892 0.560972975781108 0.555226509725445 0.127861862061824
399 0.439022181748307 0.560977818251693 0.555220382964812 0.127872599513487
400 0.439017435523583 0.560982564476417 0.555214377140278 0.127883123660891
401 0.439012783629875 0.560987216370125 0.555208489878989 0.127893438743617
402 0.439008224190509 0.560991775809491 0.555202718854065 0.12790354891689
403 0.439003755366223 0.560996244633777 0.55519706178374 0.127913458253268
404 0.438999375354411 0.561000624645589 0.555191516430506 0.127923170744287
