"G" "X" "Y" "O" "A" "D"
314 0.434093880883192 7.07084330523274e-11 0.566071976146819 0.547005537674449 0.101337834685603
315 0.434024528755963 6.13829554586488e-11 0.566141333652294 0.546924333250187 0.101501128513842
316 0.433956166662844 5.32800841641271e-11 0.566209701098784 0.546844142113531 0.101662126468964
317 0.433888781163545 4.62405920352384e-11 0.566277091925444 0.546764954857598 0.10182085874211
318 0.433822358970787 4.01258352282448e-11 0.566343519418467 0.546686762049177 0.10197735520858
319 0.433756886949903 3.4815114582784e-11 0.566408996711475 0.54660955423379 0.102131645427663
320 0.433692352118364 3.02033720733035e-11 0.566473536786003 0.546533321940571 0.102283758642643
321 0.433628741645238 2.61991802279542e-11 0.566537152472029 0.546458055686962 0.102433723780997
322 0.43356604285059 2.2722987647071e-11 0.566599856448584 0.54638374598322 0.102581569454752
323 0.433504243204816 1.97055883370724e-11 0.566661661244408 0.546310383336759 0.10272732396101
324 0.433443330327923 1.70867865973496e-11 0.566722579238677 0.546237958256315 0.10287101528262
325 0.433383291988765 1.48142327252727e-11 0.566782622661766 0.546166461255945 0.103012671088996
326 0.433324116104213 1.28424078975753e-11 0.566841803596073 0.546095882858865 0.103152318737074
327 0.433265790738295 1.11317392977596e-11 0.566900133976881 0.546026213601125 0.103289985272385
328 0.433208304101287 9.64782893519957e-12 0.566957625593267 0.545957444035136 0.10342569743026
329 0.433151644548764 8.36078168315841e-12 0.567014290089051 0.545889564733038 0.103559481637143
330 0.433095800580616 7.24461988596417e-12 0.567070138963775 0.545822566289935 0.103691364012009
331 0.43304076084003 6.2767734817378e-12 0.567125183573724 0.545756439326971 0.103821370367884
332 0.432986514112435 5.43763598419573e-12 0.567179435132975 0.545691174494284 0.10394952621346
333 0.432933049324429 4.71017788962455e-12 0.567232904714475 0.545626762473814 0.104075856754788
334 0.43288035554267 4.07961014466881e-12 0.567285603251146 0.545563193981988 0.10420038689707
335 0.432828421972744 3.53309124598878e-12 0.567337541537016 0.545500459772273 0.10432314124651
336 0.432777237958011 3.05947236073861e-12 0.567388730228368 0.545438550637613 0.104444144112245
337 0.432726792978437 2.64907557176706e-12 0.567439179844918 0.545377457412739 0.104563419508347
338 0.432677076649394 2.29350097624987e-12 0.567488900770998 0.54531717097637 0.104680991155871
339 0.432628078720456 1.98545891235478e-12 0.567537903256775 0.545257682253299 0.10479688248498
340 0.432579789074174 1.71862406536683e-12 0.567586197419463 0.545198982216374 0.104911116637103
341 0.432532197724836 1.4875086211e-12 0.567633793244569 0.545141061888369 0.105023716467161
342 0.43248529481722 1.28735199796281e-12 0.567680700587136 0.545083912343758 0.105134704545821
343 0.432439070625333 1.11402500636627e-12 0.567726929173001 0.545027524710387 0.105244103161801
344 0.432393515551142 9.63946561074033e-13 0.567772488600069 0.544971890171058 0.105351934324213
345 0.432348620123297 8.34011313688939e-13 0.567817388339583 0.544916999965011 0.105458219764931
346 0.432304374995849 7.21526783204152e-13 0.567861637737411 0.544862845389329 0.105562980941003
347 0.432260770946958 6.24158746322706e-13 0.567905246015328 0.544809417800243 0.10566623903708
348 0.432217798877606 5.39883809480445e-13 0.567948222272315 0.544756708614372 0.105768014967873
349 0.432175449810294 4.66948224180846e-13 0.567990575485848 0.544704709309866 0.10586832938064
350 0.432133714887748 4.03832128978274e-13 0.5680323145132 0.544653411427482 0.10596720265768
351 0.432092585371622 3.4921850751256e-13 0.568073448092735 0.544602806571585 0.106064654918852
352 0.43205205264119 3.01966244398878e-13 0.568113984845211 0.544552886411073 0.106160706024111
353 0.432012108192056 2.61086741257267e-13 0.568153933275078 0.544503642680235 0.106255375576047
354 0.431972743634848 2.25723625250021e-13 0.568193301771772 0.544455067179546 0.106348682922444
355 0.431933950693929 1.95135143513762e-13 0.568232098611016 0.544407151776392 0.106440647158842
356 0.431895721206098 1.68678889988897e-13 0.568270331956105 0.544359888405737 0.106531287131109
357 0.431858047119305 1.45798557377214e-13 0.568308009859202 0.544313269070728 0.106620621438014
358 0.431820920491361 1.26012447184344e-13 0.56834514026262 0.544267285843247 0.106708668433803
359 0.431784333488657 1.08903505800769e-13 0.568381731000103 0.544221930864403 0.106795446230783
360 0.431748278384893 9.41106850172132e-14 0.568417789798104 0.544177196344977 0.106880972701896
361 0.4317127475598 8.13214518458591e-14 0.568453324277049 0.544133074565807 0.106965265483299
362 0.43167773349788 7.02652955406948e-14 0.568488341952609 0.544089557878138 0.107048341976935
363 0.431643228787147 6.07080997256408e-14 0.568522850236952 0.544046638703909 0.107130219353105
364 0.431609226117875 5.24472649375886e-14 0.568556856439994 0.54400430953601 0.107210914553031
365 0.431575718281357 4.53074820128226e-14 0.568590367770643 0.543962562938488 0.107290444291413
366 0.431542698168667 3.91370698853716e-14 0.568623391338036 0.543921391546709 0.10736882505898
367 0.431510158769429 3.38048027824475e-14 0.568655934152764 0.543880788067489 0.107446073125026
368 0.431478093170606 2.91971617197631e-14 0.568688003128094 0.543840745279181 0.107522204539945
369 0.431446494555279 2.52159538136772e-14 0.568719605081173 0.543801256031728 0.107597235137747
370 0.431415356201452 2.17762504079683e-14 0.56875074673424 0.543762313246679 0.107671180538572
371 0.431384671480857 1.88046015087257e-14 0.568781434715809 0.543723909917175 0.107744056151176
372 0.431354433857768 1.62374896602811e-14 0.568811675561858 0.543686039107901 0.107815877175423
373 0.431324636887831 1.40199912904374e-14 0.568841475716998 0.543648693955007 0.107886658604748
374 0.431295274216898 1.21046178020805e-14 0.568870841535645 0.543611867666006 0.107956415228613
375 0.43126633957987 1.04503123754293e-14 0.568899779283162 0.543575553519632 0.108025161634943
376 0.431237826799559 9.02158164450986e-15 0.568928295137012 0.543539744865689 0.108092912212555
377 0.431209729785547 7.78774418709299e-15 0.568956395187891 0.543504435124857 0.108159681153557
378 0.431182042533069 6.7222801750982e-15 0.568984085440847 0.543469617788485 0.108225482455745
379 0.431154759121893 5.8022686208245e-15 0.569011371816395 0.543435286418364 0.108290329924972
380 0.431127873715224 5.0079004654619e-15 0.569038260151621 0.543401434646463 0.108354237177505
381 0.431101380558607 4.32205732677377e-15 0.56906475620127 0.543368056174665 0.10841721764236
382 0.431075273978848 3.72994708442941e-15 0.569090865638832 0.543335144774465 0.108479284563623
383 0.431049548382944 3.21878866183688e-15 0.569116594057607 0.543302694286663 0.108540451002749
384 0.431024198257022 2.77753938647163e-15 0.569141946971768 0.543270698621029 0.108600729840843
385 0.43099921816529 2.39665919745489e-15 0.56916692981741 0.543239151755964 0.108660133780923
386 0.430974602749002 2.06790673759577e-15 0.569191547953581 0.543208047738129 0.108718675350162
387 0.430950346725426 1.78416303297834e-15 0.569215806663319 0.543177380682074 0.108776366902107
388 0.430926444886834 1.53927904007973e-15 0.569239711154659 0.543147144769845 0.108833220618887
389 0.430902892099494 1.32794384017723e-15 0.569263266561642 0.54311733425058 0.108889248513393
390 0.430879683302673 1.14557069370674e-15 0.569286477945308 0.543087943440091 0.108944462431439
391 0.430856813507661 9.88198542177022e-16 0.56930935029468 0.543058966720441 0.108998874053904
392 0.430834277796792 8.52406869950307e-16 0.569331888527733 0.543030398539498 0.109052494898857
393 0.430812071322487 7.35242119371127e-16 0.569354097492356 0.54300223341049 0.109105336323651
394 0.430790189306304 6.34154096172754e-16 0.569375981967306 0.542974465911546 0.109157409527008
395 0.430768627037994 5.4694101285499e-16 0.569397546663141 0.542947090685224 0.109208725551076
396 0.430747379874578 4.71702000176824e-16 0.569418796223154 0.542920102438042 0.109259295283469
397 0.430726443239425 4.06796074831419e-16 0.569439735224284 0.542893495939988 0.10930912945928
398 0.43070581262135 3.50806688052227e-16 0.569460368178032 0.542867266024034 0.109358238663082
399 0.430685483573712 3.02511098183947e-16 0.569480699531349 0.542841407585634 0.109406633330902
400 0.43066545171353 2.60853912606828e-16 0.569500733667523 0.542815915582223 0.109454323752173
401 0.430645712720614 2.24924232964618e-16 0.56952047490706 0.542790785032707 0.109501320071673
402 0.430626262336689 1.93935914267006e-16 0.569539927508539 0.542766011016952 0.109547632291432
403 0.430607096364554 1.67210514720724e-16 0.569559095669473 0.54274158867526 0.109593270272629
404 0.430588210667227 1.4416257047919e-16 0.569577983527149 0.542717513207849 0.109638243737459
405 0.430569601167121 1.24286879092157e-16 0.569596595159463 0.542693779874328 0.109682562270985
406 0.430551263845214 1.0714751832651e-16 0.569614934585741 0.542670383993165 0.109726235322971
407 0.430533194740241 9.23683641197851e-17 0.569633005767552 0.542647320941153 0.109769272209685
408 0.430515389947889 7.96249035005143e-17 0.569650812609513 0.542624586152878 0.109811682115693
409 0.430497845620006 6.86371660407966e-17 0.569668358960077 0.542602175120181 0.109853474095623
410 0.430480557963818 5.91636213821694e-17 0.569685648612319 0.542580083391614 0.109894657075916
411 0.430463523241153 5.09959111029129e-17 0.569702685304707 0.542558306571907 0.109935239856553
412 0.430446737767687 4.39543011120996e-17 0.569719472721865 0.54253684032142 0.10997523111276
413 0.430430197912179 3.78837562427516e-17 0.569736014495328 0.542515680355602 0.110014639396699
414 0.430413900095739 3.26505521019471e-17 0.56975231420428 0.542494822444448 0.110053473139133
415 0.430397840791086 2.8139350803959e-17 0.569768375376294 0.542474262411957 0.110091740651075
416 0.430382016521827 2.42506772094669e-17 0.569784201488053 0.542453996135583 0.110129450125415
417 0.430366423861741 2.0898740932364e-17 0.569799795966065 0.542434019545698 0.110166609638529
418 0.430351059434076 1.80095568397492e-17 0.569815162187371 0.542414328625045 0.110203227151868
419 0.430335919910847 1.55193232195499e-17 0.569830303480239 0.542394919408196 0.110239310513529
420 0.430321002012155 1.33730223615738e-17 0.56984522312485 0.542375787981013 0.110274867459802
421 0.430306302505503 1.15232131106966e-17 0.569859924353982 0.542356930480103 0.110309905616708
422 0.43029181820513 9.92898910833274e-18 0.569874410353673 0.542338343092284 0.110344432501504
423 0.430277545971351 8.55508002933931e-18 0.569888684263887 0.542320022054046 0.110378455524185
424 0.430263482709901 7.37107622303761e-18 0.569902749179161 0.542301963651013 0.110411981988953
425 0.430249625371295 6.35075984564566e-18 0.569916608149252 0.542284164217412 0.11044501909568
426 0.430235970950196 5.47152788462811e-18 0.569930264179768 0.542266620135539 0.110477573941343
427 0.430222516484781 4.71389447299947e-18 0.569943720232799 0.54224932783523 0.110509653521445
428 0.430209259056131 4.06106161644302e-18 0.569956979227529 0.542232283793335 0.110541264731422
429 0.430196195787618 3.49854894536774e-18 0.569970044040849 0.542215484533189 0.110572414368023
430 0.430183323844305 3.01387438981541e-18 0.569982917507958 0.542198926624096 0.110603109130683
431 0.43017064043235 2.59627878518382e-18 0.569995602422956 0.542182606680801 0.110633355622869
432 0.430158142798424 2.23648837501216e-18 0.570008101539427 0.542166521362982 0.110663160353415
433 0.430145828229134 1.92651000428688e-18 0.57002041757102 0.542150667374728 0.110692529737838
434 0.430133694050452 1.65945451075568e-18 0.570032553192014 0.542135041464035 0.110721470099637
435 0.430121737627153 1.4293844380372e-18 0.570044511037882 0.542119640422293 0.110749987671576
436 0.430109956362262 1.23118272623071e-18 0.570056293705848 0.542104461083784 0.110778088596948
437 0.430098347696509 1.06043949479361e-18 0.570067903755425 0.542089500325182 0.110805778930824
438 0.430086909107787 9.13354428621233e-19 0.570079343708964 0.542074755065049 0.11083306464129
439 0.430075638110623 7.86652620133809e-19 0.570090616052177 0.542060222263351 0.110859951610659
440 0.430064532255652 6.77512015175455e-19 0.570101723234667 0.542045898920957 0.110886445636675
441 0.430053589129101 5.83500865073102e-19 0.570112667670442 0.542031782079157 0.110912552433698
442 0.43004280635228 5.02523806826397e-19 0.570123451738425 0.542017868819178 0.110938277633872
443 0.430032181581076 4.3277538288455e-19 0.57013407778296 0.542004156261702 0.110963626788283
444 0.430021712505461 3.72699975440304e-19 0.570144548114302 0.541990641566394 0.110988605368093
445 0.430011396849001 3.20957271198812e-19 0.570154865009114 0.541977321931426 0.111013218765668
446 0.430001232368371 2.76392494236443e-19 0.57016503071094 0.541964194593006 0.111037472295686
447 0.429991216852885 2.38010749507217e-19 0.570175047430691 0.541951256824924 0.11106137119623
448 0.429981348124024 2.04954910075008e-19 0.570184917347103 0.541938505938079 0.111084920629869
449 0.429971624034973 1.76486559226348e-19 0.57019464260721 0.54192593928003 0.111108125684723
450 0.429962042470164 1.51969565959329e-19 0.57020422532679 0.541913554234541 0.111130991375516
451 0.429952601344831 1.30855930422448e-19 0.570213667590824 0.541901348221131 0.111153522644608
452 0.429943298604562 1.12673585965139e-19 0.570222971453934 0.541889318694635 0.111175724363024
453 0.429934132224864 9.7015887656667e-20 0.570232138940819 0.541877463144754 0.111197601331459
454 0.429925100210732 8.35325543790973e-20 0.57024117204669 0.541865779095628 0.111219158281275
455 0.429916200596221 7.19218637203346e-20 0.570250072737694 0.541854264105398 0.111240399875485
456 0.429907431444032 6.19239265898145e-20 0.57025884295133 0.54184291576578 0.111261330709719
457 0.429898790845096 5.33148923606218e-20 0.570267484596868 0.541831731701639 0.111281955313182
458 0.429890276918165 4.5901955932397e-20 0.57027599955575 0.541820709570571 0.111302278149594
459 0.429881887809414 3.95190558621061e-20 0.570284389681995 0.541809847062487 0.111322303618125
460 0.429873621692042 3.40231680151357e-20 0.570292656802595 0.541799141899199 0.111342036054308
461 0.429865476765885 2.92911123841258e-20 0.570300802717906 0.541788591834015 0.111361479730946
462 0.429857451257026 2.52168020980512e-20 0.570308829202029 0.541778194651333 0.111380638859003
463 0.42984954341742 2.17088734499461e-20 0.570316738003196 0.541767948166245 0.111399517588486
464 0.429841751524521 1.86886442245172e-20 0.570324530844136 0.541757850224139 0.111418120009312
465 0.429834073880906 1.60883548931352e-20 0.570332209422452 0.541747898700307 0.111436450152165
466 0.429826508813921 1.38496535241375e-20 0.570339775410978 0.541738091499562 0.111454511989339
467 0.429819054675313 1.19222906696563e-20 0.570347230458141 0.541728426555851 0.111472309435576
468 0.429811709840886 1.0262995155898e-20 0.570354576188315 0.541718901831878 0.11148984634888
469 0.429804472710145 8.83450572503395e-21 0.570361814202164 0.54170951531873 0.111507126531333
470 0.429797341705958 7.60473694254004e-21 0.570368946076992 0.541700265035503 0.111524153729891
471 0.429790315274214 6.54606077058983e-21 0.570375973367079 0.541691149028941 0.111540931637176
472 0.429783391883491 5.6346877820689e-21 0.570382897604011 0.541682165373066 0.111557463892245
473 0.429776570024728 4.85013420791832e-21 0.570389720297016 0.541673312168827 0.111573754081366
474 0.429769848210898 4.17476292196198e-21 0.570396442933282 0.54166458754374 0.111589805738767
475 0.42976322497669 3.59338811448364e-21 0.570403066978278 0.541655989651537 0.111605622347383
476 0.429756698878195 3.09293482510621e-21 0.570409593876074 0.541647516671826 0.111621207339593
477 0.429750268492596 2.66214572846474e-21 0.570416025049644 0.541639166809739 0.111636564097941
478 0.429743932417856 2.29132861988942e-21 0.570422361901177 0.541630938295599 0.111651695955854
479 0.429737689272425 1.97213895621152e-21 0.570428605812378 0.541622829384586 0.111666606198342
480 0.429731537694935 1.69739258903563e-21 0.570434758144763 0.541614838356399 0.111681298062698
481 0.429725476343912 1.46090450175917e-21 0.570440820239956 0.541606963514937 0.11169577473918
482 0.429719503897485 1.25734994224249e-21 0.570446793419975 0.54159920318797 0.111710039371687
483 0.4297136190531 1.08214484324707e-21 0.570452678987519 0.541591555726822 0.111724095058426
484 0.429707820527241 9.31342853688772e-22 0.570458478226246 0.541584019506052 0.111737944852566
485 0.429702107055155 8.01546674985818e-22 0.570464192401052 0.541576592923147 0.11175159176289
486 0.429696477390574 6.89831716577739e-22 0.570469822758345 0.541569274398208 0.111765038754427
487 0.429690930305451 5.93680360172446e-22 0.570475370526309 0.541562062373649 0.111778288749088
488 0.429685464589692 5.1092535957858e-22 0.570480836915173 0.541554955313893 0.111791344626284
489 0.429680079050898 4.39701107386348e-22 0.570486223117472 0.541547951705077 0.111804209223535
490 0.429674772514103 3.78401675827407e-22 0.570491530308304 0.541541050054758 0.11181688533708
491 0.429669543821526 3.25644690798452e-22 0.57049675964558 0.54153424889162 0.111829375722462
492 0.429664391832316 2.80240228655893e-22 0.570501912270282 0.541527546765188 0.111841683095126
493 0.429659315422309 2.41164037894465e-22 0.570506989306701 0.541520942245549 0.111853810130988
494 0.429654313483781 2.07534484721498e-22 0.570511991862686 0.541514433923065 0.111865759467007
495 0.429649384925214 1.7859270499379e-22 0.570516921029881 0.541508020408102 0.111877533701752
496 0.429644528671056 1.53685516859347e-22 0.570521777883959 0.541501700330756 0.111889135395948
497 0.429639743661488 1.32250710346909e-22 0.570526563484861 0.541495472340581 0.111900567073028
498 0.4296350288522 1.13804383455452e-22 0.570531278877017 0.541489335106325 0.11191183121967
499 0.429630383214157 9.79300402050953e-23 0.570535925089578 0.541483287315668 0.111922930286327
500 0.429625805733386 8.42692056464986e-23 0.570540503136636 0.541477327674957 0.11193386668775
501 0.429621295410747 7.25133468720452e-23 0.570545014017445 0.541471454908959 0.111944642803504
502 0.429616851261723 6.23969183904555e-23 0.570549458716633 0.541465667760597 0.111955260978479
503 0.429612472316205 5.36913754730532e-23 0.570553838204424 0.54145996499071 0.111965723523387
504 0.429608157618283 4.620002081972e-23 0.570558153436837 0.541454345377798 0.11197603271526
505 0.429603906226036 3.97535686123954e-23 0.570562405355903 0.541448807717785 0.111986190797934
506 0.42959971721133 3.42063261430088e-23 0.570566594889862 0.541443350823773 0.111996199982533
507 0.429595589659618 2.94329070820422e-23 0.570570722953368 0.541437973525809 0.112006062447938
508 0.429591522669741 2.53254024045123e-23 0.570574790447685 0.541432674670649 0.112015780341257
509 0.42958751535373 2.17909452798472e-23 0.570578798260884 0.541427453121524 0.112025355778284
510 0.429583566836619 1.87496150916117e-23 0.570582747268034 0.541422307757916 0.112034790843952
511 0.42957967625625 1.61326333809429e-23 0.570586638331393 0.541417237475329 0.112044087592779
512 0.429575842763089 1.38808110749978e-23 0.570590472300595 0.541412241185069 0.112053248049313
513 0.42957206552004 1.19432120160148e-23 0.570594250012833 0.541407317814023 0.11206227420856
514 0.429568343702267 1.02760026746286e-23 0.57059797229304 0.541402466304441 0.112071168036418
515 0.429564676497009 8.84146212213107e-24 0.570601639954072 0.541397685613725 0.112079931470093
516 0.429561063103409 7.60712994450921e-24 0.570605253796879 0.541392974714216 0.112088566418522
517 0.42955750273234 6.54507288735557e-24 0.570608814610683 0.541388332592986 0.112097074762778
518 0.429553994606229 5.63125369489112e-24 0.570612323173147 0.54138375825163 0.112105458356474
519 0.429550537958894 4.84498790845004e-24 0.570615780250544 0.54137925070607 0.112113719026164
520 0.429547132035372 4.16847637157361e-24 0.570619186597924 0.541374808986344 0.112121858571736
521 0.429543776091762 3.58640289489095e-24 0.570622542959278 0.541370432136417 0.112129878766794
522 0.429540469395056 3.08558800257711e-24 0.5706258500677 0.541366119213985 0.112137781359047
523 0.429537211222985 2.65469094639599e-24 0.570629108645544 0.541361869290278 0.112145568070678
524 0.429534000863861 2.28395326158849e-24 0.570632319404583 0.541357681449873 0.11215324059872
525 0.429530837616421 1.96497807563212e-24 0.570635483046162 0.541353554790507 0.112160800615416
526 0.429527720789675 1.69054018725532e-24 0.570638600261353 0.541349488422891 0.112168249768586
527 0.429524649702758 1.45442262718059e-24 0.570641671731103 0.541345481470529 0.112175589681975
528 0.429521623684779 1.25127600951904e-24 0.570644698126382 0.541341533069537 0.112182821955608
529 0.429518642074678 1.07649749699336e-24 0.570647680108329 0.541337642368464 0.112189948166129
530 0.42951570422108 9.26126645805446e-25 0.570650618328396 0.54133380852812 0.112196969867149
531 0.429512809482155 7.96755776957731e-25 0.570653513428491 0.5413300307214 0.112203888589573
532 0.429509957225476 6.85452848764071e-25 0.570656366041114 0.541326308133116 0.112210705841934
533 0.429507146827885 5.89695087535051e-25 0.570659176789498 0.541322639959827 0.11221742311072
534 0.429504377675357 5.07311876353205e-25 0.570661946287743 0.541319025409676 0.112224041860689
535 0.429501649162863 4.36435610940432e-25 0.570664675140951 0.54131546370222 0.11223056353519
536 0.429498960694241 3.75459411575629e-25 0.570667363945352 0.541311954068275 0.112236989556475
537 0.429496311682067 3.23000734902151e-25 0.570670013288444 0.541308495749756 0.112243321326002
538 0.429493701547525 2.77870062764229e-25 0.570672623749109 0.541305087999514 0.112249560224739
539 0.429491129720284 2.39043959934924e-25 0.570675195897749 0.541301730081188 0.112255707613464
540 0.42948859563837 2.05641891333257e-25 0.570677730296404 0.541298421269049 0.112261764833059
541 0.429486098748049 1.76906274301913e-25 0.570680227498876 0.541295160847848 0.112267733204797
542 0.4294836385037 1.52185314646705e-25 0.570682688050851 0.54129194811267 0.112273614030628
543 0.429481214367701 1.30918238074888e-25 0.570685112490015 0.541288782368786 0.112279408593465
544 0.429478825810312 1.12622582831834e-25 0.570687501346173 0.541285662931507 0.112285118157453
545 0.429476472309557 9.68832659471025e-26 0.570689855141363 0.541282589126042 0.112290743968252
546 0.429474153351111 8.33431756137932e-26 0.570692174389973 0.54127956028736 0.112296287253297
547 0.429471868428191 7.16950767449784e-26 0.570694459598846 0.541276575760048 0.112301749222072
548 0.42946961704144 6.16746464575112e-26 0.5706967112674 0.541273634898174 0.112307131066364
549 0.429467398698826 5.30544817974678e-26 0.570698929887728 0.541270737065153 0.112312433960527
550 0.429465212915527 4.56389440204209e-26 0.570701115944708 0.541267881633613 0.112317659061732
551 0.42946305921383 3.92597226705874e-26 0.570703269916113 0.541265067985268 0.112322807510221
552 0.429460937123026 3.377201899341e-26 0.570705392272707 0.541262295510778 0.11232788042955
553 0.429458846179308 2.90512622344267e-26 0.570707483478355 0.541259563609635 0.112332878926834
554 0.429456785925668 2.49902844401826e-26 0.57070954399012 0.541256871690027 0.112337804092989
555 0.4294547559118 2.14968897570984e-26 0.570711574258362 0.541254219168713 0.112342657002964
556 0.429452755694 1.84917631562937e-26 0.57071357472684 0.541251605470912 0.112347438715977
557 0.429450784835069 1.59066711983084e-26 0.570715545832805 0.541249030030167 0.112352150275743
558 0.429448842904222 1.36829140652706e-26 0.570717488007096 0.541246492288238 0.112356792710703
559 0.429446929476986 1.17699937788855e-26 0.570719401674235 0.541243991694977 0.11236136703424
560 0.429445044135117 1.01244684193815e-26 0.57072128725252 0.541241527708217 0.112365874244907
561 0.429443186466502 8.70896637400389e-27 0.570723145154113 0.541239099793654 0.112370315326639
562 0.429441356065071 7.4913382691228e-27 0.570724975785132 0.541236707424735 0.112374691248965
563 0.42943955253071 6.44392735953933e-27 0.570726779545742 0.541234350082552 0.112379002967222
564 0.429437775469172 5.54294183272261e-27 0.570728556830238 0.541232027255724 0.11238325142276
565 0.429436024491991 4.76791479523479e-27 0.570730308027131 0.541229738440295 0.112387437543147
566 0.429434299216401 4.10123969576986e-27 0.570732033519238 0.541227483139626 0.112391562242369
567 0.429432599265245 3.52777064902659e-27 0.570733733683757 0.54122526086429 0.112395626421029
568 0.429430924266902 3.03447859576124e-27 0.570735408892358 0.541223071131967 0.112399630966543
569 0.429429273855199 2.61015550012803e-27 0.570737059511259 0.541220913467346 0.112403576753331
570 0.429427647669332 2.24515987447502e-27 0.570738685901305 0.541218787402018 0.11240746464301
571 0.429426045353793 1.93119785878043e-27 0.570740288418052 0.541216692474382 0.112411295484577
572 0.429424466558284 1.66113488811138e-27 0.570741867411838 0.541214628229547 0.112415070114595
573 0.429422910937647 1.42883367512179e-27 0.570743423227863 0.541212594219231 0.112418789357377
574 0.429421378151786 1.22901483139175e-27 0.570744956206266 0.541210590001671 0.112422454025159
575 0.429419867865595 1.0571369648653e-27 0.570746466682194 0.541208615141526 0.112426064918284
576 0.429418379748882 9.09293532400744e-28 0.570747954985879 0.541206669209787 0.112429622825371
577 0.429416913476297 7.82124106516202e-28 0.570749421442711 0.541204751783684 0.112433128523484
578 0.429415468727265 6.72738042405023e-28 0.570750866373305 0.541202862446595 0.11243658277831
579 0.429414045185912 5.78648812622096e-28 0.570752290093574 0.54120100078796 0.112439986344314
580 0.429412642540998 4.97717518878066e-28 0.570753692914795 0.541199166403194 0.112443339964912
581 0.429411260485848 4.28104298610444e-28 0.570755075143683 0.541197358893599 0.112446644372627
582 0.429409898718286 3.6822652314867e-28 0.570756437082449 0.541195577866279 0.11244990028925
583 0.429408556940569 3.1672283841549e-28 0.570757779028873 0.541193822934056 0.112453108425999
584 0.429407234859321 2.72422231703973e-28 0.570759101276368 0.541192093715391 0.11245626948367
585 0.429405932185471 2.34317422144429e-28 0.570760404114041 0.541190389834299 0.112459384152791
586 0.429404648634188 2.01541970615203e-28 0.570761687826756 0.541188710920268 0.112462453113772
587 0.42940338392482 1.73350589281287e-28 0.570762952695202 0.541187056608185 0.112465477037055
588 0.429402137780831 1.4910220357967e-28 0.570764198995948 0.541185426538255 0.112468456583254
589 0.429400909929743 1.28245381957894e-28 0.570765427001505 0.54118382035592 0.112471392403307
590 0.429399700103076 1.10305802429573e-28 0.570766636980388 0.541182237711791 0.11247428513861
591 0.429398508036289 9.48754712572896e-29 0.57076782919717 0.541180678261569 0.112477135421161
592 0.429397333468719 8.16034488583587e-29 0.570769003912545 0.541179141665973 0.112479943873695
593 0.429396176143532 7.01878722550758e-29 0.57077016138338 0.541177627590665 0.112482711109821
594 0.429395035807658 6.03690928348629e-29 0.570771301862775 0.54117613570618 0.112485437734155
595 0.429393912211743 5.19237735152254e-29 0.570772425600117 0.541174665687857 0.112488124342452
596 0.429392805110089 4.46598111984845e-29 0.570773532841132 0.541173217215767 0.112490771521735
597 0.429391714260606 3.84119691463213e-29 0.570774623827942 0.541171789974646 0.112493379850424
598 0.429390639424752 3.30381200297012e-29 0.570775698799118 0.541170383653827 0.112495949898458
599 0.429389580367488 2.84160142817488e-29 0.570776757989727 0.541168997947173 0.112498482227425
600 0.429388536857224 2.44405003144737e-29 0.570777801631389 0.541167632553013 0.112500977390681
601 0.429387508665764 2.10211334258155e-29 0.570778829952327 0.541166287174075 0.112503435933468
602 0.429386495568265 1.80801190543012e-29 0.570779843177414 0.541164961517425 0.112505858393038
603 0.429385497343181 1.55505436352e-29 0.570780841528222 0.5411636552944 0.112508245298766
604 0.429384513772216 1.33748528468726e-29 0.570781825223074 0.541162368220551 0.112510597172267
605 0.429383544640279 1.15035426574439e-29 0.570782794477088 0.541161100015579 0.11251291452751
606 0.429382589735433 9.89403341760884e-30 0.570783749502227 0.541159850403275 0.112515197870927
607 0.429381648848852 8.50970140512848e-30 0.570784690507343 0.54115861911146 0.112517447701528
608 0.429380721774775 7.31904580486171e-30 0.570785617698223 0.541157405871931 0.112519664511006
609 0.429379808310459 6.2949721862583e-30 0.570786531277635 0.541156210420397 0.112521848783843
610 0.429378908256137 5.4141761880381e-30 0.570787431445371 0.541155032496426 0.112524000997422
611 0.429378021414972 4.65661339742955e-30 0.570788318398292 0.541153871843388 0.112526121622123
612 0.429377147593017 4.00504337058045e-30 0.57078919233037 0.541152728208401 0.112528211121431
613 0.42937628659917 3.44463742608925e-30 0.57079005343273 0.541151601342274 0.112530269952036
614 0.429375438245134 2.96264129332387e-30 0.570790901893693 0.541150490999456 0.112532298563929
615 0.429374602345374 2.54808494423156e-30 0.570791737898815 0.541149396937981 0.112534297400505
616 0.42937377871708 2.19153301003122e-30 0.570792561630933 0.541148318919419 0.112536266898657
617 0.429372967180122 1.88487010689052e-30 0.570793373270195 0.541147256708821 0.112538207488871
618 0.429372167557014 1.62111618839044e-30 0.570794172994111 0.541146210074671 0.112540119595321
619 0.429371379672877 1.39426772530527e-30 0.570794960977583 0.541145178788835 0.112542003635959
620 0.429370603355395 1.19916110049017e-30 0.570795737392946 0.54114416262651 0.112543860022612
621 0.429369838434784 1.03135511181837e-30 0.570796502410008 0.541143161366181 0.112545689161063
622 0.429369084743748 8.87029910624959e-31 0.570797256196083 0.541142174789569 0.112547491451147
623 0.429368342117449 7.62900076870272e-31 0.570797998916031 0.541141202681582 0.112549267286836
