"k" "s" "DF"
0.4425 0.005 2.83557179570896e-17
0.445 0.005 2.25525699888315e-17
0.4475 0.005 1.78964670200679e-17
0.45 0.005 1.41687218382379e-17
0.4525 0.005 1.11908128199749e-17
0.455 0.005 8.81728488654876e-18
0.4575 0.005 6.92985690612543e-18
0.46 0.005 5.43253846948362e-18
0.4625 0.005 4.24758992043699e-18
0.465 0.005 3.31218579469884e-18
0.4675 0.005 2.57566409539121e-18
0.47 0.005 1.99726269684014e-18
0.4725 0.005 1.5442601241623e-18
0.475 0.005 1.19045143597681e-18
0.4775 0.005 9.14901310956362e-19
0.48 0.005 7.00926022209119e-19
0.4825 0.005 5.35264047145988e-19
0.485 0.005 4.07401835697467e-19
0.4875 0.005 3.09026943792489e-19
0.49 0.005 2.33585500184354e-19
0.4925 0.005 1.75924956366709e-19
0.495 0.005 1.32006393478857e-19
0.4975 0.005 9.86734304746822e-20
0.5 0.005 7.34670824884122e-20
0.0025 0.01 1.62710600721766e-06
0.005 0.01 1.60671552000977e-06
0.0075 0.01 1.58643251461595e-06
0.01 0.01 1.56618254993899e-06
0.0125 0.01 1.54582350348849e-06
0.015 0.01 1.52508863603819e-06
0.0175 0.01 1.50349614785602e-06
0.02 0.01 1.4802371648593e-06
0.0225 0.01 1.45412188894492e-06
0.025 0.01 1.42376560912774e-06
0.0275 0.01 1.38813673669043e-06
0.03 0.01 1.34714201777159e-06
0.0325 0.01 1.3016347354963e-06
0.035 0.01 1.25285695575125e-06
0.0375 0.01 1.20192654331853e-06
0.04 0.01 1.1496667670172e-06
0.0425 0.01 1.09664986662853e-06
0.045 0.01 1.04328740757736e-06
0.0475 0.01 9.89900183063225e-07
0.05 0.01 9.36759701118345e-07
0.0525 0.01 8.84109492271717e-07
0.055 0.01 8.32174654972907e-07
0.0575 0.01 7.81165198725278e-07
0.06 0.01 7.31276376777991e-07
0.0625 0.01 6.82687728269875e-07
0.065 0.01 6.35561722614501e-07
0.0675 0.01 5.90042453906036e-07
0.07 0.01 5.46254598350516e-07
0.0725 0.01 5.04302724852638e-07
0.075 0.01 4.64270984642427e-07
0.0775 0.01 4.2622317207929e-07
0.08 0.01 3.90203130883313e-07
0.0825 0.01 3.56235470477077e-07
0.085 0.01 3.24326552042855e-07
0.0875 0.01 2.94465701386944e-07
0.09 0.01 2.6662660480248e-07
0.0925 0.01 2.40768844369426e-07
0.095 0.01 2.16839530288005e-07
0.0975 0.01 1.94774989775913e-07
0.1 0.01 1.74502474670717e-07
0.1025 0.01 1.55941853075082e-07
0.105 0.01 1.39007254064898e-07
0.1075 0.01 1.23608638539291e-07
0.11 0.01 1.0965327360931e-07
0.1125 0.01 9.7047092376613e-08
0.115 0.01 8.56959254205443e-08
0.1175 0.01 7.5506594674601e-08
0.12 0.01 6.63878645211188e-08
0.1225 0.01 5.82512487711758e-08
0.125 0.01 5.10116756449958e-08
0.1275 0.01 4.45880158659945e-08
0.13 0.01 3.89034814882694e-08
0.1325 0.01 3.38859050719191e-08
0.135 0.01 2.94679103019203e-08
0.1375 0.01 2.55869861311185e-08
0.14 0.01 2.21854770485157e-08
0.1425 0.01 1.92105021754696e-08
0.145 0.01 1.66138156291852e-08
0.1475 0.01 1.43516200257768e-08
0.15 0.01 1.23843441876847e-08
0.1525 0.01 1.06763951357106e-08
0.155 0.01 9.19589334474333e-09
0.1575 0.01 7.9143990797028e-09
0.16 0.01 6.80663645279877e-09
0.1625 0.01 5.85022069565568e-09
0.165 0.01 5.02539305264344e-09
0.1675 0.01 4.31476669904994e-09
0.17 0.01 3.70308618594876e-09
0.1725 0.01 3.17700212205987e-09
0.175 0.01 2.72486212484127e-09
0.1775 0.01 2.3365185067414e-09
0.18 0.01 2.00315270242558e-09
0.1825 0.01 1.71711608049142e-09
0.185 0.01 1.47178650857753e-09
0.1875 0.01 1.26143984275287e-09
0.19 0.01 1.081135379328e-09
0.1925 0.01 9.26614228721689e-10
0.195 0.01 7.94209536412348e-10
0.1975 0.01 6.80767475921138e-10
0.2 0.01 5.8357796493031e-10
0.2025 0.01 5.00314100915262e-10
0.205 0.01 4.28979371085148e-10
0.2075 0.01 3.67861758088905e-10
0.21 0.01 3.15493933943172e-10
0.2125 0.01 2.70618806941727e-10
0.215 0.01 2.32159757629402e-10
0.2175 0.01 1.9919496861602e-10
0.22 0.01 1.70935317937413e-10
0.2225 0.01 1.46705366125507e-10
0.225 0.01 1.25927022741062e-10
0.2275 0.01 1.08105528709501e-10
0.23 0.01 9.28174364281495e-11
0.2325 0.01 7.97003104561511e-11
0.235 0.01 6.84439079188783e-11
0.2375 0.01 5.87826298742338e-11
0.24 0.01 5.04890631446845e-11
0.2425 0.01 4.33684568720181e-11
0.245 0.01 3.72539996531949e-11
0.2475 0.01 3.20027819040335e-11
0.25 0.01 2.74923443907916e-11
0.2525 0.01 2.36177279630341e-11
0.255 0.01 2.02889516841684e-11
0.2575 0.01 1.74288570322691e-11
0.26 0.01 1.49712648516975e-11
0.2625 0.01 1.28593994698159e-11
0.265 0.01 1.10445410244728e-11
0.2675 0.01 9.48487272770784e-12
0.27 0.01 8.14449465128701e-12
0.2725 0.01 6.99257977518889e-12
0.275 0.01 6.00265159088109e-12
0.2775 0.01 5.15196558349743e-12
0.28 0.01 4.42097950546176e-12
0.2825 0.01 3.79289956294353e-12
0.285 0.01 3.25329152096456e-12
0.2875 0.01 2.78974734041342e-12
0.29 0.01 2.39159933124011e-12
0.2925 0.01 2.0496749754463e-12
0.295 0.01 1.75608657086604e-12
0.2975 0.01 1.50405069748279e-12
0.3 0.01 1.28773323383543e-12
0.3025 0.01 1.10211627035667e-12
0.305 0.01 9.42883795019632e-13
0.3075 0.01 8.06323477846415e-13
0.31 0.01 6.89242266080795e-13
0.3125 0.01 5.88893830879933e-13
0.315 0.01 5.0291618751442e-13
0.3175 0.01 4.292780513495e-13
0.32 0.01 3.66232697312924e-13
0.3225 0.01 3.12278266256633e-13
0.325 0.01 2.66123611948433e-13
0.3275 0.01 2.26658911098315e-13
0.33 0.01 1.92930368993311e-13
0.3325 0.01 1.64118447683662e-13
0.335 0.01 1.39519124525005e-13
0.3375 0.01 1.18527758198959e-13
0.34 0.01 1.00625198777331e-13
0.3425 0.01 8.53658293892259e-14
0.345 0.01 7.2367270813135e-14
0.3475 0.01 6.13015178861357e-14
0.35 0.01 5.18873088885403e-14
0.3525 0.01 4.38835567816527e-14
0.355 0.01 3.70836949990382e-14
0.3575 0.01 3.13108109711486e-14
0.36 0.01 2.64134581746698e-14
0.3625 0.01 2.22620526476616e-14
0.365 0.01 1.87457729470796e-14
0.3675 0.01 1.57698937450294e-14
0.37 0.01 1.32534929193015e-14
0.3725 0.01 1.11274803115303e-14
0.375 0.01 9.33290349058367e-15
0.3775 0.01 7.81949203076259e-15
0.38 0.01 6.54440713253806e-15
0.3825 0.01 5.47116799671747e-15
0.385 0.01 4.56873031336267e-15
0.3875 0.01 3.81069563216637e-15
0.39 0.01 3.1746333169492e-15
0.3925 0.01 2.64149931832626e-15
0.395 0.01 2.19513818134646e-15
0.3975 0.01 1.82185658708309e-15
0.4 0.01 1.51005835021421e-15
0.4025 0.01 1.24993219421242e-15
0.405 0.01 1.03318483261281e-15
0.4075 0.01 8.52812925430986e-16
0.41 0.01 7.02908376986775e-16
0.4125 0.01 5.78492214845328e-16
0.415 0.01 4.75372956281857e-16
0.4175 0.01 3.90025943267481e-16
0.42 0.01 3.19490622084299e-16
0.4225 0.01 2.61283170216794e-16
0.425 0.01 2.13322240541112e-16
0.4275 0.01 1.73865909164727e-16
0.43 0.01 1.41458185567873e-16
0.4325 0.01 1.14883678015317e-16
0.435 0.01 9.31292087701445e-17
0.4375 0.01 7.53513469587977e-17
0.44 0.01 6.08489759047467e-17
0.4425 0.01 4.9040139729318e-17
0.445 0.01 3.94425239150196e-17
0.4475 0.01 3.16570188454242e-17
0.45 0.01 2.53538962390427e-17
0.4525 0.01 2.02611977500573e-17
0.455 0.01 1.61549944266859e-17
0.4575 0.01 1.2851226588555e-17
0.46 0.01 1.01988772064111e-17
0.4625 0.01 8.07426907479195e-18
0.465 0.01 6.37630785210106e-18
0.4675 0.01 5.02252017099841e-18
0.47 0.01 3.94575915702649e-18
0.4725 0.01 3.0914694047349e-18
0.475 0.01 2.41542023894595e-18
0.4775 0.01 1.88183035630714e-18
0.48 0.01 1.46181906200066e-18
0.4825 0.01 1.13212960042795e-18
0.485 0.01 8.74078794987888e-19
0.4875 0.01 6.7269459082519e-19
0.49 0.01 5.16009333117856e-19
0.4925 0.01 3.94481881373276e-19
0.495 0.01 3.00526102342984e-19
0.4975 0.01 2.28127024683797e-19
0.5 0.01 1.72529083564731e-19
0.0025 0.015 1.62708366839825e-06
0.005 0.015 1.60672270263531e-06
0.0075 0.015 1.5865250413984e-06
0.01 0.015 1.56641360770486e-06
0.0125 0.015 1.54624245219893e-06
0.015 0.015 1.52573884623343e-06
0.0175 0.015 1.50441129545508e-06
0.02 0.015 1.48143554950936e-06
0.0225 0.015 1.45559952373475e-06
0.025 0.015 1.42549186106022e-06
0.0275 0.015 1.39005925199141e-06
0.03 0.015 1.34920362171493e-06
0.0325 0.015 1.30379306963354e-06
0.035 0.015 1.25509390216665e-06
0.0375 0.015 1.20424542727243e-06
0.04 0.015 1.15208418592904e-06
0.0425 0.015 1.09918799512316e-06
0.045 0.015 1.04596870045455e-06
0.0475 0.015 9.92744258329932e-07
0.05 0.015 9.39781699420026e-07
0.0525 0.015 8.8731933378364e-07
0.055 0.015 8.35576825475636e-07
0.0575 0.015 7.84758851932925e-07
0.06 0.015 7.35055633143628e-07
0.0625 0.015 6.86642101586863e-07
0.065 0.015 6.39676632477296e-07
0.0675 0.015 5.94299795731382e-07
0.07 0.015 5.50633349564588e-07
0.0725 0.015 5.08779569455494e-07
0.075 0.015 4.6882094046489e-07
0.0775 0.015 4.30820206564539e-07
0.08 0.015 3.94820752606345e-07
0.0825 0.015 3.60847285062431e-07
0.085 0.015 3.2890677272749e-07
0.0875 0.015 2.98989606205176e-07
0.09 0.015 2.71070934210984e-07
0.0925 0.015 2.45112135032982e-07
0.095 0.015 2.21062382653398e-07
0.0975 0.015 1.98860268913885e-07
0.1 0.015 1.78435445609036e-07
0.1025 0.015 1.59710253430302e-07
0.105 0.015 1.42601308165302e-07
0.1075 0.015 1.27021018385117e-07
0.11 0.015 1.1287901291737e-07
0.1125 0.015 1.00083460594045e-07
0.115 0.015 8.85422689664658e-08
0.1175 0.015 7.81641527883961e-08
0.12 0.015 6.88595669803833e-08
0.1225 0.015 6.05415024167891e-08
0.125 0.015 5.31261461471444e-08
0.1275 0.015 4.65334105189367e-08
0.13 0.015 4.06873380711615e-08
0.1325 0.015 3.55163909963852e-08
0.135 0.015 3.0953635421103e-08
0.1375 0.015 2.69368317436499e-08
0.14 0.015 2.34084428240014e-08
0.1425 0.015 2.03155719803716e-08
0.145 0.015 1.76098425625428e-08
0.1475 0.015 1.52472303962153e-08
0.15 0.015 1.31878596841942e-08
0.1525 0.015 1.13957720669494e-08
0.155 0.015 9.83867754275005e-09
0.1575 0.015 8.4876948776717e-09
0.16 0.015 7.31708804386704e-09
0.1625 0.015 6.30400414936747e-09
0.165 0.015 5.42821729569153e-09
0.1675 0.015 4.67188184457236e-09
0.17 0.015 4.01929770892673e-09
0.1725 0.015 3.4566895160096e-09
0.175 0.015 2.97200082702353e-09
0.1775 0.015 2.55470403704697e-09
0.18 0.015 2.19562611800809e-09
0.1825 0.015 1.88678999876239e-09
0.185 0.015 1.62127109145915e-09
0.1875 0.015 1.39306826252743e-09
0.19 0.015 1.19698839956799e-09
0.1925 0.015 1.02854363209589e-09
0.195 0.015 8.83860214817051e-10
0.1975 0.015 7.59598068088984e-10
0.2 0.015 6.52879983492668e-10
0.2025 0.015 5.61229536127061e-10
0.205 0.015 4.82516793462569e-10
0.2075 0.015 4.14910968475363e-10
0.21 0.015 3.5683922837667e-10
0.2125 0.015 3.06950936424559e-10
0.215 0.015 2.64086670656816e-10
0.2175 0.015 2.27251428129056e-10
0.22 0.015 1.95591485113301e-10
0.2225 0.015 1.68374441860392e-10
0.225 0.015 1.44972034441789e-10
0.2275 0.015 1.24845345607807e-10
0.23 0.015 1.07532091473906e-10
0.2325 0.015 9.26357012620415e-11
0.235 0.015 7.98159434671936e-11
0.2375 0.015 6.87808839462098e-11
0.24 0.015 5.92799898312562e-11
0.2425 0.015 5.10982181684474e-11
0.245 0.015 4.40509500922148e-11
0.2475 0.015 3.79796504809737e-11
0.25 0.015 3.27481496981875e-11
0.2525 0.015 2.8239458485274e-11
0.255 0.015 2.43530395982424e-11
0.2575 0.015 2.10024706044474e-11
0.26 0.015 1.81134415930431e-11
0.2625 0.015 1.56220395936914e-11
0.265 0.015 1.34732784131754e-11
0.2675 0.015 1.16198385388927e-11
0.27 0.015 1.00209868542829e-11
0.2725 0.015 8.6416502797458e-12
0.275 0.015 7.45162119465494e-12
0.2775 0.015 6.42487569950579e-12
0.28 0.015 5.53898851809524e-12
0.2825 0.015 4.77463068387581e-12
0.285 0.015 4.11513815891957e-12
0.2875 0.015 3.54614124725598e-12
0.29 0.015 3.05524612868488e-12
0.2925 0.015 2.63176109062251e-12
0.295 0.015 2.26646110504427e-12
0.2975 0.015 1.95138531161556e-12
0.3 0.015 1.67966274935396e-12
0.3025 0.015 1.44536234699942e-12
0.305 0.015 1.24336375325455e-12
0.3075 0.015 1.06924607635772e-12
0.31 0.015 9.19192020123304e-13
0.3125 0.015 7.89905260960516e-13
0.315 0.015 6.78539216241761e-13
0.3175 0.015 5.82635616260241e-13
0.32 0.015 5.00071516286839e-13
0.3225 0.015 4.29013577379927e-13
0.325 0.015 3.6787860927981e-13
0.3275 0.015 3.15299509913586e-13
0.33 0.015 2.7009585713882e-13
0.3325 0.015 2.31248512271142e-13
0.335 0.015 1.97877684140119e-13
0.3375 0.015 1.69223979020112e-13
0.34 0.015 1.44632027590978e-13
0.3425 0.015 1.23536336642494e-13
0.345 0.015 1.05449061865813e-13
0.3475 0.015 8.99494399032073e-14
0.35 0.015 7.66746538204689e-14
0.3525 0.015 6.53119371492805e-14
0.355 0.015 5.55917483288048e-14
0.3575 0.015 4.72818703615572e-14
0.36 0.015 4.01823103079313e-14
0.3625 0.015 3.41208903221325e-14
0.365 0.015 2.89494366606498e-14
0.3675 0.015 2.45404858013468e-14
0.37 0.015 2.07844377771655e-14
0.3725 0.015 1.75870962953265e-14
0.375 0.015 1.48675433880025e-14
0.3775 0.015 1.25563034021144e-14
0.38 0.015 1.05937572375857e-14
0.3825 0.015 8.92877301687415e-15
0.385 0.015 7.51752392755181e-15
0.3875 0.015 6.32246792179084e-15
0.39 0.015 5.31146736606722e-15
0.3925 0.015 4.4570296838062e-15
0.395 0.015 3.73565258555951e-15
0.3975 0.015 3.12725968961021e-15
0.4 0.015 2.61471424717561e-15
0.4025 0.015 2.1834003407855e-15
0.405 0.015 1.82086235662623e-15
0.4075 0.015 1.51649477162378e-15
0.41 0.015 1.26127536965587e-15
0.4125 0.015 1.04753593090946e-15
0.415 0.015 8.68765243350354e-16
0.4175 0.015 7.19439982295632e-16
0.42 0.015 5.94879607605767e-16
0.4225 0.015 4.91121950585197e-16
0.425 0.015 4.04816615111062e-16
0.4275 0.015 3.33133709184189e-16
0.43 0.015 2.73685762131083e-16
0.4325 0.015 2.244609761124e-16
0.435 0.015 1.83766214505556e-16
0.4375 0.015 1.50178349401668e-16
0.44 0.015 1.2250278046509e-16
0.4425 0.015 9.97381017109458e-17
0.445 0.015 8.104603479633e-17
0.4475 0.015 6.57258701744684e-17
0.45 0.015 5.31927635073567e-17
0.4525 0.015 4.29593263121122e-17
0.455 0.015 3.46200288680261e-17
0.4575 0.015 2.78380016190133e-17
0.46 0.015 2.23338801278861e-17
0.4625 0.015 1.78763893398406e-17
0.465 0.015 1.42744065888434e-17
0.4675 0.015 1.13702803829054e-17
0.47 0.015 9.03421435620994e-18
0.4725 0.015 7.15955359168904e-18
0.475 0.015 5.65883441547917e-18
0.4775 0.015 4.46047928058445e-18
0.48 0.015 3.5060359552041e-18
0.4825 0.015 2.74787531327266e-18
0.485 0.015 2.14727493876185e-18
0.4875 0.015 1.67282680206378e-18
0.49 0.015 1.29911670667964e-18
0.4925 0.015 1.00563126252487e-18
0.495 0.015 7.75855012907832e-19
0.4975 0.015 5.96526193646123e-19
0.5 0.015 4.57024579839518e-19
0.0025 0.02 1.6270522267164e-06
0.005 0.02 1.60673324355533e-06
0.0075 0.02 1.5866568406673e-06
0.01 0.02 1.56674272634606e-06
0.0125 0.02 1.54684047800817e-06
0.015 0.02 1.52667056742529e-06
0.0175 0.02 1.50573063970805e-06
0.02 0.02 1.48317920986512e-06
0.0225 0.02 1.4577789010269e-06
0.025 0.02 1.42808726950416e-06
0.0275 0.02 1.39302387013553e-06
0.03 0.02 1.35248079250743e-06
0.0325 0.02 1.30733756731657e-06
0.035 0.02 1.25888296805374e-06
0.0375 0.02 1.20827674199654e-06
0.04 0.02 1.15636778014134e-06
0.0425 0.02 1.10373839185114e-06
0.045 0.02 1.0507994738294e-06
0.0475 0.02 9.97864869147564e-07
0.05 0.02 9.45195901100054e-07
0.0525 0.02 8.93024546522512e-07
0.055 0.02 8.41564087650843e-07
0.0575 0.02 7.91013118166278e-07
0.06 0.02 7.41556286119326e-07
0.0625 0.02 6.93363599067593e-07
0.065 0.02 6.46589239922608e-07
0.0675 0.02 6.01370370104812e-07
0.07 0.02 5.57826147971841e-07
0.0725 0.02 5.16057060796095e-07
0.075 0.02 4.76144601201341e-07
0.0775 0.02 4.3815128398583e-07
0.08 0.02 4.02120981059697e-07
0.0825 0.02 3.68079542757357e-07
0.085 0.02 3.36035668949912e-07
0.0875 0.02 3.05981991111625e-07
0.09 0.02 2.77896325762818e-07
0.0925 0.02 2.51743060018217e-07
0.095 0.02 2.27474631064112e-07
0.0975 0.02 2.05033063135877e-07
0.1 0.02 1.84351527878907e-07
0.1025 0.02 1.6535589677363e-07
0.105 0.02 1.47966257508819e-07
0.1075 0.02 1.32098369708558e-07
0.11 0.02 1.1766503916208e-07
0.1125 0.02 1.04577393572915e-07
0.115 0.02 9.27460467325895e-08
0.1175 0.02 8.20821418377845e-08
0.12 0.02 7.24982683161142e-08
0.1225 0.02 6.390924992456e-08
0.125 0.02 5.62328049668914e-08
0.1275 0.02 4.9390082188964e-08
0.13 0.02 4.33060782160335e-08
0.1325 0.02 3.79099442726482e-08
0.135 0.02 3.31351913679814e-08
0.1375 0.02 2.8919804147056e-08
0.14 0.02 2.52062742238898e-08
0.1425 0.02 2.1941564059664e-08
0.145 0.02 1.90770123697864e-08
0.1475 0.02 1.65681916863004e-08
0.15 0.02 1.43747281177746e-08
0.1525 0.02 1.24600925898301e-08
0.155 0.02 1.07913719664502e-08
0.1575 0.02 9.33902749267807e-09
0.16 0.02 8.07664700573543e-09
0.1625 0.02 6.98069637086878e-09
0.165 0.02 6.03027464070073e-09
0.1675 0.02 5.20687653632554e-09
0.17 0.02 4.49416502221633e-09
0.1725 0.02 3.8777560065976e-09
0.175 0.02 3.34501655035012e-09
0.1775 0.02 2.88487741228611e-09
0.18 0.02 2.48766029464176e-09
0.1825 0.02 2.14491977491066e-09
0.185 0.02 1.84929961172857e-09
0.1875 0.02 1.59440288516857e-09
0.19 0.02 1.37467526662236e-09
0.1925 0.02 1.18530060138712e-09
0.195 0.02 1.02210791937582e-09
0.1975 0.02 8.81488957787721e-10
0.2 0.02 7.6032527663059e-10
0.2025 0.02 6.55924067039652e-10
0.205 0.02 5.65961787653784e-10
0.2075 0.02 4.88434811033563e-10
0.21 0.02 4.21616316232133e-10
0.2125 0.02 3.64018721925813e-10
0.215 0.02 3.14361014433377e-10
0.2175 0.02 2.7154038455677e-10
0.22 0.02 2.34607645027501e-10
0.2225 0.02 2.02745955430774e-10
0.225 0.02 1.75252433135889e-10
0.2275 0.02 1.51522276590653e-10
0.23 0.02 1.310350711583e-10
0.2325 0.02 1.13342987464082e-10
0.235 0.02 9.80606180687949e-11
0.2375 0.02 8.48562303742914e-11
0.24 0.02 7.34442422201834e-11
0.2425 0.02 6.35787519125233e-11
0.245 0.02 5.50479767098854e-11
0.2475 0.02 4.76694733594923e-11
0.25 0.02 4.12860313976092e-11
0.2525 0.02 3.57621448651918e-11
0.255 0.02 3.09809810857491e-11
0.2575 0.02 2.68417764333766e-11
0.26 0.02 2.32575987909479e-11
0.2625 0.02 2.01534248482058e-11
0.265 0.02 1.74644876843814e-11
0.2675 0.02 1.51348563691958e-11
0.27 0.02 1.3116214731848e-11
0.2725 0.02 1.13668111064675e-11
0.275 0.02 9.8505548667903e-12
0.2775 0.02 8.53623900199996e-12
0.28 0.02 7.39687093764345e-12
0.2825 0.02 6.40909633815028e-12
0.285 0.02 5.55270279937723e-12
0.2875 0.02 4.81019220168104e-12
0.29 0.02 4.1664120900521e-12
0.2925 0.02 3.60823781571252e-12
