"k" "s" "DF"
0.3375 0.165 6.46787223615891e-09
0.34 0.165 5.70374014943638e-09
0.3425 0.165 5.02501867599341e-09
0.345 0.165 4.42277612879781e-09
0.3475 0.165 3.8889382283483e-09
0.35 0.165 3.41621527758669e-09
0.3525 0.165 2.99803433894892e-09
0.355 0.165 2.62847622361027e-09
0.3575 0.165 2.30221708746133e-09
0.36 0.165 2.01447441736144e-09
0.3625 0.165 1.76095718416072e-09
0.365 0.165 1.53781993530511e-09
0.3675 0.165 1.34162059906463e-09
0.37 0.165 1.16928177408124e-09
0.3725 0.165 1.01805528161833e-09
0.375 0.165 8.85489763239693e-10
0.3775 0.165 7.69401113316437e-10
0.38 0.165 6.67845543477143e-10
0.3825 0.165 5.79095084610934e-10
0.385 0.165 5.01615341095329e-10
0.3875 0.165 4.34045321347908e-10
0.39 0.165 3.75179178437794e-10
0.3925 0.165 3.23949704194684e-10
0.395 0.165 2.79413429907329e-10
0.3975 0.165 2.40737196209815e-10
0.4 0.165 2.07186064040372e-10
0.4025 0.165 1.78112447556139e-10
0.405 0.165 1.52946358554308e-10
0.4075 0.165 1.31186660247094e-10
0.41 0.165 1.12393236140645e-10
0.4125 0.165 9.61799872601303e-11
0.415 0.165 8.22085780341782e-11
0.4175 0.165 7.01828578013824e-11
0.42 0.165 5.98438911304637e-11
0.4225 0.165 5.09655359619411e-11
0.425 0.165 4.33505139930153e-11
0.4275 0.165 3.6826922751813e-11
0.43 0.165 3.12451434576013e-11
0.4325 0.165 2.64751030566075e-11
0.435 0.165 2.24038527767101e-11
0.4375 0.165 1.89334291765113e-11
0.44 0.165 1.59789669942816e-11
0.4425 0.165 1.34670361483835e-11
0.445 0.165 1.13341780218214e-11
0.4475 0.165 9.52561869752842e-12
0.45 0.165 7.99413911548697e-12
0.4525 0.165 6.69908421495406e-12
0.455 0.165 5.60549502096568e-12
0.4575 0.165 4.68334934953393e-12
0.46 0.165 3.9068983551695e-12
0.4625 0.165 3.25408754134023e-12
0.465 0.165 2.70605211225614e-12
0.4675 0.165 2.24667767501897e-12
0.47 0.165 1.86221831607024e-12
0.4725 0.165 1.54096498547278e-12
0.475 0.165 1.27295793663457e-12
0.4775 0.165 1.04973769659911e-12
0.48 0.165 8.64129691275466e-13
0.4825 0.165 7.10058228563866e-13
0.485 0.165 5.82386057229423e-13
0.4875 0.165 4.76776176958973e-13
0.49 0.165 3.89572981128118e-13
0.4925 0.165 3.17700173707141e-13
0.495 0.165 2.58573220262156e-13
0.4975 0.165 2.10024374536367e-13
0.5 0.165 1.7023857057792e-13
0.0025 0.17 1.62113718360257e-06
0.005 0.17 1.60888204038489e-06
0.0075 0.17 1.61211297310982e-06
0.01 0.17 1.63062901957071e-06
0.0125 0.17 1.66426389375472e-06
0.015 0.17 1.7127333784342e-06
0.0175 0.17 1.77535828782498e-06
0.02 0.17 1.85062938673008e-06
0.0225 0.17 1.93572044686843e-06
0.025 0.17 2.02640037060868e-06
0.0275 0.17 2.11801618153012e-06
0.03 0.17 2.20738549657856e-06
0.0325 0.17 2.29395680097205e-06
0.035 0.17 2.37913972596711e-06
0.0375 0.17 2.46483965924354e-06
0.04 0.17 2.55252536082954e-06
0.0425 0.17 2.64301071945169e-06
0.045 0.17 2.73657431501477e-06
0.0475 0.17 2.83313783763103e-06
0.05 0.17 2.9324057395838e-06
0.0525 0.17 3.03395558182353e-06
0.055 0.17 3.13729199180557e-06
0.0575 0.17 3.24187786994514e-06
0.06 0.17 3.34715239628026e-06
0.0625 0.17 3.45254169700313e-06
0.065 0.17 3.55746556299379e-06
0.0675 0.17 3.66134212594069e-06
0.07 0.17 3.76359154059222e-06
0.0725 0.17 3.86363923688864e-06
0.075 0.17 3.96091903349324e-06
0.0775 0.17 4.05487625160693e-06
0.08 0.17 4.1449708823035e-06
0.0825 0.17 4.23068081251544e-06
0.085 0.17 4.31150508787386e-06
0.0875 0.17 4.38696717577633e-06
0.09 0.17 4.45661818426499e-06
0.0925 0.17 4.52003998876244e-06
0.095 0.17 4.5768482178637e-06
0.0975 0.17 4.626695050357e-06
0.1 0.17 4.66927177793627e-06
0.1025 0.17 4.70431109137299e-06
0.105 0.17 4.73158905204658e-06
0.1075 0.17 4.75092671553598e-06
0.11 0.17 4.76219137932253e-06
0.1125 0.17 4.7652974324595e-06
0.115 0.17 4.76020679116755e-06
0.1175 0.17 4.74692891065737e-06
0.12 0.17 4.72552036988992e-06
0.1225 0.17 4.696084032396e-06
0.125 0.17 4.65876779254407e-06
0.1275 0.17 4.61376292266067e-06
0.13 0.17 4.56130204208475e-06
0.1325 0.17 4.5016567344688e-06
0.135 0.17 4.43513484433384e-06
0.1375 0.17 4.36207748798243e-06
0.14 0.17 4.28285581730663e-06
0.1425 0.17 4.19786757775602e-06
0.145 0.17 4.10753350371367e-06
0.1475 0.17 4.01229359576734e-06
0.15 0.17 3.91260332484452e-06
0.1525 0.17 3.80892980793116e-06
0.155 0.17 3.70174799913386e-06
0.1575 0.17 3.59153693822973e-06
0.16 0.17 3.47877609661905e-06
0.1625 0.17 3.3639418578247e-06
0.165 0.17 3.24750416644199e-06
0.1675 0.17 3.12992337580711e-06
0.17 0.17 3.0116473207093e-06
0.1725 0.17 2.89310863729992e-06
0.175 0.17 2.77472234804702e-06
0.1775 0.17 2.65688372521265e-06
0.18 0.17 2.53996644199077e-06
0.1825 0.17 2.42432101619595e-06
0.185 0.17 2.31027354731517e-06
0.1875 0.17 2.19812474388205e-06
0.19 0.17 2.08814923456115e-06
0.1925 0.17 1.98059515308127e-06
0.195 0.17 1.87568398426585e-06
0.1975 0.17 1.77361065590427e-06
0.2 0.17 1.67454385909852e-06
0.2025 0.17 1.57862657802056e-06
0.205 0.17 1.48597680872127e-06
0.2075 0.17 1.39668844573415e-06
0.21 0.17 1.31083231470008e-06
0.2125 0.17 1.22845732908038e-06
0.215 0.17 1.149591749203e-06
0.2175 0.17 1.074244522361e-06
0.22 0.17 1.00240668342882e-06
0.2225 0.17 9.34052796437519e-07
0.225 0.17 8.69142418723918e-07
0.2275 0.17 8.07621570598979e-07
0.23 0.17 7.49424194932618e-07
0.2325 0.17 6.9447359259277e-07
0.235 0.17 6.426838212681e-07
0.2375 0.17 5.93961046819124e-07
0.24 0.17 5.4820483791056e-07
0.2425 0.17 5.05309396256959e-07
0.245 0.17 4.65164716336208e-07
0.2475 0.17 4.27657669879969e-07
0.25 0.17 3.92673011815414e-07
0.2525 0.17 3.60094305598878e-07
0.255 0.17 3.29804767040894e-07
0.2575 0.17 3.01688026766591e-07
0.26 0.17 2.75628812382708e-07
0.2625 0.17 2.51513552230753e-07
0.265 0.17 2.29230903298431e-07
0.2675 0.17 2.08672206439574e-07
0.27 0.17 1.8973187252197e-07
0.2725 0.17 1.72307703489178e-07
0.275 0.17 1.5630115259276e-07
0.2775 0.17 1.4161752823425e-07
0.28 0.17 1.28166145958686e-07
0.2825 0.17 1.15860433173311e-07
0.285 0.17 1.04617991133964e-07
0.2875 0.17 9.4360618656759e-08
0.29 0.17 8.50143018816829e-08
0.2925 0.17 7.6509174246199e-08
0.295 0.17 6.87794506278351e-08
0.2975 0.17 6.17633393920305e-08
0.3 0.17 5.5402935842037e-08
0.3025 0.17 4.96441003164259e-08
0.305 0.17 4.44363239223259e-08
0.3075 0.17 3.97325846333336e-08
0.31 0.17 3.54891962237485e-08
0.3125 0.17 3.16656522589575e-08
0.315 0.17 2.82244671177869e-08
0.3175 0.17 2.51310157889733e-08
0.32 0.17 2.2353373962142e-08
0.3225 0.17 1.98621597250027e-08
0.325 0.17 1.76303779839418e-08
0.3275 0.17 1.56332685452245e-08
0.33 0.17 1.38481586288573e-08
0.3325 0.17 1.22543204368639e-08
0.335 0.17 1.08328342619241e-08
0.3375 0.17 9.56645750073306e-09
0.34 0.17 8.43949982839988e-09
0.3425 0.17 7.43770469510372e-09
0.345 0.17 6.54813722330772e-09
0.3475 0.17 5.75907851222623e-09
0.35 0.17 5.05992629524463e-09
0.3525 0.17 4.44110184456712e-09
0.355 0.17 3.89396297482674e-09
0.3575 0.17 3.41072296278143e-09
0.36 0.17 2.98437517276154e-09
0.3625 0.17 2.60862315647519e-09
0.365 0.17 2.27781598029837e-09
0.3675 0.17 1.98688852266173e-09
0.37 0.17 1.73130647788276e-09
0.3725 0.17 1.50701580020845e-09
0.375 0.17 1.31039632237112e-09
0.3775 0.17 1.13821928610787e-09
0.38 0.17 9.87608527414668e-10
0.3825 0.17 8.56005066372514e-10
0.385 0.17 7.41134859852983e-10
0.3875 0.17 6.409794849462e-10
0.39 0.17 5.53749531288766e-10
0.3925 0.17 4.77860491350806e-10
0.395 0.17 4.11910948965005e-10
0.3975 0.17 3.5466287776283e-10
0.4 0.17 3.05023872578754e-10
0.4025 0.17 2.62031148161623e-10
0.405 0.17 2.2483715059379e-10
0.4075 0.17 1.92696637577305e-10
0.41 0.17 1.6495509414019e-10
0.4125 0.17 1.41038360292252e-10
0.415 0.17 1.20443356682691e-10
0.4175 0.17 1.02729803357903e-10
0.42 0.17 8.75128352697961e-11
0.4225 0.17 7.4456426237253e-11
0.425 0.17 6.32675406159473e-11
0.4275 0.17 5.36909389900826e-11
0.43 0.17 4.55045707744965e-11
0.4325 0.17 3.85154927208637e-11
0.435 0.17 3.25562579748823e-11
0.4375 0.17 2.74817255509166e-11
0.44 0.17 2.31662448976164e-11
0.4425 0.17 1.9501174644208e-11
0.445 0.17 1.63926986645339e-11
0.4475 0.17 1.37599062970741e-11
0.45 0.17 1.15331069363058e-11
0.4525 0.17 9.65235228593249e-12
0.455 0.17 8.06614235907243e-12
0.4575 0.17 6.73029384510573e-12
0.46 0.17 5.60695175747604e-12
0.4625 0.17 4.66372735022423e-12
0.465 0.17 3.87294716142455e-12
0.4675 0.17 3.21099972593391e-12
0.47 0.17 2.65776801396588e-12
0.4725 0.17 2.19613701086723e-12
0.475 0.17 1.81156707105688e-12
0.4775 0.17 1.4917247683353e-12
0.48 0.17 1.22616393768383e-12
0.4825 0.17 1.00605047131794e-12
0.485 0.17 8.23925204353411e-13
0.4875 0.17 6.73499912351147e-13
0.49 0.17 5.49482052808253e-13
0.4925 0.17 4.47424423209946e-13
0.495 0.17 3.63596386700741e-13
0.4975 0.17 2.94873739277705e-13
0.5 0.17 2.38644665564211e-13
0.0025 0.175 1.62074713028634e-06
0.005 0.175 1.60902448127396e-06
0.0075 0.175 1.61379853119506e-06
0.01 0.175 1.63488234531139e-06
0.0125 0.175 1.67214479072526e-06
0.015 0.175 1.72535251002803e-06
0.0175 0.175 1.79388108741003e-06
0.02 0.175 1.87625710112998e-06
0.0225 0.175 1.96963560734972e-06
0.025 0.175 2.06967824216306e-06
0.0275 0.175 2.17154399052419e-06
0.03 0.175 2.27186035740096e-06
0.0325 0.175 2.36997941432165e-06
0.035 0.175 2.46732980041074e-06
0.0375 0.175 2.56590060104316e-06
0.04 0.175 2.66725346613699e-06
0.0425 0.175 2.77227749601296e-06
0.045 0.175 2.88130363903521e-06
0.0475 0.175 2.99428619143478e-06
0.05 0.175 3.11094667168618e-06
0.0525 0.175 3.23086735465732e-06
0.055 0.175 3.35354719219871e-06
0.0575 0.175 3.47843407825665e-06
0.06 0.175 3.6049433494109e-06
0.0625 0.175 3.73246863026226e-06
0.065 0.175 3.86038858005211e-06
0.0675 0.175 3.98807154956362e-06
0.07 0.175 4.11487926100989e-06
0.0725 0.175 4.24017011420726e-06
0.075 0.175 4.36330243470695e-06
0.0775 0.175 4.48363781711514e-06
0.08 0.175 4.60054462469992e-06
0.0825 0.175 4.713401653757e-06
0.085 0.175 4.82160194092715e-06
0.0875 0.175 4.92455667417466e-06
0.09 0.175 5.02169915812481e-06
0.0925 0.175 5.11248877898972e-06
0.095 0.175 5.19641491174356e-06
0.0975 0.175 5.27300071164362e-06
0.1 0.175 5.34180673311949e-06
0.1025 0.175 5.40243432117297e-06
0.105 0.175 5.45452872357395e-06
0.1075 0.175 5.49778187616059e-06
0.11 0.175 5.53193481834957e-06
0.1125 0.175 5.55677970145217e-06
0.115 0.175 5.57216135843909e-06
0.1175 0.175 5.57797841032867e-06
0.12 0.175 5.5741838912368e-06
0.1225 0.175 5.5607853812396e-06
0.125 0.175 5.53784464340883e-06
0.1275 0.175 5.5054767685666e-06
0.13 0.175 5.46384883835294e-06
0.1325 0.175 5.41317812398128e-06
0.135 0.175 5.35372984445478e-06
0.1375 0.175 5.28581451392303e-06
0.14 0.175 5.20978491319339e-06
0.1425 0.175 5.12603272507528e-06
0.145 0.175 5.0349848771678e-06
0.1475 0.175 4.93709963885349e-06
0.15 0.175 4.83286252159174e-06
0.1525 0.175 4.72278203310298e-06
0.155 0.175 4.6073853366875e-06
0.1575 0.175 4.48721386676041e-06
0.16 0.175 4.36281895072542e-06
0.1625 0.175 4.23475748559713e-06
0.165 0.175 4.10358771539587e-06
0.1675 0.175 3.96986515231337e-06
0.17 0.175 3.83413868109531e-06
0.1725 0.175 3.69694688206821e-06
0.175 0.175 3.55881460386241e-06
0.1775 0.175 3.42024981222614e-06
0.18 0.175 3.28174073649765e-06
0.1825 0.175 3.14375333038666e-06
0.185 0.175 3.00672905880187e-06
0.1875 0.175 2.87108301764019e-06
0.19 0.175 2.73720238879262e-06
0.1925 0.175 2.60544522819918e-06
0.195 0.175 2.47613958066012e-06
0.1975 0.175 2.3495829113311e-06
0.2 0.175 2.22604184044321e-06
0.2025 0.175 2.1057521648173e-06
0.205 0.175 1.98891914721879e-06
0.2075 0.175 1.87571805252401e-06
0.21 0.175 1.7662949080504e-06
0.2125 0.175 1.66076746422996e-06
0.215 0.175 1.55922633106931e-06
0.2175 0.175 1.46173626551104e-06
0.22 0.175 1.36833758486779e-06
0.2225 0.175 1.27904768190786e-06
0.225 0.175 1.19386261789538e-06
0.2275 0.175 1.11275877088672e-06
0.23 0.175 1.03569451781919e-06
0.2325 0.175 9.62611930360602e-07
0.235 0.175 8.93438466071028e-07
0.2375 0.175 8.28088638126907e-07
0.24 0.175 7.6646564863326e-07
0.2425 0.175 7.08462972366157e-07
0.245 0.175 6.53965879609265e-07
0.2475 0.175 6.0285288855236e-07
0.25 0.175 5.54997139473224e-07
0.2525 0.175 5.10267684607499e-07
0.255 0.175 4.68530689205928e-07
0.2575 0.175 4.29650540767931e-07
0.26 0.175 3.93490864814517e-07
0.2625 0.175 3.59915446810715e-07
0.265 0.175 3.28789060967517e-07
0.2675 0.175 2.99978207638421e-07
0.27 0.175 2.73351761879699e-07
0.2725 0.175 2.48781536466707e-07
0.275 0.175 2.26142763256433e-07
0.2775 0.175 2.05314497264866e-07
0.28 0.175 1.86179948192864e-07
0.2825 0.175 1.68626744395798e-07
0.285 0.175 1.52547134457724e-07
0.2875 0.175 1.37838131611065e-07
0.29 0.175 1.24401606245786e-07
0.2925 0.175 1.12144331689011e-07
0.295 0.175 1.00977988315186e-07
0.2975 0.175 9.08191308778686e-08
0.3 0.175 8.15891237460493e-08
0.3025 0.175 7.32140484879108e-08
0.305 0.175 6.56245879814465e-08
0.3075 0.175 5.87558909507304e-08
0.31 0.175 5.2547420535452e-08
0.3125 0.175 4.6942790204915e-08
0.315 0.175 4.18895900306561e-08
0.3175 0.175 3.73392060388532e-08
0.32 0.175 3.32466350776882e-08
0.3225 0.175 2.95702973590021e-08
0.325 0.175 2.62718485700643e-08
0.3275 0.175 2.33159932020464e-08
0.33 0.175 2.06703005078233e-08
0.3325 0.175 1.83050242843345e-08
0.335 0.175 1.61929274739217e-08
0.3375 0.175 1.43091123954601e-08
0.34 0.175 1.26308572492841e-08
0.3425 0.175 1.11374593897215e-08
0.345 0.175 9.81008572489382e-09
0.3475 0.175 8.63163048463108e-09
0.35 0.175 7.58658049319516e-09
0.3525 0.175 6.66088799294498e-09
0.355 0.175 5.84185098738293e-09
0.3575 0.175 5.11800100605068e-09
0.36 0.175 4.47899813861593e-09
0.3625 0.175 3.91553314020425e-09
0.365 0.175 3.41923637359207e-09
0.3675 0.175 2.98259332541657e-09
0.37 0.175 2.59886641213254e-09
0.3725 0.175 2.26202277625052e-09
0.375 0.175 1.96666776362303e-09
0.3775 0.175 1.70798376745911e-09
0.38 0.175 1.4816741236884e-09
0.3825 0.175 1.28391174461822e-09
0.385 0.175 1.11129218298902e-09
0.3875 0.175 9.60790826004815e-10
0.39 0.175 8.2972392825919e-10
0.3925 0.175 7.15713203276945e-10
0.395 0.175 6.16653705298104e-10
0.3975 0.175 5.30684745626292e-10
0.4 0.175 4.56163601085328e-10
0.4025 0.175 3.91641785638554e-10
0.405 0.175 3.35843669831799e-10
0.4075 0.175 2.87647246256544e-10
0.41 0.175 2.46066852559198e-10
0.4125 0.175 2.10237676535088e-10
0.415 0.175 1.79401880450176e-10
0.4175 0.175 1.52896193865899e-10
0.42 0.175 1.30140835846543e-10
0.4225 0.175 1.10629638471244e-10
0.425 0.175 9.39212540285404e-11
0.4275 0.175 7.96313381286452e-11
0.43 0.175 6.74256102229898e-11
0.4325 0.175 5.70137016766123e-11
0.435 0.175 4.8143709606958e-11
0.4375 0.175 4.05973821974554e-11
0.44 0.175 3.41858681353142e-11
0.4425 0.175 2.8745969232634e-11
0.445 0.175 2.41368411922507e-11
0.4475 0.175 2.02370929008708e-11
0.45 0.175 1.69422395984678e-11
0.4525 0.175 1.41624698123036e-11
0.455 0.175 1.18206900830345e-11
0.4575 0.175 9.85081527645299e-12
0.46 0.175 8.19627569361848e-12
0.4625 0.175 6.80871529011571e-12
0.465 0.175 5.64685811643391e-12
0.4675 0.175 4.67552261951436e-12
0.47 0.175 3.86476572270511e-12
0.4725 0.175 3.1891406487712e-12
0.475 0.175 2.62705428811444e-12
0.4775 0.175 2.1602115605446e-12
0.48 0.175 1.77313569118685e-12
0.4825 0.175 1.45275463551016e-12
0.485 0.175 1.18804505998726e-12
0.4875 0.175 9.69726327322683e-13
0.49 0.175 7.89997861216859e-13
0.4925 0.175 6.42314086922457e-13
0.495 0.175 5.21191871062104e-13
0.4975 0.175 4.22046027055548e-13
0.5 0.175 3.41049019911013e-13
0.0025 0.18 1.62034270660811e-06
0.005 0.18 1.60917216549796e-06
0.0075 0.18 1.61554672151091e-06
0.01 0.18 1.63929675989482e-06
0.0125 0.18 1.68033219266105e-06
0.015 0.18 1.73847892212949e-06
0.0175 0.18 1.81317783191209e-06
0.02 0.18 1.9030029393867e-06
0.0225 0.18 2.00510121042903e-06
0.025 0.18 2.11503371005498e-06
0.0275 0.18 2.22777241919769e-06
0.03 0.18 2.33975258800542e-06
0.0325 0.18 2.45023045953553e-06
0.035 0.18 2.56066077270801e-06
0.0375 0.18 2.67312894588669e-06
0.04 0.18 2.78930479540928e-06
0.0425 0.18 2.91016845195531e-06
0.045 0.18 3.03611869246153e-06
0.0475 0.18 3.16715727244884e-06
0.05 0.18 3.30303698881729e-06
0.0525 0.18 3.44335838978963e-06
0.055 0.18 3.58762761143727e-06
0.0575 0.18 3.73528961328951e-06
0.06 0.18 3.88574705095561e-06
0.0625 0.18 4.03837115452193e-06
0.065 0.18 4.19250834165392e-06
0.0675 0.18 4.34748468463631e-06
0.07 0.18 4.50260941372913e-06
0.0725 0.18 4.65717810438499e-06
0.075 0.18 4.81047589234433e-06
0.0775 0.18 4.96178088804425e-06
0.08 0.18 5.11036786292903e-06
0.0825 0.18 5.25551222291799e-06
0.085 0.18 5.39649425045944e-06
0.0875 0.18 5.53260357625058e-06
0.09 0.18 5.66314382920815e-06
0.0925 0.18 5.78743740557042e-06
0.095 0.18 5.9048302933551e-06
0.0975 0.18 6.01469688588635e-06
0.1 0.18 6.11644471719836e-06
0.1025 0.18 6.20951905255551e-06
0.105 0.18 6.2934072689414e-06
0.1075 0.18 6.36764296305077e-06
0.11 0.18 6.43180972798134e-06
0.1125 0.18 6.48554454442591e-06
0.115 0.18 6.52854073757742e-06
0.1175 0.18 6.56055045714229e-06
0.12 0.18 6.58138664465825e-06
0.1225 0.18 6.59092445966451e-06
0.125 0.18 6.5891021440202e-06
0.1275 0.18 6.5759213116761e-06
0.13 0.18 6.55144665936685e-06
0.1325 0.18 6.51580510183744e-06
0.135 0.18 6.46918434322346e-06
0.1375 0.18 6.4118309039229e-06
0.14 0.18 6.3440476296128e-06
0.1425 0.18 6.26619071585014e-06
0.145 0.18 6.17866628783297e-06
0.1475 0.18 6.081926580313e-06
0.15 0.18 5.97646576724702e-06
0.1525 0.18 5.86281549450067e-06
0.155 0.18 5.74154017172453e-06
0.1575 0.18 5.61323208139163e-06
0.16 0.18 5.47850636391163e-06
0.1625 0.18 5.33799593771288e-06
0.165 0.18 5.19234641228588e-06
0.1675 0.18 5.04221105039924e-06
0.17 0.18 4.88824583314061e-06
0.1725 0.18 4.73110467815035e-06
0.175 0.18 4.57143485750224e-06
0.1775 0.18 4.40987265722073e-06
0.18 0.18 4.24703931553771e-06
0.1825 0.18 4.08353727175047e-06
0.185 0.18 3.91994675208674e-06
0.1875 0.18 3.75682271339072e-06
0.19 0.18 3.59469215983263e-06
0.1925 0.18 3.43405184230277e-06
0.195 0.18 3.27536634476864e-06
0.1975 0.18 3.1190665567407e-06
0.2 0.18 2.96554852616331e-06
0.2025 0.18 2.81517268260104e-06
0.205 0.18 2.66826341656506e-06
0.2075 0.18 2.52510899726958e-06
0.21 0.18 2.38596180803646e-06
0.2125 0.18 2.2510388760102e-06
0.215 0.18 2.12052267080264e-06
0.2175 0.18 1.99456214515285e-06
0.22 0.18 1.87327398965217e-06
0.2225 0.18 1.75674407302526e-06
0.225 0.18 1.64502903934678e-06
0.2275 0.18 1.53815803387645e-06
0.23 0.18 1.4361345298706e-06
0.2325 0.18 1.33893822974101e-06
0.235 0.18 1.24652701522769e-06
0.2375 0.18 1.15883892279399e-06
0.24 0.18 1.07579412218662e-06
0.2425 0.18 9.97296877992725e-07
0.245 0.18 9.23237476016948e-07
0.2475 0.18 8.53494098362813e-07
0.25 0.18 7.8793463318925e-07
0.2525 0.18 7.26418407189984e-07
0.255 0.18 6.6879783088305e-07
0.2575 0.18 6.14919948768899e-07
0.26 0.18 5.64627888296693e-07
0.2625 0.18 5.17762203347819e-07
0.265 0.18 4.74162109591464e-07
0.2675 0.18 4.33666610574691e-07
0.27 0.18 3.96115514772121e-07
0.2725 0.18 3.61350345033165e-07
0.275 0.18 3.29215142926195e-07
0.2775 0.18 2.9955717139182e-07
0.28 0.18 2.72227519881561e-07
0.2825 0.18 2.47081616783822e-07
0.285 0.18 2.23979654429681e-07
0.2875 0.18 2.02786932337817e-07
0.29 0.18 1.83374124608813e-07
0.2925 0.18 1.6561747752581e-07
0.295 0.18 1.49398943470607e-07
0.2975 0.18 1.3460625723347e-07
0.3 0.18 1.21132960692015e-07
0.3025 0.18 1.08878381669639e-07
0.305 0.18 9.77475725677348e-08
0.3075 0.18 8.76512141079698e-08
0.31 0.18 7.8505489230271e-08
0.3125 0.18 7.0231931877171e-08
0.315 0.18 6.27572550632943e-08
0.3175 0.18 5.60131622871541e-08
0.32 0.18 4.99361459969042e-08
0.3225 0.18 4.44672764774266e-08
0.325 0.18 3.95519841877539e-08
0.3275 0.18 3.51398382491977e-08
0.33 0.18 3.11843234683933e-08
0.3325 0.18 2.7642617978724e-08
0.335 0.18 2.44753732996525e-08
0.3375 0.18 2.16464983479858e-08
0.34 0.18 1.91229486888691e-08
0.3425 0.18 1.68745220876847e-08
0.345 0.18 1.48736612172496e-08
0.3475 0.18 1.3095264187437e-08
0.35 0.18 1.15165033963228e-08
0.3525 0.18 1.01166530522476e-08
0.355 0.18 8.87692558422635e-09
0.3575 0.18 7.78031704278813e-09
0.36 0.18 6.81146149362134e-09
0.3625 0.18 5.95649432126658e-09
0.365 0.18 5.20292428830069e-09
0.3675 0.18 4.53951413595648e-09
0.37 0.18 3.95616946371332e-09
0.3725 0.18 3.4438355870012e-09
0.375 0.18 2.99440204270302e-09
0.3775 0.18 2.6006143905818e-09
0.38 0.18 2.25599294416731e-09
0.3825 0.18 1.95475805606038e-09
0.385 0.18 1.69176157925412e-09
0.3875 0.18 1.4624241271232e-09
0.39 0.18 1.26267775950445e-09
0.3925 0.18 1.0889137301401e-09
0.395 0.18 9.37934941096941e-10
0.3975 0.18 8.0691276209639e-10
0.4 0.18 6.93347886541537e-10
0.4025 0.18 5.95034910998221e-10
0.405 0.18 5.1003034063269e-10
0.4075 0.18 4.36623739327207e-10
0.41 0.18 3.73311759628461e-10
0.4125 0.18 3.18774804115937e-10
0.415 0.18 2.71856086023224e-10
0.4175 0.18 2.3154287286297e-10
0.42 0.18 1.96949712268202e-10
0.4225 0.18 1.67303454180602e-10
0.425 0.18 1.41929897815682e-10
0.4275 0.18 1.20241905464161e-10
0.43 0.18 1.01728838112457e-10
0.4325 0.18 8.59471800625207e-11
0.435 0.18 7.25122311935451e-11
0.4375 0.18 6.10907562360751e-11
0.44 0.18 5.1394490432993e-11
0.4425 0.18 4.31744102582022e-11
0.445 0.18 3.62156864742428e-11
0.4475 0.18 3.03332447608717e-11
0.45 0.18 2.53678664665573e-11
0.4525 0.18 2.1182768755727e-11
0.455 0.18 1.76606095787735e-11
0.4575 0.18 1.47008685129366e-11
0.46 0.18 1.22175596438597e-11
0.4625 0.18 1.01372373133848e-11
0.465 0.18 8.39725978174574e-12
0.4675 0.18 6.94427967362512e-12
0.47 0.18 5.73293352845725e-12
0.4725 0.18 4.72470588523885e-12
0.475 0.18 3.88694612906281e-12
0.4775 0.18 3.19201883712575e-12
0.48 0.18 2.61657061109943e-12
0.4825 0.18 2.14089839385276e-12
0.485 0.18 1.74840606347683e-12
0.4875 0.18 1.42513769665558e-12
0.49 0.18 1.15937731545612e-12
0.4925 0.18 9.41306193941284e-13
0.495 0.18 7.62709919578746e-13
0.4975 0.18 6.16728393886328e-13
0.5 0.18 4.97642830475844e-13
0.0025 0.185 1.61992371485052e-06
0.005 0.185 1.60932516098875e-06
0.0075 0.185 1.61735844281329e-06
0.01 0.185 1.64387486805166e-06
0.0125 0.185 1.68883181283571e-06
0.015 0.185 1.75212360471706e-06
0.0175 0.185 1.83326797716235e-06
0.02 0.185 1.93089927930265e-06
0.0225 0.185 2.0421684488314e-06
0.025 0.185 2.1625441058875e-06
0.0275 0.185 2.28681347402683e-06
0.03 0.185 2.41121836585187e-06
0.0325 0.185 2.53492077401763e-06
0.035 0.185 2.65941001146662e-06
0.0375 0.185 2.78688235323878e-06
0.04 0.185 2.91913336088988e-06
0.0425 0.185 3.05725260891424e-06
0.045 0.185 3.20172497803145e-06
0.0475 0.185 3.3526175418803e-06
0.05 0.185 3.50973177346801e-06
0.0525 0.185 3.67270341263263e-06
0.055 0.185 3.84106216293605e-06
0.0575 0.185 4.01426579594365e-06
0.06 0.185 4.19171925473032e-06
0.0625 0.185 4.37278539411777e-06
0.065 0.185 4.55679126751053e-06
0.0675 0.185 4.74303219667896e-06
0.07 0.185 4.93077488233966e-06
0.0725 0.185 5.11926025239575e-06
0.075 0.185 5.30770642483648e-06
0.0775 0.185 5.49531197933753e-06
0.08 0.185 5.68125962590631e-06
0.0825 0.185 5.86472029678237e-06
0.085 0.185 6.04485765033492e-06
0.0875 0.185 6.22083295235098e-06
0.09 0.185 6.39181028495546e-06
0.0925 0.185 6.55696202321399e-06
0.095 0.185 6.71547451242282e-06
0.0975 0.185 6.86655387424168e-06
0.1 0.185 7.00943186664007e-06
0.1025 0.185 7.14337172085457e-06
0.105 0.185 7.26767387806215e-06
0.1075 0.185 7.38168154918941e-06
0.11 0.185 7.48478602314911e-06
0.1125 0.185 7.57643165182216e-06
0.115 0.185 7.6561204441805e-06
0.1175 0.185 7.72341620708824e-06
0.12 0.185 7.77794817637231e-06
0.1225 0.185 7.81941408869972e-06
0.125 0.185 7.84758265247869e-06
0.1275 0.185 7.86229538429725e-06
