"G" "DA2D2" "DA2Y" "DD2Y"
1 4.00837942878334e-05 6.93889390390723e-18 0.000123628722562088
2 5.78374086930287e-05 9.33604003400951e-06 9.42145505948776e-05
3 6.82741212776029e-05 1.78908625442301e-05 8.91845403753213e-05
4 7.66150375854675e-05 2.36346516569591e-05 8.95678874752013e-05
5 8.44297604473623e-05 2.8982024528737e-05 9.12739685439193e-05
6 9.21638027704313e-05 3.44665286144338e-05 9.34193182707748e-05
7 9.99478360813267e-05 4.02148047137646e-05 9.58138716643837e-05
8 0.000107828490711442 4.62690431057636e-05 9.84181162744825e-05
9 0.000115830681395638 5.26558346884629e-05 0.000101225545252102
10 0.000123973803615466 5.94002432809104e-05 0.000104237146257103
11 0.000132275856684384 6.65283569559194e-05 0.000107455852908138
12 0.000140754495664298 7.40676146372826e-05 0.000110885334911389
13 0.000149427316819615 8.20467975437902e-05 0.00011452973241465
14 0.000158311953414145 9.04960194888782e-05 0.000118393595875127
15 0.000167426123953654 9.94467497041421e-05 0.000122481870582434
16 0.000176787667555218 0.000108931857087796 0.000126799890853849
17 0.000186414574900263 0.000118985665027875 0.000131353376317426
18 0.000196325016858825 0.000129644010602531 0.000136148428630125
19 0.000206537371312059 0.000140944304994874 0.000141191528239921
20 0.000217070248300817 0.000152925593480277 0.000146489531055132
21 0.000227942513512334 0.000165628614010808 0.000152049664926132
22 0.000239173310072806 0.000179095853678223 0.000157879525844588
23 0.000250782078589234 0.000193371602406144 0.000163987073758619
24 0.000262788575365869 0.00020850200320606 0.000170380627895339
25 0.000275212888705093 0.00022453509828145 0.000177068861476075
26 0.000288075453188357 0.000241520870191927 0.000184060795703889
27 0.000301397061819309 0.000259511277212167 0.000191365792897923
28 0.000315198875898433 0.000278560281933821 0.000198993548644282
29 0.000329502432486258 0.000298723872069931 0.000206954082828925
30 0.000344329649300645 0.00032006007233177 0.000215257729414212
31 0.00035970282688291 0.000342628946151238 0.000223915124817727
32 0.000375644647857887 0.000366492585932611 0.000232937194749766
33 0.000392178173104638 0.000391715090421955 0.000242335139364705
34 0.000409326834647692 0.000418362527695282 0.000252120416581662
35 0.000427114425073855 0.000446502882178242 0.000262304723431509
36 0.000445565083276966 0.000476205984037185 0.000272899975290869
37 0.000464703276333126 0.000507543419208632 0.000283918282869362
38 0.000484553777312077 0.000540588418282882 0.000295371926824501
39 0.00050514163883724 0.000575415722416685 0.000307273329889471
40 0.000526492162217747 0.000612101424434151 0.000319635026413022
41 0.000548630861991229 0.00065072278327865 0.000332469629228105
42 0.000571583425736607 0.000691358010018878 0.000345789793786973
43 0.000595375669042142 0.000734086023678013 0.000359608179525683
44 0.00062003348554605 0.000778986175268136 0.000373937408450336
45 0.000645582792005407 0.000826137938565147 0.000388790020971332
46 0.000672049468394366 0.000875620566364206 0.000404178429050493
47 0.000699459293084871 0.000927512711215085 0.000420114866769026
48 0.000727837873222567 0.000981892009958775 0.000436611338472153
49 0.000757210570477097 0.00103883463176595 0.000453679564698312
50 0.00078760242241957 0.00109841478983409 0.000471330926157047
51 0.000819038059860034 0.00116070421741649 0.000489576406079326
52 0.000851541620563798 0.00122577160945062 0.000508426531326411
53 0.000885136659856417 0.00129368203170904 0.000527891312707607
54 0.00091984605872196 0.00136449630012578 0.000547980185022081
55 0.000955691930096145 0.0014382703337317 0.00056870194740399
56 0.000992695524153363 0.00151505448547203 0.000590064704611936
57 0.00103087713348229 0.00159489285605064 0.00061207580996125
58 0.0010702559991362 0.00167782259684682 0.00063474181064906
59 0.00111085021862838 0.00176387320885295 0.00065806839626501
60 0.00115267665701784 0.00185306584546874 0.000682060351313042
61 0.00119575086229148 0.00194541262783288 0.000706721512589237
62 0.00124008698629417 0.00204091598214848 0.000732054732265277
63 0.00128569771248392 0.00213956800913379 0.000758061847514691
64 0.00133259419179215 0.00224134989627198 0.000784743657487613
65 0.00138078598784738 0.00234623138391464 0.000812099908388267
66 0.00143028103277099 0.00245417029647747 0.000840129287336506
67 0.00148108559467536 0.00256511214992426 0.000868829425600405
68 0.00153320425788584 0.00267898984644763 0.000898196911671307
69 0.00158663991676988 0.00279572346669087 0.000928227314517016
70 0.00164139378388816 0.00291522016901084 0.000958915217194869
71 0.00169746541298832 0.00303737420414619 0.000990254260837028
72 0.00175485273714235 0.00316206705223235 0.00102223719883888
