"G" "A1D1X" "A2D1X" "A1D1Y" "A2D1Y" "A1D1O" "A2D1O" "A1D2X" "A2D2X" "A1D2Y" "A2D2Y" "A1D2O" "A2D2O"
13 0.209334267058387 0.290199752888731 0.20812775356937 0.288615054815799 0.0013157163024873 0.00194964320141273 1.06780969319569e-05 0.000104012903421291 1.33789996768178e-05 8.56651991548971e-05 1.8655291119053e-05 0.000226373511108974
14 0.209331945501071 0.290174914811171 0.207970161306999 0.288381200126927 0.00147483035210602 0.00219373797272814 1.00817399880221e-05 0.000108489635739629 1.26178869888311e-05 8.92714408057281e-05 1.76273329752351e-05 0.00023619746641316
15 0.209329384861205 0.290148547944107 0.207801420182817 0.288131103720438 0.00164507105928883 0.00245496824699237 9.52271896384881e-06 0.000113155284892099 1.19038883038405e-05 9.3032185110002e-05 1.66642685877059e-05 0.000246433669566295
16 0.209326579377668 0.290120572450266 0.207620829916065 0.287863752293561 0.00182713874659495 0.0027344113250085 8.99888384664087e-06 0.000118017528938976 1.12343637015447e-05 9.69489304144517e-05 1.57622878383779e-05 0.000257103656402478
17 0.209323522890899 0.290090904241488 0.207427655185404 0.287578080630655 0.00202176876676795 0.00303319948861544 8.50821587739921e-06 0.000123084319697948 1.06067784582119e-05 0.000101024863235201 1.49178691739857e-05 0.000268228095858642
18 0.209320208850215 0.290059454849603 0.207221124273756 0.287272970282437 0.00222973286516479 0.00335252144256009 8.04881974202014e-06 0.000128363889108768 1.00187299676538e-05 0.000105264154131976 1.41277292584066e-05 0.000279827513194328
19 0.20931663032041 0.2900261312933 0.207000427699752 0.286947248001152 0.0024518405551174 0.00369362400491146 7.61891629645193e-06 0.000133864755269515 9.46795294692066e-06 0.000109671556215612 1.33887959424351e-05 0.000291922709592934
20 0.209312779989289 0.289990835943784 0.206764716858594 0.286599684054885 0.00268894048490369 0.00405781391735882 7.21683574073722e-06 0.000139595728102139 8.95231634110822e-06 0.000114252173284193 1.26981908811034e-05 0.000304535011022223
21 0.209308650176984 0.289953466390986 0.206513102688109 0.286228990501322 0.00294192178127186 0.00444645969202023 6.84101120368966e-06 0.000145565914601118 8.46981725591966e-06 0.000119011322640982 1.20532163551493e-05 0.000317686421162371
22 0.209304232847575 0.289913915311754 0.206244654373733 0.285833819476334 0.00321171535623501 0.00486099343732472 6.48997271122731e-06 0.000151784723608317 8.01857400954442e-06 0.000123954450320079 1.14513441241375e-05 0.000331399720504873
23 0.209299519623417 0.289872070341401 0.20595839810619 0.285412761538936 0.0034992951636579 0.00530291261964206 6.16234151481775e-06 0.000158261870047185 7.5968191090527e-06 0.000129087074838999 1.08902054354005e-05 0.000345698535302555
24 0.209294501802558 0.289827813950094 0.205653315906727 0.284964344107178 0.00380567939107977 0.00577378172434216 5.8568247582046e-06 0.000165007378540864 7.2028924488749e-06 0.000134414745952272 1.03675818257389e-05 0.00036060738967032
25 0.209289170379614 0.289781023325664 0.205328344536233 0.284487030016655 0.00413193157071603 0.00627523378274707 5.57221046189897e-06 0.000172031586331155 6.8352348303813e-06 0.000139943010709207 9.8813965553156e-06 0.00037615174828426
26 0.209283516070521 0.289731570264608 0.204982374506325 0.283979216232884 0.00447916159184839 0.00680897173170158 5.30736280610316e-06 0.000179345145408114 6.49238182502732e-06 0.00014567738239986 9.42970659328217e-06 0.000392358053824482
27 0.209277529341583 0.289679321073199 0.2046142492124 0.283439232749811 0.00484852659492764 0.00737676957124199 5.06121769384138e-06 0.00018695902375326 6.17295797483426e-06 0.000151623309819886 9.0106951066899e-06 0.000409253761439894
28 0.209271200443272 0.289624136480833 0.204222764210656 0.282865341708716 0.00524123172571279 0.00798047328367688 4.83277857711334e-06 0.000194884505592789 5.87567131388403e-06 0.000157786145324891 8.62266441745598e-06 0.000426867371453477
29 0.209264519449279 0.289565871567924 0.203806666663235 0.282255736774236 0.00565853072567552 0.00862200147466082 4.62111252986561e-06 0.000203133190550788 5.59930819154812e-06 0.000164171110731679 8.26402939804869e-06 0.000445228460920685
30 0.209257476301312 0.289504375710871 0.203364654977787 0.281608542807104 0.00610172633272687 0.00930334569375606 4.4253465524952e-06 0.00021171699158634 5.34272837788242e-06 0.000170783260456662 7.9333112796032e-06 0.000464367714302357
31 0.209250060860199 0.289439492546823 0.20289537867006 0.28092181587626 0.0065721704640949 0.0100265703886801 4.24466409346382e-06 0.000220648131592668 5.10486043228647e-06 0.000177627441473374 7.629131848105e-06 0.000484316953304629
32 0.209242262963838 0.289371059961179 0.202397438480342 0.28019354365615 0.00707126415091905 0.010793812444032 4.07830177441288e-06 0.000229939138531168 4.8846973175015e-06 0.00018470824978484 7.35020800573715e-06 0.000505109165808664
33 0.209234072492595 0.28929891010101 0.201869386776914 0.279421646258218 0.00760045719186168 0.0116072802518617 3.92554630593266e-06 0.000239602838968557 4.68129224207172e-06 0.000192029983178863 7.09534667572627e-06 0.000526778533726808
34 0.209225479442731 0.289222869417742 0.201309728281881 0.278603977548754 0.00816124749080234 0.0124692522580811 3.78573158185629e-06 0.000249652349881507 4.49375471543982e-06 0.000199596590085549 6.86344003012903e-06 0.000549360459558973
35 0.209216474008462 0.289142758742709 0.200716921156929 0.277738327008244 0.00875518004152238 0.0133820749254896 3.6582359406253e-06 0.000260101068590307 4.32124680086928e-06 0.000207411614398582 6.65346102100662e-06 0.000572891591372338
36 0.209207046673261 0.289058393399342 0.200089378488574 0.276822422190188 0.0093838455202554 0.0143481600512105 3.54247958291052e-06 0.000270962660681481 4.16297955238143e-06 0.000215478136161993 6.46445919635013e-06 0.000597409845882451
37 0.209197188310988 0.288969583355958 0.199425470214321 0.275853931839795 0.0100488784451343 0.0153699813736903 3.43792213527346e-06 0.000282251045779168 4.01820962287146e-06 0.000223798708066592 6.29555678294893e-06 0.000622954429270913
38 0.20918689029741 0.288876133423275 0.198723525532707 0.27483046973503 0.0107519548599768 0.0164500704022446 3.34406035022277e-06 0.00029398038102664 3.88623603153109e-06 0.000232375287747717 6.14594501913723e-06 0.000649565855332205
39 0.20917614463267 0.288777843500894 0.197981835841414 0.273749599313974 0.0114947894985977 0.0175910114005522 3.26042593356e-06 0.000306165042143002 3.76639707966524e-06 0.000241209165930236 6.01488072101474e-06 0.000677285960498769
40 0.209164944075168 0.288674508877099 0.197198658248466 0.27260883915327 0.0122791323850043 0.0187954354546685 3.18658349042222e-06 0.000318819601926034 3.65806740495168e-06 0.000250300890529222 5.90168306631499e-06 0.00070615791524888
41 0.209153282287279 0.288565920586379 0.196372219701713 0.271405669362389 0.013106764824524 0.0200660135561996 3.12212858191933e-06 0.000331958806080763 3.56065516516441e-06 0.000259650186886239 5.80573058059358e-06 0.00073622623135605
42 0.209141153993245 0.288451865829033 0.195500721781469 0.270137538957435 0.013979494741228 0.0214054486324365 3.06668588473259e-06 0.000345597546264876 3.47359934336779e-06 0.000269255874402598 5.72645831082997e-06 0.000767536764392029
43 0.209128555149451 0.288332128457203 0.194582346199979 0.268801874275973 0.0148991513180816 0.0228164664576781 3.01990744649294e-06 0.000359750830256948 3.39636716759507e-06 0.000279115779922549 5.66335517188374e-06 0.000800136710848294
44 0.209115483127172 0.288206489531477 0.193615261049348 0.267396088490816 0.0158675788981762 0.024301805383867 2.98147103019339e-06 0.000374433749171879 3.32845163905527e-06 0.000289226648321558 5.6159614515249e-06 0.000834074599194081
45 0.20910193690771 0.288074727951999 0.192597627836507 0.265917592275576 0.016886630108322 0.0258642048342415 2.95107854131347e-06 0.000389661441670245 3.26936916396896e-06 0.00029958405086741 5.58386645997145e-06 0.000869400274143323
46 0.209087917289651 0.287936621167679 0.191527609339599 0.264363805667908 0.0179581581703228 0.0275063925111606 2.92845453174707e-06 0.000405449055134721 3.21865728521753e-06 0.000310182292044637 5.56670631002369e-06 0.000906164873359525
47 0.209073427107748 0.287791945966645 0.190403378314632 0.262732171167598 0.0190840083705525 0.0292310702788007 2.91334477503025e-06 0.000421811703817567 3.17587251110002e-06 0.000321014315664778 5.56416181399074e-06 0.000944420795787923
48 0.209058471462673 0.287640479350506 0.189223127074412 0.261020168095718 0.0202660086651207 0.031040898693238 2.90551490776497e-06 0.000438764423998447 3.14058823962506e-06 0.000332071611225353 5.57595648366987e-06 0.000984221660769988
49 0.209043057960607 0.287481999494301 0.187985077953325 0.259225328227917 0.0215059594060766 0.0329384801666907 2.90474913253014e-06 0.000456322126231765 3.1123927779152e-06 0.000343344121627215 5.60185461967521e-06 0.00102562225706808
50 0.209027196961294 0.287316286793153 0.186687494661517 0.257345252699332 0.0228056221838413 0.0349263407695389 2.91084897796376e-06 0.000474499544807129 3.09088745746005e-06 0.000354820153511159 5.64165947643123e-06 0.00106867848091023
51 0.209010901832859 0.287143124995665 0.185328694520345 0.255377630160553 0.0241667077924634 0.0370069106932662 2.92363211209156e-06 0.000493311184595375 3.0756848471101e-06 0.000366486291627411 5.69521148916456e-06 0.00111344726215871
52 0.208994189211276 0.286962302422922 0.183907061557487 0.253320256143471 0.0255908633373969 0.0391825034197182 2.94293120536752e-06 0.000512771265505502 3.06640706684117e-06 0.00037832731880245 5.7623865492614e-06 0.00115998647771406
53 0.208977079261975 0.286773613270698 0.182421060424986 0.251171053572754 0.0270796585203139 0.0414552936670224 2.9685928402824e-06 0.000532893664834473 3.06268420641987e-06 0.000390326143212448 5.84309431442732e-06 0.00120835485129097
54 0.208959595940663 0.286576858990968 0.18086925108661 0.248928094333173 0.028634571151941 0.0438272942100618 3.00047646478529e-06 0.000553691857851427 3.0641528541426e-06 0.000402463734806622 5.93727654021327e-06 0.00125861183874766
55 0.208941767249956 0.286371849747263 0.179250304202517 0.246589621775263 0.030256971961959 0.046300331703321 3.03845338715204e-06 0.000575178857019689 3.0704547417774e-06 0.000414719072841576 6.04490541967873e-06 0.00131081749821749
56 0.208923625487983 0.286158405936633 0.177563017119343 0.244154074012123 0.0319481087944527 0.0488760216659442 3.08240581031917e-06 0.000597367150322987 3.08123551268074e-06 0.000427069106583256 6.16598191827678e-06 0.0013650323443857
57 0.208905207484689 0.285936359769186 0.175806330352844 0.241620107828945 0.0337090902980276 0.0515557428224925 3.13222590408306e-06 0.000620268639225263 3.09614362075813e-06 0.000439488731299867 6.30053409149105e-06 0.00142131718637592
58 0.208886554821112 0.285705556894185 0.17397934442837 0.238986622994622 0.0355408692411983 0.0543406110276359 3.18781491393729e-06 0.000643894576855041 3.11482936845331e-06 0.000451950781700313 6.44861537335856e-06 0.00147973294886481
59 0.208867714026532 0.285465858059741 0.172081336922129 0.236252786732133 0.0374442256056101 0.0572314530381323 3.24908230568372e-06 0.000668255507063726 3.13694409225063e-06 0.000464426044961261 6.61030282480051e-06 0.00154034047622992
60 0.208848736748023 0.285217140791106 0.170111779523988 0.233418058072234 0.0394197496316146 0.0602287804301321 3.31594494530097e-06 0.000693361205060848 3.16213950422226e-06 0.00047688329542505 6.78569533168066e-06 0.00160320031975749
61 0.208829679886676 0.284959301070623 0.168070354920901 0.230482211783954 0.0414678250121068 0.0633327639931057 3.38832631388339e-06 0.000719220620376045 3.19006719791224e-06 0.000489289352933797 6.97491174373793e-06 0.00166837250819434
62 0.208810605694556 0.284692255000478 0.165956973279712 0.227445361546787 0.0435886124507312 0.0665432089624716 3.46615575776856e-06 0.000745841822935544 3.22037832629014e-06 0.000501609166586507 7.17808894701556e-06 0.00173591630222012
63 0.208791581826355 0.284415940427702 0.163771788089719 0.224307982004136 0.0457820338188706 0.0698595314801046 3.54936777424833e-06 0.000773231953068038 3.25272345860141e-06 0.000513805925461109 7.39537986414359e-06 0.001805889933743
64 0.208772681339747 0.284130318509284 0.161515211109761 0.221070929316776 0.0480477571614903 0.0732807366940848 3.63790133349976e-06 0.000801397176269041 3.28675262166932e-06 0.000525841197529049 7.62695137882996e-06 0.00187835033127807
65 0.208753982638625 0.283835375194057 0.159187926152513 0.217735459820088 0.0503851828141637 0.0768053989250384 3.7316992375752e-06 0.00083034264355224 3.32211552955214e-06 0.000537675097605231 7.87298218317347e-06 0.00195335283305149
66 0.20873556935373 0.283531122597066 0.15679090143095 0.214303246380562 0.0527934309016471 0.0804316443349345 3.83070751744773e-06 0.000860072458199252 3.35846200342911e-06 0.000549266484721828 8.13366054891407e-06 0.00203095088987593
67 0.208717530155668 0.283217600241659 0.154325400189327 0.210776392046928 0.055271330491473 0.084157136534061 3.93487486921607e-06 0.000890589649684192 3.39544258119166e-06 0.000560573188794717 8.40918202645655e-06 0.00211119576025786
68 0.20869995849605 0.282894876144475 0.151792989344166 0.207157440600072 0.0578174106734788 0.0879790655520191 4.04415213062775e-06 0.00092189615549556 3.43270931347906e-06 0.000571552265872799 8.6997470784042e-06 0.00219413620061388
69 0.208682952273307 0.282563047719036 0.149195545870389 0.20344938362448 0.0604298938274062 0.0918941405780793 4.15849179907669e-06 0.000953992811504503 3.46991673986309e-06 0.000582160280633261 9.005558657367e-06 0.00227981815388025
70 0.208666613420831 0.28222224247467 0.146535260684123 0.199655663753009 0.0631066913252172 0.0958985868444899 4.27784759217108e-06 0.000986879351435737 3.50672303561269e-06 0.000592353614123035 9.32681974090054e-06 0.00236828444018418
71 0.208651047416333 0.281872618489183 0.14381463979735 0.195780173776469 0.0658454018923164 0.0999881469830282 4.40217405184796e-06 0.0010205544158858 3.54279131603292e-06 0.000602088794064593 9.66373083951095e-06 0.0024595744535928
72 0.20863636271268 0.281514364635912 0.141036502550321 0.191827251359891 0.068643312822349 0.104158087130265 4.53142619283394e-06 0.00105501557120423 3.57779108186215e-06 0.000611322844361817 1.00164874966397e-05 0.00255372386925088
73 0.208622670092051 0.281147700548717 0.138203976765486 0.18780166916795 0.0714974042038339 0.108403207991165 4.6655591960194e-06 0.00109025933840897 3.6113997857319e-06 0.000620013649780329 1.03852778023263e-05 0.00265076436544658
74 0.208610081946889 0.280772876311818 0.135320490711057 0.183708620272018 0.0744043562740078 0.112717860994668 4.80452814703124e-06 0.0011262812321499 3.64330449635807e-06 0.000628120331159294 1.07702799447357e-05 0.0027507233652904
75 0.208598711492826 0.280390171865408 0.132389761812543 0.179553698789495 0.0773605599665847 0.117095969590144 4.94828781996284e-06 0.00116307580956831 3.67320363406166e-06 0.000635603625962189 1.11716598258269e-05 0.00285362380274274
76 0.208588671920534 0.2799998961223 0.129415782105671 0.17534287579071 0.0803621306666281 0.121531055641893 5.09679250585675e-06 0.00120063672872789 3.70080874853309e-06 0.000642426268515767 1.15895687690372e-05 0.0029594839176679
77 0.208580075495129 0.279602385795674 0.126402800482791 0.171082470597835 0.0834049251285957 0.126016270782386 5.24999588514595e-06 0.00123895681612012 3.7258463075766e-06 0.000648553363941756 1.20241413478613e-05 0.00306831708441862
78 0.20857303261343 0.279198003942909 0.123355301845663 0.166779117691516 0.0864845614542685 0.130544432486214 5.40785094285242e-06 0.00127802814257749 3.74805946400812e-06 0.000653952749574418 1.24754933645491e-05 0.00318013167815805
79 0.208567650830825 0.278787138235644 0.120277983338821 0.162439729531746 0.0895964419673197 0.135108064528592 5.57030992492924e-06 0.00131784210676694 3.7672097670279e-06 0.000658595337595052 1.29437200077598e-05 0.00329493098270577
80 0.20856403387082 0.278370198971215 0.117175727897693 0.15807145568713 0.0927357787624346 0.13969944139765 5.73732433372577e-06 0.00135838952528826 3.78307878432062e-06 0.000662455432713317 1.34288942168567e-05 0.00341271314315145
81 0.208562280631388 0.277947616845566 0.114053575402546 0.153681638748375 0.0958976216509329 0.144310636141697 5.90884496016612e-06 0.00139966072827155 3.79546960190056e-06 0.000665511018990835 1.39310652785978e-05 0.00353347116582382
82 0.208562484203002 0.277519840512255 0.110916691781292 0.149277767574876 0.0990768881735316 0.148933571054003 6.08482194986986e-06 0.00144164565925947 3.80420817033649e-06 0.000667744010334415 1.44502576792731e-05 0.003657192967444
83 0.208564730913629 0.27708733395633 0.107770336449522 0.14486742848521 0.102268395305874 0.153560070531152 6.26520490012172e-06 0.00148433397807589 3.80914446844835e-06 0.000669140459777827 1.49864702319168e-05 0.00378386147444986
84 0.208569099416065 0.276650573715365 0.104619828513389 0.140458255050981 0.105466892445232 0.158181915388924 6.4499429843216e-06 0.00152771516532677 3.81015345881974e-06 0.000669690723408705 1.55396754941451e-05 0.00391345477257161
85 0.208575659832646 0.276210045982792 0.101470512188776 0.136057877187124 0.108667095238625 0.162790897883959 6.63898510032599e-06 0.00157177862715184 3.8071358134398e-06 0.000669389575661361 1.61098194875382e-05 0.00404594630579415
86 0.20858447297169 0.275766243630739 0.0983277219076819 0.131673870249185 0.111863719794405 0.167378876671285 6.83228003893127e-06 0.00161651379884908 3.8000183923674e-06 0.000668236273661914 1.66968217244264e-05 0.00418130512288532
87 0.208595589628949 0.2753196631908 0.095196747589312 0.127313704848641 0.115051516811794 0.171937830927996 7.02977666865253e-06 0.00166191024602674 3.78875446336696e-06 0.000666234569349474 1.73005755425906e-05 0.00431949616873073
88 0.208609049985963 0.274870801831547 0.0920828005487456 0.122984698080963 0.118225305166118 0.176459912891867 7.231424132919e-06 0.00170795776199887 3.77332365584569e-06 0.000663392669173446 1.79209487429113e-05 0.00446048061682317
89 0.208624883115481 0.274420154371069 0.0889909805005209 0.118693966828415 0.121380004501401 0.180937498099865 7.43717205583878e-06 0.00175464646022816 3.75373164795982e-06 0.00065972314224773 1.85577845195565e-05 0.00460421623843674
90 0.208643106602137 0.273968210361517 0.0859262440885162 0.114448383751709 0.124510666406068 0.185363232664182 7.64697075277818e-06 0.00180196686073028 3.73000959128051e-06 0.000655242778893062 1.9210902667054e-05 0.00475065780329779
91 0.208663726284431 0.273515451280495 0.082893375338118 0.110254536523244 0.1276125037809 0.189730076990571 7.86077144215018e-06 0.00184990996948481 3.70221328274763e-06 0.000649972402485822 1.98801010437029e-05 0.0048997575059686
92 0.208686736121726 0.27306234786134 0.0798969583830478 0.106118690781879 0.130680918049797 0.19403134542329 8.07852645500647e-06 0.00189846735004279 3.67042209863047e-06 0.000643936638425068 2.05651572663889e-05 0.00505146541170331
93 0.208712118187646 0.272609357590941 0.0769413527688734 0.10204675720752 0.133711523912079 0.198260741390007 8.30018943927092e-06 0.0019476311866782 3.63473770971429e-06 0.00063716364480338 2.12658306080985e-05 0.00520572991523122
94 0.208739842788872 0.272156922399861 0.0740306715798205 0.0980442630258383 0.136700171388254 0.202412387715783 8.52571555573187e-06 0.00199739433859259 3.59528260081771e-06 0.00062968481000081 2.19818640663779e-05 0.00536249820577696
95 0.208769868706058 0.271705466565318 0.0711687625767901 0.0941163281620721 0.139642964967769 0.206480851874656 8.75506166321687e-06 0.0020477503848471 3.55219842092231e-06 0.000621534422900106 2.27129865687283e-05 0.00552171673164119
96 0.208802143551452 0.271255394843131 0.0683591924742682 0.0902676461707506 0.142536279725491 0.210461166047414 8.98818649069957e-06 0.00209869365985714 3.50564419259784e-06 0.000612749321737372 2.34589152795008e-05 0.00568333165783405
97 0.208836604235831 0.270807090840246 0.0656052344238323 0.0865024699780444 0.145376774331844 0.214348841951982 9.22505079442427e-06 0.00215021927944039 3.45579441099836e-06 0.000603368527753781 2.42193579722745e-05 0.00584728931056738
98 0.208873177535665 0.270360915634954 0.0629098587138345 0.0828246023876076 0.148161400938062 0.218139880505933 9.46561749847386e-06 0.00220232315755344 3.40283706348366e-06 0.00059343286980525 2.49940154319379e-05 0.00601353660285508
99 0.20891178074996 0.269917206647612 0.0602757266400283 0.0792373912213803 0.150887411971541 0.221830776466606 9.7098518175413e-06 0.00225500201398455 3.34697160091141e-06 0.000582984605928265 2.57825838517125e-05 0.0061820214360254
100 0.208952322435109 0.269476276760595 0.0577051874516473 0.0757437288955482 0.153552363925476 0.225418518271414 9.95772136099095e-06 0.00230825337338668 3.28840689090042e-06 0.000572067047566007 2.65847571920724e-05 0.00635269307259405
101 0.208994703205251 0.269038413682472 0.0552002782327215 0.0723460561700343 0.156154118270968 0.228900583367654 1.02091962176048e-05 0.00236207555613542 3.22735918195671e-06 0.000560724191748115 2.74002294708577e-05 0.00652550247665816
102 0.2090388165851 0.268603879548098 0.0527627265399686 0.0690463697583967 0.158690839657807 0.232274929376629 1.04642490206995e-05 0.00241646766157889 3.16405010537295e-06 0.000549000366010864 2.82286969567255e-05 0.0067004026187258
103 0.209084549902055 0.26817291074336 0.0503939555868805 0.0658462334443208 0.16116099160169 0.235539981480557 1.07228549935657e-05 0.00247142954431162 3.09870473935935e-06 0.000536939890264957 2.90698602413377e-05 0.00687734874266989
104 0.209131785204432 0.26774571794099 0.0480950917388572 0.0627467923210764 0.163563329880557 0.238694616452616 1.09849919754247e-05 0.00252696178415179 3.0315497570492e-06 0.000524586759188519 2.9923426169225e-05 0.00705629859326684
105 0.209180400193053 0.267322486331841 0.0458669740663823 0.0597487897511125 0.16589689388094 0.24173814377073 1.12506404283104e-05 0.00258306565053149 2.9628116769556e-06 0.000511984348065697 3.07891096079755e-05 0.00723721260352878
106 0.209230269154002 0.266903376034631 0.0437101656920642 0.0568525866337953 0.168160996146996 0.244670284265097 1.15197834254722e-05 0.00263974306202468 2.8927152312444e-06 0.000499175144327699 3.16666350451723e-05 0.00742005404174633
107 0.209281263881142 0.266488522666144 0.0416249666624673 0.0540581825693474 0.170355210390604 0.24749114674883 1.17924066220577e-05 0.00269699654173788 2.8214818639325e-06 0.000486200506402022 3.25557380022405e-05 0.00760478911881161
108 0.209333254577964 0.26607803805332 0.039611428076479 0.0513652385153148 0.172479358220984 0.250201203071503 1.20684982089622e-05 0.00275482916927687 2.74932836791255e-06 0.0004731004508536 3.3456166258974e-05 0.00779138705697701
109 0.209386110729372 0.265672011068493 0.03766936720785 0.0487731005472395 0.174533494847488 0.252801262018217 1.23480488508467e-05 0.00281324452997954 2.67646566662222e-06 0.000459913468222049 3.4367680885918e-05 0.00797982012171658
110 0.209439701935219 0.265270508569236 0.0357983833697917 0.0462808243564624 0.176517894000092 0.255292442453138 1.26310516094051e-05 0.00287224666207347 2.60309774328533e-06 0.000446676367432728 3.52900570849301e-05 0.00817006361878769
111 0.209493898698608 0.264873576424734 0.0339978742833571 0.0438872001438957 0.17843303229943 0.257676146077863 1.29175018530259e-05 0.00293184000237777 2.52942071800448e-06 0.000433424148193372 3.62230848410733e-05 0.00836209585893994
112 0.209548573163165 0.264481240611346 0.032267052728027 0.041590777598016 0.180279573292742 0.25995403014255 1.3207397154036e-05 0.00299202933112431 2.455622070618e-06 0.000420189900387274 3.716656939149e-05 0.00855589809298566
113 0.209603599794793 0.264093508360976 0.0306049632717295 0.0393898906770987 0.182058351354436 0.262127980412827 1.35007371747358e-05 0.00305281971642549 2.38188000517232e-06 0.000407004729140343 3.81203315190352e-05 0.00875145442013612
114 0.209658856004496 0.263710369346939 0.0290104988977565 0.0372826819488215 0.183770355630886 0.264200084659163 1.37975235434442e-05 0.00311421645886508 2.30836295011657e-06 0.000393897703972517 3.90842076802159e-05 0.00894875167262273
115 0.209714222710075 0.263331796893233 0.0274824173670757 0.035267126273878 0.185416714189114 0.266172606898679 1.40977597217629e-05 0.0031762250366376 2.23522918690018e-06 0.000380895830241704 4.00580499783885e-05 0.00914777927967109
116 0.20976958483546 0.262957749194415 0.0260193571758063 0.0333410536533743 0.186998678508728 0.268047962583092 1.44014508642537e-05 0.00323885105161018 2.16262659853841e-06 0.0003680240409468 4.10417259942226e-05 0.00934852911388375
117 0.209824831747469 0.262588170534566 0.0246198529886524 0.0315021710918534 0.188517608436374 0.269828694891443 1.47086036716887e-05 0.00330210017663137 2.09069252888993e-06 0.000355305206870367 4.20351184861761e-05 0.00955099532302375
118 0.209879857630561 0.262222992495198 0.0232823504494601 0.0297480833582748 0.189974957702401 0.271517452252962 1.50192262389994e-05 0.00336597810436277 2.01955374284233e-06 0.000342760163005362 4.30381249741559e-05 0.00975517415008296
119 0.209934561800973 0.261862135143194 0.0220052202894588 0.0280763125557471 0.191372260080714 0.273116967194365 1.53333278990029e-05 0.0034304904978644 1.94932647730136e-06 0.000330407749217594 4.40506572197073e-05 0.00996106374437561
120 0.209988848962207 0.261505508191205 0.0207867716719086 0.0264843164369768 0.192711116255306 0.274630036577379 1.56509190629335e-05 0.0034956429431219 1.88011657279815e-06 0.000318264863139762 4.50726406160022e-05 0.010168663966226
121 0.210042629404425 0.261153012124046 0.0196252647286217 0.0249695054260598 0.193993181440622 0.276059503266508 1.59720110587541e-05 0.00356144090366485 1.81201967563671e-06 0.000306346523367513 4.61040135006256e-05 0.010377976187627
122 0.210095819150696 0.260804539285831 0.0185189222590369 0.0235292583283052 0.19522015378818 0.27740823924419 1.62966159681631e-05 0.00362788967738962 1.74512150077162e-06 0.000294665941126703 4.71447264037176e-05 0.0105890030910422
123 0.210148340053414 0.260459974923568 0.0174659405761357 0.0221609367282178 0.196393763598524 0.278679130170473 1.66247464631527e-05 0.00369499435566848 1.67949814600344e-06 0.000283234598698077 4.81947412434547e-05 0.0108017484683073
