"k" "t" "SR"
0.0225 0.205 0.500000000617196
0.025 0.205 0.500000000891453
0.0275 0.205 0.500000001284372
0.03 0.205 0.500000001846845
0.0325 0.205 0.500000002651455
0.035 0.205 0.500000003801761
0.0375 0.205 0.500000005445553
0.04 0.205 0.500000007793823
0.0425 0.205 0.500000011147925
0.045 0.205 0.500000015938484
0.0475 0.205 0.500000022781186
0.05 0.205 0.500000032556842
0.0525 0.205 0.500000046526384
0.055 0.205 0.500000066496152
0.0575 0.205 0.500000095055691
0.06 0.205 0.500000135920124
0.0625 0.205 0.500000194423472
0.065 0.205 0.500000278229958
0.0675 0.205 0.500000398360259
0.07 0.205 0.500000570672812
0.0725 0.205 0.500000818002565
0.075 0.205 0.500001173249
0.0775 0.205 0.500001683833202
0.08 0.205 0.500002418125517
0.0825 0.205 0.500003474701006
0.085 0.205 0.500004995634173
0.0875 0.205 0.500007185524688
0.09 0.205 0.50001033857466
0.0925 0.205 0.500014876816245
0.095 0.205 0.500021403456624
0.0975 0.205 0.500030776071072
0.1 0.205 0.500044204566739
0.1025 0.205 0.500063377494838
0.105 0.205 0.500090615635934
0.1075 0.205 0.500129040975388
0.11 0.205 0.500182728509587
0.1125 0.205 0.500256774926972
0.115 0.205 0.500357175083822
0.1175 0.205 0.500490362555068
0.12 0.205 0.500662287499295
0.1225 0.205 0.500877034780686
0.125 0.205 0.501135256071704
0.1275 0.205 0.501433004077392
0.13 0.205 0.501761656240896
0.1325 0.205 0.502109256820538
0.135 0.205 0.502462893495613
0.1375 0.205 0.502811163639832
0.14 0.205 0.503145822586933
0.1425 0.205 0.503462256623991
0.145 0.205 0.503759008836639
0.1475 0.205 0.504036848600313
0.15 0.205 0.504297813204742
0.1525 0.205 0.504544452892742
0.155 0.205 0.504779337219567
0.1575 0.205 0.505004785535102
0.16 0.205 0.505222754505637
0.1625 0.205 0.505434820515978
0.165 0.205 0.505642211421015
0.1675 0.205 0.50584585869656
0.17 0.205 0.506046453571579
0.1725 0.205 0.506244498934538
0.175 0.205 0.506440353676274
0.1775 0.205 0.506634268772121
0.18 0.205 0.506826415689476
0.1825 0.205 0.507016908222056
0.185 0.205 0.507205818962658
0.1875 0.205 0.507393191543461
0.19 0.205 0.50757904961304
0.1925 0.205 0.507763403342412
0.195 0.205 0.507946254087225
0.1975 0.205 0.508127597690874
0.2 0.205 0.508307426796734
0.2025 0.205 0.508485732445033
0.205 0.205 0.508662505158109
0.2075 0.205 0.508837735663052
0.21 0.205 0.5090114153597
0.2125 0.205 0.509183536611506
0.215 0.205 0.509354092914461
0.2175 0.205 0.509523078983064
0.22 0.205 0.50969049078063
0.2225 0.205 0.509856325512944
0.225 0.205 0.51002058159832
0.2275 0.205 0.510183258623021
0.23 0.205 0.510344357288086
0.2325 0.205 0.510503879351629
0.235 0.205 0.510661827569263
0.2375 0.205 0.510818205634433
0.24 0.205 0.510973018119724
0.2425 0.205 0.511126270419864
0.245 0.205 0.511277968696807
0.2475 0.205 0.511428119827119
0.25 0.205 0.511576731351757
0.2525 0.205 0.511723811428269
0.255 0.205 0.511869368785379
0.2575 0.205 0.512013412679894
0.26 0.205 0.512155952855873
0.2625 0.205 0.512296999505942
0.265 0.205 0.512436563234702
0.2675 0.205 0.5125746550241
0.27 0.205 0.512711286200709
0.2725 0.205 0.512846468404796
0.275 0.205 0.512980213561117
0.2775 0.205 0.513112533851339
0.28 0.205 0.513243441688022
0.2825 0.205 0.513372949690077
0.285 0.205 0.513501070659632
0.2875 0.205 0.513627817560227
0.29 0.205 0.513753203496291
0.2925 0.205 0.51387724169381
0.295 0.205 0.513999945482154
0.2975 0.205 0.514121328276982
0.3 0.205 0.514241403564189
0.3025 0.205 0.514360184884817
0.305 0.205 0.514477685820918
0.3075 0.205 0.514593919982276
0.31 0.205 0.514708900993986
0.3125 0.205 0.514822642484811
0.315 0.205 0.5149351580763
0.3175 0.205 0.515046461372615
0.32 0.205 0.515156565951033
0.3225 0.205 0.515265485353092
0.325 0.205 0.515373233076338
0.3275 0.205 0.515479822566646
0.33 0.205 0.515585267211088
0.3325 0.205 0.515689580331311
0.335 0.205 0.515792775177403
0.3375 0.205 0.515894864922216
0.34 0.205 0.515995862656128
0.3425 0.205 0.51609578138221
0.345 0.205 0.516194634011789
0.3475 0.205 0.516292433360367
0.35 0.205 0.516389192143897
0.3525 0.205 0.516484922975378
0.355 0.205 0.516579638361762
0.3575 0.205 0.51667335070115
0.36 0.205 0.516766072280262
0.3625 0.205 0.516857815272167
0.365 0.205 0.516948591734257
0.3675 0.205 0.517038413606444
0.37 0.205 0.517127292709581
0.3725 0.205 0.517215240744078
0.375 0.205 0.517302269288717
0.3775 0.205 0.517388389799638
0.38 0.205 0.517473613609498
0.3825 0.205 0.517557951926787
0.385 0.205 0.517641415835289
0.3875 0.205 0.517724016293691
0.39 0.205 0.517805764135309
0.3925 0.205 0.517886670067943
0.395 0.205 0.517966744673849
0.3975 0.205 0.518045998409809
0.4 0.205 0.518124441607308
0.4025 0.205 0.518202084472795
0.405 0.205 0.518278937088041
0.4075 0.205 0.518355009410564
0.41 0.205 0.518430311274145
0.4125 0.205 0.518504852389394
0.415 0.205 0.518578642344397
0.4175 0.205 0.518651690605411
0.42 0.205 0.51872400651762
0.4225 0.205 0.51879559930594
0.425 0.205 0.518866478075865
0.4275 0.205 0.518936651814366
0.43 0.205 0.519006129390822
0.4325 0.205 0.519074919557986
0.435 0.205 0.519143030952987
0.4375 0.205 0.519210472098358
0.44 0.205 0.519277251403096
0.4425 0.205 0.519343377163739
0.445 0.205 0.51940885756547
0.4475 0.205 0.519473700683236
0.45 0.205 0.519537914482884
0.4525 0.205 0.51960150682232
0.455 0.205 0.519664485452665
0.4575 0.205 0.519726858019436
0.46 0.205 0.519788632063731
0.4625 0.205 0.519849815023419
0.465 0.205 0.519910414234339
0.4675 0.205 0.519970436931503
0.47 0.205 0.520029890250303
0.4725 0.205 0.520088781227718
0.475 0.205 0.520147116803521
0.4775 0.205 0.52020490382149
0.48 0.205 0.520262149030615
0.4825 0.205 0.520318859086299
0.485 0.205 0.520375040551563
0.4875 0.205 0.520430699898244
0.49 0.205 0.520485843508184
0.4925 0.205 0.520540477674419
0.495 0.205 0.520594608602361
0.4975 0.205 0.52064824241097
0.5 0.205 0.520701385133923
0.0025 0.21 0.500000000014863
0.005 0.21 0.500000000033081
0.0075 0.21 0.50000000005719
0.01 0.21 0.500000000090622
0.0125 0.21 0.500000000138169
0.015 0.21 0.500000000206619
0.0175 0.21 0.500000000305677
0.02 0.21 0.500000000449273
0.0225 0.21 0.500000000657443
0.025 0.21 0.500000000959033
0.0275 0.21 0.500000001395594
0.03 0.21 0.500000002026989
0.0325 0.21 0.500000002939487
0.035 0.21 0.500000004257443
0.0375 0.21 0.50000000616016
0.04 0.21 0.500000008906268
0.0425 0.21 0.500000012868976
0.045 0.21 0.500000018587108
0.0475 0.21 0.500000026839031
0.05 0.21 0.500000038749841
0.0525 0.21 0.500000055946897
0.055 0.21 0.500000080785695
0.0575 0.21 0.500000116678166
0.06 0.21 0.500000168570205
0.0625 0.21 0.500000243636778
0.065 0.21 0.500000352294366
0.0675 0.21 0.50000050967637
0.07 0.21 0.500000737783864
0.0725 0.21 0.500001068621015
0.075 0.21 0.500001548764651
0.0775 0.21 0.500002246018789
0.08 0.21 0.500003259091351
0.0825 0.21 0.50000473163208
0.085 0.21 0.500006872522355
0.0875 0.21 0.500009985040254
0.09 0.21 0.500014508445664
0.0925 0.21 0.500021076579288
0.095 0.21 0.50003059902437
0.0975 0.21 0.500044370685389
0.1 0.21 0.500064214116768
0.1025 0.21 0.500092653383354
0.105 0.21 0.500133105065021
0.1075 0.21 0.50019004653852
0.11 0.21 0.500269080453567
0.1125 0.21 0.500376762040181
0.115 0.21 0.500520017947194
0.1175 0.21 0.500705019599819
0.12 0.21 0.500935556639657
0.1225 0.21 0.501211304633753
0.125 0.21 0.501526734512212
0.1275 0.21 0.501871422686021
0.13 0.21 0.50223195420493
0.1325 0.21 0.502594739909057
0.135 0.21 0.502948574106139
0.1375 0.21 0.503286037097667
0.14 0.21 0.503603584161747
0.1425 0.21 0.503900750806997
0.145 0.21 0.504179053298671
0.1475 0.21 0.504440996563363
0.15 0.21 0.504689362850095
0.1525 0.21 0.504926787283233
0.155 0.21 0.505155553177234
0.1575 0.21 0.505377528672122
0.16 0.21 0.505594181670856
0.1625 0.21 0.505806630860968
0.165 0.21 0.506015707918682
0.1675 0.21 0.50622201788015
0.17 0.21 0.506425991916531
0.1725 0.21 0.506627930774933
0.175 0.21 0.50682803916544
0.1775 0.21 0.507026452240926
0.18 0.21 0.507223255568628
0.1825 0.21 0.507418499945201
0.185 0.21 0.507612212233801
0.1875 0.21 0.507804403193112
0.19 0.21 0.507995073067461
0.1925 0.21 0.508184215532257
0.195 0.21 0.508371820445003
0.1975 0.21 0.508557875737736
0.2 0.21 0.508742368698217
0.2025 0.21 0.508925286819967
0.205 0.21 0.509106618351003
0.2075 0.21 0.509286352634016
0.21 0.21 0.509464480303694
0.2125 0.21 0.509640993387332
0.215 0.21 0.509815885340885
0.2175 0.21 0.509989151042684
0.22 0.21 0.51016078676004
0.2225 0.21 0.510330790099107
0.225 0.21 0.510499159944951
0.2275 0.21 0.510665896396478
0.23 0.21 0.510831000699262
0.2325 0.21 0.510994475178264
0.235 0.21 0.511156323171665
0.2375 0.21 0.511316548966613
0.24 0.21 0.511475157737299
0.2425 0.21 0.51163215548563
0.245 0.21 0.511787548984582
0.2475 0.21 0.511941345724271
0.25 0.21 0.512093553860681
0.2525 0.21 0.512244182167018
0.255 0.21 0.512393239987565
0.2575 0.21 0.512540737193967
0.26 0.21 0.512686684143845
0.2625 0.21 0.512831091641617
0.265 0.21 0.512973970901444
0.2675 0.21 0.513115333512204
0.27 0.21 0.513255191404376
0.2725 0.21 0.513393556818768
0.275 0.21 0.513530442276989
0.2775 0.21 0.513665860553576
0.28 0.21 0.513799824649699
0.2825 0.21 0.513932347768374
0.285 0.21 0.514063443291096
0.2875 0.21 0.514193124755829
0.29 0.21 0.514321405836286
0.2925 0.21 0.514448300322433
0.295 0.21 0.51457382210215
0.2975 0.21 0.514697985144004
0.3 0.21 0.514820803481058
0.3025 0.21 0.514942291195684
0.305 0.21 0.515062462405317
0.3075 0.21 0.515181331249094
0.31 0.21 0.515298911875356
0.3125 0.21 0.515415218429944
0.315 0.21 0.515530265045258
0.3175 0.21 0.515644065830045
0.32 0.21 0.515756634859863
0.3225 0.21 0.515867986168198
0.325 0.21 0.515978133738194
0.3275 0.21 0.516087091494965
0.33 0.21 0.516194873298456
0.3325 0.21 0.516301492936819
0.335 0.21 0.516406964120293
0.3375 0.21 0.516511300475536
0.34 0.21 0.51661451554041
0.3425 0.21 0.516716622759166
0.345 0.21 0.516817635478039
0.3475 0.21 0.516917566941199
0.35 0.21 0.517016430287059
0.3525 0.21 0.517114238544914
0.355 0.21 0.517211004631888
0.3575 0.21 0.517306741350179
0.36 0.21 0.517401461384574
0.3625 0.21 0.517495177300232
0.365 0.21 0.517587901540709
0.3675 0.21 0.517679646426213
0.37 0.21 0.517770424152083
0.3725 0.21 0.517860246787462
0.375 0.21 0.517949126274173
0.3775 0.21 0.518037074425765
0.38 0.21 0.518124102926741
0.3825 0.21 0.51821022333193
0.385 0.21 0.518295447066022
0.3875 0.21 0.518379785423234
0.39 0.21 0.518463249567107
0.3925 0.21 0.518545850530431
0.395 0.21 0.51862759921528
0.3975 0.21 0.51870850639315
0.4 0.21 0.518788582705205
0.4025 0.21 0.51886783866261
0.405 0.21 0.518946284646948
0.4075 0.21 0.519023930910728
0.41 0.21 0.519100787577951
0.4125 0.21 0.519176864644762
0.415 0.21 0.519252171980153
0.4175 0.21 0.51932671932673
0.42 0.21 0.519400516301538
0.4225 0.21 0.51947357239693
0.425 0.21 0.519545896981482
0.4275 0.21 0.519617499300958
0.43 0.21 0.519688388479305
0.4325 0.21 0.519758573519686
0.435 0.21 0.519828063305549
0.4375 0.21 0.519896866601715
0.44 0.21 0.519964992055504
0.4425 0.21 0.520032448197875
0.445 0.21 0.520099243444592
0.4475 0.21 0.520165386097405
0.45 0.21 0.520230884345249
0.4525 0.21 0.520295746265459
0.455 0.21 0.520359979824991
0.4575 0.21 0.520423592881657
0.46 0.21 0.520486593185373
0.4625 0.21 0.520548988379403
0.465 0.21 0.520610786001617
0.4675 0.21 0.52067199348575
0.47 0.21 0.520732618162662
0.4725 0.21 0.520792667261602
0.475 0.21 0.520852147911471
0.4775 0.21 0.52091106714208
0.48 0.21 0.520969431885414
0.4825 0.21 0.521027248976883
0.485 0.21 0.521084525156582
0.4875 0.21 0.521141267070527
0.49 0.21 0.52119748127191
0.4925 0.21 0.521253174222324
0.495 0.21 0.521308352292998
0.4975 0.21 0.521363021766016
0.5 0.21 0.521417188835529
0.0025 0.215 0.500000000014901
0.005 0.215 0.500000000033279
0.0075 0.215 0.500000000057841
0.01 0.215 0.500000000092289
0.0125 0.215 0.50000000014185
0.015 0.215 0.500000000214011
0.0175 0.215 0.500000000319595
0.02 0.215 0.500000000474309
0.0225 0.215 0.500000000700982
0.025 0.215 0.500000001032832
0.0275 0.215 0.500000001518209
0.03 0.215 0.500000002227504
0.0325 0.215 0.500000003263216
0.035 0.215 0.500000004774631
0.0375 0.215 0.500000006979248
0.04 0.215 0.500000010194054
0.0425 0.215 0.500000014881245
0.045 0.215 0.500000021715077
0.0475 0.215 0.500000031679737
0.05 0.215 0.500000046212692
0.0525 0.215 0.500000067414887
0.055 0.215 0.500000098359149
0.0575 0.215 0.5000001435431
0.06 0.215 0.500000209554745
0.0625 0.215 0.500000306051257
0.065 0.215 0.500000447199124
0.0675 0.215 0.500000653793906
0.07 0.215 0.500000956380685
0.0725 0.215 0.500001399846633
0.075 0.215 0.500002050175514
0.0775 0.215 0.50000300436838
0.08 0.215 0.500004404981529
0.0825 0.215 0.5000064613548
0.085 0.215 0.500009480442474
0.0875 0.215 0.500013911234302
0.09 0.215 0.50002040800967
0.0925 0.215 0.500029918864224
0.095 0.215 0.500043806452732
0.0975 0.215 0.500064006317558
0.1 0.215 0.50009322185691
0.1025 0.215 0.500135139505938
0.105 0.215 0.500194617182297
0.1075 0.215 0.500277749206912
0.11 0.215 0.500391648065525
0.1125 0.215 0.500543741065553
0.115 0.215 0.50074043329952
0.1175 0.215 0.500985230517527
0.12 0.215 0.501276849563115
0.1225 0.215 0.501608230910875
0.125 0.215 0.50196726629461
0.1275 0.215 0.502339258991619
0.13 0.215 0.502710125597012
0.1325 0.215 0.503068970770008
0.135 0.215 0.503409204115614
0.1375 0.215 0.503728259590877
0.14 0.215 0.504026527174775
0.1425 0.215 0.504306131184847
0.145 0.215 0.504569932757698
0.1475 0.215 0.504820871005328
0.15 0.215 0.505061604353716
0.1525 0.215 0.505294362375982
0.155 0.215 0.505520922940812
0.1575 0.215 0.505742652784002
0.16 0.215 0.505960572993305
0.1625 0.215 0.50617542824966
0.165 0.215 0.50638774972613
0.1675 0.215 0.506597907882275
0.17 0.215 0.50680615468153
0.1725 0.215 0.507012656261619
0.175 0.215 0.507217517620058
0.1775 0.215 0.507420800923713
0.18 0.215 0.507622538883746
0.1825 0.215 0.507822744397158
0.185 0.215 0.508021417412794
0.1875 0.215 0.508218549763151
0.19 0.215 0.50841412852334
0.1925 0.215 0.508608138315074
0.195 0.215 0.50880056286251
0.1975 0.215 0.508991386022527
0.2 0.215 0.50918059244927
0.2025 0.215 0.509368168006634
0.205 0.215 0.509554100008794
0.2075 0.215 0.50973837734482
0.21 0.215 0.509920990526188
0.2125 0.215 0.510101931683897
0.215 0.215 0.510281194533411
0.2175 0.215 0.510458774319725
0.22 0.215 0.51063466775083
0.2225 0.215 0.510808872925005
0.225 0.215 0.510981389255557
0.2275 0.215 0.511152217395277
0.23 0.215 0.511321359162092
0.2325 0.215 0.511488817466791
0.235 0.215 0.511654596243343
0.2375 0.215 0.511818700382101
0.24 0.215 0.511981135665988
0.2425 0.215 0.512141908709714
0.245 0.215 0.512301026901976
0.2475 0.215 0.512458498350561
0.25 0.215 0.512614331830279
0.2525 0.215 0.512768536733587
0.255 0.215 0.512921123023825
0.2575 0.215 0.513072101190926
0.26 0.215 0.513221482209504
0.2625 0.215 0.513369277499197
0.265 0.215 0.51351549888718
0.2675 0.215 0.513660158572713
0.27 0.215 0.513803269093662
0.2725 0.215 0.513944843294874
0.275 0.215 0.514084894298319
0.2775 0.215 0.514223435474926
0.28 0.215 0.514360480418013
0.2825 0.215 0.514496042918246
0.285 0.215 0.514630136940039
0.2875 0.215 0.514762776599335
0.29 0.215 0.514893976142693
0.2925 0.215 0.515023749927615
0.295 0.215 0.515152112404051
0.2975 0.215 0.515279078097025
0.3 0.215 0.51540466159032
0.3025 0.215 0.515528877511179
0.305 0.215 0.515651740515948
0.3075 0.215 0.515773265276639
0.31 0.215 0.515893466468347
0.3125 0.215 0.516012358757482
0.315 0.215 0.516129956790777
0.3175 0.215 0.516246275185022
0.32 0.215 0.516361328517499
0.3225 0.215 0.516475131317068
0.325 0.215 0.516587698055874
0.3275 0.215 0.516699043141654
0.33 0.215 0.516809180910578
0.3325 0.215 0.516918125620647
0.335 0.215 0.517025891445558
0.3375 0.215 0.517132492469064
0.34 0.215 0.517237942679769
0.3425 0.215 0.517342255966339
0.345 0.215 0.517445446113122
0.3475 0.215 0.517547526796133
0.35 0.215 0.517648511579397
0.3525 0.215 0.517748413911625
0.355 0.215 0.517847247123204
0.3575 0.215 0.517945024423487
0.36 0.215 0.518041758898359
0.3625 0.215 0.518137463508068
0.365 0.215 0.518232151085303
0.3675 0.215 0.518325834333507
0.37 0.215 0.518418525825407
0.3725 0.215 0.518510238001754
0.375 0.215 0.518600983170251
0.3775 0.215 0.518690773504669
0.38 0.215 0.51877962104413
0.3825 0.215 0.518867537692549
0.385 0.215 0.518954535218232
0.3875 0.215 0.519040625253606
0.39 0.215 0.519125819295086
0.3925 0.215 0.519210128703066
0.395 0.215 0.519293564702017
0.3975 0.215 0.519376138380701
0.4 0.215 0.519457860692479
0.4025 0.215 0.519538742455715
0.405 0.215 0.519618794354262
0.4075 0.215 0.519698026938033
0.41 0.215 0.519776450623648
0.4125 0.215 0.519854075695137
0.415 0.215 0.519930912304728
0.4175 0.215 0.52000697047367
0.42 0.215 0.520082260093134
0.4225 0.215 0.52015679092514
0.425 0.215 0.520230572603551
0.4275 0.215 0.520303614635094
0.43 0.215 0.520375926400427
0.4325 0.215 0.520447517155235
0.435 0.215 0.520518396031365
0.4375 0.215 0.520588572037979
0.44 0.215 0.520658054062744
0.4425 0.215 0.520726850873035
0.445 0.215 0.520794971117162
0.4475 0.215 0.520862423325616
0.45 0.215 0.520929215912329
0.4525 0.215 0.520995357175947
0.455 0.215 0.521060855301115
0.4575 0.215 0.521125718359768
0.46 0.215 0.521189954312439
0.4625 0.215 0.521253571009562
0.465 0.215 0.521316576192785
0.4675 0.215 0.521378977496288
0.47 0.215 0.521440782448095
0.4725 0.215 0.521501998471398
0.475 0.215 0.521562632885867
0.4775 0.215 0.521622692908971
0.48 0.215 0.521682185657285
0.4825 0.215 0.521741118147802
0.485 0.215 0.521799497299233
0.4875 0.215 0.521857329933307
0.49 0.215 0.521914622776063
0.4925 0.215 0.521971382459132
0.495 0.215 0.522027615521018
0.4975 0.215 0.522083328408363
0.5 0.215 0.522138527477207
0.0025 0.22 0.50000000001494
0.005 0.22 0.500000000033481
0.0075 0.22 0.500000000058509
0.01 0.22 0.500000000094015
0.0125 0.22 0.500000000145692
0.015 0.22 0.500000000221795
0.0175 0.22 0.500000000334388
0.02 0.22 0.500000000501162
0.0225 0.22 0.500000000748121
0.025 0.22 0.500000001113495
0.0275 0.22 0.500000001653524
0.03 0.22 0.500000002450948
0.0325 0.22 0.500000003627517
0.035 0.22 0.500000005362417
0.0375 0.22 0.500000007919451
0.04 0.22 0.500000011687133
0.0425 0.22 0.500000017237901
0.045 0.22 0.500000025415628
0.0475 0.22 0.500000037465043
0.05 0.22 0.500000055223328
0.0525 0.22 0.500000081403952
0.055 0.22 0.500000120017504
0.0575 0.22 0.500000176996142
0.06 0.22 0.500000261120775
0.0625 0.22 0.500000385398588
0.065 0.22 0.500000569110472
0.0675 0.22 0.500000840854772
0.07 0.22 0.500001243071546
0.0725 0.22 0.500001838763559
0.075 0.22 0.500002721468381
0.0775 0.22 0.500004030022859
0.08 0.22 0.500005970349135
0.0825 0.22 0.50000884743528
0.085 0.22 0.500013111918193
0.0875 0.22 0.50001942716005
0.09 0.22 0.500028764199631
0.0925 0.22 0.500042532767142
0.095 0.22 0.500062755100134
0.0975 0.22 0.500092282468485
0.1 0.22 0.50013503677433
0.1025 0.22 0.50019622405404
0.105 0.22 0.500282407612333
0.1075 0.22 0.500401253403043
0.11 0.22 0.500560711222076
0.1125 0.22 0.500767467069552
0.115 0.22 0.501024808414627
0.1175 0.22 0.501330571921246
0.12 0.22 0.50167626407131
0.1225 0.22 0.502048213784005
0.125 0.22 0.502430576356667
0.1275 0.22 0.502808877898547
0.13 0.22 0.503172563834737
0.1325 0.22 0.503515819319544
0.135 0.22 0.503836945365577
0.1375 0.22 0.504137058008099
0.14 0.22 0.504418777024803
0.1425 0.22 0.504685238286788
0.145 0.22 0.504939488479276
0.1475 0.22 0.505184185934687
0.15 0.22 0.505421500815333
0.1525 0.22 0.50565312560276
0.155 0.22 0.505880336052958
0.1575 0.22 0.506104067737752
0.16 0.22 0.506324990332826
0.1625 0.22 0.506543572017147
0.165 0.22 0.506760131860424
0.1675 0.22 0.506974880737909
0.17 0.22 0.50718795238824
0.1725 0.22 0.507399426491725
0.175 0.22 0.50760934553035
0.1775 0.22 0.507817726929362
0.18 0.22 0.50802457168916
0.1825 0.22 0.50822987044753
0.185 0.22 0.508433607685068
0.1875 0.22 0.508635764604206
0.19 0.22 0.508836321070547
0.1925 0.22 0.50903525689775
0.195 0.22 0.509232552677236
0.1975 0.22 0.50942819029531
0.2 0.22 0.509622153237813
0.2025 0.22 0.509814426751982
0.205 0.22 0.510004997913617
0.2075 0.22 0.510193855632486
0.21 0.22 0.51038099061831
0.2125 0.22 0.510566395322379
0.215 0.22 0.510750063864844
0.2175 0.22 0.510931991954295
0.22 0.22 0.511112176803946
0.2225 0.22 0.511290617047218
0.225 0.22 0.511467312654439
0.2275 0.22 0.511642264851759
0.23 0.22 0.51181547604288
0.2325 0.22 0.511986949733964
0.235 0.22 0.512156690461841
0.2375 0.22 0.512324703725594
0.24 0.22 0.512490995921445
0.2425 0.22 0.5126555742809
0.245 0.22 0.512818446812024
0.2475 0.22 0.512979622243745
0.25 0.22 0.513139109973056
0.2525 0.22 0.513296920014992
0.255 0.22 0.513453062955261
0.2575 0.22 0.513607549905403
0.26 0.22 0.513760392460365
0.2625 0.22 0.513911602658371
0.265 0.22 0.514061192942991
0.2675 0.22 0.514209176127283
0.27 0.22 0.514355565359932
0.2725 0.22 0.514500374093275
0.275 0.22 0.514643616053118
0.2775 0.22 0.514785305210271
0.28 0.22 0.514925455753701
0.2825 0.22 0.515064082065232
0.285 0.22 0.515201198695721
0.2875 0.22 0.515336820342617
0.29 0.22 0.515470961828855
0.2925 0.22 0.515603638083006
0.295 0.22 0.515734864120621
0.2975 0.22 0.515864655026712
0.3 0.22 0.51599302593931
0.3025 0.22 0.516119992034043
0.305 0.22 0.516245568509683
0.3075 0.22 0.516369770574618
0.31 0.22 0.516492613434189
0.3125 0.22 0.516614112278854
0.315 0.22 0.51673428227314
0.3175 0.22 0.516853138545333
0.32 0.22 0.516970696177868
0.3225 0.22 0.517086970198393
0.325 0.22 0.517201975571451
0.3275 0.22 0.51731572719077
0.33 0.22 0.517428239872108
0.3325 0.22 0.517539528346634
0.335 0.22 0.517649607254818
0.3375 0.22 0.517758491140788
0.34 0.22 0.517866194447146
0.3425 0.22 0.517972731510206
0.345 0.22 0.518078116555636
0.3475 0.22 0.518182363694473
0.35 0.22 0.518285486919502
0.3525 0.22 0.518387500101973
0.355 0.22 0.51848841698863
0.3575 0.22 0.518588251199045
0.36 0.22 0.518687016223235
0.3625 0.22 0.51878472541954
0.365 0.22 0.518881392012755
0.3675 0.22 0.518977029092499
0.37 0.22 0.519071649611802
0.3725 0.22 0.519165266385899
0.375 0.22 0.519257892091224
0.3775 0.22 0.519349539264584
0.38 0.22 0.519440220302507
0.3825 0.22 0.519529947460748
0.385 0.22 0.519618732853946
0.3875 0.22 0.519706588455429
0.39 0.22 0.519793526097143
0.3925 0.22 0.519879557469708
0.395 0.22 0.519964694122587
0.3975 0.22 0.520048947464366
0.4 0.22 0.520132328763133
0.4025 0.22 0.520214849146944
0.405 0.22 0.520296519604387
0.4075 0.22 0.520377350985216
0.41 0.22 0.520457354001062
0.4125 0.22 0.520536539226218
0.415 0.22 0.52061491709848
0.4175 0.22 0.52069249792005
0.42 0.22 0.520769291858497
0.4225 0.22 0.520845308947757
0.425 0.22 0.520920559089192
0.4275 0.22 0.520995052052677
0.43 0.22 0.521068797477733
0.4325 0.22 0.521141804874693
0.435 0.22 0.521214083625896
0.4375 0.22 0.521285642986911
0.44 0.22 0.521356492087787
0.4425 0.22 0.521426639934321
0.445 0.22 0.521496095409348
0.4475 0.22 0.521564867274051
0.45 0.22 0.521632964169279
0.4525 0.22 0.521700394616884
0.455 0.22 0.521767167021065
0.4575 0.22 0.521833289669723
0.46 0.22 0.521898770735818
0.4625 0.22 0.52196361827874
0.465 0.22 0.522027840245676
0.4675 0.22 0.522091444472982
0.47 0.22 0.522154438687558
0.4725 0.22 0.522216830508217
0.475 0.22 0.522278627447061
0.4775 0.22 0.522339836910846
0.48 0.22 0.522400466202347
0.4825 0.22 0.522460522521723
0.485 0.22 0.522520012967864
0.4875 0.22 0.522578944539747
0.49 0.22 0.522637324137773
0.4925 0.22 0.522695158565102
0.495 0.22 0.522752454528981
0.4975 0.22 0.522809218642054
0.5 0.22 0.522865457423678
0.0025 0.225 0.500000000014981
0.005 0.225 0.500000000033688
0.0075 0.225 0.500000000059195
0.01 0.225 0.5000000000958
0.0125 0.225 0.500000000149705
0.015 0.225 0.500000000229999
0.0175 0.225 0.500000000350117
0.02 0.225 0.500000000529985
0.0225 0.225 0.500000000799198
0.025 0.225 0.500000001201741
0.0275 0.225 0.500000001803008
0.03 0.225 0.500000002700228
0.0325 0.225 0.500000004037989
0.035 0.225 0.500000006031347
0.0375 0.225 0.500000009000263
0.04 0.225 0.50000001342095
0.0425 0.225 0.500000020002503
0.045 0.225 0.500000029801337
0.0475 0.225 0.500000044392235
0.05 0.225 0.500000066124221
0.0525 0.225 0.500000098503632
0.055 0.225 0.500000146768053
0.0575 0.225 0.500000218746858
0.06 0.225 0.500000326152256
0.0625 0.225 0.500000486517159
0.065 0.225 0.50000072610469
0.0675 0.225 0.500001084276398
0.07 0.225 0.500001620047401
0.0725 0.225 0.500002421912858
0.075 0.225 0.500003622549837
0.0775 0.225 0.500005420744279
0.08 0.225 0.500008113934118
0.0825 0.225 0.500012146152061
0.085 0.225 0.50001817787715
0.0875 0.225 0.50002718613635
0.09 0.225 0.50004060442084
0.0925 0.225 0.500060510875421
0.095 0.225 0.50008986624123
0.0975 0.225 0.500132783910671
0.1 0.225 0.500194774272221
0.1025 0.225 0.500282836853698
0.105 0.225 0.500405184475627
0.1075 0.225 0.500570323946348
0.11 0.225 0.500785304225745
0.1125 0.225 0.501053315050841
0.115 0.225 0.501371450503488
0.1175 0.225 0.501729916314332
0.12 0.225 0.502113592986662
0.1225 0.225 0.502505568579514
0.125 0.225 0.502891006021878
0.1275 0.225 0.503259653453255
0.13 0.225 0.503606378825383
0.1325 0.225 0.503930232226412
0.135 0.225 0.504232943603119
0.1375 0.225 0.504517541246668
