"k" "s" "DF"
0.3125 0.455 0.151054755736652
0.3125 0.4575 0.142621208822621
0.3125 0.46 0.134141230497137
0.3125 0.4625 0.12562617569861
0.3125 0.465 0.117087071626592
0.3125 0.4675 0.108534553157814
0.3125 0.47 0.0999788057553186
0.3125 0.4725 0.091429516440227
0.3125 0.475 0.0828958331703538
0.3125 0.4775 0.0743863327479626
0.3125 0.48 0.0659089971644033
0.3125 0.4825 0.0574711980565685
0.3125 0.485 0.049079687976832
0.3125 0.4875 0.0407405764029897
0.3125 0.49 0.0324587240138929
0.3125 0.4925 0.024221499501974
0.3125 0.495 0.0156002858015955
0.3125 0.4975 0.00381696730483471
0.3125 0.5 0.000184259673212819
0.315 0.0025 0.00011729221843835
0.315 0.005 0.000341962626521012
0.315 0.0075 0.00090496554560789
0.315 0.01 0.00217502451725888
0.315 0.0125 0.00448336775658821
0.315 0.015 0.00763821204448192
0.315 0.0175 0.0110198977193902
0.315 0.02 0.0142241242805095
0.315 0.0225 0.0171845002652124
0.315 0.025 0.0199610649154448
0.315 0.0275 0.0226216325533818
0.315 0.03 0.0252157076567201
0.315 0.0325 0.0277757640591074
0.315 0.035 0.0303223411798202
0.315 0.0375 0.0328681969092491
0.315 0.04 0.0354211471086825
0.315 0.0425 0.0379859127698441
0.315 0.045 0.0405652959247531
0.315 0.0475 0.0431609180115222
0.315 0.05 0.045773678631205
0.315 0.0525 0.0484040381587052
0.315 0.055 0.0510521906352135
0.315 0.0575 0.0537181689315906
0.315 0.06 0.0564019083968487
0.315 0.0625 0.0591032851982448
0.315 0.065 0.0618221392974493
0.315 0.0675 0.064558288130274
0.315 0.07 0.067311534676439
0.315 0.0725 0.0700816721522329
0.315 0.075 0.0728684866753362
0.315 0.0775 0.0756717587156167
0.315 0.08 0.0784912638219048
0.315 0.0825 0.0813267729192196
0.315 0.085 0.0841780523529748
0.315 0.0875 0.0870448637855912
0.315 0.09 0.0899269640081396
0.315 0.0925 0.0928241047038832
0.315 0.095 0.0957360321851302
0.315 0.0975 0.0986624871155595
0.315 0.1 0.101603204224658
0.315 0.1025 0.104557912017664
0.315 0.105 0.107526332482471
0.315 0.1075 0.11050818079389
0.315 0.11 0.113503165014993
0.315 0.1125 0.11651098579499
0.315 0.115 0.119531336062862
0.315 0.1175 0.122563900715963
0.315 0.12 0.125608356302719
0.315 0.1225 0.128664370698615
0.315 0.125 0.131731602774645
0.315 0.1275 0.134809702057445
0.315 0.13 0.137898308380318
0.315 0.1325 0.140997051524446
0.315 0.135 0.144105550849513
0.315 0.1375 0.147223414913055
0.315 0.14 0.150350241077804
0.315 0.1425 0.153485615106339
0.315 0.145 0.156629110742303
0.315 0.1475 0.159780289277517
0.315 0.15 0.162938699104232
0.315 0.1525 0.166103875251812
0.315 0.155 0.169275338907092
0.315 0.1575 0.172452596917676
0.315 0.16 0.175635141277368
0.315 0.1625 0.178822448592973
0.315 0.165 0.182013979531642
0.315 0.1675 0.185209178247923
0.315 0.17 0.188407471789671
0.315 0.1725 0.191608269481928
0.315 0.175 0.194810962287874
0.315 0.1775 0.198014922145906
0.315 0.18 0.2012195012819
0.315 0.1825 0.204424031495663
0.315 0.185 0.207627823420574
0.315 0.1875 0.210830165755367
0.315 0.19 0.214030324466997
0.315 0.1925 0.217227541963513
0.315 0.195 0.220421036235801
0.315 0.1975 0.223609999967091
0.315 0.2 0.226793599609046
0.315 0.2025 0.229970974423289
0.315 0.205 0.233141235487135
0.315 0.2075 0.236303464662369
0.315 0.21 0.23945671352583
0.315 0.2125 0.242600002260597
0.315 0.215 0.245732318506547
0.315 0.2175 0.248852616169112
0.315 0.22 0.251959814185002
0.315 0.2225 0.255052795243767
0.315 0.225 0.25813040446404
0.315 0.2275 0.261191448023388
0.315 0.23 0.264234691740761
0.315 0.2325 0.267258859610546
0.315 0.235 0.270262632287425
0.315 0.2375 0.273244645521249
0.315 0.24 0.276203488541331
0.315 0.2425 0.279137702389715
0.315 0.245 0.282045778203143
0.315 0.2475 0.28492615544368
0.315 0.25 0.287777220078207
0.315 0.2525 0.2905973027073
0.315 0.255 0.293384676644313
0.315 0.2575 0.296137555945938
0.315 0.26 0.2988540933959
0.315 0.2625 0.301532378443989
0.315 0.265 0.304170435103205
0.315 0.2675 0.306766219808439
0.315 0.27 0.309317619240864
0.315 0.2725 0.311822448123035
0.315 0.275 0.314278446990633
0.315 0.2775 0.316683279947877
0.315 0.28 0.319034532414732
0.315 0.2825 0.321329708875447
0.315 0.285 0.323566230639331
0.315 0.2875 0.325741433626388
0.315 0.29 0.327852566192148
0.315 0.2925 0.329896787008089
0.315 0.295 0.33187116301623
0.315 0.2975 0.333772667478832
0.315 0.3 0.335598178146879
0.315 0.3025 0.337344475573838
0.315 0.305 0.33900824160435
0.315 0.3075 0.340586058070977
0.315 0.31 0.342074405735721
0.315 0.3125 0.343469663517122
0.315 0.315 0.344768108047897
0.315 0.3175 0.345965913612651
0.315 0.32 0.347059152520028
0.315 0.3225 0.348043795968602
0.315 0.325 0.348915715471184
0.315 0.3275 0.349670684907564
0.315 0.33 0.350304383281274
0.315 0.3325 0.350812398261556
0.315 0.335 0.351190230597216
0.315 0.3375 0.351433299494441
0.315 0.34 0.351536949055666
0.315 0.3425 0.351496455881161
0.315 0.345 0.351307037938863
0.315 0.3475 0.350963864810915
0.315 0.35 0.350462069427108
0.315 0.3525 0.349796761395606
0.315 0.355 0.348963042039644
0.315 0.3575 0.347956021244956
0.315 0.36 0.346770836215939
0.315 0.3625 0.345402672228755
0.315 0.365 0.343846785456013
0.315 0.3675 0.34209852791995
0.315 0.37 0.340153374608719
0.315 0.3725 0.338006952762856
0.315 0.375 0.335655073305987
0.315 0.3775 0.333093764354933
0.315 0.38 0.330319306699394
0.315 0.3825 0.327328271090307
0.315 0.385 0.324117557118952
0.315 0.3875 0.320684433406346
0.315 0.39 0.317026578755258
0.315 0.3925 0.313142123846311
0.315 0.395 0.309029692986683
0.315 0.3975 0.304688445346938
0.315 0.4 0.300118115050784
0.315 0.4025 0.295319049416977
0.315 0.405 0.290292244595441
0.315 0.4075 0.285039377794433
0.315 0.41 0.27956283526603
0.315 0.4125 0.273865735207041
0.315 0.415 0.267951944745252
0.315 0.4175 0.261826090219835
0.315 0.42 0.255493560032095
0.315 0.4225 0.24896049944011
0.315 0.425 0.242233796798266
0.315 0.4275 0.23532106089899
0.315 0.43 0.228230589256295
0.315 0.4325 0.220971327374291
0.315 0.435 0.213552819262537
0.315 0.4375 0.205985149686184
0.315 0.44 0.198278878863415
0.315 0.4425 0.190444970536399
0.315 0.445 0.18249471453489
0.315 0.4475 0.174439645114863
0.315 0.45 0.166291456479905
0.315 0.4525 0.158061916974273
0.315 0.455 0.149762783469344
0.315 0.4575 0.141405717448024
0.315 0.46 0.133002204225516
0.315 0.4625 0.124563476633214
0.315 0.465 0.116100444341375
0.315 0.4675 0.107623629813169
0.315 0.47 0.0991431116768204
0.315 0.4725 0.0906684760831771
0.315 0.475 0.0822087763923842
0.315 0.4775 0.073772501313047
0.315 0.48 0.0653675514050184
0.315 0.4825 0.057001223635652
0.315 0.485 0.0486802029174048
0.315 0.4875 0.0404105433271093
0.315 0.49 0.0321971753270676
0.315 0.4925 0.024030032375779
0.315 0.495 0.0155257488497062
0.315 0.4975 0.0039149285320233
0.315 0.5 0.00018667314071306
0.3175 0.0025 0.000118715110705786
0.3175 0.005 0.000349788581349799
0.3175 0.0075 0.000933288891939712
0.3175 0.01 0.00224824880648539
0.3175 0.0125 0.00460920667934492
0.3175 0.015 0.00777515787447788
0.3175 0.0175 0.0111166132751004
0.3175 0.02 0.0142621932089006
0.3175 0.0225 0.0171679040461125
0.3175 0.025 0.0198989714322596
0.3175 0.0275 0.0225220832162493
0.3175 0.03 0.0250846029066834
0.3175 0.0325 0.0276171746770713
0.3175 0.035 0.030138982383173
0.3175 0.0375 0.0326618269303407
0.3175 0.04 0.0351928653323461
0.3175 0.0425 0.0377363730469706
0.3175 0.045 0.0402948552045773
0.3175 0.0475 0.0428697378566533
0.3175 0.05 0.0454617934409146
0.3175 0.0525 0.0480714004175736
0.3175 0.055 0.0506987006027967
0.3175 0.0575 0.0533436939525583
0.3175 0.06 0.0560062953693448
0.3175 0.0625 0.0586863685752743
0.3175 0.065 0.061383746194029
0.3175 0.0675 0.0640982415670348
0.3175 0.07 0.0668296556296278
0.3175 0.0725 0.0695777808428151
0.3175 0.075 0.0723424033752677
0.3175 0.0775 0.075123304249268
0.3175 0.08 0.0779202598761832
0.3175 0.0825 0.0807330422346212
0.3175 0.085 0.0835614188413884
0.3175 0.0875 0.0864051526038511
0.3175 0.09 0.0892640016056096
0.3175 0.0925 0.0921377188555614
0.3175 0.095 0.0950260520174554
0.3175 0.0975 0.097928743129379
0.3175 0.1 0.100845528318104
0.3175 0.1025 0.103776137510606
0.3175 0.105 0.106720294143551
0.3175 0.1075 0.109677714870713
0.3175 0.11 0.112648109267828
0.3175 0.1125 0.115631179534145
0.3175 0.115 0.118626620189857
0.3175 0.1175 0.121634117768533
0.3175 0.12 0.124653350503699
0.3175 0.1225 0.127683988008724
0.3175 0.125 0.130725690949212
0.3175 0.1275 0.133778110707107
0.3175 0.13 0.136840889035756
0.3175 0.1325 0.139913657705211
0.3175 0.135 0.142996038137037
0.3175 0.1375 0.146087641027934
0.3175 0.14 0.149188065961471
0.3175 0.1425 0.152296901007236
0.3175 0.145 0.155413722306714
0.3175 0.1475 0.158538093645197
0.3175 0.15 0.161669566009006
0.3175 0.1525 0.164807677127327
0.3175 0.155 0.167951950997921
0.3175 0.1575 0.171101897395971
0.3175 0.16 0.174257011365306
0.3175 0.1625 0.17741677269122
0.3175 0.165 0.180580645354092
0.3175 0.1675 0.183748076962991
0.3175 0.17 0.186918498168413
0.3175 0.1725 0.190091322053305
0.3175 0.175 0.193265943501456
0.3175 0.1775 0.196441738542381
0.3175 0.18 0.199618063671715
0.3175 0.1825 0.20279425514619
0.3175 0.185 0.205969628252171
0.3175 0.1875 0.209143476546766
0.3175 0.19 0.212315071070435
0.3175 0.1925 0.215483659530056
0.3175 0.195 0.218648465451349
0.3175 0.1975 0.221808687299542
0.3175 0.2 0.22496349756715
0.3175 0.2025 0.228112041827715
0.3175 0.205 0.231253437754346
0.3175 0.2075 0.234386774101863
0.3175 0.21 0.237511109651383
0.3175 0.2125 0.240625472116138
0.3175 0.215 0.243728857007344
0.3175 0.2175 0.246820226458939
0.3175 0.22 0.249898508010035
0.3175 0.2225 0.252962593343931
0.3175 0.225 0.256011336982594
0.3175 0.2275 0.259043554935545
0.3175 0.23 0.262058023302148
0.3175 0.2325 0.265053476826391
0.3175 0.235 0.268028607403303
0.3175 0.2375 0.270982062536308
0.3175 0.24 0.273912443744906
0.3175 0.2425 0.276818304922259
0.3175 0.245 0.279698150642428
0.3175 0.2475 0.282550434417231
0.3175 0.25 0.285373556902938
0.3175 0.2525 0.288165864057314
0.3175 0.255 0.290925645247849
0.3175 0.2575 0.293651131312414
0.3175 0.26 0.296340492574003
0.3175 0.2625 0.298991836811725
0.3175 0.265 0.301603207190793
0.3175 0.2675 0.30417258015488
0.3175 0.27 0.306697863284955
0.3175 0.2725 0.309176893129527
0.3175 0.275 0.311607433012144
0.3175 0.2775 0.313987170823023
0.3175 0.28 0.316313716802863
0.3175 0.2825 0.318584601328154
0.3175 0.285 0.320797272708749
0.3175 0.2875 0.322949095010082
0.3175 0.29 0.325037345914118
0.3175 0.2925 0.327059214635158
0.3175 0.295 0.329011799908717
0.3175 0.2975 0.330892108074094
0.3175 0.3 0.332697051273818
0.3175 0.3025 0.334423445796048
0.3175 0.305 0.336068010589028
0.3175 0.3075 0.337627365980112
0.3175 0.31 0.339098032635459
0.3175 0.3125 0.340476430800428
0.3175 0.315 0.341758879864879
0.3175 0.3175 0.34294159830202
0.3175 0.32 0.344020704034199
0.3175 0.3225 0.344992215283945
0.3175 0.325 0.345852051973802
0.3175 0.3275 0.346596037743788
0.3175 0.33 0.34721990266082
0.3175 0.3325 0.347719286699952
0.3175 0.335 0.348089744082719
0.3175 0.3375 0.348326748563234
0.3175 0.34 0.348425699757657
0.3175 0.3425 0.348381930617216
0.3175 0.345 0.348190716148863
0.3175 0.3475 0.347847283490559
0.3175 0.35 0.347346823450052
0.3175 0.3525 0.346684503616288
0.3175 0.355 0.345855483151054
0.3175 0.3575 0.344854929364726
0.3175 0.36 0.343678036173556
0.3175 0.3625 0.342320044526414
0.3175 0.365 0.340776264875731
0.3175 0.3675 0.339042101750197
0.3175 0.37 0.337113080464902
0.3175 0.3725 0.334984875977748
0.3175 0.375 0.332653343868576
0.3175 0.3775 0.330114553379281
0.3175 0.38 0.32736482240898
0.3175 0.3825 0.324400754307997
0.3175 0.385 0.321219276258211
0.3175 0.3875 0.317817678965584
0.3175 0.39 0.31419365732419
0.3175 0.3925 0.310345351640857
0.3175 0.395 0.306271388937177
0.3175 0.3975 0.301970923773027
0.3175 0.4 0.297443677965202
0.3175 0.4025 0.292689978509266
0.3175 0.405 0.287710792955281
0.3175 0.4075 0.282507761442353
0.3175 0.41 0.277083224566628
0.3175 0.4125 0.271440246246155
0.3175 0.415 0.265582630757548
0.3175 0.4175 0.25951493315677
0.3175 0.42 0.253242462362034
0.3175 0.4225 0.246771276272336
0.3175 0.425 0.240108168420681
0.3175 0.4275 0.233260645815465
0.3175 0.43 0.226236897803919
0.3175 0.4325 0.219045755993375
0.3175 0.435 0.211696645483281
0.3175 0.4375 0.204199527885692
0.3175 0.44 0.196564836835539
0.3175 0.4425 0.188803406904903
0.3175 0.445 0.180926397028129
0.3175 0.4475 0.172945209707657
0.3175 0.45 0.164871407396052
0.3175 0.4525 0.156716627531269
0.3175 0.455 0.148492497735739
0.3175 0.4575 0.140210552673517
0.3175 0.46 0.131882153994686
0.3175 0.4625 0.123518414685738
0.3175 0.465 0.115130128994834
0.3175 0.4675 0.106727708919245
0.3175 0.47 0.0983211280378262
0.3175 0.4725 0.0899198732535506
0.3175 0.475 0.081532904789006
0.3175 0.4775 0.0731686245591954
0.3175 0.48 0.0648348528357092
0.3175 0.4825 0.0565388129036953
0.3175 0.485 0.0482871228088387
0.3175 0.4875 0.0400857806487595
0.3175 0.49 0.0319397645868137
0.3175 0.4925 0.0238412000260025
0.3175 0.495 0.0154476773088381
0.3175 0.4975 0.00401210780775673
0.3175 0.5 0.000189124793630668
0.32 0.0025 0.000120163305883766
0.32 0.005 0.000357826052378666
0.32 0.0075 0.000962439967827294
0.32 0.01 0.00232282346203346
0.32 0.0125 0.00473401029072452
0.32 0.015 0.00790598020799398
0.32 0.0175 0.0112046277232014
0.32 0.02 0.0142923072698549
0.32 0.0225 0.0171453099315939
0.32 0.025 0.0198328393974408
0.32 0.0275 0.022420137896561
0.32 0.03 0.0249524150599783
0.32 0.0325 0.0274585418082691
0.32 0.035 0.0299564085834449
0.32 0.0375 0.0324569130281548
0.32 0.04 0.0349665963928259
0.32 0.0425 0.0374893217843188
0.32 0.045 0.0400273222440007
0.32 0.0475 0.0425818465530422
0.32 0.05 0.0451535529556592
0.32 0.0525 0.0477427471333266
0.32 0.055 0.0503495250265848
0.32 0.0575 0.0529738580398799
0.32 0.06 0.0556156435990338
0.32 0.0625 0.0582747349853997
0.32 0.065 0.0609509588269359
0.32 0.0675 0.0636441252627178
0.32 0.07 0.0663540337717635
0.32 0.0725 0.0690804764439185
0.32 0.075 0.071823239746906
0.32 0.0775 0.0745821054132229
0.32 0.08 0.0773568508150357
0.32 0.0825 0.0801472490437934
0.32 0.085 0.0829530688215926
0.32 0.0875 0.0857740743183307
0.32 0.09 0.0886100249173761
0.32 0.0925 0.0914606749540659
0.32 0.095 0.094325773440511
0.32 0.0975 0.0972050637838925
0.32 0.1 0.100098283501765
0.32 0.1025 0.103005163935805
0.32 0.105 0.105925429964277
0.32 0.1075 0.10885879971284
0.32 0.11 0.111804984263017
0.32 0.1125 0.11476368735748
0.32 0.115 0.117734605101261
0.32 0.1175 0.120717425657997
0.32 0.12 0.123711828940336
0.32 0.1225 0.126717486293669
0.32 0.125 0.129734060172391
0.32 0.1275 0.132761203807904
0.32 0.13 0.135798560867647
0.32 0.1325 0.138845765104415
0.32 0.135 0.141902439995267
0.32 0.1375 0.144968198369342
0.32 0.14 0.1480426420239
0.32 0.1425 0.151125361327896
0.32 0.145 0.154215934812428
0.32 0.1475 0.157313928747354
0.32 0.15 0.160418896703399
0.32 0.1525 0.163530379099051
0.32 0.155 0.166647902731518
0.32 0.1575 0.169770980291034
0.32 0.16 0.172899109857765
0.32 0.1625 0.176031774380532
0.32 0.165 0.179168441136602
0.32 0.1675 0.182308561171708
0.32 0.17 0.185451568719507
0.32 0.1725 0.188596880599583
0.32 0.175 0.191743895593168
0.32 0.1775 0.19489199379565
0.32 0.18 0.198040535944961
0.32 0.1825 0.201188862724892
0.32 0.185 0.204336294042362
0.32 0.1875 0.207482128277647
0.32 0.19 0.210625641506537
0.32 0.1925 0.213766086693392
0.32 0.195 0.216902692853996
0.32 0.1975 0.220034664187161
0.32 0.2 0.223161179173929
0.32 0.2025 0.22628138964326
0.32 0.205 0.229394419803081
0.32 0.2075 0.232499365235501
0.32 0.21 0.23559529185507
0.32 0.2125 0.23868123482888
0.32 0.215 0.241756197457379
0.32 0.2175 0.244819150014716
0.32 0.22 0.247869028547495
0.32 0.2225 0.250904733630809
0.32 0.225 0.253925129080498
0.32 0.2275 0.25692904062058
0.32 0.23 0.259915254504876
0.32 0.2325 0.262882516091946
0.32 0.235 0.26582952837251
0.32 0.2375 0.268754950448664
0.32 0.24 0.271657395964301
0.32 0.2425 0.274535431486343
0.32 0.245 0.277387574836529
0.32 0.2475 0.280212293373755
0.32 0.25 0.283008002227168
0.32 0.2525 0.285773062480559
0.32 0.255 0.288505779308856
0.32 0.2575 0.291204400067966
0.32 0.26 0.293867112339605
0.32 0.2625 0.296492041933253
0.32 0.265 0.299077250847946
0.32 0.2675 0.30162073519722
0.32 0.27 0.304120423101273
0.32 0.2725 0.30657417255119
0.32 0.275 0.308979769250977
0.32 0.2775 0.311334924444191
0.32 0.28 0.313637272733068
0.32 0.2825 0.315884369899309
0.32 0.285 0.318073690737128
0.32 0.2875 0.320202626910693
0.32 0.29 0.322268484849855
0.32 0.2925 0.324268483699964
0.32 0.295 0.326199753343702
0.32 0.2975 0.328059332515162
0.32 0.3 0.329844167028992
0.32 0.3025 0.331551108150165
0.32 0.305 0.333176911133017
0.32 0.3075 0.334718233961461
0.32 0.31 0.336171636325851
0.32 0.3125 0.337533578875839
0.32 0.315 0.338800422792627
0.32 0.3175 0.339968429728451
0.32 0.32 0.341033762165747
0.32 0.3225 0.341992484253324
0.32 0.325 0.342840563182012
0.32 0.3275 0.343573871167487
0.32 0.33 0.344188188113387
0.32 0.3325 0.344679205033275
0.32 0.335 0.345042528315454
0.32 0.3375 0.345273684919834
0.32 0.34 0.3453681286011
0.32 0.3425 0.345321247256926
0.32 0.345 0.345128371503872
0.32 0.3475 0.344784784586616
0.32 0.35 0.344285733728051
0.32 0.3525 0.343626443028175
0.32 0.355 0.34280212801834
0.32 0.3575 0.341808011973883
0.32 0.36 0.340639344081955
0.32 0.3625 0.339291419552206
0.32 0.365 0.33775960174518
0.32 0.3675 0.336039346376484
0.32 0.37 0.334126227833518
0.32 0.3725 0.332015967615199
0.32 0.375 0.329704464873418
0.32 0.3775 0.32718782899745
0.32 0.38 0.324462414139111
0.32 0.3825 0.321524855526883
0.32 0.385 0.31837210736179
0.32 0.3875 0.315001482026874
0.32 0.39 0.311410690276292
0.32 0.3925 0.307597882000537
0.32 0.395 0.303561687092459
0.32 0.3975 0.299301255866518
0.32 0.4 0.294816298413486
0.32 0.4025 0.290107122207207
0.32 0.405 0.285174667222501
0.32 0.4075 0.28002053777707
0.32 0.41 0.274647030279217
0.32 0.4125 0.269057156051041
0.32 0.415 0.263254658407048
0.32 0.4175 0.257244023204052
0.32 0.42 0.251030482142299
0.32 0.4225 0.244620008191487
0.32 0.425 0.238019302639069
0.32 0.4275 0.231235773410803
0.32 0.43 0.224277504492096
0.32 0.4325 0.217153216478931
0.32 0.435 0.209872218502806
0.32 0.4375 0.202444351997617
0.32 0.44 0.194879926998999
0.32 0.4425 0.187189651878834
0.32 0.445 0.179384557609758
0.32 0.4475 0.171475917817454
0.32 0.45 0.163475166004174
0.32 0.4525 0.155393811408935
0.32 0.455 0.147243355003942
0.32 0.4575 0.13903520711133
0.32 0.46 0.130780608060174
0.32 0.4625 0.122490553194498
0.32 0.465 0.114175723394371
0.32 0.4675 0.105846422092005
0.32 0.47 0.0975125195617272
0.32 0.4725 0.0891834050463879
0.32 0.475 0.08086794706222
0.32 0.4775 0.0725744620071701
0.32 0.48 0.0643106909894683
0.32 0.4825 0.0560837845869551
0.32 0.485 0.0479002947607988
0.32 0.4875 0.0397661633215704
0.32 0.49 0.0316863980341007
0.32 0.4925 0.0236549942473982
0.32 0.495 0.0153665468583043
0.32 0.4975 0.00410826718971577
0.32 0.5 0.000191615164784878
0.3225 0.0025 0.000121637334513788
0.3225 0.005 0.000366080436229025
0.3225 0.0075 0.000992428400029138
0.3225 0.01 0.00239866184613847
0.3225 0.0125 0.00485746194045025
0.3225 0.015 0.0080305148906365
0.3225 0.0175 0.0112842105478699
0.3225 0.02 0.0143149458850642
0.3225 0.0225 0.017117195654951
0.3225 0.025 0.0197630711146205
0.3225 0.0275 0.022316113591118
0.3225 0.03 0.0248193843432314
0.3225 0.0325 0.0273000410826981
0.3225 0.035 0.0297747426221991
0.3225 0.0375 0.0322535356249408
0.3225 0.04 0.0347423869558091
0.3225 0.0425 0.037244778870755
0.3225 0.045 0.0397626956129163
0.3225 0.0475 0.0422972255115577
0.3225 0.05 0.0448489245281092
0.3225 0.0525 0.0474180338661236
0.3225 0.055 0.0500046092989847
0.3225 0.0575 0.0526085975616066
0.3225 0.06 0.0552298812177335
0.3225 0.0625 0.0578683048538104
0.3225 0.065 0.0605236902584145
0.3225 0.0675 0.0631958451278915
0.3225 0.07 0.0658845679794765
0.3225 0.0725 0.0685896508503751
0.3225 0.075 0.0713108807097051
0.3225 0.0775 0.0740480401262855
0.3225 0.08 0.076800907509495
0.3225 0.0825 0.0795692571078818
0.3225 0.085 0.0823528588724864
0.3225 0.0875 0.0851514782463518
0.3225 0.09 0.087964875915128
0.3225 0.0925 0.0907928075381972
0.3225 0.095 0.0936350234707849
0.3225 0.0975 0.0964912684823696
0.3225 0.1 0.0993612814737546
0.3225 0.1025 0.102244795193547
0.3225 0.105 0.105141535953879
0.3225 0.1075 0.108051223344764
0.3225 0.11 0.110973569946243
0.3225 0.1125 0.113908281037415
0.3225 0.115 0.116855054301407
0.3225 0.1175 0.119813579525383
0.3225 0.12 0.122783538294722
0.3225 0.1225 0.125764603680525
0.3225 0.125 0.128756439919669
0.3225 0.1275 0.131758702086653
0.3225 0.13 0.134771035756499
0.3225 0.1325 0.137793076658017
0.3225 0.135 0.140824450316742
0.3225 0.1375 0.143864771686863
0.3225 0.14 0.146913644771483
0.3225 0.1425 0.149970662230547
0.3225 0.145 0.153035404975766
0.3225 0.1475 0.156107441751861
0.3225 0.15 0.159186328703468
0.3225 0.1525 0.162271608926996
0.3225 0.155 0.165362812006742
0.3225 0.1575 0.168459453534558
0.3225 0.16 0.171561034612324
0.3225 0.1625 0.174667041336481
0.3225 0.165 0.177776944263869
0.3225 0.1675 0.180890197858054
0.3225 0.17 0.184006239915358
0.3225 0.1725 0.187124490969737
0.3225 0.175 0.19024435367567
0.3225 0.1775 0.193365212168158
0.3225 0.18 0.196486431398933
0.3225 0.1825 0.199607356447959
0.3225 0.185 0.202727311809251
0.3225 0.1875 0.205845600650039
0.3225 0.19 0.208961504042279
0.3225 0.1925 0.212074280165476
0.3225 0.195 0.215183163479768
0.3225 0.1975 0.218287363868215
0.3225 0.2 0.221386065747174
0.3225 0.2025 0.224478427143688
0.3225 0.205 0.227563578738746
0.3225 0.2075 0.230640622875277
0.3225 0.21 0.233708632529763
0.3225 0.2125 0.236766650246299
0.3225 0.215 0.239813687031986
0.3225 0.2175 0.242848721212512
0.3225 0.22 0.245870697246803
0.3225 0.2225 0.248878524499678
0.3225 0.225 0.251871075971413
0.3225 0.2275 0.254847186983254
0.3225 0.23 0.25780565381788
0.3225 0.2325 0.260745232313976
0.3225 0.235 0.263664636414085
0.3225 0.2375 0.266562536665105
0.3225 0.24 0.269437558670835
0.3225 0.2425 0.272288281496195
0.3225 0.245 0.275113236022877
0.3225 0.2475 0.277910903256443
0.3225 0.25 0.280679712585069
0.3225 0.2525 0.283418039990468
0.3225 0.255 0.286124206211833
0.3225 0.2575 0.288796474863975
0.3225 0.26 0.291433050511333
0.3225 0.2625 0.294032076699934
0.3225 0.265 0.296591633949993
0.3225 0.2675 0.299109737712411
0.3225 0.27 0.301584336293195
0.3225 0.2725 0.304013308750542
0.3225 0.275 0.306394462770275
0.3225 0.2775 0.308725532526285
0.3225 0.28 0.311004176533764
0.3225 0.2825 0.31322797550424
0.3225 0.285 0.31539443021283
0.3225 0.2875 0.317500959389642
0.3225 0.29 0.319544897648992
0.3225 0.2925 0.321523493471952
0.3225 0.295 0.323433907259857
0.3225 0.2975 0.325273209478654
0.3225 0.3 0.327038378916493
0.3225 0.3025 0.328726301079725
0.3225 0.305 0.330333766755392
0.3225 0.3075 0.331857470771607
0.3225 0.31 0.333294010990679
0.3225 0.3125 0.334639887573624
0.3225 0.315 0.335891502558742
0.3225 0.3175 0.337045159801289
0.3225 0.32 0.338097065325773
0.3225 0.3225 0.339043328147285
0.3225 0.325 0.339879961623278
0.3225 0.3275 0.340602885402383
0.3225 0.33 0.341207928042233
0.3225 0.3325 0.341690830373606
0.3225 0.335 0.342047249693585
0.3225 0.3375 0.342272764875627
0.3225 0.34 0.342362882489412
0.3225 0.3425 0.342313044027842
0.3225 0.345 0.342118634342448
0.3225 0.3475 0.341774991391538
0.3225 0.35 0.341277417407324
0.3225 0.3525 0.340621191588807
0.3225 0.355 0.339801584425963
0.3225 0.3575 0.338813873757396
0.3225 0.36 0.337653362657735
0.3225 0.3625 0.336315399242092
0.3225 0.365 0.334795398462558
0.3225 0.3675 0.333088865955279
0.3225 0.37 0.33119142397591
0.3225 0.3725 0.329098839435405
0.3225 0.375 0.326807054017069
0.3225 0.3775 0.324312216318924
0.3225 0.38 0.321610715922686
0.3225 0.3825 0.318699219241895
0.3225 0.385 0.315574706946999
0.3225 0.3875 0.312234512704989
0.3225 0.39 0.308676362906099
0.3225 0.3925 0.304898416981152
0.3225 0.395 0.30089930784189
0.3225 0.3975 0.296678181904746
0.3225 0.4 0.292234738088544
0.3225 0.4025 0.287569265111094
0.3225 0.405 0.282682676351883
0.3225 0.4075 0.277576541501476
0.3225 0.41 0.272253114186483
0.3225 0.4125 0.266715354745926
0.3225 0.415 0.260966947343891
0.3225 0.4175 0.255012310637979
0.3225 0.42 0.248856601285517
0.3225 0.4225 0.242505709661542
0.3225 0.425 0.235966247284544
0.3225 0.4275 0.229245525596687
0.3225 0.43 0.222351525922106
0.3225 0.4325 0.215292860625457
0.3225 0.435 0.208078725707056
0.3225 0.4375 0.200718845293189
0.3225 0.44 0.193223408701727
0.3225 0.4425 0.185603000974621
0.3225 0.445 0.177868527960478
0.3225 0.4475 0.170031137193243
0.3225 0.45 0.162102135938664
0.3225 0.4525 0.154092907862594
0.3225 0.455 0.146014829809841
0.3225 0.4575 0.137879190167588
0.3225 0.46 0.129697110224157
0.3225 0.4625 0.121479469825855
0.3225 0.465 0.113236838487133
0.3225 0.4675 0.104979412930521
0.3225 0.47 0.0967169618311043
0.3225 0.4725 0.088458778325539
0.3225 0.475 0.0802136406265197
0.3225 0.4775 0.0719897808683047
0.3225 0.48 0.0637948621024214
