"k" "s" "DF"
0.0975 0.195 0.433233013570075
0.0975 0.1975 0.439786983492165
0.0975 0.2 0.446322024625863
0.0975 0.2025 0.452838910626424
0.0975 0.205 0.459338321699809
0.0975 0.2075 0.46582085004361
0.0975 0.21 0.472287004798961
0.0975 0.2125 0.478737216554063
0.0975 0.215 0.485171841435627
0.0975 0.2175 0.491591164820634
0.0975 0.22 0.497995404697288
0.0975 0.2225 0.50438471470084
0.0975 0.225 0.510759186847099
0.0975 0.2275 0.517118853983869
0.0975 0.23 0.523463691978194
0.0975 0.2325 0.529793621655206
0.0975 0.235 0.536108510502431
0.0975 0.2375 0.542408174151685
0.0975 0.24 0.548692377649048
0.0975 0.2425 0.554960836521961
0.0975 0.245 0.561213217651086
0.0975 0.2475 0.56744913995324
0.0975 0.25 0.573668174880522
0.0975 0.2525 0.579869846739502
0.0975 0.255 0.586053632833166
0.0975 0.2575 0.592218963427168
0.0975 0.26 0.598365221540701
0.0975 0.2625 0.604491742561118
0.0975 0.265 0.610597813680129
0.0975 0.2675 0.616682673148082
0.0975 0.27 0.622745509341333
0.0975 0.2725 0.628785459636189
0.0975 0.275 0.634801609081116
0.0975 0.2775 0.640792988857023
0.0975 0.28 0.646758574513186
0.0975 0.2825 0.652697283964012
0.0975 0.285 0.65860797522896
0.0975 0.2875 0.664489443894754
0.0975 0.29 0.670340420275333
0.0975 0.2925 0.676159566240662
0.0975 0.295 0.681945471680548
0.0975 0.2975 0.687696650563775
0.0975 0.3 0.693411536546058
0.0975 0.3025 0.699088478072274
0.0975 0.305 0.704725732909052
0.0975 0.3075 0.710321462032627
0.0975 0.31 0.715873722783801
0.0975 0.3125 0.721380461186287
0.0975 0.315 0.726839503306365
0.0975 0.3175 0.732248545510021
0.0975 0.32 0.73760514344794
0.0975 0.3225 0.742906699568198
0.0975 0.325 0.748150448920283
0.0975 0.3275 0.753333442971265
0.0975 0.33 0.758452531104295
0.0975 0.3325 0.763504339409856
0.0975 0.335 0.768485246309873
0.0975 0.3375 0.773391354472258
0.0975 0.34 0.778218458376956
0.0975 0.3425 0.782962006782392
0.0975 0.345 0.787617059211448
0.0975 0.3475 0.792178235427288
0.0975 0.35 0.796639656700186
0.0975 0.3525 0.800994877476541
0.0975 0.355 0.805236805850992
0.0975 0.3575 0.809357611014401
0.0975 0.36 0.813348615608848
0.0975 0.3625 0.817200170673975
0.0975 0.365 0.820901510629055
0.0975 0.3675 0.824440585520353
0.0975 0.37 0.827803867598375
0.0975 0.3725 0.830976129208097
0.0975 0.375 0.83394018901956
0.0975 0.3775 0.836676623849098
0.0975 0.38 0.839163443785032
0.0975 0.3825 0.841375729106028
0.0975 0.385 0.843285228640811
0.0975 0.3875 0.844859920839657
0.0975 0.39 0.846063540981301
0.0975 0.3925 0.84685508068269
0.0975 0.395 0.847188269259589
0.0975 0.3975 0.847011050541029
0.0975 0.4 0.846265073514348
0.0975 0.4025 0.844885220753334
0.0975 0.405 0.842799205127862
0.0975 0.4075 0.839927273118617
0.0975 0.41 0.836182062655564
0.0975 0.4125 0.831468675418037
0.0975 0.415 0.825685038647213
0.0975 0.4175 0.818722650035574
0.0975 0.42 0.810467820404749
0.0975 0.4225 0.800803549697994
0.0975 0.425 0.789612185662951
0.0975 0.4275 0.776779009696663
0.0975 0.43 0.762196853053398
0.0975 0.4325 0.745771747135349
0.0975 0.435 0.727429433641801
0.0975 0.4375 0.707122296791136
0.0975 0.44 0.684835952756281
0.0975 0.4425 0.660594406586227
0.0975 0.445 0.634462473086382
0.0975 0.4475 0.606544177198421
0.0975 0.45 0.576976172516737
0.0975 0.4525 0.545915790134517
0.0975 0.455 0.513523940036662
0.0975 0.4575 0.479943407116757
0.0975 0.46 0.445272805874522
0.0975 0.4625 0.409535468621829
0.0975 0.465 0.372641172846461
0.0975 0.4675 0.3343383456798
0.0975 0.47 0.294160405525988
0.0975 0.4725 0.251399472817706
0.0975 0.475 0.205243989298183
0.0975 0.4775 0.155484008455405
0.0975 0.48 0.104430276330338
0.0975 0.4825 0.0590438492419115
0.0975 0.485 0.0275525213204817
0.0975 0.4875 0.0110318346123169
0.0975 0.49 0.00403553568601433
0.0975 0.4925 0.00141204449315517
0.0975 0.495 0.000484533935295775
0.0975 0.4975 0.00016734123251369
0.0975 0.5 7.05025310404679e-05
0.1 0.0025 5.15234916061934e-05
0.1 0.005 7.4013905852904e-05
0.1 0.0075 9.53687039054315e-05
0.1 0.01 0.000119445171920755
0.1 0.0125 0.000149144071485271
0.1 0.015 0.000186996827895856
0.1 0.0175 0.00023580656778912
0.1 0.02 0.000299048900671241
0.1 0.0225 0.000381195982543082
0.1 0.025 0.000488059349300974
0.1 0.0275 0.000627200796063628
0.1 0.03 0.000808442615599725
0.1 0.0325 0.00104450185376039
0.1 0.035 0.00135176863386969
0.1 0.0375 0.0017512406531717
0.1 0.04 0.00226961001875784
0.1 0.0425 0.00294046942967783
0.1 0.045 0.00380555637563078
0.1 0.0475 0.0049158810951217
0.1 0.05 0.0063324849507222
0.1 0.0525 0.0081264591050822
0.1 0.055 0.0103777463369338
0.1 0.0575 0.0131722064119617
0.1 0.06 0.0165965295675118
0.1 0.0625 0.0207309190912902
0.1 0.065 0.0256400649246565
0.1 0.0675 0.0313636955017599
0.1 0.07 0.0379086468263526
0.1 0.0725 0.0452445424549262
0.1 0.075 0.0533045645417035
0.1 0.0775 0.061991503810376
0.1 0.08 0.0711878060036663
0.1 0.0825 0.0807673327806886
0.1 0.085 0.0906064180442602
0.1 0.0875 0.100592446221945
0.1 0.09 0.110629183021023
0.1 0.0925 0.120638995356607
0.1 0.095 0.130562648690118
0.1 0.0975 0.140357544940367
0.1 0.1 0.149995178883623
0.1 0.1025 0.159458388105053
0.1 0.105 0.168738755782226
0.1 0.1075 0.17783435007745
0.1 0.11 0.186747863245156
0.1 0.1125 0.195485141722032
0.1 0.115 0.20405406239852
0.1 0.1175 0.212463697107133
0.1 0.12 0.22072370718495
0.1 0.1225 0.228843916121182
0.1 0.125 0.236834016776545
0.1 0.1275 0.2447033782825
0.1 0.13 0.252460925466583
0.1 0.1325 0.260115070134334
0.1 0.135 0.267673678743524
0.1 0.1375 0.275144065064496
0.1 0.14 0.282532999519195
0.1 0.1425 0.28984672922082
0.1 0.145 0.297091004465805
0.1 0.1475 0.304271108701299
0.1 0.15 0.311391889917708
0.1 0.1525 0.318457792084963
0.1 0.155 0.325472885730493
0.1 0.1575 0.332440897096743
0.1 0.16 0.339365235554576
0.1 0.1625 0.346249019113704
0.1 0.165 0.353095097983291
0.1 0.1675 0.359906076209851
0.1 0.17 0.366684331466759
0.1 0.1725 0.373432033097858
0.1 0.175 0.380151158532808
0.1 0.1775 0.38684350819782
0.1 0.18 0.393510719045566
0.1 0.1825 0.400154276824159
0.1 0.185 0.406775527198885
0.1 0.1875 0.413375685832749
0.1 0.19 0.419955847523644
0.1 0.1925 0.426516994487523
0.1 0.195 0.433060003868732
0.1 0.1975 0.439585654550736
0.1 0.2 0.446094633333088
0.1 0.2025 0.45258754053364
0.1 0.205 0.459064895068675
0.1 0.2075 0.465527139057942
0.1 0.21 0.471974641996381
0.1 0.2125 0.478407704529658
0.1 0.215 0.484826561866437
0.1 0.2175 0.49123138685655
0.1 0.22 0.497622292760861
0.1 0.2225 0.503999335735623
0.1 0.225 0.510362517051389
0.1 0.2275 0.516711785064175
0.1 0.23 0.523047036954327
0.1 0.2325 0.529368120246675
0.1 0.235 0.535674834123675
0.1 0.2375 0.541966930541721
0.1 0.24 0.548244115159254
0.1 0.2425 0.554506048083959
0.1 0.245 0.560752344445047
0.1 0.2475 0.566982574795401
0.1 0.25 0.573196265347211
0.1 0.2525 0.579392898043588
0.1 0.255 0.585571910467538
0.1 0.2575 0.591732695588544
0.1 0.26 0.597874601345892
0.1 0.2625 0.603996930066666
0.1 0.265 0.610098937715122
0.1 0.2675 0.6161798329688
0.1 0.27 0.622238776115336
0.1 0.2725 0.628274877762312
0.1 0.275 0.634287197350805
0.1 0.2775 0.640274741461282
0.1 0.28 0.646236461898374
0.1 0.2825 0.652171253538478
0.1 0.285 0.658077951921375
0.1 0.2875 0.663955330563695
0.1 0.29 0.669802097968337
0.1 0.2925 0.67561689429951
0.1 0.295 0.681398287687951
0.1 0.2975 0.687144770124904
0.1 0.3 0.6928547528964
0.1 0.3025 0.698526561501155
0.1 0.305 0.704158429985673
0.1 0.3075 0.709748494618688
0.1 0.31 0.71529478681354
0.1 0.3125 0.720795225191056
0.1 0.315 0.726247606656521
0.1 0.3175 0.731649596341833
0.1 0.32 0.736998716237275
0.1 0.3225 0.742292332305676
0.1 0.325 0.74752763983431
0.1 0.3275 0.752701646735389
0.1 0.33 0.757811154453557
0.1 0.3325 0.762852736076736
0.1 0.335 0.767822711173556
0.1 0.3375 0.772717116794846
0.1 0.34 0.777531673976203
0.1 0.3425 0.782261748961789
0.1 0.345 0.78690230823432
0.1 0.3475 0.791447866280949
0.1 0.35 0.795892424848264
0.1 0.3525 0.800229402241279
0.1 0.355 0.80445155100189
0.1 0.3575 0.80855086206414
0.1 0.36 0.812518453232023
0.1 0.3625 0.816344439569009
0.1 0.365 0.820017783040583
0.1 0.3675 0.82352611853154
0.1 0.37 0.82685555319597
0.1 0.3725 0.829990436026553
0.1 0.375 0.832913094598103
0.1 0.3775 0.83560353620677
0.1 0.38 0.83803911116059
0.1 0.3825 0.840194136858448
0.1 0.385 0.842039482608899
0.1 0.3875 0.843542116975429
0.1 0.39 0.844664621874155
0.1 0.3925 0.84536468076745
0.1 0.395 0.845594552154021
0.1 0.3975 0.8453005442052
0.1 0.4 0.844422511898983
0.1 0.4025 0.842893404454451
0.1 0.405 0.840638898448023
0.1 0.4075 0.837577161004447
0.1 0.41 0.833618798353063
0.1 0.4125 0.828667058367107
0.1 0.415 0.822618371878896
0.1 0.4175 0.815363336398948
0.1 0.42 0.806788265729226
0.1 0.4225 0.796777445537062
0.1 0.425 0.785216239787953
0.1 0.4275 0.77199517223678
0.1 0.43 0.757015042025446
0.1 0.4325 0.740193002009218
0.1 0.435 0.7214693181379
0.1 0.4375 0.700814243262498
0.1 0.44 0.678234120034895
0.1 0.4425 0.653775560668988
0.1 0.445 0.627526454062944
0.1 0.4475 0.599612728486314
0.1 0.45 0.570190273575916
0.1 0.4525 0.539432079070756
0.1 0.455 0.507511216512081
0.1 0.4575 0.474580449653691
0.1 0.46 0.440748753856834
0.1 0.4625 0.406053779444654
0.1 0.465 0.370427522926461
0.1 0.4675 0.333651084002427
0.1 0.47 0.295296807653964
0.1 0.4725 0.254674916995834
0.1 0.475 0.210878482204225
0.1 0.4775 0.163256911643872
0.1 0.48 0.113050079226752
0.1 0.4825 0.0661032909312895
0.1 0.485 0.0315203388706355
0.1 0.4875 0.0126182447381252
0.1 0.49 0.00453774983458444
0.1 0.4925 0.00154791853567881
0.1 0.495 0.000516119653593893
0.1 0.4975 0.000173065407842506
0.1 0.5 7.11665743670581e-05
0.1025 0.0025 5.19142740786881e-05
0.1025 0.005 7.5007528667086e-05
0.1025 0.0075 9.72495615746845e-05
0.1025 0.01 0.000122605208187433
0.1025 0.0125 0.000154153957443502
0.1025 0.015 0.000194676296367968
0.1025 0.0175 0.00024731827776229
0.1025 0.02 0.000316028068033056
0.1025 0.0225 0.000405927792282563
0.1025 0.025 0.00052371899762513
0.1025 0.0275 0.000678174666342646
0.1025 0.03 0.000880752726823459
0.1025 0.0325 0.00114635837538882
0.1025 0.035 0.00149427527201501
0.1025 0.0375 0.00194927224625621
0.1025 0.04 0.00254286628976074
0.1025 0.0425 0.00331467722405183
0.1025 0.045 0.00431373716610969
0.1025 0.0475 0.00559951404579454
0.1025 0.05 0.00724227714309072
0.1025 0.0525 0.009322297261246
0.1025 0.055 0.0119272892666883
0.1025 0.0575 0.0151475613026665
0.1025 0.06 0.0190686422952485
0.1025 0.0625 0.023761785071136
0.1025 0.065 0.0292736144967632
0.1025 0.0675 0.0356170181567914
0.1025 0.07 0.0427657016012227
0.1025 0.0725 0.050654267663152
0.1025 0.075 0.0591842527355568
0.1025 0.0775 0.0682348155342609
0.1025 0.08 0.0776755249793687
0.1025 0.0825 0.0873784606699024
0.1025 0.085 0.0972275644367256
0.1025 0.0875 0.107124356411372
0.1025 0.09 0.116990190743593
0.1025 0.0925 0.126765859217403
0.1025 0.095 0.136409534627853
0.1025 0.0975 0.145893927826476
0.1025 0.1 0.155203286867872
0.1025 0.1025 0.164330616387532
0.1025 0.105 0.173275298626525
0.1025 0.1075 0.182041167072287
0.1025 0.11 0.190635009476466
0.1025 0.1125 0.199065442375331
0.1025 0.115 0.207342088910587
0.1025 0.1175 0.21547499450446
0.1025 0.12 0.223474223568846
0.1025 0.1225 0.231349590769348
0.1025 0.125 0.23911049029201
0.1025 0.1275 0.246765795159226
0.1025 0.13 0.254323805661314
0.1025 0.1325 0.2617922314875
0.1025 0.135 0.269178196363801
0.1025 0.1375 0.27648825717772
0.1025 0.14 0.283728431918099
0.1025 0.1425 0.290904232476528
0.1025 0.145 0.298020699601314
0.1025 0.1475 0.305082438188147
0.1025 0.15 0.312093651726855
0.1025 0.1525 0.319058175170812
0.1025 0.155 0.325979505806897
0.1025 0.1575 0.332860831917419
0.1025 0.16 0.33970505916923
0.1025 0.1625 0.346514834759519
0.1025 0.165 0.35329256940722
0.1025 0.1675 0.360040457314197
0.1025 0.17 0.366760494238828
0.1025 0.1725 0.373454493831839
0.1025 0.175 0.380124102383912
0.1025 0.1775 0.386770812129548
0.1025 0.18 0.393395973243702
0.1025 0.1825 0.400000804658111
0.1025 0.185 0.406586403813979
0.1025 0.1875 0.413153755457276
0.1025 0.19 0.419703739572765
0.1025 0.1925 0.426237138543235
0.1025 0.195 0.432754643611389
0.1025 0.1975 0.439256860713571
0.1025 0.2 0.445744315746874
0.1025 0.2025 0.452217459324343
0.1025 0.205 0.458676671066739
0.1025 0.2075 0.465122263473789
0.1025 0.21 0.471554485412846
0.1025 0.2125 0.477973525258449
0.1025 0.215 0.484379513712288
0.1025 0.2175 0.490772526329564
0.1025 0.22 0.497152585774565
0.1025 0.2225 0.503519663825514
0.1025 0.225 0.509873683146184
0.1025 0.2275 0.516214518839614
0.1025 0.23 0.522541999797171
0.1025 0.2325 0.528855909854476
0.1025 0.235 0.535155988764006
0.1025 0.2375 0.541441932992749
0.1025 0.24 0.547713396351876
0.1025 0.2425 0.553969990464151
0.1025 0.245 0.560211285073598
0.1025 0.2475 0.566436808200811
0.1025 0.25 0.572646046146199
0.1025 0.2525 0.578838443342401
0.1025 0.255 0.585013402056031
0.1025 0.2575 0.591170281937854
0.1025 0.26 0.597308399419381
0.1025 0.2625 0.603427026952713
0.1025 0.265 0.609525392089265
0.1025 0.2675 0.615602676391659
0.1025 0.27 0.621658014171661
0.1025 0.2725 0.627690491045446
0.1025 0.275 0.63369914229572
0.1025 0.2775 0.639682951028261
0.1025 0.28 0.645640846108173
0.1025 0.2825 0.651571699858638
0.1025 0.285 0.657474325501988
0.1025 0.2875 0.663347474319555
0.1025 0.29 0.669189832502864
0.1025 0.2925 0.675000017664187
0.1025 0.295 0.680776574969162
0.1025 0.2975 0.686517972848012
0.1025 0.3 0.692222598234613
0.1025 0.3025 0.697888751274118
0.1025 0.305 0.70351463942977
0.1025 0.3075 0.709098370907636
0.1025 0.31 0.714637947303969
0.1025 0.3125 0.720131255363209
0.1025 0.315 0.725576057714983
0.1025 0.3175 0.730969982435025
0.1025 0.32 0.736310511247243
0.1025 0.3225 0.741594966151247
0.1025 0.325 0.746820494220651
0.1025 0.3275 0.75198405027125
0.1025 0.33 0.757082377043437
0.1025 0.3325 0.762111982478663
0.1025 0.335 0.767069113593515
0.1025 0.3375 0.771949726365567
0.1025 0.34 0.776749450940408
0.1025 0.3425 0.781463551347358
0.1025 0.345 0.786086878770314
0.1025 0.3475 0.790613817258248
0.1025 0.35 0.795038220575753
0.1025 0.3525 0.79935333868739
0.1025 0.355 0.803551732141084
0.1025 0.3575 0.807625172368432
0.1025 0.36 0.811564525659138
0.1025 0.3625 0.815359618302473
0.1025 0.365 0.818999080135714
0.1025 0.3675 0.822470163519511
0.1025 0.37 0.825758534603616
0.1025 0.3725 0.828848033693873
0.1025 0.375 0.831720401635095
0.1025 0.3775 0.834354969449916
0.1025 0.38 0.83672830909832
0.1025 0.3825 0.838813844236168
0.1025 0.385 0.840581421350758
0.1025 0.3875 0.841996843738512
0.1025 0.39 0.843021373562125
0.1025 0.3925 0.843611210771017
0.1025 0.395 0.843716962066778
0.1025 0.3975 0.843283118412708
0.1025 0.4 0.842247565897825
0.1025 0.4025 0.840541162178266
0.1025 0.405 0.838087419410961
0.1025 0.4075 0.834802344846252
0.1025 0.41 0.830594502432184
0.1025 0.4125 0.8253653732612
0.1025 0.415 0.81901010950147
0.1025 0.4175 0.81141879473009
0.1025 0.42 0.802478340580712
0.1025 0.4225 0.792075159421038
0.1025 0.425 0.780098744976566
0.1025 0.4275 0.766446251892449
0.1025 0.43 0.751028071967838
0.1025 0.4325 0.733774241564586
0.1025 0.435 0.71464127584903
0.1025 0.4375 0.693618732167667
0.1025 0.44 0.670734518089991
0.1025 0.4425 0.646057780762083
0.1025 0.445 0.619698258246267
0.1025 0.4475 0.591801312600551
0.1025 0.45 0.562538460763937
0.1025 0.4525 0.532093891196962
0.1025 0.455 0.500647915068202
0.1025 0.4575 0.46835826520458
0.1025 0.46 0.435339450211879
0.1025 0.4625 0.401638976661018
0.1025 0.465 0.367207303266146
0.1025 0.4675 0.331856373624662
0.1025 0.47 0.295201571374887
0.1025 0.4725 0.256592692547927
0.1025 0.475 0.215093526509492
0.1025 0.4775 0.16976364300735
0.1025 0.48 0.120952032602079
0.1025 0.4825 0.0731932148883318
0.1025 0.485 0.0358145495591525
0.1025 0.4875 0.0143959668934725
0.1025 0.49 0.00510015125249879
0.1025 0.4925 0.00169718569134031
0.1025 0.495 0.000549907873159478
0.1025 0.4975 0.000179013911913732
0.1025 0.5 7.18396394545141e-05
0.105 0.0025 5.23100133135013e-05
0.105 0.005 7.60212170760837e-05
0.105 0.0075 9.9182400899019e-05
0.105 0.01 0.000125876388766234
0.105 0.0125 0.000159378314825805
0.105 0.015 0.000202743788266856
0.105 0.0175 0.000259501029018362
0.105 0.02 0.000334128969833573
0.105 0.0225 0.000432484886462158
0.105 0.025 0.000562283244947738
0.105 0.0275 0.000733682826698688
0.105 0.03 0.000960020868330433
0.105 0.0325 0.00125872354105654
0.105 0.035 0.00165241057794794
0.105 0.0375 0.00217019003119201
0.105 0.04 0.00284909861892379
0.105 0.0425 0.00373557469320525
0.105 0.045 0.00488674648284688
0.105 0.0475 0.00637117684987809
0.105 0.05 0.00826854413374731
0.105 0.0525 0.0106676065919648
0.105 0.055 0.0136617905237919
0.105 0.0575 0.0173419904869054
0.105 0.06 0.0217867849709266
0.105 0.0625 0.0270512297907319
0.105 0.065 0.0331564178523323
0.105 0.0675 0.0400825610880151
0.105 0.07 0.0477679321090514
0.105 0.0725 0.0561144964078769
0.105 0.075 0.0649990349803196
0.105 0.0775 0.0742869687248861
0.105 0.08 0.083845674594888
0.105 0.0825 0.0935548461425444
0.105 0.085 0.103312811132032
0.105 0.0875 0.11303897722747
0.105 0.09 0.122673328870072
0.105 0.0925 0.132174110930548
0.105 0.095 0.141514688737284
0.105 0.0975 0.150680282450476
0.105 0.1 0.1596649832399
0.105 0.1025 0.168469235976111
0.105 0.105 0.177097829751082
0.105 0.1075 0.185558359208169
0.105 0.11 0.193860085628817
0.105 0.1125 0.202013118918139
0.105 0.115 0.210027847260889
0.105 0.1175 0.217914552361412
0.105 0.12 0.225683160463
0.105 0.1225 0.233343090650537
0.105 0.125 0.240903171464349
0.105 0.1275 0.248371604460583
0.105 0.13 0.255755959222454
0.105 0.1325 0.263063188746186
0.105 0.135 0.270299657394226
0.105 0.1375 0.277471175992719
0.105 0.14 0.284583040369614
0.105 0.1425 0.291640070857061
0.105 0.145 0.298646651149347
0.105 0.1475 0.305606765514482
0.105 0.15 0.312524033777318
0.105 0.1525 0.319401743778167
0.105 0.155 0.32624288120227
0.105 0.1575 0.333050156800384
0.105 0.16 0.339826031099063
0.105 0.1625 0.346572736745485
0.105 0.165 0.353292298656052
0.105 0.1675 0.359986552147632
0.105 0.17 0.366657159230377
0.105 0.1725 0.37330562323495
0.105 0.175 0.379933301937329
0.105 0.1775 0.386541419332611
0.105 0.18 0.393131076196703
0.105 0.1825 0.399703259562127
0.105 0.185 0.406258851221788
0.105 0.1875 0.412798635362953
0.105 0.19 0.419323305422746
0.105 0.1925 0.425833470246489
0.105 0.195 0.432329659621134
0.105 0.1975 0.438812329247742
0.105 0.2 0.445281865209631
0.105 0.2025 0.451738587986119
0.105 0.205 0.458182756055939
0.105 0.2075 0.464614569129079
0.105 0.21 0.471034171041169
0.105 0.2125 0.477441652340357
0.105 0.215 0.483837052592931
0.105 0.2175 0.490220362430693
0.105 0.22 0.496591525360163
0.105 0.2225 0.502950439351125
0.105 0.225 0.509296958219726
0.105 0.2275 0.515630892819276
0.105 0.23 0.521952012050049
0.105 0.2325 0.528260043697756
0.105 0.235 0.534554675108808
0.105 0.2375 0.540835553709145
0.105 0.24 0.547102287372125
0.105 0.2425 0.553354444639796
0.105 0.245 0.55959155480074
0.105 0.2475 0.565813107826637
0.105 0.25 0.572018554168642
0.105 0.2525 0.578207304413666
0.105 0.255 0.584378728799619
0.105 0.2575 0.590532156587631
0.105 0.26 0.596666875288185
0.105 0.2625 0.602782129736969
0.105 0.265 0.608877121015011
0.105 0.2675 0.614951005206361
0.105 0.27 0.621002891985124
0.105 0.2725 0.627031843022054
0.105 0.275 0.633036870199096
0.105 0.2775 0.639016933618264
0.105 0.28 0.644970939388907
0.105 0.2825 0.65089773717481
0.105 0.285 0.65679611747952
0.105 0.2875 0.662664808644785
0.105 0.29 0.668502473532971
0.105 0.2925 0.674307705859548
0.105 0.295 0.680079026136259
0.105 0.2975 0.685814877179103
0.105 0.3 0.691513619127709
0.105 0.3025 0.697173523913719
0.105 0.305 0.70279276910534
0.105 0.3075 0.708369431042759
0.105 0.31 0.713901477164481
0.105 0.3125 0.719386757407236
0.105 0.315 0.724822994541533
0.105 0.3175 0.730207773280512
0.105 0.32 0.73553852797075
0.105 0.3225 0.740812528639355
0.105 0.325 0.74602686513087
0.105 0.3275 0.751178429019244
0.105 0.33 0.756263892922949
0.105 0.3325 0.761279686783802
0.105 0.335 0.766221970590438
0.105 0.3375 0.771086602933895
0.105 0.34 0.775869104673389
0.105 0.3425 0.780564616863006
0.105 0.345 0.785167851942825
0.105 0.3475 0.789673037029039
0.105 0.35 0.794073847945887
0.105 0.3525 0.798363332427197
0.105 0.355 0.802533820678258
0.105 0.3575 0.806576821232969
0.105 0.36 0.810482899773095
0.105 0.3625 0.814241538307019
0.105 0.365 0.81784097185107
0.105 0.3675 0.82126799954189
0.105 0.37 0.82450776696678
0.105 0.3725 0.827543516476101
0.105 0.375 0.830356302395504
0.105 0.3775 0.832924668459036
0.105 0.38 0.83522428552384
0.105 0.3825 0.837227548803611
0.105 0.385 0.83890313558132
0.105 0.3875 0.840215526746915
0.105 0.39 0.841124498665742
0.105 0.3925 0.841584595922994
0.105 0.395 0.841544600500698
0.105 0.3975 0.840947019008972
0.105 0.4 0.839727616796866
0.105 0.4025 0.837815036219224
0.105 0.405 0.835130546195343
0.105 0.4075 0.831587981684386
0.105 0.41 0.827093945055658
0.105 0.4125 0.821548356617838
0.105 0.415 0.814845458295438
0.105 0.4175 0.806875390833462
0.105 0.42 0.797526476870473
0.105 0.4225 0.786688342051057
0.105 0.425 0.774255981775983
0.105 0.4275 0.760134815635437
0.105 0.43 0.744246647223831
0.105 0.4325 0.726536252312213
0.105 0.435 0.706978060200678
0.105 0.4375 0.685582111095252
0.105 0.44 0.66239824640803
0.105 0.4425 0.637517427394043
0.105 0.445 0.611069277132998
0.105 0.4475 0.583215424280199
0.105 0.45 0.554138891088911
0.105 0.4525 0.524030385590982
0.105 0.455 0.493072651866562
0.105 0.4575 0.461423789186137
0.105 0.46 0.429199591495326
0.105 0.4625 0.39645351671115
0.105 0.465 0.363150938203222
0.105 0.4675 0.32913202675226
0.105 0.47 0.294056054460174
0.105 0.4725 0.257324839642217
0.105 0.475 0.218018718404229
0.105 0.4775 0.175028730534345
0.105 0.48 0.128010456991333
0.105 0.4825 0.0801522606456871
0.105 0.485 0.0403910904578041
0.105 0.4875 0.0163749101823691
0.105 0.49 0.00572878850139275
0.105 0.4925 0.00186113221828386
0.105 0.495 0.000586058224665935
0.105 0.4975 0.00018519644115921
0.105 0.5 7.25218772934672e-05
0.1075 0.0025 5.27107925479509e-05
0.1075 0.005 7.70554754512144e-05
0.1075 0.0075 0.000101168938812614
0.1075 0.01 0.000129263248765896
0.1075 0.0125 0.000164827548004619
0.1075 0.015 0.000211221089790248
0.1075 0.0175 0.000272397551253741
0.1075 0.02 0.000353431306652326
0.1075 0.0225 0.000461010001292149
0.1075 0.025 0.000603999060296023
0.1075 0.0275 0.000794139752127964
0.1075 0.03 0.00104692324143656
0.1075 0.0325 0.00138267066814248
0.1075 0.035 0.00182783114226582
0.1075 0.0375 0.00241647519694982
0.1075 0.04 0.00319189964893135
0.1075 0.0425 0.00420815976467048
0.1075 0.045 0.00553119933334022
0.1075 0.0475 0.00723906693061095
0.1075 0.05 0.00942052790305193
0.1075 0.0525 0.0121712984241341
0.1075 0.055 0.0155872870305032
0.1075 0.0575 0.0197547869905339
0.1075 0.06 0.0247385667755996
0.1075 0.0625 0.0305700299848665
0.1075 0.065 0.0372384946940238
0.1075 0.0675 0.0446884885770288
0.1075 0.07 0.0528244687116578
0.1075 0.0725 0.0615220537529036
0.1075 0.075 0.0706428294718991
0.1075 0.0775 0.08004905102716
0.1075 0.08 0.0896152904728232
0.1075 0.0825 0.0992356262830295
0.1075 0.085 0.10882647644858
0.1075 0.0875 0.118326099878433
0.1075 0.09 0.127692062805074
0.1075 0.0925 0.136897801466944
0.1075 0.095 0.145929070576993
0.1075 0.0975 0.154780728650071
0.1075 0.1 0.163454055719318
0.1075 0.1025 0.171954638169321
0.1075 0.105 0.180290770521435
0.1075 0.1075 0.188472289489566
0.1075 0.11 0.196509749992357
0.1075 0.1125 0.204413861306369
0.1075 0.115 0.212195115328183
0.1075 0.1175 0.219863553286926
0.1075 0.12 0.227428630073894
0.1075 0.1225 0.234899145912843
0.1075 0.125 0.242283223369714
0.1075 0.1275 0.249588313979713
0.1075 0.13 0.256821223426302
0.1075 0.1325 0.263988147601022
0.1075 0.135 0.271094714314137
0.1075 0.1375 0.27814602716126
0.1075 0.14 0.285146709271668
0.1075 0.1425 0.292100945513302
0.1075 0.145 0.299012522313603
0.1075 0.1475 0.305884864651487
0.1075 0.15 0.31272107003969
0.1075 0.1525 0.319523939488275
0.1075 0.155 0.3262960055477
0.1075 0.1575 0.333039557593688
0.1075 0.16 0.339756664550229
0.1075 0.1625 0.346449195261399
0.1075 0.165 0.353118836724242
0.1075 0.1675 0.359767110388316
0.1075 0.17 0.366395386716183
0.1075 0.1725 0.373004898185062
0.1075 0.175 0.379596750894782
0.1075 0.1775 0.386171934931855
0.1075 0.18 0.392731333624628
0.1075 0.1825 0.399275731810383
0.1075 0.185 0.405805823222224
0.1075 0.1875 0.412322217091564
0.1075 0.19 0.418825444051128
0.1075 0.1925 0.4253159614136
0.1075 0.195 0.431794157892199
0.1075 0.1975 0.438260357821622
0.1075 0.2 0.444714824930757
0.1075 0.2025 0.45115776571241
0.1075 0.205 0.457589332429699
0.1075 0.2075 0.46400962579394
0.1075 0.21 0.470418697344494
0.1075 0.2125 0.476816551557247
0.1075 0.215 0.483203147704986
0.1075 0.2175 0.489578401489936
0.1075 0.22 0.495942186466081
