"G" "X" "Y" "A" "D"
1 0.499752497524975 0.500247502475025 0.594732143116931 0.000536906732798465
2 0.499804404903094 0.500195595096905 0.594731857445073 0.000441124044656584
3 0.499811148105728 0.500188851894272 0.594738572977049 0.000431256102152882
4 0.49980778568357 0.50019221431643 0.594745402023961 0.000444561118244476
5 0.499801217433668 0.500198782566332 0.594750504051196 0.000465235699010179
6 0.499793213233188 0.500206786766812 0.594755205957522 0.000489337095844438
7 0.499784202677647 0.500215797322353 0.594759957743252 0.000515951682640226
8 0.499774260241527 0.500225739758473 0.59476490237469 0.000544951369211035
9 0.499763363395303 0.500236636604697 0.594770094968794 0.000576419543867294
10 0.499751460528782 0.500248539471218 0.594775566880341 0.000610503470929241
11 0.499738488769633 0.500261511230367 0.594781343943601 0.00064737650930305
12 0.499724378506238 0.500275621493762 0.594787451680902 0.000687228859635221
13 0.499709054349997 0.500290945650002 0.594793916838506 0.000730265809014265
14 0.499692435126616 0.500307564873384 0.594800767896014 0.000776707993676884
15 0.499674433588296 0.500325566411704 0.594808035294558 0.000826792243883133
16 0.499654956031887 0.500345043968113 0.594815751593182 0.000880772634178187
17 0.499633901872027 0.500366098127973 0.594823951612198 0.000938921641536315
18 0.499611163181565 0.500388836818435 0.594832672580077 0.00100153138801897
19 0.499586624201658 0.500413375798341 0.594841954288644 0.00106891496438715
20 0.499560160821187 0.500439839178813 0.594851839258046 0.00114140783642717
21 0.499531640024446 0.500468359975554 0.594862372912041 0.00121936933716258
22 0.499500919305881 0.500499080694119 0.594873603763919 0.0013031842484567
23 0.499467846050624 0.500532153949376 0.59488558361324 0.00139326447551246
24 0.499432256879649 0.500567743120351 0.59489836775356 0.00149005081764387
25 0.499393976958436 0.500606023041564 0.594912015191247 0.00159401483847375
26 0.499352819268195 0.500647180731804 0.59492658887545 0.00170566083840611
27 0.499308583838814 0.500691416161186 0.594942155939176 0.0018255279318224
28 0.499261056942932 0.500738943057068 0.59495878795139 0.00195419223094272
29 0.499210010250779 0.500789989749221 0.594976561179883 0.00209226913766169
30 0.499155199945724 0.500844800054276 0.594995556864558 0.00224041574389468
31 0.499096365800848 0.500903634199152 0.5950158615006 0.00239933334003333
32 0.499033230217286 0.500966769782714 0.595037567130805 0.00256977002998866
33 0.49896549722562 0.50103450277438 0.59506077164613 0.0027525234499695
34 0.498892851452186 0.501107148547814 0.595085579093233 0.00294844358657927
35 0.4988149570529 0.5011850429471 0.595112099987518 0.00315843568798595
36 0.498731456617996 0.501268543382004 0.59514045162979 0.00338346325979889
37 0.498641970052032 0.501358029947968 0.595170758424294 0.00362455113484163
38 0.498546093434602 0.501453906565398 0.595203152195408 0.00388278860320856
39 0.498443397868406 0.501556602131593 0.595237772499794 0.00415933258580419
40 0.498333428322724 0.501666571677276 0.595274766930225 0.00445541083095331
41 0.498215702481894 0.501784297518106 0.595314291406683 0.00477232510960943
42 0.498089709610136 0.501910290389864 0.595356510449631 0.00511145438014803
