"kD" "kA" "DF"
0.24 0.01 3.08117153501053e-07
0.2425 0.01 3.12700355592807e-07
0.245 0.01 3.17416267918237e-07
0.2475 0.01 3.22268902610109e-07
0.25 0.01 3.27262420316886e-07
0.2525 0.01 3.32401136478816e-07
0.255 0.01 3.37689527900204e-07
0.2575 0.01 3.43132239633595e-07
0.26 0.01 3.48734092192132e-07
0.2625 0.01 3.54500089107231e-07
0.265 0.01 3.60435424850065e-07
0.2675 0.01 3.66545493135896e-07
0.27 0.01 3.72835895632016e-07
0.2725 0.01 3.79312451090752e-07
0.275 0.01 3.8598120493036e-07
0.2775 0.01 3.92848439288183e-07
0.28 0.01 3.99920683571861e-07
0.2825 0.01 4.07204725535633e-07
0.285 0.01 4.14707622910509e-07
0.2875 0.01 4.22436715619075e-07
0.29 0.01 4.30399638607259e-07
0.2925 0.01 4.38604335327285e-07
0.295 0.01 4.47059071908664e-07
0.2975 0.01 4.55772452055305e-07
0.3 0.01 4.64753432710313e-07
0.3025 0.01 4.74011340531877e-07
0.305 0.01 4.83555889226458e-07
0.3075 0.01 4.9339719778869e-07
0.31 0.01 5.03545809699759e-07
0.3125 0.01 5.14012713140394e-07
0.315 0.01 5.24809362277177e-07
0.3175 0.01 5.35947699684758e-07
0.32 0.01 5.47440179971158e-07
0.3225 0.01 5.59299794676942e-07
0.325 0.01 5.71540098524101e-07
0.3275 0.01 5.84175237094972e-07
0.33 0.01 5.97219976026635e-07
0.3325 0.01 6.10689731813285e-07
0.335 0.01 6.24600604312469e-07
0.3375 0.01 6.38969411060071e-07
0.34 0.01 6.53813723503637e-07
0.3425 0.01 6.69151905273462e-07
0.345 0.01 6.85003152616082e-07
0.3475 0.01 7.01387537124644e-07
0.35 0.01 7.18326050910781e-07
0.3525 0.01 7.3584065436931e-07
0.355 0.01 7.53954326701262e-07
0.3575 0.01 7.72691119368913e-07
0.36 0.01 7.92076212669737e-07
0.3625 0.01 8.12135975629943e-07
0.365 0.01 8.32898029430343e-07
0.3675 0.01 8.54391314594393e-07
0.37 0.01 8.76646162182051e-07
0.3725 0.01 8.9969436925198e-07
0.375 0.01 9.23569278873321e-07
0.3775 0.01 9.48305864986686e-07
0.38 0.01 9.7394082243798e-07
0.3825 0.01 1.00051266252891e-06
0.385 0.01 1.02806181445576e-06
0.3875 0.01 1.0566307330347e-06
0.39 0.01 1.08626401313751e-06
0.3925 0.01 1.11700851129877e-06
0.395 0.01 1.14891347498361e-06
0.3975 0.01 1.18203068004667e-06
0.4 0.01 1.21641457694776e-06
0.4025 0.01 1.25212244633492e-06
0.405 0.01 1.28921456465298e-06
0.4075 0.01 1.32775438048057e-06
0.41 0.01 1.3678087023573e-06
0.4125 0.01 1.40944789891807e-06
0.415 0.01 1.45274611221395e-06
0.4175 0.01 1.49778148517083e-06
0.42 0.01 1.54463640420485e-06
0.4225 0.01 1.59339775809856e-06
0.425 0.01 1.64415721432455e-06
0.4275 0.01 1.69701151409777e-06
0.43 0.01 1.75206278754356e-06
0.4325 0.01 1.80941889046682e-06
0.435 0.01 1.86919376434139e-06
0.4375 0.01 1.93150782125638e-06
0.44 0.01 1.99648835570437e-06
0.4425 0.01 2.06426998524222e-06
0.445 0.01 2.13499512222455e-06
0.4475 0.01 2.20881447899149e-06
0.45 0.01 2.28588760908016e-06
0.4525 0.01 2.36638348724957e-06
0.455 0.01 2.45048113133178e-06
0.4575 0.01 2.53837026917866e-06
0.46 0.01 2.63025205424496e-06
0.4625 0.01 2.72633983363723e-06
0.465 0.01 2.82685997279318e-06
0.4675 0.01 2.93205274129712e-06
0.47 0.01 3.0421732647213e-06
0.4725 0.01 3.15749254780184e-06
0.475 0.01 3.27829857470376e-06
0.4775 0.01 3.40489749263001e-06
0.48 0.01 3.53761488555741e-06
0.4825 0.01 3.67679714547459e-06
0.485 0.01 3.82281294912495e-06
0.4875 0.01 3.97605484895293e-06
0.49 0.01 4.13694098770941e-06
0.4925 0.01 4.3059169469863e-06
0.495 0.01 4.48345774085095e-06
0.4975 0.01 4.6700699667042e-06
0.5 0.01 4.86629412658485e-06
0.0025 0.0125 2.02895992503238e-07
0.005 0.0125 2.03511106881794e-07
0.0075 0.0125 2.04163832226358e-07
0.01 0.0125 2.0485505122504e-07
0.0125 0.0125 2.0558567361422e-07
0.015 0.0125 2.06356637143583e-07
0.0175 0.0125 2.07168908579428e-07
0.02 0.0125 2.08023484747883e-07
0.0225 0.0125 2.08921393619776e-07
0.025 0.0125 2.09863695439004e-07
0.0275 0.0125 2.10851483896241e-07
0.03 0.0125 2.1188588735013e-07
0.0325 0.0125 2.12968070097882e-07
0.035 0.0125 2.1409923369761e-07
0.0375 0.0125 2.15280618344737e-07
0.04 0.0125 2.1651350430465e-07
0.0425 0.0125 2.17799213404537e-07
0.045 0.0125 2.19139110586675e-07
0.0475 0.0125 2.20534605526231e-07
0.05 0.0125 2.21987154316372e-07
0.0525 0.0125 2.23498261223809e-07
0.055 0.0125 2.25069480517996e-07
0.0575 0.0125 2.26702418377358e-07
0.06 0.0125 2.28398734876138e-07
0.0625 0.0125 2.30160146055551e-07
0.065 0.0125 2.31988426083245e-07
0.0675 0.0125 2.33885409505088e-07
0.07 0.0125 2.35852993593747e-07
0.0725 0.0125 2.37893140798458e-07
0.075 0.0125 2.40007881300991e-07
0.0775 0.0125 2.42199315682565e-07
0.08 0.0125 2.44469617707239e-07
0.0825 0.0125 2.46821037227308e-07
0.085 0.0125 2.49255903216384e-07
0.0875 0.0125 2.51776626936635e-07
0.09 0.0125 2.54385705246351e-07
0.0925 0.0125 2.57085724054867e-07
0.095 0.0125 2.5987936193203e-07
0.0975 0.0125 2.62769393879601e-07
0.1 0.0125 2.65758695272824e-07
0.1025 0.0125 2.68850245980329e-07
0.105 0.0125 2.72047134671341e-07
0.1075 0.0125 2.75352563319566e-07
0.11 0.0125 2.78769851913401e-07
0.1125 0.0125 2.82302443383002e-07
0.115 0.0125 2.85953908755147e-07
0.1175 0.0125 2.89727952547229e-07
0.12 0.0125 2.936284184128e-07
0.1225 0.0125 2.97659295051262e-07
0.125 0.0125 3.0182472239543e-07
0.1275 0.0125 3.06128998091139e-07
0.13 0.0125 3.10576584284136e-07
0.1325 0.0125 3.15172114729887e-07
0.135 0.0125 3.19920402243626e-07
0.1375 0.0125 3.2482644650794e-07
0.14 0.0125 3.29895442257044e-07
0.1425 0.0125 3.35132787857448e-07
0.145 0.0125 3.40544094305947e-07
0.1475 0.0125 3.46135194667612e-07
0.15 0.0125 3.51912153976438e-07
0.1525 0.0125 3.57881279624479e-07
0.155 0.0125 3.64049132264961e-07
0.1575 0.0125 3.70422537257868e-07
0.16 0.0125 3.77008596686839e-07
0.1625 0.0125 3.83814701979279e-07
0.165 0.0125 3.90848547162119e-07
0.1675 0.0125 3.9811814278874e-07
0.17 0.0125 4.05631830573798e-07
0.1725 0.0125 4.133982987756e-07
0.175 0.0125 4.21426598367652e-07
0.1775 0.0125 4.29726160043261e-07
0.18 0.0125 4.38306812100942e-07
0.1825 0.0125 4.47178799259403e-07
0.185 0.0125 4.56352802455656e-07
0.1875 0.0125 4.6583995968206e-07
0.19 0.0125 4.75651887921825e-07
0.1925 0.0125 4.85800706246364e-07
0.195 0.0125 4.96299060141302e-07
0.1975 0.0125 5.07160147132943e-07
0.2 0.0125 5.18397743790891e-07
0.2025 0.0125 5.30026234187312e-07
0.205 0.0125 5.42060639898623e-07
0.2075 0.0125 5.54516651641261e-07
0.21 0.0125 5.67410662637759e-07
0.2125 0.0125 5.80759803817354e-07
0.215 0.0125 5.94581980960206e-07
0.2175 0.0125 6.08895913902586e-07
0.22 0.0125 6.23721177928532e-07
0.2225 0.0125 6.39078247478953e-07
0.225 0.0125 6.54988542321759e-07
0.2275 0.0125 6.71474476332415e-07
0.23 0.0125 6.88559509046874e-07
0.2325 0.0125 7.06268200157214e-07
0.235 0.0125 7.24626267134711e-07
0.2375 0.0125 7.43660646173879e-07
0.24 0.0125 7.63399556667532e-07
0.2425 0.0125 7.83872569434378e-07
0.245 0.0125 8.05110678937663e-07
0.2475 0.0125 8.27146379748738e-07
0.25 0.0125 8.50013747526184e-07
0.2525 0.0125 8.73748524802752e-07
0.255 0.0125 8.98388211887735e-07
0.2575 0.0125 9.23972163218954e-07
0.26 0.0125 9.50541689518023e-07
0.2625 0.0125 9.7814016612997e-07
0.265 0.0125 1.00681314795304e-06
0.2675 0.0125 1.03660849139487e-06
0.27 0.0125 1.06757648382217e-06
0.2725 0.0125 1.09976998100284e-06
0.275 0.0125 1.1332445530776e-06
0.2775 0.0125 1.16805863963472e-06
0.28 0.0125 1.20427371450504e-06
0.2825 0.0125 1.24195446093781e-06
0.285 0.0125 1.28116895786711e-06
0.2875 0.0125 1.32198887803001e-06
0.29 0.0125 1.36448969875454e-06
0.2925 0.0125 1.40875092629621e-06
0.295 0.0125 1.45485633466585e-06
0.2975 0.0125 1.50289421996389e-06
0.3 0.0125 1.55295767131121e-06
0.3025 0.0125 1.60514485954985e-06
0.305 0.0125 1.65955934497373e-06
0.3075 0.0125 1.71631040544933e-06
0.31 0.0125 1.77551338638531e-06
0.3125 0.0125 1.83729007412669e-06
0.315 0.0125 1.90176909446643e-06
0.3175 0.0125 1.96908633810317e-06
0.32 0.0125 2.03938541501064e-06
0.3225 0.0125 2.11281813984164e-06
0.325 0.0125 2.1895450506563e-06
0.3275 0.0125 2.26973596344024e-06
0.33 0.0125 2.35357056507811e-06
0.3325 0.0125 2.44123904765706e-06
0.335 0.0125 2.53294278720551e-06
0.3375 0.0125 2.62889507021654e-06
0.34 0.0125 2.72932187158297e-06
0.3425 0.0125 2.83446268785321e-06
0.345 0.0125 2.94457143004334e-06
0.3475 0.0125 3.05991738057652e-06
0.35 0.0125 3.18078621930115e-06
0.3525 0.0125 3.30748112393773e-06
0.355 0.0125 3.44032395074804e-06
0.3575 0.0125 3.5796565017003e-06
0.36 0.0125 3.72584188490992e-06
0.3625 0.0125 3.87926597571581e-06
0.365 0.0125 4.04033898635021e-06
0.3675 0.0125 4.20949715283255e-06
0.37 0.0125 4.38720454842881e-06
0.3725 0.0125 4.57395503381809e-06
0.375 0.0125 4.77027435494571e-06
0.3775 0.0125 4.97672240047207e-06
0.38 0.0125 5.19389563173383e-06
0.3825 0.0125 5.42242969922576e-06
0.385 0.0125 5.6630022607962e-06
0.3875 0.0125 5.91633601803447e-06
0.39 0.0125 6.18320198873912e-06
0.3925 0.0125 6.46442303485754e-06
0.395 0.0125 6.76087766695338e-06
0.3975 0.0125 7.07350414803369e-06
0.4 0.0125 7.4033049215104e-06
0.4025 0.0125 7.75135139017458e-06
0.405 0.0125 8.11878907533763e-06
0.4075 0.0125 8.50684318776059e-06
0.41 0.0125 8.91682464463987e-06
0.4125 0.0125 9.35013656984484e-06
0.415 0.0125 9.80828131763901e-06
0.4175 0.0125 1.02928680635526e-05
0.42 0.0125 1.08056210096173e-05
0.4225 0.0125 1.13483882551016e-05
0.425 0.0125 1.19231513880065e-05
0.4275 0.0125 1.25320358570948e-05
0.43 0.0125 1.31773221889651e-05
0.4325 0.0125 1.38614581197327e-05
0.435 0.0125 1.45870717163334e-05
0.4375 0.0125 1.53569855681415e-05
0.44 0.0125 1.61742321356034e-05
0.4425 0.0125 1.70420703488784e-05
0.445 0.0125 1.79640035561137e-05
0.4475 0.0125 1.89437989276922e-05
0.45 0.0125 1.99855084297985e-05
0.4525 0.0125 2.10934914876969e-05
0.455 0.0125 2.22724394661891e-05
0.4575 0.0125 2.3527402101615e-05
0.46 0.0125 2.48638160263851e-05
0.4625 0.0125 2.62875355332189e-05
0.465 0.0125 2.78048657315111e-05
0.4675 0.0125 2.94225982526451e-05
0.47 0.0125 3.11480496637669e-05
0.4725 0.0125 3.29891027503678e-05
0.475 0.0125 3.49542508263302e-05
0.4775 0.0125 3.70526452249669e-05
0.48 0.0125 3.92941461155552e-05
0.4825 0.0125 4.16893767753814e-05
0.485 0.0125 4.424978142686e-05
0.4875 0.0125 4.69876867204227e-05
0.49 0.0125 4.99163669064029e-05
0.4925 0.0125 5.30501126891842e-05
0.495 0.0125 5.64043036939671e-05
0.4975 0.0125 5.99954843971261e-05
0.5 0.0125 6.38414432722252e-05
0.0025 0.015 2.31894534715682e-07
0.005 0.015 2.33510292746743e-07
0.0075 0.015 2.35199703228999e-07
0.01 0.015 2.36965029771228e-07
0.0125 0.015 2.38808620984562e-07
0.015 0.015 2.40732914087195e-07
0.0175 0.015 2.42740438677338e-07
0.02 0.015 2.44833820682904e-07
0.0225 0.015 2.47015786497015e-07
0.025 0.015 2.49289167308797e-07
0.0275 0.015 2.5165690363955e-07
0.03 0.015 2.54122050094823e-07
0.0325 0.015 2.56687780343676e-07
0.035 0.015 2.59357392336844e-07
0.0375 0.015 2.6213431377645e-07
0.04 0.015 2.65022107850167e-07
0.0425 0.015 2.68024479244123e-07
0.045 0.015 2.71145280448972e-07
0.0475 0.015 2.74388518374832e-07
0.05 0.015 2.77758361291539e-07
0.0525 0.015 2.81259146111598e-07
0.055 0.015 2.84895386034256e-07
0.0575 0.015 2.88671778570103e-07
0.06 0.015 2.92593213966942e-07
0.0625 0.015 2.96664784058583e-07
0.065 0.015 3.00891791559759e-07
0.0675 0.015 3.05279759831568e-07
0.07 0.015 3.09834443143329e-07
0.0725 0.015 3.1456183745833e-07
0.075 0.015 3.19468191772443e-07
0.0775 0.015 3.2456002003652e-07
0.08 0.015 3.2984411369508e-07
0.0825 0.015 3.353275548761e-07
0.085 0.015 3.41017730268425e-07
0.0875 0.015 3.46922345725907e-07
0.09 0.015 3.53049441639496e-07
0.0925 0.015 3.59407409121155e-07
0.095 0.015 3.6600500704636e-07
0.0975 0.015 3.72851380004096e-07
0.1 0.015 3.7995607720763e-07
0.1025 0.015 3.87329072421032e-07
0.105 0.015 3.94980784961292e-07
0.1075 0.015 4.02922101838767e-07
0.11 0.015 4.11164401102843e-07
0.1125 0.015 4.19719576464309e-07
0.115 0.015 4.28600063269687e-07
0.1175 0.015 4.37818865908658e-07
0.12 0.015 4.47389586739793e-07
0.1225 0.015 4.57326456626085e-07
0.125 0.015 4.67644367177423e-07
0.1275 0.015 4.78358904803423e-07
0.13 0.015 4.89486386686696e-07
0.1325 0.015 5.01043898794087e-07
0.135 0.015 5.13049336051081e-07
0.1375 0.015 5.25521444812553e-07
0.14 0.015 5.38479867772199e-07
0.1425 0.015 5.51945191462428e-07
0.145 0.015 5.65938996506386e-07
0.1475 0.015 5.80483910795068e-07
0.15 0.015 5.95603665773432e-07
0.1525 0.015 6.11323156033082e-07
0.155 0.015 6.27668502420943e-07
0.1575 0.015 6.44667118889164e-07
0.16 0.015 6.62347783325842e-07
0.1625 0.015 6.80740712623482e-07
0.165 0.015 6.99877642258846e-07
0.1675 0.015 7.1979191067851e-07
0.17 0.015 7.4051854880283e-07
0.1725 0.015 7.62094374985268e-07
0.175 0.015 7.84558095785325e-07
0.1775 0.015 8.0795041294113e-07
0.18 0.015 8.32314136953121e-07
0.1825 0.015 8.57694307720461e-07
0.185 0.015 8.84138322703757e-07
0.1875 0.015 9.11696073121005e-07
0.19 0.015 9.4042008872102e-07
0.1925 0.015 9.7036569171707e-07
0.195 0.015 1.0015911605074e-06
0.1975 0.015 1.03415790385351e-06
0.2 0.015 1.06813064623807e-06
0.2025 0.015 1.10357762517598e-06
0.205 0.015 1.14057080131064e-06
0.2075 0.015 1.17918608218926e-06
0.21 0.015 1.21950356067723e-06
0.2125 0.015 1.26160776904433e-06
0.215 0.015 1.30558794983338e-06
0.2175 0.015 1.35153834470576e-06
0.22 0.015 1.39955850254983e-06
0.2225 0.015 1.44975360823486e-06
0.225 0.015 1.50223483350236e-06
0.2275 0.015 1.55711971159716e-06
0.23 0.015 1.61453253737024e-06
0.2325 0.015 1.67460479471301e-06
0.235 0.015 1.73747561333621e-06
0.2375 0.015 1.80329225705589e-06
0.24 0.015 1.87221064592588e-06
0.2425 0.015 1.9443959147378e-06
0.245 0.015 2.02002301060965e-06
0.2475 0.015 2.09927733260232e-06
0.25 0.015 2.18235541653798e-06
0.2525 0.015 2.26946566844994e-06
0.255 0.015 2.36082915036755e-06
0.2575 0.015 2.45668042244396e-06
0.26 0.015 2.55726844575826e-06
0.2625 0.015 2.66285755047513e-06
0.265 0.015 2.77372847443454e-06
0.2675 0.015 2.89017947765327e-06
0.27 0.015 3.01252753868223e-06
0.2725 0.015 3.14110963924914e-06
0.275 0.015 3.27628414415106e-06
0.2775 0.015 3.41843228394837e-06
0.28 0.015 3.56795974863881e-06
0.2825 0.015 3.72529840118169e-06
0.285 0.015 3.89090812048336e-06
0.2875 0.015 4.06527878428079e-06
0.29 0.015 4.2489324032321e-06
0.2925 0.015 4.44242541849434e-06
0.295 0.015 4.6463511761161e-06
0.2975 0.015 4.86134259270793e-06
0.3 0.015 5.088075028103e-06
0.3025 0.015 5.32726938206453e-06
0.305 0.015 5.57969543357375e-06
0.3075 0.015 5.84617544282792e-06
0.31 0.015 6.12758803782214e-06
0.3125 0.015 6.42487240929055e-06
0.315 0.015 6.73903283983658e-06
0.3175 0.015 7.07114359533679e-06
0.32 0.015 7.42235420913629e-06
0.3225 0.015 7.79389519222417e-06
0.325 0.015 8.18708420545346e-06
0.3275 0.015 8.60333273300722e-06
0.33 0.015 9.04415329974172e-06
0.3325 0.015 9.511167278716e-06
0.335 0.015 1.00061133392576e-05
0.3375 0.015 1.05308565902484e-05
0.34 0.015 1.10873984780579e-05
0.3425 0.015 1.16778875036502e-05
0.345 0.015 1.23046308289105e-05
0.3475 0.015 1.2970106848223e-05
0.35 0.015 1.36769788077506e-05
0.3525 0.015 1.44281095618085e-05
0.355 0.015 1.52265775631668e-05
0.3575 0.015 1.60756941921183e-05
0.36 0.015 1.69790225376723e-05
0.3625 0.015 1.79403977533652e-05
0.365 0.015 1.89639491198975e-05
0.3675 0.015 2.00541239570239e-05
0.37 0.015 2.12157135380143e-05
0.3725 0.015 2.24538811713103e-05
0.375 0.015 2.37741926258791e-05
0.3775 0.015 2.51826490890105e-05
0.38 0.015 2.6685722857801e-05
0.3825 0.015 2.82903959783613e-05
0.385 0.015 3.00042020593715e-05
0.3875 0.015 3.18352714990676e-05
0.39 0.015 3.37923803765076e-05
0.3925 0.015 3.58850032687562e-05
0.395 0.015 3.8123370265021e-05
0.3975 0.015 4.05185284558194e-05
0.4 0.015 4.30824081796583e-05
0.4025 0.015 4.5827894310044e-05
0.405 0.015 4.87689028611927e-05
0.4075 0.015 5.19204631798035e-05
0.41 0.015 5.52988059711882e-05
0.4125 0.015 5.89214573791934e-05
0.415 0.015 6.28073392975528e-05
0.4175 0.015 6.69768760338624e-05
0.42 0.015 7.14521073717745e-05
0.4225 0.015 7.62568079795427e-05
0.425 0.015 8.14166129884313e-05
0.4275 0.015 8.69591494080803e-05
0.43 0.015 9.29141728521183e-05
0.4325 0.015 9.93137088086232e-05
0.435 0.015 0.000106192197401256
0.4375 0.015 0.000113586640237926
0.44 0.015 0.000121536747528634
0.4425 0.015 0.000130085083162314
0.445 0.015 0.000139277204857031
0.4475 0.015 0.000149161795830298
0.45 0.015 0.000159790783668977
0.4525 0.015 0.000171219441208647
0.455 0.015 0.000183506463256541
0.4575 0.015 0.000196714011916458
0.46 0.015 0.000210907722105813
0.4625 0.015 0.000226156657615183
0.465 0.015 0.000242533206780414
0.4675 0.015 0.000260112905559679
0.47 0.015 0.000278974174599356
0.4725 0.015 0.00029919795581478
0.475 0.015 0.000320867233216136
0.4775 0.015 0.000344066422309208
0.48 0.015 0.00036888061255887
0.4825 0.015 0.000395394648307471
0.485 0.015 0.000423692035399047
0.4875 0.015 0.000453853663795308
0.49 0.015 0.000485956340896555
0.4925 0.015 0.000520071136291317
0.495 0.015 0.00055626154639232
0.4975 0.015 0.00059458149692688
0.5 0.015 0.000635073212446529
0.0025 0.0175 2.60968831037902e-07
0.005 0.0175 2.63829542123161e-07
0.0075 0.0175 2.66819529545197e-07
0.01 0.0175 2.69943637117665e-07
0.0125 0.0175 2.73206922514891e-07
0.015 0.0175 2.76614667769838e-07
0.0175 0.0175 2.80172390334589e-07
0.02 0.0175 2.83885854736081e-07
0.0225 0.0175 2.87761084861698e-07
0.025 0.0175 2.91804376911492e-07
0.0275 0.0175 2.960223130562e-07
0.03 0.0175 3.00421775842564e-07
0.0325 0.0175 3.05009963390266e-07
0.035 0.0175 3.09794405427296e-07
0.0375 0.0175 3.14782980214086e-07
0.04 0.0175 3.1998393240918e-07
0.0425 0.0175 3.25405891933485e-07
0.045 0.0175 3.31057893893078e-07
0.0475 0.0175 3.3694939962494e-07
0.05 0.0175 3.43090318933826e-07
0.0525 0.0175 3.49491033593122e-07
0.055 0.0175 3.56162422187446e-07
0.0575 0.0175 3.63115886379359e-07
0.06 0.0175 3.70363378688572e-07
0.0625 0.0175 3.77917431877683e-07
0.065 0.0175 3.85791190044505e-07
0.0675 0.0175 3.9399844152809e-07
0.07 0.0175 4.02553653742637e-07
0.0725 0.0175 4.11472010061048e-07
0.075 0.0175 4.2076944887825e-07
0.0775 0.0175 4.30462704993259e-07
0.08 0.0175 4.40569353458442e-07
0.0825 0.0175 4.51107856054481e-07
0.085 0.0175 4.62097610560751e-07
0.0875 0.0175 4.73559003002127e-07
0.09 0.0175 4.85513463066231e-07
0.0925 0.0175 4.97983522898409e-07
0.095 0.0175 5.10992879496263e-07
0.0975 0.0175 5.24566460941051e-07
0.1 0.0175 5.38730496720623e-07
0.1025 0.0175 5.53512592415382e-07
0.105 0.0175 5.68941809039445e-07
0.1075 0.0175 5.85048747349341e-07
0.11 0.0175 6.01865637454833e-07
0.1125 0.0175 6.19426434091012e-07
0.115 0.0175 6.37766917936816e-07
0.1175 0.0175 6.56924803392696e-07
0.12 0.0175 6.76939853260491e-07
0.1225 0.0175 6.97854000801284e-07
0.125 0.0175 7.19711479681876e-07
0.1275 0.0175 7.42558962357983e-07
0.13 0.0175 7.66445707483214e-07
0.1325 0.0175 7.91423716977322e-07
0.135 0.0175 8.17547903433326e-07
0.1375 0.0175 8.44876268595657e-07
0.14 0.0175 8.73470093695883e-07
0.1425 0.0175 9.03394142492545e-07
0.145 0.0175 9.34716877925779e-07
0.1475 0.0175 9.6751069336815e-07
0.15 0.0175 1.00185215952631e-06
0.1525 0.0175 1.03782228813239e-06
0.155 0.0175 1.07550681364961e-06
0.1575 0.0175 1.1149964943135e-06
0.16 0.0175 1.15638743393275e-06
0.1625 0.0175 1.19978142598605e-06
0.165 0.0175 1.2452863216704e-06
0.1675 0.0175 1.2930164236915e-06
0.17 0.0175 1.34309290772372e-06
0.1725 0.0175 1.39564427362625e-06
0.175 0.0175 1.45080682866477e-06
0.1775 0.0175 1.50872520517346e-06
0.18 0.0175 1.56955291528466e-06
0.1825 0.0175 1.63345294556967e-06
0.185 0.0175 1.70059839466554e-06
0.1875 0.0175 1.77117315721339e-06
0.19 0.0175 1.84537265770779e-06
0.1925 0.0175 1.92340463815379e-06
0.195 0.0175 2.00549000375178e-06
0.1975 0.0175 2.09186373117939e-06
0.2 0.0175 2.18277584442481e-06
0.2025 0.0175 2.27849246353845e-06
0.205 0.0175 2.37929693212188e-06
0.2075 0.0175 2.48549102987035e-06
0.21 0.0175 2.59739627701198e-06
0.2125 0.0175 2.71535533807838e-06
0.215 0.0175 2.8397335330755e-06
0.2175 0.0175 2.97092046481025e-06
0.22 0.0175 3.10933177189382e-06
0.2225 0.0175 3.25541101775699e-06
0.225 0.0175 3.4096317269151e-06
0.2275 0.0175 3.57249958069498e-06
0.23 0.0175 3.74455478571559e-06
0.2325 0.0175 3.9263746295598e-06
0.235 0.0175 4.11857623936608e-06
0.2375 0.0175 4.32181956044932e-06
0.24 0.0175 4.53681057356733e-06
0.2425 0.0175 4.76430477112322e-06
0.245 0.0175 5.00511091438158e-06
0.2475 0.0175 5.26009509576062e-06
0.25 0.0175 5.53018513241686e-06
0.2525 0.0175 5.81637531968976e-06
0.255 0.0175 6.11973157554489e-06
0.2575 0.0175 6.44139700996671e-06
0.26 0.0175 6.7825979563178e-06
0.2625 0.0175 7.1446505050281e-06
0.265 0.0175 7.52896758364394e-06
0.2675 0.0175 7.93706663125202e-06
0.27 0.0175 8.37057791966558e-06
0.2725 0.0175 8.83125357851465e-06
0.275 0.0175 9.32097738656719e-06
0.2775 0.0175 9.84177539729184e-06
0.28 0.0175 1.03958274728359e-05
0.2825 0.0175 1.09854798073099e-05
0.285 0.0175 1.16132585276322e-05
0.2875 0.0175 1.22818844681165e-05
0.29 0.0175 1.29942892236869e-05
0.2925 0.0175 1.37536325960152e-05
0.295 0.0175 1.45633215570805e-05
0.2975 0.0175 1.54270308657296e-05
0.3 0.0175 1.63487254848102e-05
0.3025 0.0175 1.73326849593694e-05
0.305 0.0175 1.83835299303717e-05
0.3075 0.0175 1.95062509734184e-05
0.31 0.0175 2.07062399680074e-05
0.3125 0.0175 2.19893242201612e-05
0.315 0.0175 2.33618035795719e-05
0.3175 0.0175 2.48304908118925e-05
0.32 0.0175 2.64027555074655e-05
0.3225 0.0175 2.80865718293386e-05
0.325 0.0175 2.98905704260199e-05
0.3275 0.0175 3.18240948577583e-05
0.33 0.0175 3.38972629090103e-05
0.3325 0.0175 3.61210331838888e-05
0.335 0.0175 3.85072774053714e-05
0.3375 0.0175 4.1068858862254e-05
0.34 0.0175 4.38197174696788e-05
0.3425 0.0175 4.67749619287296e-05
0.345 0.0175 4.99509694866101e-05
0.3475 0.0175 5.33654938103738e-05
0.35 0.0175 5.7037781492093e-05
0.3525 0.0175 6.09886976994451e-05
0.355 0.0175 6.52408614709492e-05
0.3575 0.0175 6.98187911255349e-05
