"G" "X" "Y" "A" "D" "O"
311 0.385785000813937 8.11325067507653e-17 0.614214999186063 0.609039762441051 0.330734441426087
312 0.385775402027191 6.74626333422669e-17 0.614224597972809 0.609037981320581 0.330765524815694
313 0.385766024042839 5.60951559907385e-17 0.614233975957161 0.60903624068827 0.330795893979746
314 0.385756861750662 4.66424389622083e-17 0.614243138249338 0.609034539629046 0.330825565412431
315 0.385747910160109 3.87820808220838e-17 0.614252089839891 0.609032877248266 0.330854555223302
316 0.385739164397428 3.22459417112456e-17 0.614260835602572 0.609031252671275 0.330882879146415
317 0.385730619702877 2.68110152735762e-17 0.614269380297123 0.609029665042964 0.33091055254924
318 0.385722271427998 2.22918353162554e-17 0.614277728572002 0.609028113527349 0.33093759044135
319 0.385714115032961 1.85341593177072e-17 0.614285884967039 0.609026597307155 0.330964007482908
320 0.385706146083974 1.54097142021875e-17 0.614293853916025 0.609025115583404 0.330989817992931
321 0.385698360250757 1.28118258379244e-17 0.614301639749243 0.609023667575016 0.331015035957367
322 0.385690753304076 1.06517837056457e-17 0.614309246695924 0.60902225251842 0.331039675036963
323 0.385683321113342 8.85581714043819e-18 0.614316678886658 0.609020869667164 0.331063748574951
324 0.385676059644267 7.36258031641565e-18 0.614323940355733 0.609019518291548 0.331087269604544
325 0.385668964956575 6.12106042342756e-18 0.614331035043425 0.609018197678247 0.331110250856244
326 0.385662033201774 5.08883786301361e-18 0.614337966798226 0.609016907129958 0.331132704764983
327 0.385655260620981 4.23063925393026e-18 0.614344739379019 0.609015645965044 0.331154643477083
328 0.385648643542798 3.51713399114336e-18 0.614351356457203 0.609014413517188 0.33117607885705
329 0.38564217838124 2.92393338351448e-18 0.614357821618761 0.609013209135057 0.331197022494208
330 0.385635861633718 2.43075828525817e-18 0.614364138366282 0.609012032181969 0.331217485709164
331 0.385629689879068 2.02074686826052e-18 0.614370310120932 0.609010882035574 0.331237479560126
332 0.385623659775625 1.679878950972e-18 0.614376340224374 0.609009758087529 0.331257014849063
333 0.385617768059352 1.39649726663543e-18 0.614382231940648 0.609008659743196 0.33127610212772
334 0.385612011542004 1.16090935373652e-18 0.614387988457996 0.609007586421333 0.331294751703486
335 0.385606387109346 9.65056496822812e-19 0.614393612890654 0.609006537553799 0.331312973645124
336 0.385600891719407 8.02238429461847e-19 0.614399108280593 0.609005512585262 0.331330777788361
337 0.385595522400783 6.66884410684773e-19 0.614404477599217 0.609004510972917 0.331348173741345
338 0.385590276250973 5.54362866336326e-19 0.614409723749027 0.609003532186205 0.33136517088997
339 0.385585150434763 4.60823101036174e-19 0.614414849565237 0.609002575706541 0.33138177840308
340 0.385580142182643 3.83063679634805e-19 0.614419857817357 0.609001641027048 0.331398005237537
341 0.385575248789268 3.18422986297242e-19 0.614424751210732 0.609000727652296 0.33141386014318
342 0.385570467611946 2.64688225599808e-19 0.614429532388054 0.608999835098048 0.331429351667658
343 0.385565796069176 2.20019759010714e-19 0.614434203930824 0.608998962891009 0.331444488161152
344 0.385561231639211 1.82888193250899e-19 0.61443876836079 0.60899811056858 0.331459277780981
345 0.385556771858655 1.52022072105265e-19 0.614443228141345 0.608997277678622 0.331473728496102
346 0.385552414321104 1.26364385089966e-19 0.614447585678896 0.608996463779224 0.331487848091503
347 0.385548156675807 1.05036407301682e-19 0.614451843324193 0.608995668438468 0.331501644172486
348 0.385543996626366 8.73076350302991e-20 0.614456003373634 0.608994891234212 0.331515124168856
349 0.385539931929466 7.25707898336625e-20 0.614460068070534 0.608994131753865 0.331528295339007
350 0.385535960393635 6.03210368442465e-20 0.614464039606365 0.60899338959418 0.33154116477391
351 0.385532079878032 5.0138707001873e-20 0.614467920121968 0.608992664361038 0.331553739401012
352 0.385528288291268 4.1674932590623e-20 0.614471711708731 0.608991955669249 0.331566025988032
353 0.38552458359025 3.46397049828038e-20 0.61447541640975 0.608991263142346 0.331578031146682
354 0.385520963779054 2.87919462525492e-20 0.614479036220946 0.608990586412395 0.331589761336288
355 0.385517426907829 2.39312551393198e-20 0.614482573092171 0.6089899251198 0.33160122286733
356 0.38551397107172 1.98910450651014e-20 0.61448602892828 0.608989278913114 0.331612421904902
357 0.385510594409822 1.65328394910958e-20 0.614489405590178 0.608988647448863 0.331623364472081
358 0.385507295104157 1.37415294640823e-20 0.614492704895843 0.608988030391358 0.331634056453229
359 0.385504071378675 1.14214310999026e-20 0.614495928621325 0.608987427412525 0.331644503597206
360 0.385500921498278 9.49300810480111e-21 0.614499078501722 0.608986838191734 0.331654711520515
361 0.385497843767868 7.89014717862953e-21 0.614502156232132 0.608986262415629 0.33166468571037
362 0.385494836531417 6.55789305389045e-21 0.614505163468583 0.608985699777965 0.331674431527692
363 0.385491898171062 5.45056564714951e-21 0.614508101828938 0.608985149979449 0.331683954210033
364 0.385489027106214 4.53019487157337e-21 0.614510972893786 0.608984612727581 0.331693258874439
365 0.385486221792696 3.76521952788734e-21 0.614513778207304 0.608984087736506 0.331702350520233
366 0.385483480721898 3.12940572727192e-21 0.614516519278101 0.608983574726855 0.331711234031745
367 0.38548080241995 2.60094781245153e-21 0.61451919758005 0.608983073425608 0.331719914180973
368 0.385478185446917 2.16172098925674e-21 0.614521814553082 0.608982583565947 0.33172839563018
369 0.385475628396013 1.79666007378154e-21 0.614524371603987 0.608982104887114 0.33173668293443
370 0.385473129892829 1.4932430774474e-21 0.61452687010717 0.608981637134278 0.331744780544074
371 0.385470688594591 1.24106194144565e-21 0.614529311405409 0.608981180058398 0.331752692807161
372 0.385468303189418 1.03146571589864e-21 0.614531696810582 0.608980733416093 0.33176042397181
373 0.385465972395612 8.57263959712113e-22 0.614534027604389 0.608980296969517 0.331767978188515
374 0.385463694960956 7.1248019933728e-22 0.614536305039044 0.608979870486229 0.331775359512403
375 0.385461469662038 5.92146999070202e-22 0.614538530337962 0.608979453739074 0.331782571905431
376 0.385459295303576 4.92135620743474e-22 0.614540704696424 0.608979046506064 0.331789619238543
377 0.385457170717772 4.09014435478562e-22 0.614542829282228 0.608978648570257 0.331796505293769
378 0.385455094763678 3.39931235111394e-22 0.614544905236322 0.608978259719648 0.331803233766275
379 0.385453066326571 2.82515409688097e-22 0.614546933673429 0.608977879747056 0.331809808266369
380 0.38545108431735 2.34796638077357e-22 0.61454891568265 0.608977508450009 0.331816232321459
381 0.385449147671943 1.95137304560263e-22 0.614550852328057 0.608977145630646 0.331822509377964
382 0.385447255350729 1.62176324607952e-22 0.614552744649271 0.608976791095608 0.331828642803182
383 0.385445406337972 1.34782454045887e-22 0.614554593662027 0.608976444655935 0.331834635887113
384 0.385443599641272 1.12015480818795e-22 0.614556400358728 0.60897610612697 0.331840491844242
385 0.385441834291024 9.30939687421126e-23 0.614558165708976 0.608975775328257 0.33184621381528
386 0.385440109339893 7.73684472069339e-23 0.614559890660107 0.608975452083452 0.33185180486886
387 0.3854384238623 6.4299127487686e-23 0.6145615761377 0.608975136220222 0.331857268003204
388 0.385436776953919 5.34373814796491e-23 0.614563223046082 0.608974827570159 0.331862606147737
389 0.385435167731188 4.44103476826793e-23 0.614564832268812 0.608974525968692 0.331867822164678
390 0.385433595330833 3.69081364670768e-23 0.614566404669167 0.608974231254996 0.331872918850584
391 0.385432058909393 3.06731957809646e-23 0.614567941090607 0.608973943271909 0.331877898937862
392 0.385430557642769 2.54914725395267e-23 0.614569442357231 0.608973661865849 0.331882765096247
393 0.385429090725776 2.11850665134903e-23 0.614570909274223 0.608973386886734 0.331887519934242
394 0.38542765737171 1.76061247175151e-23 0.61457234262829 0.608973118187898 0.331892166000528
395 0.385426256811916 1.46317668428061e-23 0.614573743188084 0.60897285562602 0.331896705785343
396 0.385424888295377 1.21598676404268e-23 0.614575111704623 0.608972599061043 0.331901141721821
397 0.385423551088308 1.01055515545438e-23 0.614576448911691 0.608972348356099 0.331905476187311
398 0.385422244473757 8.39827933572597e-24 0.614577755526243 0.608972103377444 0.331909711504655
399 0.385420967751218 6.97942667095505e-24 0.614579032248782 0.608971863994378 0.331913849943445
400 0.385419720236253 5.80027174535733e-24 0.614580279763747 0.608971630079183 0.331917893721246
401 0.385418501260122 4.82032267951034e-24 0.614581498739879 0.608971401507047 0.331921845004791
402 0.385417310169422 4.00592744652424e-24 0.614582689830578 0.608971178156009 0.331925705911151
403 0.385416146325734 3.32911856477291e-24 0.614583853674266 0.608970959906884 0.331929478508875
404 0.385415009105278 2.76665291749237e-24 0.614584990894721 0.608970746643207 0.331933164819106
405 0.385413897898577 2.29921374571892e-24 0.614586102101423 0.608970538251167 0.33193676681667
406 0.385412812110126 1.91074742582035e-24 0.614587187889874 0.608970334619546 0.331940286431139
407 0.385411751158074 1.58791226803756e-24 0.614588248841926 0.608970135639665 0.331943725547872
408 0.385410714473906 1.31962041663685e-24 0.614589285526094 0.608969941205323 0.331947086009029
409 0.385409701502142 1.09665712733433e-24 0.614590298497857 0.608969751212738 0.331950369614566
410 0.385408711700033 9.11364353191116e-25 0.614591288299967 0.608969565560497 0.3319535781232
411 0.385407744537266 7.57377777286075e-25 0.614592255462734 0.6089693841495 0.331956713253359
412 0.385406799495688 6.29408264870001e-25 0.614593200504312 0.608969206882907 0.331959776684105
413 0.385405876069014 5.23060232322652e-25 0.614594123930986 0.608969033666086 0.331962770056041
414 0.385404973762566 4.34680697381512e-25 0.614595026237434 0.608968864406563 0.331965694972188
415 0.385404092092998 3.61233828264082e-25 0.614595907907002 0.608968699013976 0.331968552998855
416 0.38540323058804 3.00196684600019e-25 0.61459676941196 0.608968537400023 0.331971345666475
417 0.385402388786242 2.49472570559874e-25 0.614597611213758 0.608968379478415 0.331974074470431
418 0.385401566236725 2.07319025176604e-25 0.614598433763275 0.608968225164834 0.331976740871861
419 0.38540076249894 1.7228797735243e-25 0.61459923750106 0.608968074376884 0.331979346298442
420 0.385399977142432 1.43176010671493e-25 0.614600022857568 0.60896792703405 0.33198189214516
421 0.385399209746603 1.18983030230747e-25 0.614600790253397 0.608967783057655 0.331984379775056
422 0.38539845990049 9.8877912169901e-26 0.61460154009951 0.608967642370813 0.331986810519963
423 0.385397727202545 8.21699563267268e-26 0.614602272797455 0.608967504898398 0.331989185681219
424 0.385397011260414 6.82851616954635e-26 0.614602988739586 0.608967370566995 0.331991506530368
425 0.385396311690731 5.67465099624354e-26 0.614603688309269 0.608967239304865 0.331993774309842
426 0.385395628118907 4.71575800186086e-26 0.614604371881093 0.608967111041907 0.331995990233629
427 0.385394960178935 3.91889307277677e-26 0.614605039821065 0.608966985709619 0.331998155487926
428 0.385394307513185 3.25667842877069e-26 0.614605692486814 0.608966863241063 0.332000271231775
429 0.38539366977222 2.70636215235263e-26 0.61460633022778 0.608966743570828 0.332002338597686
430 0.385393046614602 2.24903661089381e-26 0.614606953385398 0.608966626634997 0.332004358692246
431 0.385392437706711 1.86898892774637e-26 0.61460756229329 0.608966512371112 0.33200633259671
432 0.385391842722565 1.55316119339133e-26 0.614608157277435 0.608966400718139 0.332008261367588
433 0.385391261343648 1.29070187645262e-26 0.614608738656352 0.608966291616439 0.332010146037205
434 0.385390693258732 1.07259302655954e-26 0.614609306741268 0.608966185007734 0.33201198761426
435 0.385390138163718 8.91340464072729e-27 0.614609861836283 0.608966080835076 0.332013787084366
436 0.385389595761465 7.40716314986828e-27 0.614610404238535 0.608965979042817 0.332015545410579
437 0.385389065761636 6.15545047167491e-27 0.614610934238364 0.60896587957658 0.332017263533915
438 0.38538854788054 5.11525658205421e-27 0.61461145211946 0.608965782383229 0.332018942373854
439 0.385388041840978 4.25083906881597e-27 0.614611958159022 0.608965687410842 0.332020582828835
440 0.385387547372099 3.53249512175863e-27 0.6146124526279 0.608965594608681 0.332022185776737
441 0.385387064209249 2.93554101352535e-27 0.614612935790751 0.608965503927167 0.332023752075352
442 0.385386592093831 2.43946401372848e-27 0.614613407906169 0.608965415317855 0.332025282562842
443 0.385386130773167 2.027217601909e-27 0.614613869226832 0.608965328733402 0.33202677805819
444 0.385385680000364 1.68463576728848e-27 0.614614319999636 0.60896524412755 0.332028239361641
445 0.385385239534176 1.39994627403601e-27 0.614614760465823 0.608965161455095 0.332029667255128
446 0.385384809138881 1.16336617040726e-27 0.614615190861119 0.608965080671866 0.332031062502695
447 0.385384388584148 9.66765645376764e-28 0.614615611415852 0.608965001734702 0.332032425850903
448 0.38538397764492 8.03388684314719e-28 0.61461602235508 0.608964924601424 0.332033758029233
449 0.385383576101288 6.67620926498474e-28 0.614616423898712 0.60896484923082 0.332035059750478
450 0.385383183738376 5.54796748816256e-28 0.614616816261623 0.608964775582618 0.33203633171112
451 0.385382800346226 4.61038947614141e-28 0.614617199653774 0.608964703617463 0.332037574591711
452 0.385382425719681 3.83125510544214e-28 0.614617574280319 0.608964633296904 0.332038789057231
453 0.385382059658281 3.1837890096052e-28 0.614617940341719 0.608964564583363 0.332039975757448
454 0.385381701966151 2.64574050848523e-28 0.614618298033849 0.608964497440124 0.332041135327266
455 0.385381352451899 2.1986190103139e-28 0.614618647548101 0.608964431831307 0.332042268387064
456 0.38538101092851 1.82705861551852e-28 0.61461898907149 0.608964367721853 0.332043375543032
457 0.38538067721325 1.51829009030746e-28 0.61461932278675 0.608964305077504 0.332044457387491
458 0.385380351127563 1.26170206701597e-28 0.614619648872437 0.608964243864782 0.332045514499212
459 0.385380032496981 1.04847639387459e-28 0.614619967503019 0.608964184050977 0.33204654744373
460 0.385379721151026 8.71285104532146e-29 0.614620278848974 0.608964125604125 0.332047556773642
461 0.385379416923118 7.24038594858818e-29 0.614620583076882 0.60896406849299 0.332048543028904
462 0.385379119650492 6.01676354006677e-29 0.614620880349508 0.608964012687052 0.332049506737125
463 0.385378829174102 4.99993058860889e-29 0.614621170825898 0.608963958156487 0.332050448413843
464 0.385378545338543 4.15494056107402e-29 0.614621454661457 0.608963904872153 0.332051368562805
465 0.385378267991965 3.45275265917981e-29 0.614621732008035 0.608963852805574 0.332052267676237
466 0.38537799698599 2.86923380402833e-29 0.61462200301401 0.608963801928922 0.332053146235107
467 0.385377732175636 2.38432927335403e-29 0.614622267824364 0.608963752215007 0.332054004709381
468 0.385377473419234 1.98137349172264e-29 0.614622526580766 0.60896370363726 0.332054843558278
469 0.38537722057836 1.6465172898428e-29 0.61462277942164 0.608963656169719 0.332055663230513
470 0.385376973517753 1.36825195130044e-29 0.614623026482247 0.608963609787014 0.33205646416454
471 0.385376732105247 1.13701369089711e-29 0.614623267894753 0.608963564464355 0.332057246788784
472 0.385376496211698 9.44854972641562e-30 0.614623503788302 0.608963520177518 0.332058011521874
473 0.385376265710917 7.85171372272561e-30 0.614623734289083 0.608963476902835 0.332058758772862
474 0.385376040479601 6.5247459790018e-30 0.6146239595204 0.608963434617174 0.332059488941448
475 0.385375820397266 5.42203868524029e-30 0.614624179602734 0.608963393297936 0.33206020241819
476 0.385375605346185 4.50569168323599e-30 0.614624394653815 0.608963352923036 0.332060899584714
477 0.385375395211323 3.74420990009075e-30 0.614624604788677 0.608963313470894 0.33206158081392
478 0.385375189880276 3.11142090810381e-30 0.614624810119724 0.608963274920422 0.33206224647018
479 0.385374989243211 2.58557541146437e-30 0.614625010756789 0.608963237251016 0.332062896909533
480 0.385374793192806 2.14859974649397e-30 0.614625206807194 0.608963200442541 0.332063532479875
481 0.385374601624193 1.78547470621183e-30 0.614625398375807 0.608963164475323 0.33206415352115
482 0.385374414434905 1.48371934122897e-30 0.614625585565095 0.608963129330137 0.332064760365525
483 0.385374231524815 1.2329619965968e-30 0.614625768475185 0.608963094988197 0.332065353337574
484 0.385374052796088 1.02458384220902e-30 0.614625947203912 0.608963061431146 0.332065932754445
485 0.385373878153126 8.51422645706034e-31 0.614626121846874 0.608963028641049 0.332066498926038
486 0.385373707502516 7.07526607168942e-31 0.614626292497484 0.608962996600377 0.332067052155165
487 0.385373540752983 5.87949795361413e-31 0.614626459247017 0.608962965292003 0.332067592737714
488 0.385373377815338 4.88582155005861e-31 0.614626622184662 0.608962934699193 0.332068120962806
489 0.385373218602431 4.06008242696542e-31 0.614626781397569 0.608962904805593 0.332068637112954
490 0.385373063029107 3.37389836386662e-31 0.614626936970893 0.608962875595225 0.332069141464207
491 0.385372911012156 2.80368383869102e-31 0.614627088987844 0.608962847052473 0.332069634286306
492 0.385372762470272 2.3298393749708e-31 0.614627237529728 0.608962819162081 0.332070115842822
493 0.385372617324009 1.93607788993604e-31 0.614627382675991 0.60896279190914 0.3320705863913
494 0.385372475495735 1.60886489048729e-31 0.614627524504265 0.60896276527908 0.332071046183396
495 0.385372336909596 1.3369532768266e-31 0.614627663090404 0.608962739257668 0.332071495465012
496 0.38537220149147 1.11099676507673e-31 0.61462779850853 0.608962713830993 0.332071934476428
497 0.385372069168933 9.23228642270248e-32 0.614627930831067 0.608962688985463 0.33207236345243
498 0.385371939871213 7.67194812506297e-32 0.614628060128787 0.608962664707797 0.332072782622434
499 0.38537181352916 6.37531959022509e-32 0.61462818647084 0.608962640985016 0.332073192210615
500 0.385371690075203 5.29783197538847e-32 0.614628309924798 0.60896261780444 0.332073592436018
501 0.385371569443316 4.40244884791433e-32 0.614628430556684 0.608962595153675 0.332073983512681
502 0.385371451568984 3.65839316971506e-32 0.614628548431016 0.608962573020614 0.332074365649749
503 0.385371336389166 3.040089426192e-32 0.614628663610834 0.608962551393426 0.332074739051587
504 0.385371223842263 2.52628453975652e-32 0.614628776157737 0.608962530260547 0.332075103917883
505 0.385371113868084 2.09931735283914e-32 0.614628886131916 0.608962509610682 0.332075460443762
506 0.385371006407814 1.74451157168212e-32 0.614628993592186 0.608962489432791 0.33207580881989
507 0.385370901403984 1.44967130562372e-32 0.614629098596015 0.608962469716087 0.33207614923257
508 0.385370798800439 1.20466186285787e-32 0.614629201199561 0.608962450450031 0.332076481863848
509 0.385370698542304 1.00106139398682e-32 0.614629301457696 0.608962431624322 0.332076806891606
510 0.385370600575965 8.31871409788934e-33 0.614629399424035 0.608962413228896 0.332077124489661
511 0.385370504849029 6.91276223194042e-33 0.614629495150971 0.608962395253919 0.332077434827855
512 0.385370411310302 5.74443047041451e-33 0.614629588689698 0.608962377689782 0.332077738072149
513 0.385370319909761 4.77355876589013e-33 0.614629680090239 0.608962360527096 0.332078034384706
514 0.385370230598528 3.96677446971846e-33 0.614629769401472 0.608962343756684 0.332078323923985
515 0.385370143328839 3.29634520789097e-33 0.614629856671161 0.608962327369582 0.332078606844821
516 0.385370058054026 2.73922562892602e-33 0.614629941945974 0.608962311357029 0.332078883298508
517 0.385369974728485 2.27626525824022e-33 0.614630025271515 0.608962295710465 0.332079153432884
518 0.385369893307655 1.89155023100527e-33 0.614630106692345 0.608962280421524 0.332079417392405
519 0.385369813747996 1.57185627716267e-33 0.614630186252004 0.608962265482032 0.332079675318225
520 0.385369736006961 1.30619415623946e-33 0.614630263993039 0.608962250884004 0.332079927348272
521 0.385369660042976 1.08543191731257e-33 0.614630339957023 0.608962236619635 0.332080173617317
522 0.38536958581542 9.01981000126786e-34 0.61463041418458 0.608962222681299 0.332080414257056
523 0.385369513284596 7.49535387745601e-34 0.614630486715404 0.608962209061545 0.332080649396169
524 0.38536944241172 6.22854844628561e-34 0.61463055758828 0.60896219575309 0.332080879160397
525 0.38536937315889 5.17584789358931e-34 0.61463062684111 0.60896218274882 0.332081103672606
526 0.385369305489074 4.30106610477245e-34 0.614630694510926 0.608962170041783 0.332081323052852
527 0.385369239366084 3.57413280290373e-34 0.614630760633917 0.608962157625185 0.332081537418448
528 0.38536917475456 2.97005991089652e-34 0.61463082524544 0.608962145492388 0.332081746884024
529 0.385369111619952 2.46808260813894e-34 0.614630888380048 0.608962133636906 0.33208195156159
530 0.385369049928498 2.05094555670945e-34 0.614630950071502 0.6089621220524 0.332082151560595
531 0.385368989647209 1.70430976224562e-34 0.614631010352791 0.608962110732676 0.332082346987987
532 0.385368930743849 1.41625968113236e-34 0.614631069256151 0.608962099671684 0.332082537948267
533 0.38536887318692 1.17689363147044e-34 0.61463112681308 0.608962088863509 0.332082724543549
534 0.385368816945643 9.77983428715713e-35 0.614631183054357 0.608962078302373 0.332082906873611
535 0.385368761989945 8.12691546368867e-35 0.614631238010055 0.60896206798263 0.332083085035953
536 0.385368708290437 6.75336079432563e-35 0.614631291709563 0.608962057898762 0.332083259125843
537 0.385368655818404 5.61195431504434e-35 0.614631344181596 0.608962048045379 0.332083429236371
538 0.385368604545788 4.66346011820436e-35 0.614631395454212 0.608962038417212 0.332083595458503
539 0.385368554445171 3.87527363237298e-35 0.614631445554829 0.608962029009113 0.332083757881121
540 0.385368505489762 3.22030085047645e-35 0.614631494510238 0.608962019816054 0.332083916591076
541 0.385368457653383 2.67602698067257e-35 0.614631542346616 0.608962010833118 0.332084071673237
542 0.385368410910455 2.22374250553689e-35 0.614631589089545 0.608962002055504 0.332084223210528
543 0.385368365235982 1.84790004590177e-35 0.614631634764018 0.608961993478518 0.332084371283981
544 0.385368320605541 1.53557992197022e-35 0.61463167939446 0.608961985097575 0.332084515972775
545 0.385368276995265 1.27604604069457e-35 0.614631723004734 0.608961976908193 0.332084657354277
546 0.385368234381837 1.06037684329836e-35 0.614631765618163 0.608961968905995 0.332084795504087
547 0.385368192742469 8.81158626951334e-36 0.614631807257531 0.608961961086703 0.332084930496077
548 0.385368152054895 7.32230698672318e-36 0.614631847945105 0.608961953446135 0.332085062402431
549 0.385368112297358 6.08473601231596e-36 0.614631887702642 0.608961945980206 0.33208519129368
550 0.3853680734486 5.05633131396547e-36 0.6146319265514 0.608961938684926 0.332085317238745
551 0.385368035487846 4.20174101204982e-36 0.614631964512154 0.608961931556393 0.332085440304972
552 0.385367998394798 3.49158815351048e-36 0.614632001605202 0.608961924590797 0.332085560558165
553 0.385367962149622 2.90146087372762e-36 0.614632037850378 0.608961917784413 0.332085678062627
554 0.385367926732937 2.41107323342413e-36 0.614632073267063 0.608961911133602 0.332085792881188
555 0.385367892125805 2.00356788449668e-36 0.614632107874195 0.608961904634809 0.332085905075244
556 0.385367858309719 1.66493659399173e-36 0.614632141690281 0.608961898284558 0.332086014704787
557 0.385367825266599 1.38353870678181e-36 0.614632174733401 0.608961892079454 0.332086121828436
558 0.385367792978776 1.1497009941143e-36 0.614632207021224 0.608961886016181 0.332086226503473
559 0.385367761428984 9.55385132826382e-37 0.614632238571016 0.608961880091496 0.332086328785867
560 0.385367730600354 7.93911384811872e-37 0.614632269399646 0.608961874302232 0.332086428730311
561 0.3853677004764 6.59728978201277e-37 0.614632299523599 0.608961868645292 0.332086526390246
562 0.385367671041016 5.48225297083495e-37 0.614632328958984 0.608961863117654 0.332086621817892
563 0.385367642278461 4.55567320638635e-37 0.614632357721539 0.608961857716361 0.332086715064274
564 0.385367614173357 3.78569861124326e-37 0.614632385826643 0.608961852438526 0.332086806179253
565 0.385367586710673 3.1458607136886e-37 0.614632413289326 0.608961847281326 0.332086895211547
566 0.385367559875728 2.6141645793995e-37 0.614632440124273 0.608961842242005 0.332086982208765
567 0.38536753365417 2.17233272292107e-37 0.61463246634583 0.608961837317868 0.332087067217422
568 0.385367508031979 1.80517680815494e-37 0.614632491968021 0.608961832506282 0.332087150282974
569 0.385367482995455 1.50007553985884e-37 0.614632517004545 0.608961827804675 0.332087231449837
570 0.38536745853121 1.24654079848899e-37 0.61463254146879 0.608961823210533 0.33208731076141
571 0.385367434626164 1.03585710410201e-37 0.614632565373836 0.6089618187214 0.332087388260103
572 0.385367411267533 8.60782015737524e-38 0.614632588732467 0.608961814334876 0.332087463987354
573 0.385367388442828 7.1529716737733e-38 0.614632611557172 0.608961810048614 0.332087537983655
574 0.385367366139845 5.94401382225172e-38 0.614632633860155 0.608961805860325 0.332087610288571
575 0.385367344346658 4.93938753507709e-38 0.614632655653342 0.608961801767767 0.332087680940764
576 0.385367323051613 4.10455781984617e-38 0.614632676948387 0.608961797768754 0.332087749978012
577 0.385367302243325 3.41082659191666e-38 0.614632697756675 0.608961793861146 0.33208781743723
578 0.385367281910666 2.83434615460505e-38 0.614632718089333 0.608961790042856 0.332087883354488
579 0.385367262042766 2.35529941494766e-38 0.614632737957234 0.60896178631184 0.332087947765032
580 0.385367242629 1.95721865443526e-38 0.614632757370999 0.608961782666105 0.332088010703302
581 0.385367223658989 1.62641943702994e-38 0.614632776341011 0.608961779103702 0.332088072202952
582 0.385367205122588 1.35153019467722e-38 0.614632794877413 0.608961775622724 0.332088132296865
583 0.385367187009886 1.1231013194944e-38 0.614632812990114 0.608961772221312 0.332088191017173
584 0.385367169311198 9.3328032490347e-39 0.614632830688802 0.608961768897647 0.332088248395274
585 0.385367152017061 7.75541909137237e-39 0.614632847982939 0.608961765649951 0.332088304461848
586 0.385367135118228 6.44463641850562e-39 0.614632864881772 0.608961762476488 0.332088359246874
587 0.385367118605662 5.35539562892426e-39 0.614632881394338 0.608961759375562 0.332088412779644
588 0.385367102470535 4.45025285550572e-39 0.614632897529465 0.608961756345514 0.332088465088785
589 0.385367086704219 3.69809279568423e-39 0.614632913295781 0.608961753384724 0.332088516202263
590 0.385367071298284 3.0730590918234e-39 0.614632928701716 0.608961750491611 0.33208856614741
591 0.385367056244491 2.55366549272051e-39 0.614632943755508 0.608961747664625 0.332088614950931
592 0.385367041534793 2.12205724165801e-39 0.614632958465207 0.608961744902257 0.332088662638921
593 0.385367027161324 1.76339730057173e-39 0.614632972838676 0.608961742203028 0.332088709236879
594 0.385367013116398 1.46535631124518e-39 0.614632986883602 0.608961739565496 0.33208875476972
595 0.385366999392505 1.21768876048383e-39 0.614633000607494 0.608961736988252 0.332088799261791
596 0.385366985982308 1.0118807795564e-39 0.614633014017692 0.608961734469916 0.332088842736881
597 0.385366972878636 8.40857470678609e-40 0.614633027121364 0.608961732009142 0.332088885218237
598 0.385366960074482 6.98739699608349e-40 0.614633039925518 0.608961729604614 0.332088926728572
599 0.385366947563001 5.80641993862449e-40 0.614633052436999 0.608961727255047 0.332088967290082
600 0.385366935337502 4.82504599107539e-40 0.614633064662498 0.608961724959185 0.332089006924455
601 0.385366923391448 4.00953920496185e-40 0.614633076608552 0.6089617227158 0.332089045652883
602 0.385366911718452 3.33186551478165e-40 0.614633088281548 0.608961720523693 0.332089083496074
603 0.385366900312272 2.76872903458523e-40 0.614633099687728 0.608961718381691 0.332089120474263
604 0.38536688916681 2.3007712347193e-40 0.61463311083319 0.60896171628865 0.332089156607221
605 0.385366878276106 1.91190546959315e-40 0.614633121723894 0.608961714243449 0.332089191914269
606 0.385366867634338 1.58876398015217e-40 0.614633132365662 0.608961712244996 0.332089226414284
607 0.385366857235814 1.32023836117419e-40 0.614633142764186 0.608961710292223 0.332089260125715
608 0.385366847074975 1.0970976964521e-40 0.614633152925025 0.608961708384085 0.332089293066585
609 0.385366837146388 9.11671234840175e-41 0.614633162853613 0.608961706519561 0.332089325254509
610 0.385366827444744 7.57584698800541e-41 0.614633172555256 0.608961704697655 0.332089356706696
611 0.385366817964856 6.29541160760402e-41 0.614633182035144 0.608961702917394 0.332089387439964
612 0.385366808701654 5.23138954656476e-41 0.614633191298346 0.608961701177824 0.332089417470746
613 0.385366799650187 4.34720363167752e-41 0.614633200349813 0.608961699478016 0.332089446815099
614 0.385366790805614 3.61245879085567e-41 0.614633209194386 0.60896169781706 0.332089475488713
615 0.385366782163206 3.00189718409156e-41 0.614633217836793 0.60896169619407 0.332089503506919
616 0.385366773718343 2.49452993306645e-41 0.614633226281658 0.608961694608178 0.332089530884699
617 0.385366765466508 2.07291560159166e-41 0.614633234533493 0.608961693058534 0.332089557636692
618 0.385366757403289 1.72256062378497e-41 0.614633242596711 0.608961691544311 0.3320895837772
619 0.385366749524376 1.43142106897911e-41 0.614633250475624 0.608961690064699 0.332089609320202
620 0.385366741825555 1.18948861592732e-41 0.614633258174445 0.608961688618907 0.332089634279355
