"kD" "kA" "SR"
0.4425 0.315 0.64280671857424
0.445 0.315 0.642841308825512
0.4475 0.315 0.642875234491533
0.45 0.315 0.642908508250502
0.4525 0.315 0.64294114245897
0.455 0.315 0.642973149162236
0.4575 0.315 0.643004540104329
0.46 0.315 0.643035326737589
0.4625 0.315 0.643065520231889
0.465 0.315 0.643095131483492
0.4675 0.315 0.643124171123568
0.47 0.315 0.643152649526395
0.4725 0.315 0.64318057681724
0.475 0.315 0.643207962879951
0.4775 0.315 0.643234817364267
0.48 0.315 0.643261149692851
0.4825 0.315 0.643286969068074
0.485 0.315 0.643312284478546
0.4875 0.315 0.64333710470541
0.49 0.315 0.643361438328418
0.4925 0.315 0.643385293731776
0.495 0.315 0.643408679109797
0.4975 0.315 0.643431602472345
0.5 0.315 0.643454071650093
0.0025 0.3175 0.500000010597088
0.005 0.3175 0.500000027731903
0.0075 0.3175 0.500000066363662
0.01 0.3175 0.500000162063205
0.0125 0.3175 0.500000401777841
0.015 0.3175 0.500000998455614
0.0175 0.3175 0.500002471683395
0.02 0.3175 0.500006083512137
0.0225 0.3175 0.5000148855956
0.025 0.3175 0.500036219124482
0.0275 0.3175 0.50008761222348
0.03 0.3175 0.500210345636041
0.0325 0.3175 0.500498951716745
0.035 0.3175 0.501157440724823
0.0375 0.3175 0.502574238911094
0.04 0.3175 0.505314586881317
0.0425 0.3175 0.509785614184997
0.045 0.3175 0.515645122380854
0.0475 0.3175 0.521893458076747
0.05 0.3175 0.527704954364339
0.0525 0.3175 0.532783073418078
0.055 0.3175 0.537162678605638
0.0575 0.3175 0.540982464121112
0.06 0.3175 0.544380912088466
0.0625 0.3175 0.547468128973573
0.065 0.3175 0.550325283557139
0.0675 0.3175 0.553010741157318
0.07 0.3175 0.555566286453911
0.0725 0.3175 0.55802195613484
0.075 0.3175 0.560399494433578
0.0775 0.3175 0.562714756508616
0.08 0.3175 0.564979370591324
0.0825 0.3175 0.56720189216801
0.085 0.3175 0.569388612022689
0.0875 0.3175 0.57154412735966
0.09 0.3175 0.573671749261496
0.0925 0.3175 0.575773795811493
0.095 0.3175 0.577851804402953
0.0975 0.3175 0.579906686289358
0.1 0.3175 0.58193883944909
0.1025 0.3175 0.583948231146113
0.105 0.3175 0.585934458391997
0.1075 0.3175 0.587896792356994
0.11 0.3175 0.589834211314932
0.1125 0.3175 0.591745425724864
0.115 0.3175 0.593628898407288
0.1175 0.3175 0.595482862362484
0.12 0.3175 0.597305338526156
0.1225 0.3175 0.599094155599043
0.125 0.3175 0.600846973963218
0.1275 0.3175 0.602561315548719
0.13 0.3175 0.604234601278584
0.1325 0.3175 0.605864197336985
0.135 0.3175 0.607447470920435
0.1375 0.3175 0.608981855311302
0.14 0.3175 0.610464923057669
0.1425 0.3175 0.611894464807833
0.145 0.3175 0.613268570051537
0.1475 0.3175 0.614585704849909
0.15 0.3175 0.615844780826457
0.1525 0.3175 0.617045209481945
0.155 0.3175 0.618186936469644
0.1575 0.3175 0.61927045188373
0.16 0.3175 0.620296774759529
0.1625 0.3175 0.621267412567473
0.165 0.3175 0.622184299080102
0.1675 0.3175 0.623049716146038
0.17 0.3175 0.623866206242525
0.1725 0.3175 0.624636483004319
0.175 0.3175 0.625363346269302
0.1775 0.3175 0.626049606765535
0.18 0.3175 0.626698023735777
0.1825 0.3175 0.627311256918557
0.185 0.3175 0.627891832677858
0.1875 0.3175 0.628442122877483
0.19 0.3175 0.628964334387615
0.1925 0.3175 0.62946050684578
0.195 0.3175 0.629932516368464
0.1975 0.3175 0.630382083199073
0.2 0.3175 0.630810781669423
0.2025 0.3175 0.631220051259042
0.205 0.3175 0.631611207903939
0.2075 0.3175 0.63198545500734
0.21 0.3175 0.632343893832204
0.2125 0.3175 0.632687533115571
0.215 0.3175 0.633017297850023
0.2175 0.3175 0.633334037241485
0.22 0.3175 0.633638531887721
0.2225 0.3175 0.633931500238387
0.225 0.3175 0.634213604402511
0.2275 0.3175 0.634485455368189
0.23 0.3175 0.634747617694984
0.2325 0.3175 0.635000613734139
0.235 0.3175 0.635244927426116
0.2375 0.3175 0.63548100771972
0.24 0.3175 0.635709271652314
0.2425 0.3175 0.635930107126396
0.245 0.3175 0.636143875414053
0.2475 0.3175 0.636350913417526
0.25 0.3175 0.636551535711112
0.2525 0.3175 0.636746036387043
0.255 0.3175 0.636934690725588
0.2575 0.3175 0.637117756707487
0.26 0.3175 0.637295476384954
0.2625 0.3175 0.637468077125729
0.265 0.3175 0.63763577274313
0.2675 0.3175 0.6377987645237
0.27 0.3175 0.637957242162745
0.2725 0.3175 0.638111384617039
0.275 0.3175 0.638261360882893
0.2775 0.3175 0.638407330706979
0.28 0.3175 0.638549445236484
0.2825 0.3175 0.638687847614456
0.285 0.3175 0.638822673525628
0.2875 0.3175 0.638954051697404
0.29 0.3175 0.639082104360248
0.2925 0.3175 0.639206947671224
0.295 0.3175 0.639328692104113
0.2975 0.3175 0.63944744280913
0.3 0.3175 0.63956329994498
0.3025 0.3175 0.639676358985725
0.305 0.3175 0.639786711004667
0.3075 0.3175 0.639894442937265
0.31 0.3175 0.639999637824868
0.3125 0.3175 0.640102375040907
0.315 0.3175 0.640202730501025
0.3175 0.3175 0.640300776858461
0.32 0.3175 0.64039658368592
0.3225 0.3175 0.640490217645006
0.325 0.3175 0.640581742644228
0.3275 0.3175 0.64067121998648
0.33 0.3175 0.640758708506815
0.3325 0.3175 0.640844264701274
0.335 0.3175 0.640927942847445
0.3375 0.3175 0.641009795117383
0.34 0.3175 0.641089871683459
0.3425 0.3175 0.641168220817662
0.345 0.3175 0.641244888984834
0.3475 0.3175 0.64131992093027
0.35 0.3175 0.641393359762099
0.3525 0.3175 0.64146524702879
0.355 0.3175 0.641535622792152
0.3575 0.3175 0.641604525696126
0.36 0.3175 0.641671993031645
0.3625 0.3175 0.641738060797848
0.365 0.3175 0.641802763759884
0.3675 0.3175 0.641866135503523
0.37 0.3175 0.641928208486795
0.3725 0.3175 0.641989014088841
0.375 0.3175 0.642048582656166
0.3775 0.3175 0.642106943546433
0.38 0.3175 0.64216412516999
0.3825 0.3175 0.642220155029236
0.385 0.3175 0.642275059755976
0.3875 0.3175 0.642328865146888
0.39 0.3175 0.642381596197211
0.3925 0.3175 0.642433277132753
0.395 0.3175 0.642483931440339
0.3975 0.3175 0.642533581896764
0.4 0.3175 0.642582250596361
0.4025 0.3175 0.642629958977247
0.405 0.3175 0.642676727846331
0.4075 0.3175 0.642722577403147
0.41 0.3175 0.642767527262585
0.4125 0.3175 0.642811596476577
0.415 0.3175 0.642854803554788
0.4175 0.3175 0.642897166484384
0.42 0.3175 0.642938702748907
0.4225 0.3175 0.642979429346315
0.425 0.3175 0.643019362806228
0.4275 0.3175 0.643058519206429
0.43 0.3175 0.643096914188644
0.4325 0.3175 0.643134562973645
0.435 0.3175 0.643171480375723
0.4375 0.3175 0.643207680816539
0.44 0.3175 0.643243178338402
0.4425 0.3175 0.643277986616999
0.445 0.3175 0.643312118973594
0.4475 0.3175 0.643345588386738
0.45 0.3175 0.643378407503504
0.4525 0.3175 0.643410588650267
0.455 0.3175 0.643442143843057
0.4575 0.3175 0.643473084797505
0.46 0.3175 0.6435034229384
0.4625 0.3175 0.643533169408865
0.465 0.3175 0.643562335079197
0.4675 0.3175 0.643590930555345
0.47 0.3175 0.643618966187089
0.4725 0.3175 0.64364645207589
0.475 0.3175 0.643673398082465
0.4775 0.3175 0.643699813834058
0.48 0.3175 0.643725708731468
0.4825 0.3175 0.643751091955796
0.485 0.3175 0.64377597247496
0.4875 0.3175 0.643800359049975
0.49 0.3175 0.643824260240994
0.4925 0.3175 0.643847684413154
0.495 0.3175 0.643870639742194
0.4975 0.3175 0.643893134219895
0.5 0.3175 0.64391517565931
0.0025 0.32 0.500000010666274
0.005 0.32 0.500000028024122
0.0075 0.32 0.500000067453265
0.01 0.32 0.500000165703572
0.0125 0.32 0.50000041303019
0.015 0.32 0.500001031480652
0.0175 0.32 0.500002565212287
0.02 0.32 0.50000634160172
0.0225 0.32 0.500015583649169
0.025 0.32 0.500038075874682
0.0275 0.32 0.50009247360703
0.03 0.32 0.50022284307359
0.0325 0.32 0.500530229824159
0.035 0.32 0.501232185639118
0.0375 0.32 0.502738563637341
0.04 0.32 0.505627849289252
0.0425 0.32 0.510269584181563
0.045 0.32 0.516236473738218
0.0475 0.32 0.522496426908082
0.05 0.32 0.528262966528024
0.0525 0.32 0.533282934154621
0.055 0.32 0.537611726410943
0.0575 0.32 0.541393121540092
0.06 0.32 0.544764701536569
0.0625 0.32 0.547834220811534
0.065 0.32 0.550680586280292
0.0675 0.32 0.553360359486287
0.07 0.32 0.555913975685302
0.0725 0.32 0.558370484707613
0.075 0.32 0.560750913081394
0.0775 0.32 0.563070592806126
0.08 0.32 0.565340768415771
0.0825 0.32 0.567569711643844
0.085 0.32 0.569763501356471
0.0875 0.32 0.571926574660947
0.09 0.32 0.574062120033735
0.0925 0.32 0.576172360099037
0.095 0.32 0.578258756398613
0.0975 0.32 0.580322158385771
0.1 0.32 0.582362912145032
0.1025 0.32 0.584380939818916
0.105 0.32 0.586375797667308
0.1075 0.32 0.588346718612104
0.11 0.32 0.590292643718216
0.1125 0.32 0.592212246125713
0.115 0.32 0.594103950337558
0.1175 0.32 0.595965949384792
0.12 0.32 0.597796222160891
0.1225 0.32 0.59959255307649
0.125 0.32 0.601352556074971
0.1275 0.32 0.603073704908112
0.13 0.32 0.604753371335685
0.1325 0.32 0.60638887252011
0.135 0.32 0.607977528281216
0.1375 0.32 0.609516728021049
0.14 0.32 0.611004006026746
0.1425 0.32 0.612437122568815
0.145 0.32 0.613814146860757
0.1475 0.32 0.615133536732028
0.15 0.32 0.616394209038011
0.1525 0.32 0.617595594639866
0.155 0.32 0.618737672423534
0.1575 0.32 0.619820978346891
0.16 0.32 0.620846587779123
0.1625 0.32 0.621816072109995
0.165 0.32 0.62273143330738
0.1675 0.32 0.623595022308739
0.17 0.32 0.624409448460776
0.1725 0.32 0.62517748748129
0.175 0.32 0.6259019946547
0.1775 0.32 0.626585828439129
0.18 0.32 0.627231787728744
0.1825 0.32 0.627842564062593
0.185 0.32 0.628420708405859
0.1875 0.32 0.628968610929563
0.19 0.32 0.629488491527511
0.1925 0.32 0.629982398579148
0.195 0.32 0.630452213579573
0.1975 0.32 0.630899659582101
0.2 0.32 0.631326311817166
0.2025 0.32 0.631733609276534
0.205 0.32 0.63212286642955
0.2075 0.32 0.632495284543196
0.21 0.32 0.632851962305414
0.2125 0.32 0.633193905609428
0.215 0.32 0.633522036459112
0.2175 0.32 0.633837201016325
0.22 0.32 0.634140176843547
0.2225 0.32 0.6344316794093
0.225 0.32 0.634712367927186
0.2275 0.32 0.634982850596857
0.23 0.32 0.635243689310074
0.2325 0.32 0.635495403878886
0.235 0.32 0.635738475836898
0.2375 0.32 0.635973351858979
0.24 0.32 0.636200446839763
0.2425 0.32 0.636420146666854
0.245 0.32 0.636632810720755
0.2475 0.32 0.636838774130128
0.25 0.32 0.637038349807931
0.2525 0.32 0.637231830291275
0.255 0.32 0.637419489405422
0.2575 0.32 0.637601583770174
0.26 0.32 0.637778354164956
0.2625 0.32 0.637950026767158
0.265 0.32 0.638116814276724
0.2675 0.32 0.638278916938592
0.27 0.32 0.638436523473333
0.2725 0.32 0.638589811925226
0.275 0.32 0.638738950436003
0.2775 0.32 0.638884097951625
0.28 0.32 0.639025404868653
0.2825 0.32 0.639163013626095
0.285 0.32 0.639297059247951
0.2875 0.32 0.639427669841186
0.29 0.32 0.639554967053287
0.2925 0.32 0.639679066493223
0.295 0.32 0.639800078119133
0.2975 0.32 0.639918106595814
0.3 0.32 0.640033251624712
0.3025 0.32 0.640145608248872
0.305 0.32 0.640255267135053
0.3075 0.32 0.640362314835001
0.31 0.32 0.640466834027661
0.3125 0.32 0.640568903743972
0.315 0.32 0.640668599575681
0.3175 0.32 0.640765993869531
0.32 0.32 0.640861155908002
0.3225 0.32 0.640954152077709
0.325 0.32 0.641045046026448
0.3275 0.32 0.641133898809775
0.33 0.32 0.641220769027952
0.3325 0.32 0.641305712954006
0.335 0.32 0.641388784653567
0.3375 0.32 0.641470036097119
0.34 0.32 0.641549517265233
0.3425 0.32 0.641627276247286
0.345 0.32 0.641703359334157
0.3475 0.32 0.641777811105326
0.35 0.32 0.641850674510782
0.3525 0.32 0.641921990948097
0.355 0.32 0.641991800335016
0.3575 0.32 0.64206014117786
0.36 0.32 0.642127050636038
0.3625 0.32 0.642192564582923
0.365 0.32 0.642256717663341
0.3675 0.32 0.642319543347895
0.37 0.32 0.642381073984322
0.3725 0.32 0.642441340846096
0.375 0.32 0.642500374178426
0.3775 0.32 0.64255820324184
0.38 0.32 0.642614856353487
0.3825 0.32 0.642670360926306
0.385 0.32 0.642724743506196
0.3875 0.32 0.642778029807303
0.39 0.32 0.642830244745542
0.3925 0.32 0.642881412470449
0.395 0.32 0.64293155639548
0.3975 0.32 0.642980699226828
0.4 0.32 0.643028862990855
0.4025 0.32 0.643076069060218
0.405 0.32 0.643122338178758
0.4075 0.32 0.643167690485222
0.41 0.32 0.643212145535893
0.4125 0.32 0.64325572232617
0.415 0.32 0.643298439311175
0.4175 0.32 0.643340314425427
0.42 0.32 0.643381365101631
0.4225 0.32 0.643421608288645
0.425 0.32 0.643461060468648
0.4275 0.32 0.643499737673567
0.43 0.32 0.643537655500791
0.4325 0.32 0.643574829128217
0.435 0.32 0.643611273328648
0.4375 0.32 0.643647002483598
0.44 0.32 0.643682030596512
0.4425 0.32 0.643716371305437
0.445 0.32 0.643750037895185
0.4475 0.32 0.643783043308982
0.45 0.32 0.643815400159665
0.4525 0.32 0.643847120740418
0.455 0.32 0.643878217035085
0.4575 0.32 0.643908700728075
0.46 0.32 0.643938583213882
0.4625 0.32 0.643967875606231
0.465 0.32 0.643996588746872
0.4675 0.32 0.644024733214044
0.47 0.32 0.644052319330604
0.4725 0.32 0.644079357171862
0.475 0.32 0.644105856573118
0.4775 0.32 0.644131827136918
0.48 0.32 0.644157278240041
0.4825 0.32 0.644182219040234
0.485 0.32 0.6442066584827
0.4875 0.32 0.64423060530635
0.49 0.32 0.644254068049835
0.4925 0.32 0.644277055057353
0.495 0.32 0.64429957448427
0.4975 0.32 0.644321634302519
0.5 0.32 0.644343242305826
0.0025 0.3225 0.500000010737041
0.005 0.3225 0.500000028320012
0.0075 0.3225 0.500000068551145
0.01 0.3225 0.500000169366926
0.0125 0.3225 0.500000424359533
0.015 0.3225 0.500001064780655
0.0175 0.3225 0.500002659711289
0.02 0.3225 0.500006602989291
0.0225 0.3225 0.500016292463823
0.025 0.3225 0.500039966355558
0.0275 0.3225 0.500097436396356
0.03 0.3225 0.500235630024696
0.0325 0.3225 0.500562271364851
0.035 0.3225 0.501308670213033
0.0375 0.3225 0.502905785913243
0.04 0.3225 0.505942717301952
0.0425 0.3225 0.510746905155186
0.045 0.3225 0.516808692320807
0.0475 0.3225 0.52307253222046
0.05 0.3225 0.528793163335384
0.0525 0.3225 0.533757609887834
0.055 0.3225 0.538039083983051
0.0575 0.3225 0.541785278001119
0.06 0.3225 0.54513257035991
0.0625 0.3225 0.548186382687421
0.065 0.3225 0.551023464164698
0.0675 0.3225 0.553698679884493
0.07 0.3225 0.556251204457715
0.0725 0.3225 0.558709169100524
0.075 0.3225 0.561092933682808
0.0775 0.3225 0.563417344900068
0.08 0.3225 0.565693291643217
0.0825 0.3225 0.567928782734856
0.085 0.3225 0.570129700651121
0.0875 0.3225 0.572300333988819
0.09 0.3225 0.574443757252907
0.0925 0.3225 0.576562104006351
0.095 0.3225 0.578656764620304
0.0975 0.3225 0.580728530092515
0.1 0.3225 0.582777696903212
0.1025 0.3225 0.584804143518436
0.105 0.3225 0.586807386207019
0.1075 0.3225 0.588786619844253
0.11 0.3225 0.590740748031387
0.1125 0.3225 0.592668405966836
0.115 0.3225 0.59456797892794
0.1175 0.3225 0.596437618865899
0.12 0.3225 0.598275261407854
0.1225 0.3225 0.600078645436464
0.125 0.3225 0.601845337318911
0.1275 0.3225 0.603572761722008
0.13 0.3225 0.60525824071279
0.1325 0.3225 0.606899042438725
0.135 0.3225 0.608492440050366
0.1375 0.3225 0.610035780635403
0.14 0.3225 0.611526562780043
0.1425 0.3225 0.612962520024623
0.145 0.3225 0.614341706072495
0.1475 0.3225 0.615662576355621
0.15 0.3225 0.616924059719672
0.1525 0.3225 0.618125613830052
0.155 0.3225 0.619267258613183
0.1575 0.3225 0.620349583684946
0.16 0.3225 0.621373728134106
0.1625 0.3225 0.622341333878265
0.165 0.3225 0.623254476611541
0.1675 0.3225 0.624115580612988
0.17 0.3225 0.624927324988138
0.1725 0.3225 0.625692549091596
0.175 0.3225 0.626414163995232
0.1775 0.3225 0.627095075204715
0.18 0.3225 0.627738119783702
0.1825 0.3225 0.628346019019539
0.185 0.3225 0.628921346067289
0.1875 0.3225 0.62946650681357
0.19 0.3225 0.629983731543902
0.1925 0.3225 0.630475074808791
0.195 0.3225 0.630942421039181
0.1975 0.3225 0.63138749382284
0.2 0.3225 0.631811867199003
0.2025 0.3225 0.632216977771322
0.205 0.3225 0.632604136826041
0.2075 0.3225 0.632974541950402
0.21 0.3225 0.633329287873105
0.2125 0.3225 0.633669376404037
0.215 0.3225 0.633995725449144
0.2175 0.3225 0.634309177133694
0.22 0.3225 0.634610505096487
0.2225 0.3225 0.634900421029271
0.225 0.3225 0.635179580537067
0.2275 0.3225 0.635448588391281
0.23 0.3225 0.635708003241254
0.2325 0.3225 0.635958341843168
0.235 0.3225 0.636200082858607
0.2375 0.3225 0.636433670269162
0.24 0.3225 0.636659516448174
0.2425 0.3225 0.636878004926095
0.245 0.3225 0.637089492881958
0.2475 0.3225 0.63729431338984
0.25 0.3225 0.637492777446141
0.2525 0.3225 0.637685175800696
0.255 0.3225 0.637871780612258
0.2575 0.3225 0.638052846946691
0.26 0.3225 0.638228614134255
0.2625 0.3225 0.638399307000549
0.265 0.3225 0.638565136984142
0.2675 0.3225 0.638726303152498
0.27 0.3225 0.63888299312652
0.2725 0.3225 0.639035383922961
0.275 0.3225 0.639183642722895
0.2775 0.3225 0.639327927573616
0.28 0.3225 0.639468388030488
0.2825 0.3225 0.639605165744607
0.285 0.3225 0.639738395001484
0.2875 0.3225 0.639868203215449
0.29 0.3225 0.639994711383918
0.2925 0.3225 0.640118034505306
0.295 0.3225 0.640238281963918
0.2975 0.3225 0.640355557884846
0.3 0.3225 0.640469961461573
0.3025 0.3225 0.640581587258717
0.305 0.3225 0.640690525492117
0.3075 0.3225 0.640796862288222
0.31 0.3225 0.640900679924569
0.3125 0.3225 0.641002057052976
0.315 0.3225 0.641101068906874
0.3175 0.3225 0.641197787494121
0.32 0.3225 0.641292281776475
0.3225 0.3225 0.64138461783682
0.325 0.3225 0.641474859035118
0.3275 0.3225 0.641563066153983
0.33 0.3225 0.641649297534691
0.3325 0.3225 0.641733609204367
0.335 0.3225 0.641816054995022
0.3375 0.3225 0.641896686655052
0.34 0.3225 0.641975553953771
0.3425 0.3225 0.642052704779489
0.345 0.3225 0.642128185231598
0.3475 0.3225 0.642202039707115
0.35 0.3225 0.642274310982063
0.3525 0.3225 0.642345040288057
0.355 0.3225 0.642414267384437
0.3575 0.3225 0.642482030626251
0.36 0.3225 0.642548367028363
0.3625 0.3225 0.64261331232596
0.365 0.3225 0.642676901031698
0.3675 0.3225 0.642739166489689
0.37 0.3225 0.642800140926568
0.3725 0.3225 0.642859855499798
0.375 0.3225 0.642918340343408
0.3775 0.3225 0.642975624611322
0.38 0.3225 0.643031736518426
0.3825 0.3225 0.643086703379519
0.385 0.3225 0.643140551646269
0.3875 0.3225 0.643193306942309
0.39 0.3225 0.643244994096569
0.3925 0.3225 0.643295637174966
0.395 0.3225 0.643345259510527
0.3975 0.3225 0.643393883732059
0.4 0.3225 0.643441531791436
0.4025 0.3225 0.643488224989586
0.405 0.3225 0.643533984001251
0.4075 0.3225 0.643578828898589
0.41 0.3225 0.643622779173687
0.4125 0.3225 0.643665853760034
0.415 0.3225 0.643708071053022
0.4175 0.3225 0.643749448929524
0.42 0.3225 0.643790004766593
0.4225 0.3225 0.643829755459339
0.425 0.3225 0.643868717438012
0.4275 0.3225 0.643906906684358
0.43 0.3225 0.643944338747253
0.4325 0.3225 0.643981028757673
0.435 0.3225 0.644016991443042
0.4375 0.3225 0.644052241140953
0.44 0.3225 0.644086791812342
0.4425 0.3225 0.644120657054098
0.445 0.3225 0.644153850111163
0.4475 0.3225 0.644186383888145
0.45 0.3225 0.64421827096045
0.4525 0.3225 0.64424952358498
0.455 0.3225 0.644280153710396
0.4575 0.3225 0.644310172986987
0.46 0.3225 0.644339592776141
0.4625 0.3225 0.644368424159458
0.465 0.3225 0.644396677947506
0.4675 0.3225 0.644424364688244
0.47 0.3225 0.644451494675128
0.4725 0.3225 0.644478077954903
0.475 0.3225 0.644504124335118
0.4775 0.3225 0.644529643391342
0.48 0.3225 0.644554644474134
0.4825 0.3225 0.644579136715746
0.485 0.3225 0.644603129036585
0.4875 0.3225 0.644626630151441
0.49 0.3225 0.644649648575492
0.4925 0.3225 0.644672192630098
0.495 0.3225 0.644694270448386
0.4975 0.3225 0.644715889980644
0.5 0.3225 0.644737058999516
0.0025 0.325 0.500000010809408
0.005 0.325 0.500000028619374
0.0075 0.325 0.500000069655734
0.01 0.325 0.500000173045896
0.0125 0.325 0.500000435737555
0.015 0.325 0.500001098258262
0.0175 0.325 0.500002754868683
0.02 0.325 0.500006866726026
0.0225 0.325 0.500017009259731
0.025 0.325 0.500041882666336
0.0275 0.325 0.500102478697012
0.03 0.325 0.500248647153113
0.0325 0.325 0.500594919013246
0.035 0.325 0.501386489568572
0.0375 0.325 0.503074930838116
0.04 0.325 0.506257220963088
0.0425 0.325 0.511214885802278
0.045 0.325 0.517359742382477
0.0475 0.325 0.52362103609282
0.05 0.325 0.529295658270911
0.0525 0.325 0.534207522198458
0.055 0.325 0.538445197320252
0.0575 0.325 0.542159304475993
0.06 0.325 0.545484795624669
0.0625 0.325 0.548524806268482
0.065 0.325 0.551354038398023
0.0675 0.325 0.554025767332537
0.07 0.325 0.556577993310874
0.0725 0.325 0.559037994564791
0.075 0.325 0.561425513127017
0.0775 0.325 0.563754946474794
0.08 0.325 0.566036854538893
0.0825 0.325 0.568279003016077
0.085 0.325 0.570487092702407
0.0875 0.325 0.572665274630418
0.09 0.325 0.574816517458488
0.0925 0.325 0.576942871671622
0.095 0.325 0.57904566080512
0.0975 0.325 0.581125620448033
0.1 0.325 0.58318299950161
0.1025 0.325 0.585217633958554
0.105 0.325 0.587229000629903
0.1075 0.325 0.589216256327728
0.11 0.325 0.591178266722298
0.1125 0.325 0.593113628239886
0.115 0.325 0.59502068582212
0.1175 0.325 0.596897549036923
0.12 0.325 0.598742108842997
0.1225 0.325 0.600552057202241
0.125 0.325 0.602324911646999
0.1275 0.325 0.604058046778077
0.13 0.325 0.605748734427561
0.1325 0.325 0.607394193799171
0.135 0.325 0.608991652238043
0.1375 0.325 0.610538416344136
0.14 0.325 0.612031951934636
0.1425 0.325 0.613469969949809
0.145 0.325 0.614850513931509
0.1475 0.325 0.616172043409359
0.15 0.325 0.617433506684572
0.1525 0.325 0.618634396382084
0.155 0.325 0.619774781946791
0.1575 0.325 0.620855315030934
0.16 0.325 0.621877206288655
0.1625 0.325 0.622842175084446
0.165 0.325 0.623752376520641
0.1675 0.325 0.624610312468324
0.17 0.325 0.625418734545588
0.1725 0.325 0.626180547058327
0.175 0.325 0.626898716897931
0.1775 0.325 0.627576195590093
0.18 0.325 0.628215856533813
0.1825 0.325 0.628820448375213
0.185 0.325 0.629392563740308
0.1875 0.325 0.629934621369684
0.19 0.325 0.630448859078743
0.1925 0.325 0.630937334826967
0.195 0.325 0.631401933382132
0.1975 0.325 0.63184437646492
0.2 0.325 0.632266234732647
0.2025 0.325 0.632668940420052
0.205 0.325 0.633053799849757
0.2075 0.325 0.633422005334633
0.21 0.325 0.633774646218968
0.2125 0.325 0.634112718956829
0.215 0.325 0.634437136220344
0.2175 0.325 0.634748735083944
0.22 0.325 0.635048284356566
0.2225 0.325 0.635336491142854
0.225 0.325 0.635614006713917
0.2275 0.325 0.635881431762917
0.23 0.325 0.63613932111358
0.2325 0.325 0.636388187942263
0.235 0.325 0.636628507567147
0.2375 0.325 0.636860720851841
0.24 0.325 0.637085237265159
0.2425 0.325 0.637302437634078
0.245 0.325 0.637512676622668
0.2475 0.325 0.637716284966214
0.25 0.325 0.637913571486478
0.2525 0.325 0.63810482491128
0.255 0.325 0.638290315519008
0.2575 0.325 0.638470296626455
0.26 0.325 0.63864500593637
0.2625 0.325 0.638814666759304
0.265 0.325 0.638979489122778
0.2675 0.325 0.639139670779343
0.27 0.325 0.639295398123847
0.2725 0.325 0.639446847029109
0.275 0.325 0.639594183608191
0.2775 0.325 0.639737564910558
0.28 0.325 0.63987713955866
0.2825 0.325 0.640013048330735
0.285 0.325 0.640145424695026
0.2875 0.325 0.64027439530007
0.29 0.325 0.640400080425191
0.2925 0.325 0.640522594394925
0.295 0.325 0.640642045960721
0.2975 0.325 0.640758538652886
0.3 0.325 0.64087217110548
0.3025 0.325 0.640983037356568
0.305 0.325 0.641091227126002
0.3075 0.325 0.641196826072693
0.31 0.325 0.641299916033142
0.3125 0.325 0.641400575242818
0.315 0.325 0.64149887854184
0.3175 0.325 0.641594897566246
0.32 0.325 0.641688700926049
0.3225 0.325 0.641780354371153
0.325 0.325 0.641869920946085
0.3275 0.325 0.641957461134452
0.33 0.325 0.642043032993902
0.3325 0.325 0.642126692282349
0.335 0.325 0.642208492576114
0.3375 0.325 0.642288485380592
0.34 0.325 0.642366720234014
0.3425 0.325 0.6424432448048
0.345 0.325 0.642518104982991
0.3475 0.325 0.642591344966156
0.35 0.325 0.642663007340202
0.3525 0.325 0.642733133155421
0.355 0.325 0.642801761998116
0.3575 0.325 0.642868932058118
0.36 0.325 0.642934680192451
0.3625 0.325 0.642999041985438
0.365 0.325 0.643062051805454
0.3675 0.325 0.643123742858562
0.37 0.325 0.643184147239241
0.3725 0.325 0.643243295978379
0.375 0.325 0.643301219088717
0.3775 0.325 0.643357945607899
0.38 0.325 0.643413503639283
0.3825 0.325 0.643467920390645
0.385 0.325 0.643521222210913
0.3875 0.325 0.64357343462504
0.39 0.325 0.643624582367142
0.3925 0.325 0.643674689411993
0.395 0.325 0.643723779004967
0.3975 0.325 0.643771873690548
0.4 0.325 0.643818995339448
0.4025 0.325 0.643865165174451
0.405 0.325 0.643910403795027
0.4075 0.325 0.643954731200805
0.41 0.325 0.643998166813956
0.4125 0.325 0.644040729500547
0.415 0.325 0.644082437590935
0.4175 0.325 0.644123308899228
0.42 0.325 0.644163360741892
0.4225 0.325 0.644202609955528
0.425 0.325 0.644241072913868
0.4275 0.325 0.64427876554404
0.43 0.325 0.644315703342123
0.4325 0.325 0.644351901388045
0.435 0.325 0.644387374359846
0.4375 0.325 0.644422136547344
0.44 0.325 0.644456201865228
0.4425 0.325 0.644489583865615
0.445 0.325 0.644522295750092
0.4475 0.325 0.644554350381261
0.45 0.325 0.644585760293828
0.4525 0.325 0.644616537705243
0.455 0.325 0.644646694525919
0.4575 0.325 0.644676242369048
0.46 0.325 0.644705192560034
0.4625 0.325 0.64473355614556
0.465 0.325 0.644761343902302
0.4675 0.325 0.644788566345319
0.47 0.325 0.644815233736114
0.4725 0.325 0.644841356090401
0.475 0.325 0.644866943185574
0.4775 0.325 0.644892004567905
0.48 0.325 0.644916549559471
0.4825 0.325 0.644940587264834
0.485 0.325 0.644964126577471
0.4875 0.325 0.644987176185981
0.49 0.325 0.64500974458006
0.4925 0.325 0.645031840056269
0.495 0.325 0.6450534707236
0.4975 0.325 0.645074644508841
