"kD" "kA" "SR"
0.1925 0.06 0.505604157265737
0.195 0.06 0.506348191294602
0.1975 0.06 0.507126693987904
0.2 0.06 0.507928345264027
0.2025 0.06 0.508741113706415
0.205 0.06 0.509553103355017
0.2075 0.06 0.510353317475644
0.21 0.06 0.511132240346481
0.2125 0.06 0.511882188481146
0.215 0.06 0.512597433807884
0.2175 0.06 0.51327413858212
0.22 0.06 0.513910159629532
0.2225 0.06 0.514504780265066
0.225 0.06 0.51505841825731
0.2275 0.06 0.515572344024396
0.23 0.06 0.516048429479333
0.2325 0.06 0.516488936939576
0.235 0.06 0.516896349896406
0.2375 0.06 0.51727324284622
0.24 0.06 0.517622185082419
0.2425 0.06 0.517945672576546
0.245 0.06 0.518246082221695
0.2475 0.06 0.518525643326368
0.25 0.06 0.518786422046466
0.2525 0.06 0.519030315258534
0.255 0.06 0.51925905112184
0.2575 0.06 0.519474194213781
0.26 0.06 0.519677153645276
0.2625 0.06 0.519869192978253
0.265 0.06 0.520051441090422
0.2675 0.06 0.520224903379416
0.27 0.06 0.520390472884326
0.2725 0.06 0.520548941040856
0.275 0.06 0.520701007887916
0.2775 0.06 0.520847291617177
0.28 0.06 0.520988337409866
0.2825 0.06 0.521124625542318
0.285 0.06 0.521256578767433
0.2875 0.06 0.52138456899641
0.29 0.06 0.521508923316175
0.2925 0.06 0.521629929384518
0.295 0.06 0.521747840248352
0.2975 0.06 0.521862878631684
0.3 0.06 0.521975240739498
0.3025 0.06 0.522085099622277
0.305 0.06 0.522192608143805
0.3075 0.06 0.522297901592272
0.31 0.06 0.522401099971991
0.3125 0.06 0.52250231001012
0.315 0.06 0.522601626909918
0.3175 0.06 0.5226991358793
0.32 0.06 0.522794913460729
0.3225 0.06 0.522889028685997
0.325 0.06 0.522981544077017
0.3275 0.06 0.5230725165116
0.33 0.06 0.523161997971111
0.3325 0.06 0.523250036185045
0.335 0.06 0.523336675185889
0.3375 0.06 0.52342195578604
0.34 0.06 0.523505915987212
0.3425 0.06 0.523588591331448
0.345 0.06 0.523670015201788
0.3475 0.06 0.523750219079585
0.35 0.06 0.523829232764587
0.3525 0.06 0.523907084563113
0.355 0.06 0.52398380144893
0.3575 0.06 0.524059409200822
0.36 0.06 0.524133932520308
0.3625 0.06 0.524207395132459
0.365 0.06 0.524279819872375
0.3675 0.06 0.524351228759499
0.37 0.06 0.524421643061629
0.3725 0.06 0.524491083350228
0.375 0.06 0.524559569548371
0.3775 0.06 0.524627120972488
0.38 0.06 0.524693756368859
0.3825 0.06 0.524759493945704
0.385 0.06 0.524824351401535
0.3875 0.06 0.52488834595037
0.39 0.06 0.524951494344281
0.3925 0.06 0.525013812893706
0.395 0.06 0.52507531748585
0.3975 0.06 0.525136023601457
0.4 0.06 0.525195946330223
0.4025 0.06 0.525255100385004
0.405 0.06 0.525313500115024
0.4075 0.06 0.525371159518194
0.41 0.06 0.525428092252673
0.4125 0.06 0.525484311647755
0.415 0.06 0.525539830714174
0.4175 0.06 0.525594662153876
0.42 0.06 0.525648818369333
0.4225 0.06 0.52570231147243
0.425 0.06 0.52575515329297
0.4275 0.06 0.525807355386831
0.43 0.06 0.525858929043801
0.4325 0.06 0.525909885295119
0.435 0.06 0.525960234920728
0.4375 0.06 0.526009988456281
0.44 0.06 0.526059156199893
0.4425 0.06 0.526107748218673
0.445 0.06 0.526155774355023
0.4475 0.06 0.526203244232742
0.45 0.06 0.526250167262925
0.4525 0.06 0.526296552649674
0.455 0.06 0.526342409395628
0.4575 0.06 0.526387746307317
0.46 0.06 0.526432572000354
0.4625 0.06 0.526476894904457
0.465 0.06 0.526520723268327
0.4675 0.06 0.526564065164367
0.47 0.06 0.526606928493267
0.4725 0.06 0.52664932098844
0.475 0.06 0.526691250220333
0.4775 0.06 0.526732723600607
0.48 0.06 0.526773748386184
0.4825 0.06 0.526814331683188
0.485 0.06 0.526854480450758
0.4875 0.06 0.526894201504753
0.49 0.06 0.526933501521351
0.4925 0.06 0.526972387040531
0.495 0.06 0.527010864469475
0.4975 0.06 0.527048940085847
0.5 0.06 0.527086620040994
0.0025 0.0625 0.500000008154446
0.005 0.0625 0.500000016158234
0.0075 0.0625 0.500000024070745
0.01 0.0625 0.500000031959899
0.0125 0.0625 0.500000039903934
0.015 0.0625 0.500000047993545
0.0175 0.0625 0.500000056334448
0.02 0.0625 0.500000065050481
0.0225 0.0625 0.500000074287329
0.025 0.0625 0.50000008421701
0.0275 0.0625 0.500000095043298
0.03 0.0625 0.500000107008253
0.0325 0.0625 0.500000120400112
0.035 0.0625 0.500000135562817
0.0375 0.0625 0.500000152907537
0.04 0.0625 0.500000172926598
0.0425 0.0625 0.500000196210347
0.045 0.0625 0.500000223467571
0.0475 0.0625 0.500000255550236
0.05 0.0625 0.500000293483494
0.0525 0.0625 0.500000338502076
0.055 0.0625 0.500000392094489
0.0575 0.0625 0.500000456056693
0.06 0.0625 0.500000532557366
0.0625 0.0625 0.500000624217281
0.065 0.0625 0.500000734205936
0.0675 0.0625 0.500000866359237
0.07 0.0625 0.500001025322933
0.0725 0.0625 0.500001216727553
0.075 0.0625 0.500001447401879
0.0775 0.0625 0.500001725633636
0.08 0.0625 0.500002061488026
0.0825 0.0625 0.50000246719718
0.085 0.0625 0.500002957636604
0.0875 0.0625 0.50000355090838
0.09 0.0625 0.500004269055424
0.0925 0.0625 0.50000513893669
0.095 0.0625 0.500006193300076
0.0975 0.0625 0.500007472098203
0.1 0.0625 0.500009024102561
0.1025 0.0625 0.500010908884147
0.105 0.0625 0.500013199244093
0.1075 0.0625 0.500015984196475
0.11 0.0625 0.500019372628092
0.1125 0.0625 0.500023497787127
0.115 0.0625 0.500028522784922
0.1175 0.0625 0.500034647333179
0.12 0.0625 0.500042115983025
0.1225 0.0625 0.500051228182649
0.125 0.0625 0.500062350525549
0.1275 0.0625 0.500075931619878
0.13 0.0625 0.500092520066529
0.1325 0.0625 0.500112786081963
0.135 0.0625 0.500137547328717
0.1375 0.0625 0.500167799502288
0.14 0.0625 0.500204752137403
0.1425 0.0625 0.500249869895448
0.145 0.0625 0.500304919215894
0.1475 0.0625 0.500372019574387
0.15 0.0625 0.500453697583542
0.1525 0.0625 0.500552940678083
0.155 0.0625 0.500673245026004
0.1575 0.0625 0.500818649528052
0.16 0.0625 0.500993744354538
0.1625 0.0625 0.501203638702923
0.165 0.0625 0.501453869017367
0.1675 0.0625 0.501750227027857
0.17 0.0625 0.502098488524144
0.1725 0.0625 0.502504031156697
0.175 0.0625 0.502971345016825
0.1775 0.0625 0.503503464195146
0.18 0.0625 0.504101378719003
0.1825 0.0625 0.504763517240781
0.185 0.0625 0.505485409825115
0.1875 0.0625 0.506259633794872
0.19 0.0625 0.507076105569647
0.1925 0.0625 0.507922712083938
0.195 0.0625 0.508786196347423
0.1975 0.0625 0.509653151384545
0.2 0.0625 0.510510958178635
0.2025 0.0625 0.511348531352832
0.205 0.0625 0.512156796205924
0.2075 0.0625 0.512928887295443
0.21 0.0625 0.513660110393163
0.2125 0.0625 0.514347736438061
0.215 0.0625 0.514990699807613
0.2175 0.0625 0.515589261887662
0.22 0.0625 0.516144683362085
0.2225 0.0625 0.516658931250748
0.225 0.0625 0.51713443277367
0.2275 0.0625 0.517573878495716
0.23 0.0625 0.517980071454692
0.2325 0.0625 0.518355816133486
0.235 0.0625 0.518703840219969
0.2375 0.0625 0.519026742310607
0.24 0.0625 0.519326959493077
0.2425 0.0625 0.519606749732595
0.245 0.0625 0.519868184980914
0.2475 0.0625 0.520113151823338
0.25 0.0625 0.520343357237236
0.2525 0.0625 0.520560337650322
0.255 0.0625 0.520765469970983
0.2575 0.0625 0.520959983635492
0.26 0.0625 0.521144972998804
0.2625 0.0625 0.52132140960588
0.265 0.0625 0.521490154035295
0.2675 0.0625 0.521651967119615
0.27 0.0625 0.521807520428098
0.2725 0.0625 0.521957405954821
0.275 0.0625 0.522102144995524
0.2775 0.0625 0.522242196223945
0.28 0.0625 0.522377962996656
0.2825 0.0625 0.52250979992694
0.285 0.0625 0.522638018775055
0.2875 0.0625 0.52276289370558
0.29 0.0625 0.522884665963534
0.2925 0.0625 0.523003548020345
0.295 0.0625 0.52311972723897
0.2975 0.0625 0.523233369105062
0.3 0.0625 0.523344620068182
0.3025 0.0625 0.523453610033966
0.305 0.0625 0.523560454544989
0.3075 0.0625 0.523665256684882
0.31 0.0625 0.523768108737211
0.3125 0.0625 0.523869093627655
0.315 0.0625 0.523968286175266
0.3175 0.0625 0.524065754175946
0.32 0.0625 0.524161559338915
0.3225 0.0625 0.524255758094636
0.325 0.0625 0.524348402290697
0.3275 0.0625 0.524439539790219
0.33 0.0625 0.524529214985689
0.3325 0.0625 0.524617469239605
0.335 0.0625 0.524704341261886
0.3375 0.0625 0.524789867432832
0.34 0.0625 0.524874082079247
0.3425 0.0625 0.524957017710406
0.345 0.0625 0.525038705219643
0.3475 0.0625 0.525119174056571
0.35 0.0625 0.525198452374277
0.3525 0.0625 0.525276567155211
0.355 0.0625 0.525353544318987
0.3575 0.0625 0.525429408814855
0.36 0.0625 0.52550418470118
0.3625 0.0625 0.52557789521395
0.365 0.0625 0.525650562826011
0.3675 0.0625 0.52572220929849
0.37 0.0625 0.525792855725619
0.3725 0.0625 0.525862522574013
0.375 0.0625 0.525931229717263
0.3775 0.0625 0.525998996466589
0.38 0.0625 0.526065841598159
0.3825 0.0625 0.526131783377611
0.385 0.0625 0.526196839582184
0.3875 0.0625 0.526261027520843
0.39 0.0625 0.526324364052681
0.3925 0.0625 0.526386865603865
0.395 0.0625 0.526448548183317
0.3975 0.0625 0.526509427397314
0.4 0.0625 0.526569518463157
0.4025 0.0625 0.52662883622201
0.405 0.0625 0.526687395151025
0.4075 0.0625 0.526745209374828
0.41 0.0625 0.52680229267644
0.4125 0.0625 0.526858658507682
0.415 0.0625 0.526914319999126
0.4175 0.0625 0.526969289969621
0.42 0.0625 0.527023580935432
0.4225 0.0625 0.527077205119024
0.425 0.0625 0.527130174457512
0.4275 0.0625 0.527182500610807
0.43 0.0625 0.527234194969462
0.4325 0.0625 0.527285268662255
0.435 0.0625 0.527335732563494
0.4375 0.0625 0.527385597300098
0.44 0.0625 0.527434873258427
0.4425 0.0625 0.527483570590888
0.445 0.0625 0.527531699222336
0.4475 0.0625 0.527579268856259
0.45 0.0625 0.527626288980773
0.4525 0.0625 0.527672768874423
0.455 0.0625 0.5277187176118
0.4575 0.0625 0.52776414406899
0.46 0.0625 0.527809056928842
0.4625 0.0625 0.527853464686086
0.465 0.0625 0.527897375652284
0.4675 0.0625 0.527940797960634
0.47 0.0625 0.527983739570622
0.4725 0.0625 0.528026208272545
0.475 0.0625 0.528068211691881
0.4775 0.0625 0.528109757293541
0.48 0.0625 0.528150852385987
0.4825 0.0625 0.528191504125229
0.485 0.0625 0.528231719518701
0.4875 0.0625 0.528271505429023
0.49 0.0625 0.528310868577659
0.4925 0.0625 0.528349815548452
0.495 0.0625 0.528388352791071
0.4975 0.0625 0.528426486624352
0.5 0.0625 0.528464223239535
0.0025 0.065 0.500000008156681
0.005 0.065 0.500000016169103
0.0075 0.065 0.500000024104077
0.01 0.065 0.500000032038547
0.0125 0.065 0.500000040061798
0.015 0.065 0.500000048278116
0.0175 0.065 0.50000005681002
0.02 0.065 0.500000065802173
0.0225 0.065 0.500000075426129
0.025 0.065 0.500000085886098
0.0275 0.065 0.500000097425944
0.03 0.065 0.500000110337684
0.0325 0.065 0.500000124971837
0.035 0.065 0.500000141750004
0.0375 0.065 0.500000161180183
0.04 0.065 0.500000183875439
0.0425 0.065 0.500000210576648
0.045 0.065 0.500000242180249
0.0475 0.065 0.500000279772116
0.05 0.065 0.500000324668922
0.0525 0.065 0.500000378468699
0.055 0.065 0.500000443112669
0.0575 0.065 0.500000520960899
0.06 0.065 0.500000614884963
0.0625 0.065 0.500000728381466
0.065 0.065 0.500000865711262
0.0675 0.065 0.500001032070261
0.07 0.065 0.500001233799144
0.0725 0.065 0.500001478641025
0.075 0.065 0.500001776058204
0.0775 0.065 0.500002137621829
0.08 0.065 0.500002577491529
0.0825 0.065 0.500003113006153
0.085 0.065 0.500003765411753
0.0875 0.065 0.500004560759174
0.09 0.065 0.500005531011319
0.0925 0.065 0.500006715409624
0.095 0.065 0.500008162161063
0.0975 0.065 0.500009930521422
0.1 0.065 0.500012093368357
0.1025 0.065 0.500014740379509
0.105 0.065 0.500017981957456
0.1075 0.065 0.500021954075408
0.11 0.065 0.500026824256224
0.1125 0.065 0.500032798943268
0.115 0.065 0.500040132575639
0.1175 0.065 0.500049138742405
0.12 0.065 0.500060203860109
0.1225 0.065 0.500073803892581
0.125 0.065 0.500090524707378
0.1275 0.065 0.500111086729855
0.13 0.065 0.500136374598938
0.1325 0.065 0.50016747252345
0.135 0.065 0.500205705946221
0.1375 0.065 0.500252689888542
0.14 0.065 0.500310383888686
0.1425 0.065 0.500381152654999
0.145 0.065 0.500467830285718
0.1475 0.065 0.500573784000987
0.15 0.065 0.500702970628451
0.1525 0.065 0.500859975486135
0.155 0.065 0.501050018889514
0.1575 0.065 0.501278910688864
0.16 0.065 0.501552928999947
0.1625 0.065 0.501878597402781
0.165 0.065 0.50226233801162
0.1675 0.065 0.502709989208943
0.17 0.065 0.503226199290595
0.1725 0.065 0.503813741195325
0.175 0.065 0.50447283432286
0.1775 0.065 0.505200595746381
0.18 0.065 0.505990757719148
0.1825 0.065 0.506833764582074
0.185 0.065 0.507717294376073
0.1875 0.065 0.508627153083602
0.19 0.065 0.50954839575927
0.1925 0.065 0.510466475999521
0.195 0.065 0.511368233414227
0.1975 0.065 0.512242589847726
0.2 0.065 0.513080909377897
0.2025 0.065 0.513877051953783
0.205 0.065 0.514627196148264
0.2075 0.065 0.515329520217949
0.21 0.065 0.515983821252179
0.2125 0.065 0.516591131606079
0.215 0.065 0.517153369569889
0.2175 0.065 0.517673042642595
0.22 0.065 0.518153008630168
0.2225 0.065 0.518596291757666
0.225 0.065 0.519005946886726
0.2275 0.065 0.519384963467619
0.23 0.065 0.519736200952812
0.2325 0.065 0.520062348290446
0.235 0.065 0.520365901312705
0.2375 0.065 0.520649153055043
0.24 0.065 0.520914193146923
0.2425 0.065 0.521162913347605
0.245 0.065 0.521397017053841
0.2475 0.065 0.521618031195869
0.25 0.065 0.521827319388853
0.2525 0.065 0.522026095545442
0.255 0.065 0.522215437405648
0.2575 0.065 0.522396299623345
0.26 0.065 0.522569526181001
0.2625 0.065 0.522735861998694
0.265 0.065 0.522895963670056
0.2675 0.065 0.523050409304024
0.27 0.065 0.523199707482697
0.2725 0.065 0.52334430536633
0.275 0.065 0.5234845959897
0.2775 0.065 0.523620924801644
0.28 0.065 0.523753595503556
0.2825 0.065 0.523882875243703
0.285 0.065 0.524008999223667
0.2875 0.065 0.524132174771288
0.29 0.065 0.524252584931892
0.2925 0.065 0.524370391626399
0.295 0.065 0.524485738421595
0.2975 0.065 0.524598752954313
0.3 0.065 0.52470954904784
0.3025 0.065 0.524818228555482
0.305 0.065 0.524924882962982
0.3075 0.065 0.525029594778417
0.31 0.065 0.525132438735337
0.3125 0.065 0.525233482832209
0.315 0.065 0.525332789228802
0.3175 0.065 0.525430415017831
0.32 0.065 0.525526412888142
0.3225 0.065 0.525620831693812
0.325 0.065 0.525713716941858
0.3275 0.065 0.525805111209671
0.33 0.065 0.525895054501966
0.3325 0.065 0.525983584555744
0.335 0.065 0.526070737100724
0.3375 0.065 0.526156546081658
0.34 0.065 0.526241043848154
0.3425 0.065 0.526324261316805
0.345 0.065 0.526406228109781
0.3475 0.065 0.526486972673466
0.35 0.065 0.526566522380184
0.3525 0.065 0.526644903615632
0.355 0.065 0.526722141854231
0.3575 0.065 0.526798261724315
0.36 0.065 0.52687328706472
0.3625 0.065 0.526947240974162
0.365 0.065 0.527020145854537
0.3675 0.065 0.527092023449089
0.37 0.065 0.527162894876279
0.3725 0.065 0.527232780660018
0.375 0.065 0.527301700756825
0.3775 0.065 0.527369674580402
0.38 0.065 0.527436721023993
0.3825 0.065 0.527502858480886
0.385 0.065 0.527568104863295
0.3875 0.065 0.527632477619889
0.39 0.065 0.527695993752113
0.3925 0.065 0.527758669829491
0.395 0.065 0.527820522004025
0.3975 0.065 0.527881566023797
0.4 0.065 0.527941817245871
0.4025 0.065 0.52800129064856
0.405 0.065 0.528060000843128
0.4075 0.065 0.528117962084983
0.41 0.065 0.528175188284387
0.4125 0.065 0.52823169301674
0.415 0.065 0.528287489532468
0.4175 0.065 0.528342590766523
0.42 0.065 0.528397009347546
0.4225 0.065 0.528450757606695
0.425 0.065 0.528503847586159
0.4275 0.065 0.528556291047387
0.43 0.065 0.528608099479021
0.4325 0.065 0.528659284104579
0.435 0.065 0.52870985588987
0.4375 0.065 0.528759825550168
0.44 0.065 0.528809203557157
0.4425 0.065 0.528858000145643
0.445 0.065 0.528906225320055
0.4475 0.065 0.528953888860737
0.45 0.065 0.52900100033004
0.4525 0.065 0.529047569078223
0.455 0.065 0.529093604249165
0.4575 0.065 0.529139114785899
0.46 0.065 0.529184109435983
0.4625 0.065 0.529228596756684
0.465 0.065 0.529272585120024
0.4675 0.065 0.529316082717659
0.47 0.065 0.529359097565607
0.4725 0.065 0.529401637508841
0.475 0.065 0.529443710225731
0.4775 0.065 0.529485323232365
0.48 0.065 0.529526483886724
0.4825 0.065 0.529567199392748
0.485 0.065 0.529607476804267
0.4875 0.065 0.529647323028824
0.49 0.065 0.529686744831375
0.4925 0.065 0.529725748837894
0.495 0.065 0.529764341538859
0.4975 0.065 0.529802529292639
0.5 0.065 0.529840318328784
0.0025 0.0675 0.500000008159083
0.005 0.0675 0.500000016180799
0.0075 0.0675 0.500000024140028
0.01 0.0675 0.500000032123602
0.0125 0.0675 0.500000040233016
0.015 0.0675 0.500000048587724
0.0175 0.0675 0.500000057329156
0.02 0.0675 0.500000066625639
0.0225 0.0675 0.500000076678391
0.025 0.0675 0.500000087728861
0.0275 0.0675 0.5000001000677
0.03 0.0675 0.500000114045745
0.0325 0.0675 0.500000130087471
0.035 0.0675 0.500000148707476
0.0375 0.0675 0.500000170530693
0.04 0.0675 0.500000196317199
0.0425 0.0675 0.500000226992668
0.045 0.0675 0.500000263685794
0.0475 0.0675 0.500000307774292
0.05 0.0675 0.500000360941503
0.0525 0.0675 0.500000425246061
0.055 0.0675 0.500000503207734
0.0575 0.0675 0.500000597913225
0.06 0.0675 0.500000713146688
0.0625 0.0675 0.50000085355083
0.065 0.0675 0.500001024825904
0.0675 0.0675 0.500001233975662
0.07 0.0675 0.500001489611554
0.0725 0.0675 0.50000180232922
0.075 0.0675 0.500002185174732
0.0775 0.0675 0.500002654222359
0.08 0.0675 0.500003229290939
0.0825 0.0675 0.500003934832624
0.085 0.0675 0.500004801036039
0.0875 0.0675 0.500005865196226
0.09 0.0675 0.500007173416614
0.0925 0.0675 0.500008782724135
0.095 0.0675 0.500010763698414
0.0975 0.0675 0.500013203740304
0.1 0.0675 0.500016211135027
0.1025 0.0675 0.500019920101899
0.105 0.0675 0.500024497067157
0.1075 0.0675 0.500030148450122
0.11 0.0675 0.50003713031669
0.1125 0.0675 0.500045760328742
0.115 0.0675 0.500056432503109
0.1175 0.0675 0.500069635387364
0.12 0.0675 0.500085974357118
0.1225 0.0675 0.500106198831219
0.125 0.0675 0.500131235270377
0.1275 0.0675 0.500162226843035
0.13 0.0675 0.500200580564962
0.1325 0.0675 0.500248022477608
0.135 0.0675 0.500306660925048
0.1375 0.0675 0.50037905708163
0.14 0.0675 0.500468300391438
0.1425 0.0675 0.500578084291434
0.145 0.0675 0.500712774285783
0.1475 0.0675 0.500877455975961
0.15 0.0675 0.501077945102704
0.1525 0.0675 0.501320735541917
0.155 0.0675 0.501612855797544
0.1575 0.0675 0.501961602209896
0.16 0.0675 0.502374121411538
0.1625 0.0675 0.502856829836454
0.165 0.0675 0.503414687910968
0.1675 0.0675 0.50405039095951
0.17 0.0675 0.504763590713857
0.1725 0.0675 0.505550304025369
0.175 0.0675 0.506402675424051
0.1775 0.0675 0.507309217193353
0.18 0.0675 0.50825555266372
0.1825 0.0675 0.509225562119948
0.185 0.0675 0.510202724444353
0.1875 0.0675 0.511171406251221
0.19 0.0675 0.512117888069093
0.1925 0.0675 0.51303101041306
0.195 0.0675 0.513902427424771
0.1975 0.0675 0.514726534601873
0.2 0.0675 0.515500174488004
0.2025 0.0675 0.516222225130259
0.205 0.0675 0.516893155470173
0.2075 0.0675 0.51751460411921
0.21 0.0675 0.518089012571386
0.2125 0.0675 0.518619324867447
0.215 0.0675 0.519108753504336
0.2175 0.0675 0.519560604731469
0.22 0.0675 0.519978153600859
0.2225 0.0675 0.520364558736929
0.225 0.0675 0.520722807651553
0.2275 0.0675 0.52105568482379
0.23 0.0675 0.521365756265645
0.2325 0.0675 0.52165536568489
0.235 0.0675 0.521926638540779
0.2375 0.0675 0.522181491248166
0.24 0.0675 0.522421643535903
0.2425 0.0675 0.522648632537209
0.245 0.0675 0.52286382761715
0.2475 0.0675 0.523068445256823
0.25 0.0675 0.523263563542305
0.2525 0.0675 0.523450135970343
0.255 0.0675 0.523629004399189
0.2575 0.0675 0.523800911054508
0.26 0.0675 0.523966509556687
0.2625 0.0675 0.524126374974086
0.265 0.0675 0.524281012932026
0.2675 0.0675 0.524430867823365
0.27 0.0675 0.524576330175994
0.2725 0.0675 0.524717743237622
0.275 0.0675 0.524855408839951
0.2775 0.0675 0.524989592604077
0.28 0.0675 0.525120528547065
0.2825 0.0675 0.525248423147007
0.285 0.0675 0.525373458920499
0.2875 0.0675 0.525495797562881
0.29 0.0675 0.525615582697842
0.2925 0.0675 0.525732942279183
0.295 0.0675 0.525847990683886
0.2975 0.0675 0.525960830532054
0.3 0.0675 0.526071554265921
0.3025 0.0675 0.526180245516943
0.305 0.0675 0.526286980287032
0.3075 0.0675 0.526391827967212
0.31 0.0675 0.526494852214476
0.3125 0.0675 0.526596111705272
0.315 0.0675 0.526695660781958
0.3175 0.0675 0.526793550006612
0.32 0.0675 0.526889826634888
0.3225 0.0675 0.526984535021006
0.325 0.0675 0.527077716963605
0.3275 0.0675 0.527169412000906
0.33 0.0675 0.527259657662548
0.3325 0.0675 0.527348489684457
0.335 0.0675 0.527435942192263
0.3375 0.0675 0.527522047857979
0.34 0.0675 0.527606838034031
0.3425 0.0675 0.527690342868116
0.345 0.0675 0.527772591401849
0.3475 0.0675 0.527853611655758
0.35 0.0675 0.527933430702747
0.3525 0.0675 0.528012074731874
0.355 0.0675 0.528089569103974
0.3575 0.0675 0.528165938400414
0.36 0.0675 0.528241206466086
0.3625 0.0675 0.528315396447548
0.365 0.0675 0.528388530827073
0.3675 0.0675 0.528460631453247
0.37 0.0675 0.528531719568655
0.3725 0.0675 0.528601815835093
0.375 0.0675 0.528670940356678
0.3775 0.0675 0.528739112701153
0.38 0.0675 0.52880635191966
0.3825 0.0675 0.528872676565169
0.385 0.0675 0.528938104709751
0.3875 0.0675 0.529002653960839
0.39 0.0675 0.529066341476597
0.3925 0.0675 0.529129183980481
0.395 0.0675 0.52919119777511
0.3975 0.0675 0.529252398755476
0.4 0.0675 0.529312802421582
0.4025 0.0675 0.529372423890544
0.405 0.0675 0.529431277908197
0.4075 0.0675 0.529489378860253
0.41 0.0675 0.529546740783026
0.4125 0.0675 0.529603377373759
0.415 0.0675 0.529659302000581
0.4175 0.0675 0.5297145277121
0.42 0.0675 0.529769067246673
0.4225 0.0675 0.529822933041339
0.425 0.0675 0.52987613724046
0.4275 0.0675 0.529928691704065
0.43 0.0675 0.529980608015914
0.4325 0.0675 0.530031897491298
0.435 0.0675 0.530082571184577
0.4375 0.0675 0.530132639896481
0.44 0.0675 0.530182114181158
0.4425 0.0675 0.530231004353014
0.445 0.0675 0.530279320493312
0.4475 0.0675 0.530327072456581
0.45 0.0675 0.530374269876803
0.4525 0.0675 0.530420922173415
0.455 0.0675 0.530467038557116
0.4575 0.0675 0.530512628035496
0.46 0.0675 0.530557699418484
0.4625 0.0675 0.53060226132363
0.465 0.0675 0.530646322181221
0.4675 0.0675 0.53068989023924
0.47 0.0675 0.530732973568171
0.4725 0.0675 0.53077558006566
0.475 0.0675 0.530817717461027
0.4775 0.0675 0.530859393319646
0.48 0.0675 0.530900615047194
0.4825 0.0675 0.530941389893765
0.485 0.0675 0.530981724957866
0.4875 0.0675 0.531021627190289
0.49 0.0675 0.531061103397875
0.4925 0.0675 0.531100160247153
0.495 0.0675 0.531138804267886
0.4975 0.0675 0.531177041856503
0.5 0.0675 0.531214879279432
0.0025 0.07 0.500000008161659
0.005 0.07 0.500000016193351
0.0075 0.07 0.500000024178697
0.01 0.07 0.500000032215334
0.0125 0.07 0.50000004041822
0.015 0.07 0.500000048923677
0.0175 0.07 0.500000057894375
0.02 0.07 0.50000006752545
0.0225 0.07 0.500000078052037
0.025 0.07 0.50000008975854
0.0275 0.07 0.500000102990062
0.03 0.07 0.50000011816648
0.0325 0.07 0.500000135799822
0.035 0.07 0.500000156515712
0.0375 0.07 0.500000181079848
0.04 0.07 0.50000021043074
0.0425 0.07 0.50000024572019
0.045 0.07 0.50000028836339
0.0475 0.07 0.500000340100964
0.05 0.07 0.500000403075844
0.0525 0.07 0.500000479928613
0.055 0.07 0.500000573915788
0.0575 0.07 0.500000689056724
0.06 0.07 0.500000830316128
0.0625 0.07 0.500001003831004
0.065 0.07 0.500001217193028
0.0675 0.07 0.500001479800122
0.07 0.07 0.500001803294469
0.0725 0.07 0.500002202108591
0.075 0.07 0.500002694146545
0.0775 0.07 0.500003301634206
0.08 0.07 0.500004052181177
0.0825 0.07 0.500004980107707
0.085 0.07 0.500006128103493
0.0875 0.07 0.500007549302197
0.09 0.07 0.500009309876624
0.0925 0.07 0.500011492285848
0.095 0.07 0.500014199338222
0.0975 0.07 0.500017559274622
0.1 0.07 0.500021732125817
0.1025 0.07 0.50002691765832
0.105 0.07 0.500033365295878
0.1075 0.07 0.500041386490268
0.11 0.07 0.500051370115695
0.1125 0.07 0.500063801574747
0.115 0.07 0.500079286426509
0.1175 0.07 0.500098579469992
0.12 0.07 0.500122620321527
0.1225 0.07 0.50015257658319
0.125 0.07 0.500189895661609
0.1275 0.07 0.50023636608561
0.13 0.07 0.500294188671296
0.1325 0.07 0.500366056929167
0.135 0.07 0.500455244477329
0.1375 0.07 0.500565694643378
0.14 0.07 0.500702103611351
0.1425 0.07 0.500869983172673
0.145 0.07 0.50107568238508
0.1475 0.07 0.501326339779284
0.15 0.07 0.501629730677765
0.1525 0.07 0.501993970604513
0.155 0.07 0.502427040201504
0.1575 0.07 0.502936115189981
0.16 0.07 0.503526721594893
0.1625 0.07 0.504201791973243
0.165 0.07 0.504960763464932
0.1675 0.07 0.505798911049262
0.17 0.07 0.506707118276781
0.1725 0.07 0.507672227143058
0.175 0.07 0.508677979373583
0.1775 0.07 0.509706402881112
0.18 0.07 0.510739375041489
0.1825 0.07 0.511760062735833
0.185 0.07 0.512754005948339
0.1875 0.07 0.513709736886806
0.19 0.07 0.514618951585104
0.1925 0.07 0.515476333799455
0.195 0.07 0.516279160895195
0.1975 0.07 0.517026810966449
0.2 0.07 0.517720259945453
0.2025 0.07 0.518361623536006
0.205 0.07 0.518953770595867
0.2075 0.07 0.519500015012644
0.21 0.07 0.520003881519192
0.2125 0.07 0.520468935270032
0.215 0.07 0.520898663245119
0.2175 0.07 0.521296395982905
0.22 0.07 0.521665259619526
0.2225 0.07 0.522008150021759
0.225 0.07 0.52232772256628
0.2275 0.07 0.522626392660885
0.23 0.07 0.522906343369035
0.2325 0.07 0.523169537494172
0.235 0.07 0.523417732239529
0.2375 0.07 0.523652495125656
0.24 0.07 0.523875220263283
0.2425 0.07 0.52408714437943
0.245 0.07 0.524289362209051
0.2475 0.07 0.524482841015904
