"kD" "kA" "z1vector" "z2vector" "z3vector" "z4vector" "z5vector" "z6vector" "z7vector" "z8vector" "z9vector"
0.4 0.14 0.5 0.500000000004571 0.500000009478881 0.510933387770044 0.558321318918293 0.568313797402359 0.516651409493013 0.564677434891695 0.574955705725905
0.41 0.14 0.5 0.500000000031947 0.500000067541805 0.511711581426381 0.558968033741259 0.568555557210133 0.517308188054389 0.565197659273364 0.575039732726745
0.42 0.14 0.5 0.500000000234057 0.500000503220378 0.512499213219618 0.55958385445965 0.568784378551415 0.517981949681577 0.565690982920412 0.575117826987609
0.43 0.14 0.5 0.500000001799395 0.500003911124945 0.513296923397615 0.560170679580688 0.569001242117555 0.518672535789621 0.56615917716986 0.575190541181524
0.44 0.14 0.5 0.500000014528585 0.500031304353717 0.514104995494217 0.560730277250581 0.569207031463614 0.51937971547748 0.566603884036737 0.575258360855768
0.45 0.14 0.5 0.500000123248523 0.500242033750302 0.514923547962623 0.561264293716938 0.569402544775632 0.520103187190026 0.56702662491597 0.575321714374855
0.46 0.14 0.5 0.500001097205813 0.50138859572718 0.515752589130655 0.561774261499756 0.569588504969653 0.520842580966316 0.567428809059416 0.575380981145459
0.47 0.14 0.5 0.500010171929585 0.503832414022283 0.516592034722652 0.562261607213494 0.569765568390635 0.521597461450738 0.567811741724625 0.575436498459125
0.48 0.14 0.5 0.500094334893785 0.505938919870545 0.517441716555864 0.562727659002336 0.569934332331724 0.522367331656859 0.568176631927564 0.575488567215969
0.49 0.14 0.5 0.500718107386922 0.507560815120053 0.518301389557652 0.563173653566515 0.570095341555849 0.523151637412863 0.568524599758917 0.575537456737028
0.5 0.14 0.5 0.502698586253078 0.509017039286577 0.519170738629925 0.563600742770014 0.570249093970411 0.523949772390042 0.568856683244094 0.575583408830151
0.01 0.15 0.5 0.5 0.5 0.50000000628357 0.500000007084273 0.500000011437072 0.500000609042477 0.500000748547904 0.500001784369174
0.02 0.15 0.5 0.5 0.5 0.500000013398553 0.500000019630109 0.500000081800214 0.500001366188858 0.500002313717921 0.500014482579669
0.03 0.15 0.5 0.5 0.5 0.500000021647313 0.500000047722629 0.500000514897533 0.5000023248916 0.500006340198467 0.500098710226962
0.04 0.15 0.5 0.5 0.5 0.500000031432129 0.500000123128778 0.500003126295038 0.500003560146727 0.50001852188188 0.50062040623135
0.05 0.15 0.5 0.5 0.5 0.500000043297242 0.500000357858913 0.500018728748948 0.50000517861062 0.500060698892453 0.50334085789764
0.06 0.15 0.5 0.5 0.5 0.500000057991008 0.500001188546121 0.500111620740105 0.500007334116655 0.500223699472849 0.511754912433838
0.07 0.15 0.5 0.5 0.5 0.500000076559141 0.500004476643021 0.500652971662434 0.500010251829775 0.500895122851177 0.52324911833754
0.08 0.15 0.5 0.5 0.5 0.500000100486833 0.500018800414088 0.503414470664213 0.500014266430856 0.503487635905726 0.532593058351297
0.09 0.15 0.5 0.5 0.5 0.500000131918934 0.500086220989512 0.512108017803718 0.500019883443154 0.510366280082742 0.539632389631415
0.1 0.15 0.5 0.5 0.5 0.500000174007103 0.500418400347071 0.524236465400849 0.500027879323023 0.51950865319534 0.545331082212067
0.11 0.15 0.5 0.5 0.5 0.500000231467301 0.501977270798341 0.533881318350535 0.500039467450674 0.526362254733094 0.550256901995709
0.12 0.15 0.5 0.5 0.5 0.500000311492713 0.50721863194951 0.540688819629238 0.500056577657066 0.530718425255764 0.554655551538426
0.13 0.15 0.5 0.5 0.5 0.500000425279899 0.515595521078867 0.545713453347447 0.500082333399856 0.533822283329763 0.558607018381036
0.14 0.15 0.5 0.5 0.5 0.500000590636531 0.522172912562925 0.549620326754779 0.500121874652498 0.53641646578725 0.562116307962031
0.15 0.15 0.5 0.5 0.5 0.500000836541667 0.52638721585162 0.552760329525427 0.500183781892816 0.538789543396848 0.565164525299102
0.16 0.15 0.5 0.5 0.5 0.50000121131839 0.529493561006338 0.555336080476825 0.500282517374874 0.541032403887417 0.56774113592243
0.17 0.15 0.5 0.5 0.5 0.500001797664222 0.5321448506029 0.557482857863874 0.500442467758771 0.543169297344869 0.569862875520224
0.18 0.15 0.5 0.5 0.5 0.500002741056889 0.534565748148913 0.559299933045551 0.500704063567205 0.545205585263001 0.571577209542376
0.19 0.15 0.5 0.5 0.5 0.500004304989747 0.53682810544746 0.560861593955432 0.501131057263448 0.547142326178921 0.572951495733508
0.2 0.15 0.5 0.5 0.5 0.500006981596376 0.538957297732331 0.562222386687055 0.501812930526489 0.548980220265499 0.574056528817271
0.21 0.15 0.5 0.5 0.5 0.500011719965615 0.540965119806508 0.563421680423567 0.502845460700872 0.550720552061293 0.574954286126313
0.22 0.15 0.5 0.5 0.5 0.50002041147082 0.542859313434977 0.564488056593067 0.504267116186652 0.552365341331911 0.575693423902473
0.23 0.15 0.5 0.5 0.5 0.50003694949687 0.544646295032592 0.565442871316918 0.505971676745405 0.553917285038465 0.576310196104371
0.24 0.15 0.5 0.5 0.5 0.500069589292343 0.546331954220499 0.566302698613406 0.507707239857975 0.555379642047214 0.576831269620063
0.25 0.15 0.5 0.5 0.5 0.500136216453392 0.547921897863171 0.567080832410966 0.50922515561673 0.556756104588957 0.577276412526495
0.26 0.15 0.5 0.5 0.5 0.500275669805998 0.549421525925154 0.567788179390158 0.510425054882575 0.558050672763054 0.577660492391813
0.27 0.15 0.5 0.5 0.5 0.500568807616582 0.550836051295105 0.568433812806939 0.511348520446392 0.559267539737821 0.577994855402323
0.28 0.15 0.5 0.5 0.5 0.501161246508369 0.552170499059619 0.569025347553316 0.512090021885274 0.560410991482135 0.578288275235422
0.29 0.15 0.5 0.5 0.500000000000001 0.502226611276216 0.553429698282408 0.569569216265577 0.512733597353012 0.561485322591335 0.578547618544639
0.3 0.15 0.5 0.5 0.500000000000009 0.503768561900603 0.554618272013978 0.570070883527752 0.513334710900038 0.562494768251449 0.578778320724416
0.31 0.15 0.5 0.5 0.50000000000005 0.505455899875474 0.555740628348869 0.57053501629234 0.513924493808127 0.563443451383161 0.578984730933247
0.32 0.15 0.5 0.5 0.500000000000293 0.506919399761744 0.55680095390949 0.570965620939322 0.51451862822956 0.564335343403517 0.579170365088626
0.33 0.15 0.5 0.500000000000001 0.50000000000179 0.508080486214851 0.557803210309843 0.571366154092669 0.515124389007275 0.565174236746536 0.579338093230188
0.34 0.15 0.5 0.500000000000007 0.500000000011391 0.509042781012545 0.558751133654545 0.571739612573373 0.515744937991045 0.565963727210039 0.579490279637648
0.35 0.15 0.5 0.500000000000044 0.500000000075523 0.509911826615367 0.559648236837234 0.572088606707732 0.516381586277331 0.566707204272372 0.579628888650036
0.36 0.15 0.5 0.500000000000294 0.500000000522292 0.510747210030023 0.560497814249103 0.572415420328349 0.517034859632518 0.567407847689792 0.579755565367568
0.37 0.15 0.5 0.500000000002072 0.500000003771379 0.511575383410322 0.561302948446552 0.572722060109007 0.517704951524263 0.568068628898262 0.579871697792449
0.38 0.15 0.5 0.500000000015286 0.500000028458897 0.512406639154027 0.562066518323677 0.573010296322514 0.518391897243194 0.568692315970254 0.579978465125894
0.39 0.15 0.5 0.500000000118169 0.500000224530062 0.513244731793437 0.562791208366881 0.573281696674882 0.519095634365173 0.569281481097409 0.580076875643665
0.4 0.15 0.5 0.500000000957961 0.500001850404376 0.514091062912069 0.563479518618715 0.573537654526793 0.519816021941417 0.569838509771257 0.580167796654508
0.41 0.15 0.5 0.500000008150909 0.500015819414793 0.514946229091996 0.564133775035331 0.573779412544667 0.520552846591927 0.570365611010759 0.580251978390483
0.42 0.15 0.5 0.50000007282921 0.500135180846186 0.515810525485057 0.564756139979415 0.574008082612973 0.52130582525598 0.570864828135443 0.580330073206348
0.43 0.15 0.5 0.500000682965124 0.50096165035119 0.516684094103455 0.565348622644275 0.574224662673926 0.522074607595587 0.571338049707106 0.580402651122669
0.44 0.15 0.5 0.500006687735116 0.503526011800446 0.51756696666866 0.565913089252585 0.57443005103038 0.522858778853392 0.571787020363736 0.580470212496626
0.45 0.15 0.5 0.500066485999205 0.506177871968492 0.518459079998579 0.566451272914388 0.574625058544815 0.523657863326735 0.572213351349446 0.580533198419406
0.46 0.15 0.5 0.500576166039272 0.508112883892603 0.519360285097832 0.566964783063194 0.57481041908568 0.524471328443614 0.572618530606877 0.580591999301266
0.47 0.15 0.5 0.502632045014817 0.509783475921679 0.520270354966474 0.567455114416961 0.574986798507405 0.525298589373464 0.573003932346733 0.580646962001983
0.48 0.15 0.5 0.505109710457481 0.511352479634521 0.521188992156385 0.567923655432931 0.575154802398482 0.52613901408418 0.573370826045607 0.580698395786241
0.49 0.15 0.5 0.506958656986862 0.512851641598434 0.522115836238572 0.56837169624266 0.575314982790344 0.526991928745412 0.573720384850337 0.580746577323877
0.5 0.15 0.5 0.508570600338822 0.514288742448334 0.523050471172724 0.56880043606671 0.575467843986186 0.527856623372492 0.574053693386797 0.580791754909241
0.01 0.16 0.5 0.5 0.5 0.500000006391061 0.500000007289568 0.500000012123051 0.500000619985939 0.500000778390803 0.500001959124131
0.02 0.16 0.5 0.5 0.5 0.50000001390132 0.500000021312482 0.500000096678982 0.500001419888222 0.500002567550183 0.500017796142863
0.03 0.16 0.5 0.5 0.5 0.500000022961835 0.500000056190825 0.500000682395601 0.500002472601935 0.500007716270984 0.500135648099841
0.04 0.16 0.5 0.5 0.5 0.500000034168523 0.500000161341581 0.500004644541766 0.500003884176051 0.500025300161501 0.500938654126202
0.05 0.16 0.5 0.5 0.5 0.500000048359879 0.500000531954015 0.500031174081358 0.500005811278377 0.500094366681454 0.505152542384693
0.06 0.16 0.5 0.5 0.5 0.500000066736499 0.500002025583194 0.500207445139006 0.500008489098016 0.500395860795864 0.515943152429461
0.07 0.16 0.5 0.5 0.5 0.500000091048024 0.500008777510628 0.501321555544178 0.500012276681654 0.501746816520007 0.527604190286227
0.08 0.16 0.5 0.5 0.5 0.500000123890843 0.500042345269789 0.506691720761979 0.500017731891878 0.506659918001706 0.536359949302802
0.09 0.16 0.5 0.5 0.5 0.500000169191259 0.500221120168077 0.518924268689905 0.500025737566484 0.516206865917998 0.543092462662992
0.1 0.16 0.5 0.5 0.5 0.500000233005509 0.501176385241944 0.531011494346964 0.500037717661843 0.525008401910344 0.548749251781026
0.11 0.16 0.5 0.5 0.5 0.500000324872922 0.505264454579131 0.539607815715022 0.500056013959556 0.530668649154049 0.553782464382642
0.12 0.16 0.5 0.5 0.5 0.500000460156747 0.514039844260439 0.545802157038397 0.500084552744207 0.534439123226986 0.558363706681647
0.13 0.16 0.5 0.5 0.5 0.500000664191359 0.522058985200295 0.550569874480884 0.500130038187711 0.537419142797315 0.562530633383007
0.14 0.16 0.5 0.5 0.5 0.500000979817813 0.527132601805806 0.554402454027528 0.500204096179899 0.540081119900824 0.566261838914994
0.15 0.16 0.5 0.5 0.5 0.500001481446854 0.530695309841483 0.557551629903208 0.500327079524451 0.542580824321494 0.569519547101072
0.16 0.16 0.5 0.5 0.5 0.500002302053493 0.533660341612487 0.560170075959811 0.500534529270752 0.544960601089055 0.572279652033446
0.17 0.16 0.5 0.5 0.5 0.500003686549392 0.536344581323305 0.562369025194746 0.50088691221088 0.547229495413015 0.574551555847584
0.18 0.16 0.5 0.5 0.5 0.500006100606719 0.538845907564554 0.564236907730293 0.501479866970998 0.549388576702377 0.57638221392063
0.19 0.16 0.5 0.5 0.5 0.500010459659445 0.541196847179624 0.565843654813903 0.502440640818938 0.551437865395525 0.577843532057715
0.2 0.16 0.5 0.5 0.5 0.500018626181509 0.543411427116925 0.567242515070193 0.503876750239319 0.553378012006206 0.5790127633229
0.21 0.16 0.5 0.5 0.5 0.500034521711574 0.545498369492011 0.568472987917635 0.505756399670937 0.555210612634091 0.579957869120319
0.22 0.16 0.5 0.5 0.5 0.500066671946672 0.547464758310261 0.569564431321145 0.507821618957814 0.556938174913603 0.580732159158824
0.23 0.16 0.5 0.5 0.5 0.50013407766585 0.549317084787519 0.570539204468169 0.509714862709122 0.558563987558787 0.581375277870864
0.24 0.16 0.5 0.5 0.5 0.500279364435395 0.551061559302802 0.571414872544791 0.511225796762811 0.56009196264944 0.581916320904642
0.25 0.16 0.5 0.5 0.5 0.500594708460967 0.552704204423618 0.572205592019249 0.512361677680779 0.56152647543273 0.58237678647223
0.26 0.16 0.5 0.5 0.5 0.501253483434938 0.554250874894604 0.572922968822354 0.513237348098586 0.562872213709619 0.582772768706205
0.27 0.16 0.5 0.5 0.500000000000001 0.502472315336791 0.555707250483966 0.5735766221021 0.513968398867529 0.564134043480451 0.583116482043705
0.28 0.16 0.5 0.5 0.500000000000007 0.504260311812504 0.557078818891127 0.574174585986477 0.514633409550689 0.565316894208182 0.583417317534338
0.29 0.16 0.5 0.5 0.500000000000044 0.506200788526958 0.558370856510826 0.574723613980813 0.515276471155754 0.56642566471072 0.583682585254059
0.3 0.16 0.5 0.5 0.500000000000281 0.507845317170508 0.559588410997118 0.575229417158789 0.515919501217179 0.567465149049346 0.583918043440518
0.31 0.16 0.5 0.500000000000001 0.500000000001878 0.509121289686109 0.560736287584007 0.57569685317369 0.516572453030637 0.568439980718658 0.58412827989269
0.32 0.16 0.5 0.500000000000009 0.500000000013076 0.510166147260052 0.561819039942733 0.576130077203693 0.517239522612677 0.569354592855129 0.58431698966736
0.33 0.16 0.5 0.500000000000062 0.500000000094916 0.5111057446432 0.562840965635054 0.576532663017428 0.517922370336723 0.570213191952794 0.584487179312151
0.34 0.16 0.5 0.500000000000455 0.500000000718933 0.51200724589975 0.563806105798528 0.576907700488556 0.518621611252832 0.57101974259795 0.584641318629021
0.35 0.16 0.5 0.500000000003506 0.500000005687682 0.512899269435144 0.564718248478419 0.577257874508851 0.519337437594328 0.571777960917507 0.584781454636576
0.36 0.16 0.5 0.500000000028298 0.50000004703537 0.513792624254731 0.565580934934495 0.577585529171578 0.520069854345787 0.572491314705208 0.584909298043206
0.37 0.16 0.5 0.500000000239359 0.50000040669299 0.514691202157014 0.566397468250502 0.577892720250803 0.52081876026361 0.573163028493617 0.585026289533324
0.38 0.16 0.5 0.50000000212378 0.500003670053165 0.515596483019075 0.567170923624456 0.578181258341695 0.5215839737136 0.573796092142478 0.58513365108109
0.39 0.16 0.5 0.50000001978068 0.500034160909233 0.516509135942668 0.567904159794293 0.578452744513976 0.52236524111662 0.574393271794714 0.585232426048948
0.4 0.16 0.5 0.500000193432637 0.500306744967832 0.517429523610393 0.568599831139623 0.578708599933302 0.523162240797446 0.57495712229893 0.585323510803981
0.41 0.16 0.5 0.500001982545407 0.501946399871567 0.518357847997956 0.569260400086095 0.578950090597767 0.523974586085107 0.575490000407988 0.585407679858911
0.42 0.16 0.5 0.500021063818419 0.505275539959057 0.519294193108789 0.569888149518147 0.579178348098023 0.524801828678327 0.575994078237462 0.58548560602528
0.43 0.16 0.5 0.50021741872674 0.507888278622296 0.520238541474396 0.570485194975847 0.579394387123957 0.525643462486916 0.576471356608402 0.585557876691496
0.44 0.16 0.5 0.501572908761951 0.509885980607167 0.521190784564165 0.571053496471008 0.579599120295957 0.526498927949497 0.576923678010228 0.585625007065516
0.45 0.16 0.5 0.504521908283908 0.51169199569253 0.522150731762249 0.57159486980691 0.5797933707853 0.527367616770706 0.577352739005996 0.585687451021383
0.46 0.16 0.5 0.506885415191355 0.513402835365294 0.523118118871198 0.572110997325634 0.579977883098758 0.52824887700098 0.577760101968217 0.585745610040162
0.47 0.16 0.5 0.508757707873394 0.51503698639967 0.524092616318998 0.572603438038324 0.580153332331849 0.529142018372643 0.57814720608285 0.585799840624732
0.48 0.16 0.5 0.510485523027666 0.516600864608542 0.525073837090846 0.573073637117829 0.580320332138967 0.530046317801788 0.578515377595343 0.585850460484148
0.49 0.16 0.5 0.512137876040901 0.518099025955752 0.526061344372785 0.573522934751382 0.580479441623757 0.530961024965211 0.578865839298627 0.585897753719692
0.5 0.16 0.5 0.513726605733866 0.51953550620451 0.527054658883715 0.573952574364356 0.580631171317119 0.531885367864891 0.579199719281093 0.585941975196042
0.01 0.17 0.5 0.5 0.5 0.500000006519475 0.500000007527457 0.500000012883002 0.500000633025142 0.500000812924875 0.50000215657957
0.02 0.17 0.5 0.5 0.5 0.500000014500047 0.500000023336192 0.500000114716326 0.500001483853912 0.500002878337076 0.500021939787933
0.03 0.17 0.5 0.5 0.5 0.500000024551779 0.500000067164562 0.500000908050992 0.500002651594096 0.500009550669088 0.500186835403246
0.04 0.17 0.5 0.5 0.5 0.500000037552157 0.500000215949028 0.500006926644358 0.500004286128545 0.500035330550591 0.501411239954556
0.05 0.17 0.5 0.5 0.5 0.50000005478739 0.500000810856161 0.500052059501737 0.500006618083549 0.500150207084694 0.507594153412914
0.06 0.17 0.5 0.5 0.5 0.500000078178994 0.50000354369808 0.500385271526857 0.500010008827128 0.500712086219801 0.520184274105236
0.07 0.17 0.5 0.5 0.5 0.500000110654265 0.500017644932345 0.502601076051605 0.500015035487156 0.503334895622889 0.53144732403256
0.08 0.17 0.5 0.5 0.5 0.500000156764509 0.500097392722637 0.511659596179403 0.500022638370401 0.511313889752172 0.539686170977006
0.09 0.17 0.5 0.5 0.5 0.500000223739308 0.500570631329481 0.525813032542425 0.500034381665435 0.521979882394166 0.546241473365831
0.1 0.17 0.5 0.5 0.5 0.50000032332609 0.503113322215457 0.536919540754341 0.500052923403202 0.529603886499157 0.551939935303751
0.11 0.17 0.5 0.5 0.5 0.50000047507906 0.511101139422378 0.544679423918222 0.500082877513915 0.534411408115597 0.557128614800636
0.12 0.17 0.5 0.5 0.5 0.500000712393113 0.520825445700046 0.550506942156801 0.500132416336871 0.537922342590946 0.561921135227065
0.13 0.17 0.5 0.5 0.5 0.50000109388039 0.527216199181315 0.555167005742409 0.500216263910902 0.540927473309218 0.566323039190532
0.14 0.17 0.5 0.5 0.5 0.500001725448667 0.531420162974012 0.559011559354784 0.500361215821553 0.543710785638112 0.57029192133685
0.15 0.17 0.5 0.5 0.5 0.500002804472315 0.534768437402443 0.56222089290861 0.500615814159773 0.546354035991889 0.573773312768922
0.16 0.17 0.5 0.5 0.5 0.500004711022579 0.537751628026433 0.564912533157359 0.501065033317646 0.548875612579426 0.576729648971917
0.17 0.17 0.5 0.5 0.5 0.500008202610455 0.540518000679479 0.567181645320886 0.501844024459933 0.55127764008267 0.579162199015432
0.18 0.17 0.5 0.5 0.5 0.500014844015975 0.543113636476647 0.569110549510818 0.503122494635719 0.553559350750732 0.581116815840516
0.19 0.17 0.5 0.5 0.5 0.500027987212757 0.545556390650256 0.570767841265405 0.505002068578882 0.555720413494066 0.582670076576665
0.2 0.17 0.5 0.5 0.5 0.500055069144301 0.547856327688824 0.572207429124826 0.507333887996268 0.557761637728855 0.583906321532523
0.21 0.17 0.5 0.5 0.5 0.500113090214486 0.550021247257452 0.573470175974281 0.509691968183299 0.559685021660222 0.584900212825629
0.22 0.17 0.5 0.5 0.5 0.500241519749687 0.5520582166126 0.574586955795566 0.511671911775835 0.561493624483047 0.585710281794409
0.23 0.17 0.5 0.5 0.5 0.500530166555804 0.553974017569351 0.57558154826566 0.513155133401211 0.563191383985091 0.586379938088976
0.24 0.17 0.5 0.5 0.5 0.50116266680502 0.555775276938241 0.576472730804968 0.514248509478056 0.564782919412751 0.586940925033903
0.25 0.17 0.5 0.5 0.500000000000001 0.502409111391849 0.557468492295655 0.577275632846713 0.515109795197404 0.566273338728448 0.587416587275171
0.26 0.17 0.5 0.5 0.500000000000003 0.504369093269028 0.559060018450653 0.57800261224626 0.515857782242758 0.567668061564613 0.587824302828986
0.27 0.17 0.5 0.5 0.500000000000023 0.506608865526549 0.560556039087063 0.578663858311077 0.516561510631606 0.568972664429053 0.588177181093293
0.28 0.17 0.5 0.5 0.500000000000163 0.508532527947356 0.561962534860105 0.579267835121586 0.517255619898894 0.570192751180219 0.588485242350159
0.29 0.17 0.5 0.500000000000001 0.500000000001183 0.509995740178724 0.563285253792155 0.579821621305229 0.517955791802793 0.571333849151993 0.588756244996034
0.3 0.17 0.5 0.500000000000007 0.500000000008937 0.511160128649965 0.564529686949409 0.580331175544479 0.518668556529172 0.572401329479172 0.58899627179385
0.31 0.17 0.5 0.500000000000052 0.500000000070428 0.512186591362361 0.565701050647351 0.580801545785177 0.519396436752653 0.573400349054631 0.589210149412099
0.32 0.17 0.5 0.500000000000415 0.500000000579255 0.51316134179534 0.566804275351854 0.581237034881625 0.520140329355121 0.574335810998962 0.589401751663008
0.33 0.17 0.5 0.500000000003467 0.500000004977398 0.514120699194487 0.567844000797944 0.581641332339781 0.520900498674061 0.575212340392897 0.589574221008902
0.34 0.17 0.5 0.500000000030327 0.500000044717543 0.515078192212238 0.568824576505362 0.582017619621578 0.52167695189815 0.57603427217197 0.589730132161133
0.35 0.17 0.5 0.500000000278085 0.500000420149325 0.516038640970727 0.569750066731101 0.582368654780901 0.522469568257174 0.57680564839609 0.589871614268604
0.36 0.17 0.5 0.50000000267546 0.50000412056746 0.517003880413403 0.57062425889128 0.582696840885482 0.523278140282721 0.577530222496721 0.590000443191847
0.37 0.17 0.5 0.500000027024409 0.500041641528245 0.517974760717057 0.571450674554472 0.583004281661977 0.524102387102174 0.578211468511378 0.590118111938486
0.38 0.17 0.5 0.500000286589812 0.500400846077718 0.51895176879925 0.572232582218574 0.583292827021042 0.52494196000321 0.578852593701596 0.590225884985745
0.39 0.17 0.5 0.500003183153868 0.502533400173543 0.519935206301073 0.572973011208452 0.583564110522454 0.525796446346932 0.579456553295937 0.590324840589655
0.4 0.17 0.5 0.500036460959779 0.506333612489271 0.520925241771506 0.573674766156188 0.583819580384272 0.526665373442516 0.580026066395388 0.590415904046184
0.41 0.17 0.5 0.500390844513427 0.509109227089649 0.521921930910322 0.574340441640763 0.584060525291037 0.527548212743036 0.580563632323544 0.590499874070645
0.42 0.17 0.5 0.502489697839462 0.5112759397413 0.522925229209857 0.574972436665114 0.584288095988025 0.52844438440243 0.581071546901663 0.590577443893923
0.43 0.17 0.5 0.505810547795073 0.513255013477505 0.523935002600991 0.575572968733936 0.584503323442109 0.529353262153619 0.581551918284618 0.590649218266396
0.44 0.17 0.5 0.508218187095697 0.51513023335378 0.524951037288088 0.576144087365972 0.584707134189873 0.530274178444215 0.582006682114286 0.590715727265039
0.45 0.17 0.5 0.51022052515102 0.516918197433927 0.525973049028057 0.576687686930814 0.584900363369227 0.531206429756739 0.582437615838218 0.590777437583053
0.46 0.17 0.5 0.512096082746937 0.518625830599084 0.527000691922677 0.577205518744438 0.585083765833451 0.532149282036179 0.582846352109412 0.590834761821845
0.47 0.17 0.5 0.513891096179022 0.520258487936908 0.528033566749448 0.577699202391489 0.585258025670103 0.533101976147308 0.583234391232341 0.59088806618632
0.48 0.17 0.5 0.515614599864453 0.521820965816079 0.529071228839839 0.578170236267644 0.585423764386712 0.534063733286741 0.583603112655527 0.590937676895217
0.49 0.17 0.5 0.517271074126802 0.523317650509033 0.530113195505233 0.578620007353836 0.585581547977147 0.53503376027974 0.58395378553506 0.590983885550598
0.5 0.17 0.5 0.518864285348829 0.52475256900249 0.531158953006503 0.579049800247054 0.585731893044136 0.536011254698752 0.58428757840936 0.591026953659028
0.01 0.18 0.5 0.5 0.5 0.500000006671005 0.50000000780197 0.500000013725279 0.500000648384494 0.5000008528145 0.500002379828071
0.02 0.18 0.5 0.5 0.5 0.500000015209976 0.50000002577607 0.500000136617954 0.500001559755998 0.500003260264014 0.500027127013119
0.03 0.18 0.5 0.5 0.5 0.500000026474808 0.500000081493585 0.500001212691139 0.500002868586 0.500012017635935 0.500257722480745
0.04 0.18 0.5 0.5 0.5 0.500000041751596 0.500000294958048 0.500010364499882 0.500004786839878 0.50005036133219 0.502099303179333
0.05 0.18 0.5 0.5 0.5 0.500000063008161 0.50000126473632 0.500087150047075 0.500007655179391 0.500243940765665 0.510607399613145
0.06 0.18 0.5 0.5 0.5 0.500000093319175 0.500006344590447 0.500712296438566 0.500012032406211 0.501289097535199 0.524175991480475
0.07 0.18 0.5 0.5 0.5 0.500000137594729 0.500036227000068 0.504869562359004 0.500018855067772 0.506028279766565 0.534811546519171
0.08 0.18 0.5 0.5 0.5 0.500000203858275 0.500227284628594 0.517802784016441 0.500029728495421 0.516810308805191 0.542660898872594
0.09 0.18 0.5 0.5 0.5 0.50000030554398 0.50144871036799 0.532063591323487 0.500047468968323 0.527029015283485 0.549144474174871
0.1 0.18 0.5 0.5 0.5 0.500000465735896 0.50715377837914 0.54207440853728 0.500077133941931 0.533507712301767 0.554944356491046
0.11 0.18 0.5 0.5 0.5 0.500000725209838 0.518012928722272 0.549265441298196 0.500128011205171 0.537829400609565 0.560320680604721
0.12 0.18 0.5 0.5 0.5 0.500001158143211 0.526388012063949 0.554904257792607 0.500217487877294 0.541278413228251 0.565342853999337
0.13 0.18 0.5 0.5 0.5 0.500001903770491 0.531567168550872 0.559557877953708 0.500378492491162 0.544383872712503 0.569992232213058
0.14 0.18 0.5 0.5 0.5 0.500003232285059 0.535414285713919 0.563473635685295 0.50067308048038 0.547312807165552 0.574209559768318
0.15 0.18 0.5 0.5 0.5 0.500005686794623 0.53874471197643 0.566779203601634 0.501213632940057 0.550106702638785 0.577925302810102
0.16 0.18 0.5 0.5 0.5 0.500010400029907 0.541806250579886 0.569566218207614 0.502181564889452 0.55277192445927 0.581088246435918
0.17 0.18 0.5 0.5 0.5 0.500019826234695 0.544671570258261 0.571918779771645 0.503794585644643 0.555307254758178 0.583690411756848
0.18 0.18 0.5 0.5 0.5 0.500039489371242 0.547365582828013 0.573916248787257 0.506134231811827 0.557711058248156 0.585775633246844
0.19 0.18 0.5 0.5 0.5 0.500082269081453 0.549900435103868 0.575628044102159 0.508901862705309 0.559982916049072 0.587425060494245
0.2 0.18 0.5 0.5 0.5 0.500178985686202 0.55228475591618 0.577110198017254 0.51151031882449 0.562123891049792 0.588730644815562
0.21 0.18 0.5 0.5 0.5 0.500403481181555 0.55452614747231 0.578405875478861 0.513556259242755 0.564136443705151 0.5897744154323
0.22 0.18 0.5 0.5 0.5 0.500922165815398 0.556631894689295 0.57954802976587 0.515027240178555 0.566024240256227 0.590620654747534
0.23 0.18 0.5 0.5 0.5 0.502036021324443 0.558609171527839 0.580562177363918 0.516108509177289 0.567791922679921 0.591316877561592
0.24 0.18 0.5 0.5 0.500000000000001 0.504009345128342 0.560465084843353 0.581468474805809 0.516982095388352 0.569444870730098 0.591897666731946
0.25 0.18 0.5 0.5 0.500000000000008 0.506549893224817 0.562206657127071 0.58228310799745 0.517764358424624 0.57098897446036 0.592388311781846
0.26 0.18 0.5 0.5 0.500000000000059 0.508882723566853 0.563840785184798 0.583019226845292 0.51851608778031 0.572430429018962 0.592807521390307
0.27 0.18 0.5 0.5 0.500000000000461 0.510648630502758 0.565374191798275 0.583687609384744 0.519265302678642 0.573775558417397 0.593169320653713
0.28 0.18 0.5 0.500000000000003 0.500000000003757 0.511993757879947 0.566813379374007 0.584297157678241 0.5200237497658 0.575030670906611 0.593484367463841
0.29 0.18 0.5 0.500000000000027 0.500000000031906 0.513133771780184 0.568164590348582 0.584855278325317 0.52079596077076 0.576201945558738 0.593760871258958
0.3 0.18 0.5 0.500000000000232 0.500000000282823 0.51419316864336 0.569433776513194 0.58536817790907 0.521583538486659 0.577295347617157 0.594005239553602
0.31 0.18 0.5 0.500000000002079 0.500000002619601 0.515225389296558 0.570626577759635 0.585841093727718 0.522386970163067 0.578316569014379 0.594222537095954
0.32 0.18 0.5 0.500000000019544 0.500000025373825 0.516250346031116 0.571748309734841 0.586278474833747 0.523206321433075 0.579270989977151 0.594416815337587
0.33 0.18 0.5 0.500000000192691 0.500000257128324 0.517275055063835 0.572803959331461 0.586684124822991 0.524041477814146 0.580163657641403 0.594591351526783
