"k" "c" "DF"
0.085 0.545 0.0724867791938784
0.09 0.545 0.0923319807663811
0.095 0.545 0.110462406935973
0.1 0.545 0.125203358075954
0.105 0.545 0.135905255627769
0.11 0.545 0.142742522329586
0.115 0.545 0.146334940242945
0.12 0.545 0.147437862585391
0.125 0.545 0.146761409886994
0.13 0.545 0.144892310841905
0.135 0.545 0.142277401182906
0.14 0.545 0.139237369187049
0.145 0.545 0.135991508158002
0.15 0.545 0.132683331823795
0.155 0.545 0.129402606552171
0.16 0.545 0.126202517526284
0.165 0.545 0.123112214888752
0.17 0.545 0.120145569773707
0.175 0.545 0.117307068957703
0.18 0.545 0.114595665138064
0.185 0.545 0.112007224198257
0.19 0.545 0.109536039604654
0.195 0.545 0.107175742798983
0.2 0.545 0.104919831718294
0.205 0.545 0.102761963336753
0.21 0.545 0.100696103791954
0.215 0.545 0.0987165948204294
0.22 0.545 0.0968181726113031
0.225 0.545 0.0949959608235455
0.23 0.545 0.0932454505703147
0.235 0.545 0.0915624747124664
0.24 0.545 0.0899431805311079
0.245 0.545 0.0883840029278646
0.25 0.545 0.0868816391991393
0.255 0.545 0.085433025815452
0.26 0.545 0.0840353173062629
0.265 0.545 0.0826858671826792
0.27 0.545 0.081382210753208
0.275 0.545 0.0801220496595579
0.28 0.545 0.0789032379567139
0.285 0.545 0.0777237695709538
0.29 0.545 0.0765817669839957
0.295 0.545 0.0754754710074144
0.3 0.545 0.0744032315269618
0.305 0.545 0.0733634991107048
0.31 0.545 0.0723548173876928
0.315 0.545 0.0713758161150988
0.32 0.545 0.0704252048616499
0.325 0.545 0.0695017672437098
0.33 0.545 0.0686043556578589
0.335 0.545 0.0677318864602864
0.34 0.545 0.06688333554899
0.345 0.545 0.0660577343096887
0.35 0.545 0.0652541658906995
0.355 0.545 0.06447176177579
0.36 0.545 0.0637096986273506
0.365 0.545 0.0629671953751546
0.37 0.545 0.0622435105285403
0.375 0.545 0.0615379396921355
0.38 0.545 0.0608498132672489
0.385 0.545 0.0601784943228477
0.39 0.545 0.0595233766216103
0.395 0.545 0.0588838827879735
0.4 0.545 0.0582594626063286
0.405 0.545 0.0576495914386599
0.41 0.545 0.0570537687519083
0.415 0.545 0.0564715167462497
0.42 0.545 0.0559023790762737
0.425 0.545 0.0553459196577802
0.43 0.545 0.0548017215535484
0.435 0.545 0.0542693859320318
0.44 0.545 0.0537485310934468
0.445 0.545 0.0532387915582053
0.45 0.545 0.0527398172130706
0.455 0.545 0.0522512725108042
0.46 0.545 0.0517728357194212
0.465 0.545 0.0513041982174973
0.47 0.545 0.0508450638322532
0.475 0.545 0.0503951482174111
0.48 0.545 0.0499541782680582
0.485 0.545 0.0495218915699644
0.49 0.545 0.0490980358810096
0.495 0.545 0.0486823686425494
0.5 0.545 0.0482746565187197
0.005 0.55 5.67212955420177e-05
0.01 0.55 9.25109663175648e-05
0.015 0.55 0.000152814081847927
0.02 0.55 0.000255049641148263
0.025 0.55 0.000429396519552005
0.03 0.55 0.000728313536042478
0.035 0.55 0.00124309186475918
0.04 0.55 0.00213215892182499
0.045 0.55 0.00366773318074816
0.05 0.55 0.00630689649532229
0.055 0.55 0.0107816457955207
0.06 0.55 0.0181596711671874
0.065 0.55 0.0297312286961648
0.07 0.55 0.0464897229679725
0.075 0.55 0.0681949130199605
0.08 0.55 0.0927438714400317
0.085 0.55 0.116825156194946
0.09 0.55 0.137486182298699
0.095 0.55 0.153172308835634
0.1 0.55 0.16370231728333
0.105 0.55 0.169724925540075
0.11 0.55 0.172204660416539
0.115 0.55 0.172108063284821
0.12 0.55 0.170259513223018
0.125 0.55 0.167299269298684
0.13 0.55 0.16369284730666
0.135 0.55 0.159761177921667
0.14 0.55 0.155715136814763
0.145 0.55 0.151686685420447
0.15 0.55 0.147753815317549
0.155 0.55 0.143959076949073
0.16 0.55 0.140322612426116
0.165 0.55 0.136850938772028
0.17 0.55 0.133542658387224
0.175 0.55 0.130392053514792
0.18 0.55 0.127391278391985
0.185 0.55 0.124531651456537
0.19 0.55 0.121804386357259
0.195 0.55 0.119200982498467
0.2 0.55 0.116713414827159
0.205 0.55 0.114334209010494
0.21 0.55 0.112056453816653
0.215 0.55 0.109873781081618
0.22 0.55 0.107780330588636
0.225 0.55 0.105770709416062
0.23 0.55 0.103839950791011
0.235 0.55 0.101983474924848
0.24 0.55 0.100197052896536
0.245 0.55 0.0984767739024987
0.25 0.55 0.096819015816674
0.255 0.55 0.0952204188330924
0.26 0.55 0.0936778618997208
0.265 0.55 0.0921884416430362
0.27 0.55 0.0907494534989601
0.275 0.55 0.0893583747921715
0.28 0.55 0.0880128495348106
0.285 0.55 0.0867106747435574
0.29 0.55 0.0854497880995416
0.295 0.55 0.0842282567980513
0.3 0.55 0.0830442674546262
0.305 0.55 0.0818961169510413
0.31 0.55 0.080782204119324
0.315 0.55 0.0797010221745063
0.32 0.55 0.0786511518176868
0.325 0.55 0.0776312549403339
0.33 0.55 0.0766400688689081
0.335 0.55 0.0756764010958975
0.34 0.55 0.0747391244495207
0.345 0.55 0.0738271726596755
0.35 0.55 0.0729395362824036
0.355 0.55 0.0720752589492227
0.36 0.55 0.071233433911285
0.365 0.55 0.070413200851474
0.37 0.55 0.0696137429403564
0.375 0.55 0.0688342841143528
0.38 0.55 0.0680740865566895
0.385 0.55 0.0673324483636202
0.39 0.55 0.0666087013801251
0.395 0.55 0.0659022091908308
0.4 0.55 0.0652123652532514
0.405 0.55 0.0645385911616748
0.41 0.55 0.0638803350311006
0.415 0.55 0.0632370699916207
0.42 0.55 0.0626082927844947
0.425 0.55 0.0619935224519753
0.43 0.55 0.0613922991136248
0.435 0.55 0.0608041828225214
0.44 0.55 0.0602287524953093
0.445 0.55 0.0596656049105787
0.45 0.55 0.05911435377052
0.455 0.55 0.0585746288212274
0.46 0.55 0.0580460750274069
0.465 0.55 0.0575283517975948
0.47 0.55 0.0570211322563078
0.475 0.55 0.0565241025598333
0.48 0.55 0.0560369612526317
0.485 0.55 0.0555594186615602
0.49 0.55 0.0550911963253457
0.495 0.55 0.0546320264569309
0.5 0.55 0.0541816514365035
0.005 0.555 6.06939322029528e-05
0.01 0.555 0.000104371083187017
0.015 0.555 0.00018202395014375
0.02 0.555 0.000321029341349339
0.025 0.555 0.000571447797354755
0.03 0.555 0.00102506864156039
0.035 0.555 0.00185005517367817
0.04 0.555 0.00335215903447515
0.045 0.555 0.00607593682283386
0.05 0.555 0.0109477617420007
0.055 0.555 0.0193997631191145
0.06 0.555 0.0332437747398907
0.065 0.555 0.0538750825899013
0.07 0.555 0.0807821734096399
0.075 0.555 0.110732554013369
0.08 0.555 0.139166769839641
0.085 0.555 0.162583945971188
0.09 0.555 0.179580668716387
0.095 0.555 0.190395040385491
0.1 0.555 0.196068316783011
0.105 0.555 0.197846446036112
0.11 0.555 0.196877128546041
0.115 0.555 0.194095337327557
0.12 0.555 0.190205790191324
0.125 0.555 0.185708933782096
0.13 0.555 0.180942083792409
0.135 0.555 0.176121302459438
0.14 0.555 0.171377443297953
0.145 0.555 0.166784267796038
0.15 0.555 0.162378910204353
0.155 0.555 0.158175994866655
0.16 0.555 0.154176952204492
0.165 0.555 0.150375931091066
0.17 0.555 0.146763415532268
0.175 0.555 0.143328354691791
0.18 0.555 0.140059363669525
0.185 0.555 0.13694536223129
0.19 0.555 0.133975884603288
0.195 0.555 0.131141203608051
0.2 0.555 0.128432354592686
0.205 0.555 0.125841108611818
0.21 0.555 0.123359922590594
0.215 0.555 0.120981881427476
0.22 0.555 0.118700639705826
0.225 0.555 0.116510366641397
0.23 0.555 0.114405695727999
0.235 0.555 0.112381679434986
0.24 0.555 0.110433748779244
0.245 0.555 0.108557677369259
0.25 0.555 0.106749549449137
0.255 0.555 0.105005731475089
0.26 0.555 0.103322846793422
0.265 0.555 0.101697753036484
0.27 0.555 0.100127521901012
0.275 0.555 0.0986094210177897
0.28 0.555 0.0971408976608541
0.285 0.555 0.0957195640785762
0.29 0.555 0.0943431842581954
0.295 0.555 0.0930096619603321
0.3 0.555 0.0917170298813443
0.305 0.555 0.0904634398195689
0.31 0.555 0.0892471537371126
0.315 0.555 0.088066535622207
0.32 0.555 0.0869200440686899
0.325 0.555 0.0858062254990976
0.33 0.555 0.084723707966473
0.335 0.555 0.0836711954774637
0.34 0.555 0.0826474627857845
0.345 0.555 0.0816513506107985
0.35 0.555 0.0806817612409278
0.355 0.555 0.0797376544859589
0.36 0.555 0.0788180439461273
0.365 0.555 0.0779219935692365
0.37 0.555 0.07704861447003
0.375 0.555 0.0761970619886615
0.38 0.555 0.0753665329674403
0.385 0.555 0.0745562632270803
0.39 0.555 0.0737655252255246
0.395 0.555 0.0729936258840483
0.4 0.555 0.0722399045667957
0.405 0.555 0.0715037312012133
0.41 0.555 0.0707845045280021
0.415 0.555 0.0700816504702555
0.42 0.555 0.0693946206123877
0.425 0.555 0.0687228907802945
0.43 0.555 0.0680659597149509
0.435 0.555 0.0674233478323254
0.44 0.555 0.0667945960631113
0.445 0.555 0.0661792647663305
0.45 0.555 0.0655769327113633
0.455 0.555 0.0649871961234198
0.46 0.555 0.064409667787874
0.465 0.555 0.063843976209264
0.47 0.555 0.0632897648210923
0.475 0.555 0.0627466912428796
0.48 0.555 0.062214426581198
0.485 0.555 0.0616926547716745
0.49 0.555 0.0611810719591828
0.495 0.555 0.0606793859136595
0.5 0.555 0.0601873154791754
0.005 0.56 6.50006055179791e-05
0.01 0.56 0.000117939766299768
0.015 0.56 0.000217311864792051
0.02 0.56 0.000405243919683422
0.025 0.56 0.000763061948465394
0.03 0.56 0.00144801729804368
0.035 0.56 0.00276290752512264
0.04 0.56 0.00528166420189123
0.045 0.56 0.0100501870885318
0.05 0.56 0.018814709058216
0.055 0.56 0.0339849504193631
0.06 0.56 0.0576474037056115
0.065 0.56 0.0893689132086155
0.07 0.56 0.124878022878029
0.075 0.56 0.158200161851134
0.08 0.56 0.185092928951246
0.085 0.56 0.204164741312255
0.09 0.56 0.21597554647209
0.095 0.56 0.221900160955269
0.1 0.56 0.223443019093257
0.105 0.56 0.221936777270672
0.11 0.56 0.218446002821963
0.115 0.56 0.213764490014822
0.12 0.56 0.208451583404989
0.125 0.56 0.20288112102374
0.13 0.56 0.197289704171154
0.135 0.56 0.191817971970998
0.14 0.56 0.186542758979089
0.145 0.56 0.181500451534084
0.15 0.56 0.176703013468326
0.155 0.56 0.17214846080957
0.16 0.56 0.167827415144483
0.165 0.56 0.163727033945196
0.17 0.56 0.159833264311711
0.175 0.56 0.156132067333594
0.18 0.56 0.152610034055058
0.185 0.56 0.149254655686294
0.19 0.56 0.146054405961769
0.195 0.56 0.142998727306279
0.2 0.56 0.140077972147376
0.205 0.56 0.137283326996595
0.21 0.56 0.134606733422842
0.215 0.56 0.132040812611742
0.22 0.56 0.129578796265975
0.225 0.56 0.127214464609174
0.23 0.56 0.124942091314122
0.235 0.56 0.12275639478121
0.24 0.56 0.120652495070633
0.245 0.56 0.118625875796375
0.25 0.56 0.116672350347464
0.255 0.56 0.114788031876207
0.26 0.56 0.112969306567532
0.265 0.56 0.11121280977153
0.27 0.56 0.109515404640674
0.275 0.56 0.10787416296407
0.28 0.56 0.106286347934238
0.285 0.56 0.104749398618423
0.29 0.56 0.103260915937346
0.295 0.56 0.101818649980432
0.3 0.56 0.100420488508863
0.305 0.56 0.099064446516728
0.31 0.56 0.0977486567368244
0.315 0.56 0.0964713609915589
0.32 0.56 0.0952309023014352
0.325 0.56 0.0940257176739548
0.33 0.56 0.0928543315047597
0.335 0.56 0.0917153495306252
0.34 0.56 0.0906074532807327
0.345 0.56 0.0895293949785535
0.35 0.56 0.0884799928519072
0.355 0.56 0.0874581268132772
0.36 0.56 0.0864627344765066
0.365 0.56 0.0854928074795028
0.37 0.56 0.0845473880857137
0.375 0.56 0.0836255660398932
0.38 0.56 0.0827264756561095
0.385 0.56 0.0818492931181402
0.39 0.56 0.0809932339743069
0.395 0.56 0.0801575508105415
0.4 0.56 0.0793415310870034
0.405 0.56 0.0785444951249402
0.41 0.56 0.0777657942317183
0.415 0.56 0.0770048089530438
0.42 0.56 0.0762609474423943
0.425 0.56 0.0755336439385641
0.43 0.56 0.0748223573430237
0.435 0.56 0.0741265698895311
0.44 0.56 0.0734457858990642
0.445 0.56 0.0727795306137514
0.45 0.56 0.0721273491039933
0.455 0.56 0.0714888052434704
0.46 0.56 0.070863480747148
0.465 0.56 0.0702509742678076
0.47 0.56 0.0696509005469782
0.475 0.56 0.0690628896164853
0.48 0.56 0.0684865860471188
0.485 0.56 0.0679216482412094
0.49 0.56 0.0673677477661404
0.495 0.56 0.0668245687260572
0.5 0.56 0.0662918071692393
0.005 0.565 6.96733220325382e-05
0.01 0.565 0.000133485083168042
0.015 0.565 0.000260027503802251
0.02 0.565 0.000513003104540611
0.025 0.565 0.00102226789546245
0.03 0.565 0.00205244755528372
0.035 0.565 0.00413765264656517
0.04 0.565 0.00832473583585676
0.045 0.565 0.0165239225281343
0.05 0.565 0.0316957796429675
0.055 0.565 0.056942905872734
0.06 0.565 0.0926039139181882
0.065 0.565 0.133774639495797
0.07 0.565 0.17280942470731
0.075 0.565 0.204265839841302
0.08 0.565 0.226474724869975
0.085 0.565 0.240195711357018
0.09 0.565 0.247100483481275
0.095 0.565 0.248954076432301
0.1 0.565 0.247294856824418
0.105 0.565 0.243346352724704
0.11 0.565 0.238022876277388
0.115 0.565 0.231971657670261
0.12 0.565 0.225627013074586
0.125 0.565 0.219264199483914
0.13 0.565 0.213046352830361
0.135 0.565 0.207061734473315
0.14 0.565 0.201351153826601
0.145 0.565 0.195926930485731
0.15 0.565 0.190785311013447
0.155 0.565 0.185914207067416
0.16 0.565 0.181297791615329
0.165 0.565 0.176919092425797
0.17 0.565 0.172761366569331
0.175 0.565 0.168808764762207
0.18 0.565 0.165046600374109
0.185 0.565 0.161461409743565
0.19 0.565 0.158040910058133
0.195 0.565 0.154773912810152
0.2 0.565 0.151650223007128
0.205 0.565 0.148660538860704
0.21 0.565 0.145796358429791
0.215 0.565 0.143049895488692
0.22 0.565 0.140414004873971
0.225 0.565 0.137882116685565
0.23 0.565 0.135448178406116
0.235 0.565 0.13310660395627
0.24 0.565 0.13085222877014
0.245 0.565 0.128680270080307
0.25 0.565 0.126586291712021
0.255 0.565 0.124566172788034
0.26 0.565 0.122616079834312
0.265 0.565 0.120732441852417
0.27 0.565 0.118911927987956
0.275 0.565 0.117151427477782
0.28 0.565 0.115448031603367
0.285 0.565 0.11379901741534
0.29 0.565 0.112201833025896
0.295 0.565 0.110654084292651
0.3 0.565 0.109153522740316
0.305 0.565 0.107698034586046
0.31 0.565 0.106285630750996
0.315 0.565 0.104914437754934
0.32 0.565 0.103582689403108
0.325 0.565 0.102288719185238
0.33 0.565 0.101030953315779
0.335 0.565 0.0998079043526345
0.34 0.565 0.0986181653385122
0.345 0.565 0.0974604044152896
0.35 0.565 0.0963333598670845
0.355 0.565 0.0952358355524802
0.36 0.565 0.0941666966904985
0.365 0.565 0.0931248659685821
0.37 0.565 0.0921093199440838
0.375 0.565 0.0911190857136324
0.38 0.565 0.0901532378272865
0.385 0.565 0.0892108954266509
0.39 0.565 0.0882912195881404
0.395 0.565 0.0873934108543732
0.4 0.565 0.0865167069382784
0.405 0.565 0.0856603805859378
0.41 0.565 0.084823737585461
0.415 0.565 0.0840061149103556
0.42 0.565 0.0832068789868785
0.425 0.565 0.0824254240757945
0.43 0.565 0.081661170759804
0.435 0.565 0.0809135645286606
0.44 0.565 0.0801820744546743
0.445 0.565 0.0794661919519344
0.45 0.565 0.0787654296131202
0.455 0.565 0.078079320118295
0.46 0.565 0.0774074152105297
0.465 0.565 0.0767492847336238
0.47 0.565 0.0761045157275653
0.475 0.565 0.0754727115777306
0.48 0.565 0.0748534912141249
0.485 0.565 0.0742464883572625
0.49 0.565 0.0736513508075446
0.495 0.565 0.0730677397752322
0.5 0.565 0.0724953292483309
0.005 0.57 7.47475305333476e-05
0.01 0.57 0.000151320527032574
0.015 0.57 0.000311838293724957
0.02 0.57 0.000651234303401719
0.025 0.57 0.00137386252898175
0.03 0.57 0.00291813243551825
0.035 0.57 0.00620755835112409
0.04 0.57 0.0130897442254677
0.045 0.57 0.0268220937246935
0.05 0.57 0.0516416975502898
0.055 0.57 0.0895853373304846
0.06 0.57 0.136101633682346
0.065 0.57 0.181744326662345
0.07 0.57 0.219124347037326
0.075 0.57 0.245796169489913
0.08 0.57 0.262545231093598
0.085 0.57 0.271312567582085
0.09 0.57 0.274140812451733
0.095 0.57 0.27280309172994
0.1 0.57 0.268715146847749
0.105 0.57 0.262946237808578
0.11 0.57 0.256264097064007
0.115 0.57 0.249191639784318
0.12 0.57 0.242064910959928
0.125 0.57 0.235085566147864
0.13 0.57 0.228364047458549
0.135 0.57 0.22195231481444
0.14 0.57 0.215866968563799
0.145 0.57 0.210104603965608
0.15 0.57 0.204651450946686
0.155 0.57 0.199489108566956
0.16 0.57 0.19459776835227
0.165 0.57 0.189957906659578
0.17 0.57 0.185551089058363
0.175 0.57 0.181360285348668
0.18 0.57 0.177369930440218
0.185 0.57 0.173565863606769
0.19 0.57 0.169935217293913
0.195 0.57 0.166466291664455
0.2 0.57 0.163148431953102
0.205 0.57 0.159971915729216
0.21 0.57 0.156927852233265
0.215 0.57 0.154008093684983
0.22 0.57 0.151205157541408
0.225 0.57 0.148512158408868
0.23 0.57 0.145922748325412
0.235 0.57 0.143431064253473
0.24 0.57 0.141031681775769
0.245 0.57 0.138719574136095
0.25 0.57 0.136490075898477
0.255 0.57 0.134338850610371
0.26 0.57 0.132261861949606
0.265 0.57 0.130255347912896
0.27 0.57 0.128315797668766
0.275 0.57 0.126439930751864
0.28 0.57 0.124624678320947
0.285 0.57 0.122867166240869
0.29 0.57 0.121164699781005
0.295 0.57 0.119514749749734
0.3 0.57 0.117914939907772
0.305 0.57 0.116363035522879
0.31 0.57 0.114856932945443
0.315 0.57 0.113394650098993
0.32 0.57 0.111974317792289
0.325 0.57 0.110594171770525
0.33 0.57 0.109252545432631
0.335 0.57 0.107947863149904
0.34 0.57 0.106678634128358
0.345 0.57 0.10544344676351
0.35 0.57 0.10424096344179
0.355 0.57 0.103069915747645
0.36 0.57 0.101929100039661
0.365 0.57 0.100817373362805
0.37 0.57 0.0997336496672106
0.375 0.57 0.0986768963069165
0.38 0.57 0.0976461307945533
0.385 0.57 0.0966404177903405
0.39 0.57 0.0956588663058171
0.395 0.57 0.0947006271045911
0.4 0.57 0.0937648902840543
0.405 0.57 0.0928508830234879
0.41 0.57 0.0919578674853213
0.415 0.57 0.091085138857497
0.42 0.57 0.0902320235259746
0.425 0.57 0.0893978773673693
0.43 0.57 0.0885820841525908
0.435 0.57 0.0877840540531476
0.44 0.57 0.0870032222424716
0.445 0.57 0.0862390475852848
0.45 0.57 0.0854910114085956
0.455 0.57 0.0847586163484472
0.46 0.57 0.0840413852670208
0.465 0.57 0.0833388602351335
0.47 0.57 0.0826506015755602
0.475 0.57 0.0819761869629807
0.48 0.57 0.0813152105766742
0.485 0.57 0.0806672823023873
0.49 0.57 0.0800320269800785
0.495 0.57 0.0794090836944844
0.5 0.57 0.0787981051056956
0.005 0.575 8.02625326250005e-05
0.01 0.575 0.000171813271338696
0.015 0.575 0.000374808194273912
0.02 0.575 0.000828993435235276
0.025 0.575 0.00185198490316872
0.03 0.575 0.0041598281364202
0.035 0.575 0.00931621910384693
0.04 0.575 0.020449653864486
0.045 0.575 0.0425842840649458
0.05 0.575 0.0801612631945717
0.055 0.575 0.130728351972615
0.06 0.575 0.183577622036921
0.065 0.575 0.228402854883898
0.07 0.575 0.261125250103949
0.075 0.575 0.282250446153461
0.08 0.575 0.293949414216297
0.085 0.575 0.298570822053484
0.09 0.575 0.298158188576396
0.095 0.575 0.294353669831292
0.1 0.575 0.288415711046846
0.105 0.575 0.281266687677131
0.11 0.575 0.273549850241104
0.115 0.575 0.265688871646587
0.12 0.575 0.257944573626139
0.125 0.575 0.250464131326247
0.13 0.575 0.243320122131128
0.135 0.575 0.236539132592573
0.14 0.575 0.230121281351472
0.145 0.575 0.224052718675271
0.15 0.575 0.218313162397906
0.155 0.575 0.212880171286287
0.16 0.575 0.207731402692495
0.165 0.575 0.202845693304543
0.17 0.575 0.198203490397041
0.175 0.575 0.193786946661578
0.18 0.575 0.189579854926937
0.185 0.575 0.185567516939517
0.19 0.575 0.181736593577085
0.195 0.575 0.178074958494613
0.2 0.575 0.174571564125584
0.205 0.575 0.171216322611738
0.21 0.575 0.168000001390882
0.215 0.575 0.164914132068094
0.22 0.575 0.161950930902377
0.225 0.575 0.159103229293754
0.23 0.575 0.156364412833755
0.235 0.575 0.153728367686904
0.24 0.575 0.151189433262604
0.245 0.575 0.148742360303285
0.25 0.575 0.146382273654227
0.255 0.575 0.144104639095987
0.26 0.575 0.141905233715592
0.265 0.575 0.139780119371265
0.27 0.575 0.137725618870555
0.275 0.575 0.135738294535975
0.28 0.575 0.133814928877557
0.285 0.575 0.1319525071299
0.29 0.575 0.130148201443419
0.295 0.575 0.128399356546878
0.3 0.575 0.126703476721515
0.305 0.575 0.125058213946981
0.31 0.575 0.123461357096411
0.315 0.575 0.121910822072644
0.32 0.575 0.120404642790331
0.325 0.575 0.118940962919691
0.33 0.575 0.117518028317258
0.335 0.575 0.11613418007731
0.34 0.575 0.114787848144969
0.345 0.575 0.11347754543836
0.35 0.575 0.112201862432812
0.355 0.575 0.110959462165061
0.36 0.575 0.109749075619711
0.365 0.575 0.108569497464139
0.37 0.575 0.107419582101352
0.375 0.575 0.106298240013402
0.38 0.575 0.105204434370601
0.385 0.575 0.104137177884196
0.39 0.575 0.103095529882292
0.395 0.575 0.102078593590706
0.4 0.575 0.10108551360215
0.405 0.575 0.100115473518672
0.41 0.575 0.0991676937536252
0.415 0.575 0.098241429480707
0.42 0.575 0.0973359687186853
0.425 0.575 0.0964506305414357
0.43 0.575 0.0955847634038164
0.435 0.575 0.094737743574719
0.44 0.575 0.0939089736693598
0.445 0.575 0.093097881273554
0.45 0.575 0.0923039176533062
0.455 0.575 0.0915265565436052
0.46 0.575 0.0907652930108025
0.465 0.575 0.0900196423834109
0.47 0.575 0.0892891392465632
0.475 0.575 0.0885733364957548
0.48 0.575 0.0878718044458272
0.485 0.575 0.0871841299914663
0.49 0.575 0.0865099158157727
0.495 0.575 0.0858487796437226
