"G" "X" "Y" "A" "D"
1 0.499752497524975 0.500247502475025 0.220933536572602 0.000516999614255052
2 0.499800164917521 0.500199835082479 0.220148044945597 0.000427024682690093
3 0.499803784333825 0.500196215666175 0.219382839184314 0.000422613125950143
4 0.499797104193873 0.500202895806127 0.218622465641924 0.000441527792901035
5 0.499785238899253 0.500214761100747 0.21786515298608 0.000472277877338764
6 0.49976976363861 0.50023023636139 0.217112297708868 0.00051155984942257
7 0.499750851797695 0.500249148202305 0.216365060029484 0.000559083140053229
8 0.499728212863285 0.500271787136714 0.215624491822717 0.000615591738739007
9 0.499701352478594 0.500298647521406 0.21489163368147 0.000682299209276533
10 0.499669645564173 0.500330354435827 0.214167619858107 0.000760730417052081
11 0.499632349535189 0.500367650464811 0.213453738351565 0.00085269464037416
12 0.49958859717368 0.500411402826321 0.212751473489309 0.000960304355602941
13 0.499537381161742 0.500462618838258 0.212062543383883 0.00108601333404325
14 0.499477533882677 0.500522466117323 0.211388938718283 0.00123266605140485
15 0.499407703437676 0.500592296562324 0.210732965741591 0.00140355631513961
16 0.499326325950808 0.500673674049192 0.210097294978312 0.00160249499775344
17 0.49923159393351 0.50076840606649 0.209485016644988 0.00183388746625455
18 0.499121420376069 0.500878579623931 0.20889970359378 0.00210282154946213
19 0.498993398211404 0.501006601788597 0.208345482526467 0.00241516694703663
20 0.498844754823407 0.501155245176593 0.207827114145927 0.00277768693071963
21 0.498672301345234 0.501327698654766 0.207350082786682 0.00319816302613321
22 0.498472376621481 0.501527623378519 0.20692069585672 0.00368553307034408
23 0.498240785908844 0.501759214091156 0.206546193094364 0.00425004257698616
24 0.497972734684581 0.502027265315419 0.206234865155533 0.00490340865424878
25 0.497662758348214 0.502337241651786 0.205996180349611 0.00565899474618861
26 0.497304649171123 0.502695350828877 0.205840917379629 0.00653199312806825
27 0.496891382606048 0.503108617393952 0.205781300651343 0.00753961029697133
28 0.496415046049317 0.503584953950683 0.205831133031336 0.008701248073191
29 0.495866774383531 0.504133225616469 0.206005918797935 0.0100386702892272
30 0.495236698134996 0.504763301865004 0.206322966902802 0.0115761413446008
31 0.494513911849894 0.505486088150106 0.206801461550201 0.0133405186584487
32 0.493686472273812 0.506313527726188 0.207462483583145 0.015361276272233
33 0.492741437990675 0.507258562009325 0.2083289624336 0.0176704318138433
34 0.491664964123659 0.508335035876341 0.209425534804739 0.0203023442285684
35 0.490442467181762 0.509557532818238 0.210778283380345 0.0232933459026747
36 0.489058875664235 0.510941124335765 0.212414327531891 0.0266811711909306
37 0.487498980975275 0.512501019024724 0.214361239316982 0.0305041454064268
38 0.485747899806209 0.514252100193792 0.21664626334441 0.0348001058106696
39 0.483791652652438 0.516208347347561 0.219295329681449 0.0396050408749853
40 0.481617852956849 0.518382147043151 0.222331866004206 0.0449514575238058
41 0.479216487356229 0.520783512643771 0.225775439035096 0.0508665186774089
42 0.476580750264222 0.523419249735777 0.229640285080472 0.0573700338844683
43 0.473707877241365 0.526292122758635 0.233933822441363 0.0644724303692831
44 0.470599904203066 0.529400095796934 0.23865526973069 0.072172873712898
45 0.467264267490611 0.532735732509389 0.243794516876357 0.0804577373920591
46 0.463714157597751 0.536285842402249 0.249331402119732 0.089299628161485
47 0.459968550621539 0.540031449378461 0.2552355319493 0.0986571509223237
48 0.45605186788261 0.54394813211739 0.261466738414398 0.1084755381931
49 0.451993253859532 0.548006746140468 0.267976202087769 0.118688179215735
50 0.447825509988505 0.552174490011495 0.274708188144254 0.12921897459434
51 0.443583768321492 0.556416231678508 0.281602262098226 0.139985333873477
